email,company_name,sector,county,job_title,positions_available,company_org_number
clujcareers@steelcase.com,STEELCASE SRL,Altele,Cluj,DESIGNER GRAFICA (STUDII SUPERIOARE),1,29181916
comenzi@rotecom.ro,ROTECOM-GLASS S.R.L.,Construcții / Instalații,Mureș,OPERATOR CALCULATOR ELECTRONIC SI RETELE,1,15302805
comercial@artwood.ro,ART WOOD COMPANY SRL,PRODUCTIE MOBILA,Hunedoara,MANIPULANT MARFURI,2,16065421
comercial@conservfruct.ro,CONSERVFRUCT SRL,Agricultură / Zootehnie,Neamț,MANIPULANT MARFURI,3,4998460
conpet@conpet.ro,CONPET SA,Altele,Prahova,FEMEIE DE SERVICIU,2,1350020
constantin.bacrau@bacrau.ro,S.C. BACRAU INTERNATIONAL S.R.,Altele,Suceava,SOFER DE AUTOTURISME SI CAMIONETE,3,1628829
construct@metaller.ro,METALLER ELECTRIC SRL,COMERT,Mureș,MANIPULANT MARFURI,1,44098050
cont@agrifarm.ro,AGRIFARM SRL,Agricultură / Zootehnie,Dolj,MUNCITOR NECALIFICAT ÎN AGRICULTURA,3,11515860
conta@aquapark-felix.ro,PRESIDENT LUXURY,Turism / Alimentație,Bihor,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,1,47598912
conta@rcbelectro.ro,RCB ELECTRO 97 SA,Construcții / Instalații,Bistrița-Năsăud,CONFECTIONER IZOLATII LA CONDUCTORI ELECTRICI,4,7488031
contabilitate2@gica.ro,GICA IMPORT-EXPORT ITALIA SRL,COMERT,Arad,TEHNICIAN MECANIC,1,8375570
contabilitate3@xprompt.ro,X PROMPT PRINT SRL,Producție / Logistică,,LEGATOR MANUAL (ÎN POLIGRAFIE SI ATELIERE SPECIALE),25,49686832
contabilitate@amgagregate.ro,AMG MINERALS SRL,Altele,Dolj,MANAGER,1,27049618
contabilitate@aromaevents.ro,ROMSIANA SRL,RESTAURANTE,Cluj,BUCATAR,1,14331888
contabilitate@atriaconcept.ro,ATRIA CONCEPT SRL,Construcții / Instalații,Galați,MAISTRU ELECTROMECANIC,1,35988245
contabilitate@atxcomputers.ro,ATXCOMPUTERS GROUP SRL,COMERT,Prahova,MANIPULANT MARFURI,4,13400041
contabilitate@axaporcelaine.ro,AXA PORCELAINE SRL,Producție / Logistică,Alba,FASONATOR PRODUSE CERAMICE,1,1762110
contabilitate@bizhunts.ro,BIZ HUNT SOFTWARE SRL,Altele,Dâmbovița,DIRECTOR GENERAL ADJUNCT SOCIETATE COMERCIALA,1,32954922
contabilitate@boutiquedupain.ro,BOUTIQUE DU PAIN BUCHAREST SRL,Altele,Municipiul București,AJUTOR BUCATAR,6,25403300
contabilitate@businessdivision.ro,HOSPICE SENIORUM,Medicină / Sănătate /Psihoterapie,Iași,INFIRMIER/INFIRMIERA,10,49306569
contabilitate@centralmotors.ro,CENTRAL MOTORS SRL,SERVICE AUTO,Bistrița-Năsăud,ELECTROMECANIC AUTO,1,12517010
contabilitate@chocolatefactory.ro,MHV PROCESSING S.R.L.,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Maramureș,"CROITOR-CONFECTIONER ÎMBRACAMINTE, DUPA COMANDA",3,41129038
contabilitate@craciuntrade.ro,CRĂCIUN TRADE SRL,SERVICE AUTO,Sibiu,UCENIC,2,17714802
contabilitate@dmconstructcluj.ro,D&M CONSTRUCT SRL,Construcții / Instalații,Cluj,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE",1,17475500
contabilitate@eutrucks.ro,EUROTRADE TRANSILVANIA SRL,SERVICE AUTO,Brașov,SPALATOR VEHICULE,1,21432745
contabilitate@fendercables.com,FENDER CABLES SRL,Producție / Logistică,Cluj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,13414934
contabilitate@globaltech.com.ro,GLOBAL TECH SRL,COMERT,Iași,TEHNICIAN ENERGETICIAN/ELECTRICIAN,2,1971141
contabilitate@hermi.ro,HERMI CONSTRUCT SRL,Producție / Logistică,Brașov,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,3,8084759
contabilitate@hidroavil.ro,HIDROAVIL CONSTRUCT SRL,Construcții / Instalații,Gorj,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",1,30731347
contabilitate@janmar.ro,JANMAR COM SRL,COMERT,,MANIPULANT MARFURI,1,5211602
contabilitate@kereszturi.com,TARNAVA MARE COOPERATIVA AGRICOLA,Producție / Logistică,Harghita,AMBALATOR MANUAL,1,28274995
contabilitate@kynita.ro,KYNITA SRL,Producție / Logistică,Vâlcea,AMBALATOR MANUAL,10,7485809
contabilitate@matprodsteel.ro,MATPROD STEEL SRL,Producție / Logistică,Cluj,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,2,15918032
contabilitate@miragecraiova.ro,CASAMENTOS SRL,RESTAURANTE,Dolj,LUCRATOR COMERCIAL,2,36020998
contabilitate@narro.ro,AHTPAK TRADING 2021,COMERT,Ilfov,AGENT DE VÂNZARI,1,44421214
contabilitate@onoblic.ro,ON OBLIC SRL,Administrativ / Secretariat,,SECRETARA,1,22193514
contabilitate@palascom.ro,PALAS COM SRL,COMERT,Mureș,SEF DEPOZIT,4,6668000
contabilitate@pamastrading.ro,PAMAS TRADING SRL,COMERT,Ilfov,MANIPULANT MARFURI,3,12674049
contabilitate@pamirco.com,PAMIRCO SRL,Producție / Logistică,Timiș,MUNCITOR NECALIFICAT ÎN SILVICULTURA,1,15301346
contabilitate@paradisstar.ro,PARADIS STAR,COMERT,Constanța,Comerciant vanzator marfuri nealimentare,1,6018945
contabilitate@pastravuldintarata.com,PĂSTRĂVĂRIA VALEA STÂNII ZĂGANU S.R.L.,Altele,Prahova,CONSILIER JURIDIC,1,25458179
contabilitate@polteks.ro,POLTEKS SRL,Producție / Logistică,Prahova,STRUNGAR UNIVERSAL,1,13001679
contabilitate@privilegcatering.ro,PRIVILEG CATERING SRL,Turism / Alimentație,Ilfov,BUCATAR,2,14358263
contabilitate@proexib.ro,PROEXIB INSTAL SRL,Construcții / Instalații,Timiș,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",5,29581068
contabilitate@selectgrup.ro,SELECT GRUP SA,RESTAURANTE,Iași,VÂNZATOR,2,7585859
contabilitate@sophiaromania.ro,SOPHIA INOVATION SRL,Producție / Logistică,Iași,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE,1,28042022
contabilitate@spclepbv.ro,SERVICIUL PUBLIC COMUNITAR LOCAL DE EVIDENTA A PERSOANELOR BRASOV,Altele,Brașov,FEMEIE DE SERVICIU,1,17773744
contabilitate@steeleconfex.ro,STEELECONFEX S.R.L.,Altele,,MUNCITOR NECALIFICAT ÎN METALURGIE,5,43746838
contabilitate@tekso.ro,FIBA TRADING COMPANY IMPEX SRL,COMERT,Municipiul București,COFETAR,3,3320999
contabilitate@the-store.ro,THE STORE TRANSILVANIA SRL,COMERT,Bihor,VÂNZATOR,1,30874746
contabilitate@tivicoimpex.ro,SC TIVICO IMPEX SRL,Altele,Vaslui,Conducător auto transport rutier de mărfuri,1,8798146
contabilitate@tomorogaconstruct.ro,TOMOROGA CONSTRUCT SRL,Construcții / Instalații,,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE",1,16802248
contabilitate@turbotax.ro,OHORECA PARTNER RECICLARE SRL,COMERT,Maramureș,REPREZENTANT COMERCIAL,1,46485125
contabilitate@winfortrade.ro,WINFOR TRADE SRL,Construcții / Instalații,Harghita,Conducător auto transport rutier de mărfuri,3,18949564
contact@agrolegum.ro,AGROLEGUM LIE S.R.L.,Agricultură / Zootehnie,Ilfov,MUNCITOR NECALIFICAT ÎN AGRICULTURA,2,30961826
contact@alexandraanastasiei.ro,Asociația Femei din Piatra,Educație / Training / Coaching,Neamț,PEDAGOG SCOLAR,1,52233947
contact@arakineto.ro,PROKINETIC & NUTRITION S.R.L.,COMERT,,FIZIOTERAPEUT,1,40500439
contact@archicraft.ro,ARCHICRAFT DESIGN BUILD S.R.L.,Vânzări,Satu Mare,ASISTENT MANAGER,1,46647871
contact@artsani.ro,ARTSANI COM SRL,COMERT,Prahova,AGENT DE VÂNZARI,1,14528066
contact@atelierjuridic.ro,ODED GAMES SRL,Altele,Municipiul București,ADMINISTRATOR SOCIETATE COMERCIALA,1,50020110
contact@autotehnostil.ro,AUTO TEHNOSTIL SRL,Producție / Logistică,Cluj,ELECTRICIAN AUTO,1,35211990
contact@besthotelhd.ro,QUARTZ TURISM SRL,RESTAURANTE,Hunedoara,BUCATAR,1,36494886
contact@cadastru.biz,ZOOMACAD SRL,Inginerie,Municipiul București,INGINER GEODEZ,2,24736064
contact@caro-oradea.ro,SC CRISTESIM SRL,RESTAURANTE,Bihor,AJUTOR OSPATAR,1,16272923
contact@constructiiherald.ro,HERALD COM IMPEX SRL,Construcții / Instalații,Bihor,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,1,5680390
contact@contabilitate-ec.ro,CONTABILITATE EC SRL,Contabilitate / Financiar,Mureș,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA,1,17477331
contact@coronahr.ro,CORONA BUSINESS PROJECTS S.R.L.,Altele,Brașov,AMBALATOR MANUAL,5,39702965
contact@crispyhouse.ro,CRISPY HOUSE SRL,Altele,,BARMAN,1,32023380
contact@culturabraila.ro,CENTRUL CULTURAL SI DE AGREMENT CHIRA CHIRALINA,Administrativ / Secretariat,Brăila,ADMINISTRATOR,1,4342936
contact@delicio.ro,KRON BUILD SRL,RESTAURANTE,Brașov,LUCRATOR BUCATARIE (SPALATOR VASE MARI),8,27128533
contact@demitros.ro,DEMITROS SRL,Altele,Iași,BOBINATOR MASINI ELECTRICE ROTATIVE,1,7943590
contact@dypety.ro,DYPETY SRL,Altele,,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,7258130
contact@edilexpertpubliservsuseni.ro,EDIL EXPERT PUBLISERV SUSENI SRL,Altele,Argeș,SAPATOR MANUAL,4,27414292
contact@ehvac.ro,ALUPLAST SYSTEM SRL,COMERT,Cluj,MANIPULANT MARFURI,2,16125213
contact@ellisium.ro,Ellisium Center,Altele,Iași,RECEPTIONIST,1,40362913
contact@farina.com.ro,FARINA COMPANY SA,Altele,Teleorman,AMBALATOR MANUAL,1,24515101
contact@fdfa.ro,SC WINDOWS DISTRIBUTION SRL,Altele,Arad,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",10,33422800
contact@fish-house.ro,FISH HOUSE BY ZORAN,RESTAURANTE,Municipiul București,LUCRATOR BUCATARIE (SPALATOR VASE MARI),2,36637617
contact@foliesiambalaje.ro,GRAZZI CONSULTING SRL,Producție / Logistică,Caraș-Severin,OPERATOR MASE PLASTICE,2,25034360
contact@free-star.ro,FREE STAR SRL,COMERT,Neamț,REPREZENTANT COMERCIAL,1,5473441
contact@frigofab.ro,PROD SONRESA SRL,Altele,Bacău,FRIGORIFERIST (FRIGOTEHNIST),2,41257053
contact@ginort.ro,MIRODI EXPERT SRL,Construcții / Instalații,Municipiul București,ZUGRAV,2,37508360
contact@gmail.ro,CONSRED CONSTRUCT SRL,Construcții / Instalații,Cluj,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",5,27147780
contact@hanulbucovinei.ro,TITIN TURISM SRL,Turism / Alimentație,Suceava,OSPATAR (CHELNER),1,49188307
contact@hotelliliacul.ro,SC LILIACUL COMPLEX COMERCIAL,Turism / Alimentație,Cluj,CAMERISTA HOTEL,2,217035
contact@hotelsilvadorna.ro,ORIENT MONTANA S.R.L.,Construcții / Instalații,Suceava,ÎNGRIJITOR CLADIRI,1,35356435
contact@hotelsuperski.ro,STAIMS COM SRL,Turism / Alimentație,Maramureș,ÎNGRIJITOR SPATII HOTELIERE,1,7064893
contact@ks-arhitectura.ro,KONKRET STUDIO SRL,Construcții / Instalații,Cluj,PROIECTANT ARHITECT,1,27954772
contact@luminiseyecenter.ro,LATERAL COMMUNICATION SRL,Medicină / Sănătate /Psihoterapie,Vâlcea,REGISTRATOR MEDICAL,1,47299139
contact@manprotection.ro,MAN PROTECTION SRL,Producție / Logistică,Arad,CROITOR,1,15041122
contact@marketrix.ro,MARKETRIX NEXUS S.R.L.,Marketing,Municipiul București,ADMINISTRATOR SOCIETATE COMERCIALA,1,52265655
contact@moveos.ro,MOVEOS SRL,Producție / Logistică,Gorj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,36290967
contact@offigurclean.ro,OFFIGUR KONCEPT S.R.L.,Altele,Maramureș,ÎNGRIJITOR CLADIRI,1,46508946
contact@parkvillas.ro,DENIX INVEST S.R.L.,Turism / Alimentație,Vâlcea,ÎNGRIJITOR SPATII VERZI,1,9820985
contact@recrutero.ro,DAVID CLEAN SRL,Altele,Municipiul București,VIDANJOR-CURATITOR CANALE,4,22130710
contact@rsconstruct.ro,ROM SERVICE CONSTRUCT,Construcții / Instalații,Municipiul București,SECRETARA,1,3511905
contact@rsge.ro,RELIABLE SOLUTIONS GROUP SRL,Inginerie,Municipiul București,ASISTENT MANAGER,1,29143300
contact@sjub.ro,SPITALUL CLINIC JUDETEAN DE URGENTA BISTRITA,Medicină / Sănătate /Psihoterapie,Bistrița-Năsăud,MEDIC REZIDENT,1,4347593
contact@sofipex.ro,SOFIPEX BUSINESS EXPERT SRL,COMERT,Prahova,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE",2,36029733
contact@sofitex.ro,SOFIPEX BUSINESS EXPERT SRL,COMERT,Prahova,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,2,36029733
contact@solum.ro,SOLUM ELECTROINSTAL SRL,Construcții / Instalații,Municipiul București,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,2,47263925
contact@starcrest.ro,BIA SI COM SRL,Producție / Logistică,Bistrița-Năsăud,MANIPULANT MARFURI,1,5412428
contact@storuri-sine.ro,ARTAMIS STOR SRL,Producție / Logistică,,OPERATOR CALCULATOR ELECTRONIC SI RETELE,1,33414971
contact@tasi.ro,TASILINE SRL,COMERT,Satu Mare,FEMEIE DE SERVICIU,1,52352573
contact@transformatoffice.ro,TRANSFORMAT SRL,IT / Telecomunicații,Cluj,AGENT DE VÂNZARI,1,16331400
contact@umancare.ro,DANIELA CONSTRUCT SRL,Altele,Vâlcea,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",6,22307767
contact@vangao.ro,VANGAO S.R.L.,Producție / Logistică,Alba,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,1,23900249
contact@visualbrand.ro,S.C. STEVENSON S.R.L.,Marketing,Bihor,DESIGNER VIDEO,1,14903947
contapers@euro-center.ro,EURO CENTER AGENT DE ASIGURARE SRL,Contabilitate / Financiar,,CONTABIL,1,21898525
contrade@contrade.ro,CONTRADE SRL,COMERT,Brașov,MANIPULANT MARFURI,2,1112142
corina.feier@benta.ro,ALPHA PARTNER SECURITY SRL,SERVICII DE PAZA SI PROTECTIE,Mureș,"TEHNICIAN PENTRU SISTEME DE DETECTIE, SUPRAVEGHERE VIDEO, CONTROL ACCES",1,32975240
corina.livadariu@malita.ro,MALITA SARAY FOOD SRL,Producție / Logistică,Municipiul București,INGINER MASINI TERMICE,1,28302378
corina.negoita@sprinter.ro,SPRINTER PROMOTION SRL,Marketing,Municipiul București,LEGATOR MANUAL (ÎN POLIGRAFIE SI ATELIERE SPECIALE),1,14323508
cornelia.istrate@timken.com,TIMKEN ROMANIA SA,Altele,Prahova,GESTIONAR DEPOZIT,1,3196778
cornelia.necula@rasscosecuritate.com,RASSCO SECURITATE SA SOCIETATE,Specialiști / Tehnicieni,Municipiul București,"TEHNICIAN PENTRU SISTEME DE DETECTIE, SUPRAVEGHERE VIDEO, CONTROL ACCES",2,11816587
cosmin.cirlig@darteleconstruct.ro,DARTELECONSTRUCT srl,Construcții / Instalații,Caraș-Severin,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",1,22051862
cosmin.haias@medisol.com.ro,S.C.MEDISOL SRL,Producție / Logistică,Timiș,METROLOG,1,18252965
cosmin.moldovan@cmdn.ro,MOLDOVAN URBAN FOOD S.R.L.,RESTAURANTE,Cluj,INGINER ÎN INDUSTRIA ALIMENTARA,1,22979717
cosmin.simerea@tehnoconfalticeni.ro,SC TEHNOCON SRL,Construcții / Instalații,Suceava,Conducător auto transport rutier de mărfuri,1,11748601
costina.grecu@pallex.ro,PALLET EXPRESS SRL,Producție / Logistică,Sibiu,STIVUITORIST,2,17387271
cresaoradea@daso-oradea.ro,CRESA ORADEA,Educație / Training / Coaching,Bihor,INSPECTOR DE SPECIALITATE ÎN ADMINISTRATIA PUBLICA,1,45709992
crina-steluta.simion@heidelbergmaterials.com,HEIDELBERG MATERIALS ROMÂNIA S.A.,Construcții / Instalații,Constanța,Conducător auto transport rutier de mărfuri,4,10640589
cristi@primitiv.ro,Primitiv Net,Construcții / Instalații,Municipiul București,PEISAGIST-FLORICULTOR,1,33321597
cristian.balmos@novatex.ro,NOVATEX SOLUTIONS,Specialiști / Tehnicieni,Bihor,INGINER GEODEZ,1,15087634
cristian@lafereastra.ro,COLLIEPRODCOM SRL,Producție / Logistică,Mureș,CONFECTIONER TÂMPLARIE DIN ALUMINIU SI MASE PLASTICE,1,4650936
cristiana.arsene@wetterbest.ro,WETTERBEST S.A.,Producție / Logistică,,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,1,12347950
cristina.acsinte@robertt.ro,ROBERTT INDUSTRIE SRL,Altele,Municipiul București,SPECIALIST IN ACHIZITII,1,46010746
cristina.cercel@idemia.com,IDEMIA TECHNOLOGIES ROMANIA S.R.L.,IT / Telecomunicații,Municipiul București,PROGRAMATOR AJUTOR,2,18280710
cristina.giurgiuman@cardiomedcluj.ro,CARDIOMED SRL,Medicină / Sănătate /Psihoterapie,Cluj,ASISTENT MEDICAL GENERALIST,2,23666661
cristina.ivan@farest.ro,FAR EST WINDOWS SRL,Producție / Logistică,Ilfov,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",10,17073295
cristina.lungu@domarcons.ro,DOMARCONS SRL,Construcții / Instalații,Dolj,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE",1,5470895
cristina.macovei@integrasrl.ro,INTEGRA NEW,Altele,Argeș,AMBALATOR MANUAL,10,41678575
cristina.nastase@lidogirbea.ro,LIDO GIRBEA SRL,Inginerie,Prahova,INGINER ÎN INDUSTRIA ALIMENTARA,1,1365030
cristina.pricop@electroalfa.ro,Ciubotaru Gheorghe,Altele,,MENAJERA,1,1560421070029
cristina.roman@pragosa.ro,PRAGOSA ROMANIA SRL,Construcții / Instalații,Prahova,Conducător auto transport rutier de mărfuri,1,21732840
cristina.ticula@sita.aero,SITA B.V. Olanda Sucursala Bucuresti,IT / Telecomunicații,Municipiul București,MANAGER PROIECT INFORMATIC,1,14283136
cristina.verbal@hortishop.ro,HORTISHOP SRL,Altele,Giurgiu,SUDOR,11,30558077
cristina@cdtherm.ro,C&D THERM INSTALATII SRL,Construcții / Instalații,Bacău,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,3,8461921
cristina@topfatade.ro,TOP FACADESRL,Construcții / Instalații,Municipiul București,ASAMBLATOR-MONTATOR PROFILE ALUMINIU SI GEAM TERMOPAN,1,34812444
cristina_neamtiu@porta.com.pl,PORTA KMI ROMANIA SRL,Producție / Logistică,Arad,CONFECTIONER ARTICOLE SPECIALE DIN LEMN,4,15624380
cristinamaria.tudor@segulagrp.com,SEGULA INTEGRATION SRL,Producție / Logistică,Argeș,LACATUS MECANIC,4,18966620
csabi@ferox.ro,FEROX SRL,Construcții / Instalații,Bihor,MAISTRU ENERGETICIAN/ELECTRICIAN,1,59423
cursuri@bigbenschool.ro,S.C. BIG BEN KINDER S.R.L.,Educație / Training / Coaching,Municipiul București,Profesor de limbi straine,1,39477928
cv@zitec.com,ZITEC,IT / Telecomunicații,Municipiul București,MANAGER,1,15496736
d.grecu@penny.ro,REWE ROMANIA SRL,Administrativ / Secretariat,Vâlcea,VÂNZATOR,10,13348610
d@galffis.com,SC GALFFIS CHOCOLATE SRL,RESTAURANTE,Harghita,VÂNZATOR,2,36831515
dacia@panciu.net,AUTO SERVICE DAC S.R.L.,Altele,Vrancea,MECANIC AUTO,1,5617547
dadp@municipiulslobozia.ro,DIRECTIA DE ADMINISTRARE A DOMENIULUI PUBLIC,Altele,Ialomița,LUCRATOR OPERATIV PENTRU AUTOCONTAINERE,1,7326960
dan.gradinariu@agios.ro,AGIOS,Construcții / Instalații,Galați,VOPSITOR INDUSTRIAL,2,13332060
dan.munteanu@rosteel.ro,ROSTEEL INVEST SRL,Producție / Logistică,Galați,ÎNCARCATOR-DESCARCATOR,1,23089466
dan.seretan@fargrup.ro,FAR FOUNDATION SRL,Construcții / Instalații,Suceava,ANALIST DE MEDIU,1,26999270
dana.florescu@relen.ro,GIPI INTERMED SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Bacău,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE,2,31335120
dana.nistor@ro.issworld.com,ISS FACILITY SERVICES INTERNATIONAL S.R.L.,Specialiști / Tehnicieni,Municipiul București,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,1,29489119
dana.virban@medinstalatii.ro,MED INSTALATII SRL,Construcții / Instalații,Cluj,INGINER INSTALATII PENTRU CONSTRUCTII,2,34569281
danaghita@globalromania.ro,GLOBAL CASH & CARY SRL,COMERT,Buzău,LUCRATOR COMERCIAL,1,27157709
danaspinu@contasid.ro,SC EVICOM HONEY SRL,Agricultură / Zootehnie,Argeș,AMBALATOR MANUAL,25,39371144
daniel.rus@unicarm.ro,UNICARM SRL,Altele,Satu Mare,Conducător auto transport rutier de mărfuri,2,6531770
daniela.bacsi@bcs-ais.com,BCS AUTOMOTIVE INTERFACE SOLUTIONS ROMANIA S.R.L.,Altele,Timiș,MANAGER PROIECT,2,38184563
daniela.chiuia@transelectrica.ro,C.N.T.E.E. TRANSELECTRICA SA - SUCURSALA TERITORIALA DE TRANSPORT SIBIU,Altele,Mureș,SEF TURA DISPECER ENERGETIC,1,48034962
daniela.hulea@lacon.de,LACON ELECTRONIC SRL,Producție / Logistică,Galați,"INGINER ELECTRONIST TRANSPORTURI, TELECOMUNICATII",2,18666703
daniela.matei@bericap.com,BERICAP ROMANIA SRL,Producție / Logistică,Prahova,OPERATOR LA PRELUCRAREA MASELOR PLASTICE,4,16616571
daniela.nistor@rodasrl.ro,RODA SRL,Construcții / Instalații,Maramureș,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,5,3626018
daniela.petcu@royalhospital.ro,"CLINICA ""SF. LUCIA"" S.R.L.",Altele,Municipiul București,ASISTENT MEDICAL GENERALIST,2,16140205
daniela.pop@ipcompany.ro,YTP FENETRE SRL,Construcții / Instalații,Maramureș,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",12,30588361
daniela.tanasie@bekaertdeslee.com,DESLEECLAMA SOLUTIONS SRL,Producție / Logistică,Vâlcea,MECANIC ÎNTRETINERE SI REPARATII MASINI DE CUSUT INDUSTRIALE,1,28244668
daniela.vasile@marriott.com,S.C.H. GRAND S.R.L.,Turism / Alimentație,Municipiul București,BUCATAR,4,1594319
daria.comanici@purepromotional.ro,PURE PROMOTIONAL S.R.L.,Producție / Logistică,Cluj,UCENIC,4,27855507
daried@acetsv.ro,ACET SA,Altele,Suceava,INGINER CONSTRUCTII HIDROTEHNICE,1,713519
darius.manea@hidroelectrica.ro,"SOCIETATEA DE PRODUCERE A ENERGIEI ELECTRICE IN HIDROCENTRALE "" HIDROELECTRICA"" S.A.",Producție / Logistică,Municipiul București,INGINER ELECTROTEHNIST,1,13267213
darius@tecor.ro,TECOR INDUSTRIES SRL,Altele,Bihor,STRUNGAR UNIVERSAL,2,6617430
declaratii@geseidl.ro,DIADVOX SRL,Marketing,Prahova,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN COMERT SI MARKETING,1,12659910
delia.sabau@textor-textiles.ro,TEXTOR SA,Producție / Logistică,Mureș,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE,1,1203895
denisa.m@maamgarments.com,SC TEX ACCES MCV SRL,COMERT,Municipiul București,MANIPULANT MARFURI,1,16649455
dep.hr@various-brands.ro,LANIASPORT S.R.L.,Vânzări,Timiș,DIRECTOR MAGAZIN,2,32748604
dexa@vitacom.ro,VITACOM ELECTRONICS SRL,COMERT,Cluj,REPREZENTANT COMERCIAL,2,214527
dgavriliu@pregis.com,JIFFY PACKAGING S.A.,Producție / Logistică,Neamț,OPERATOR LA PRELUCRAREA MASELOR PLASTICE,1,6315466
diana.barsa@classfurn.ro,CLASS FURN ROMANIA SRL,PRODUCTIE MOBILA,Bihor,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",5,11080820
diana.bordei@takko.ro,SC TAKKO FASHION INTERNATIONAL SRL,Vânzări,Ilfov,LUCRATOR COMERCIAL,1,21711430
diana.dobra@legeshr.ro,CITY LOCK SECURITY SRL,SERVICII DE PAZA SI PROTECTIE,Timiș,AGENT DE SECURITATE,1,30936016
diana.maidanuc@yaghoo.com,IMOB INVEST SRL,Altele,Giurgiu,LUCRATOR COMERCIAL,1,16536707
diana.pavlovschi@diaplastpitesti.ro,DIAPLAST PRODUCTION SRL,Producție / Logistică,Argeș,OPERATOR MASE PLASTICE,10,18384524
diana.pop@samus-tec.ro,SAMUS TEC S.A.,Construcții / Instalații,Cluj,SCHELAR,1,35350378
diana.raileanu@imaginelive.com,IMAGINELIVE RO SRL,Sport / Artă / Divertisment,,CRUPIER,5,48200569
diana@casavie.ro,S.C. GREEN XPC SRL,COMERT,Mureș,AGENT DE VÂNZARI,1,38253400
diana@microgrup.ro,MICRO GRUP DISTRIBUTION SRL,Administrativ / Secretariat,Ilfov,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE",2,32581440
didinicoara@iclud.com,SC  DOLCE MELISON SRL,Altele,Alba,LUCRATOR BUCATARIE (SPALATOR VASE MARI),1,52534885
directiamunicipallocato@primariaroman.ro,DIRECTIA GENERALA MUNICIPAL LOCATO,Administrativ / Secretariat,Neamț,GROPAR,2,40103820
divizia9.tm@socarpetroleum.ro,SOCAR PETROLEUM S.A.,Retail,Timiș,LUCRATOR GESTIONAR,1,12546600
dmardale@cobaplastics.com,COBA AUTOMOTIVE SRL,Contabilitate / Financiar,Prahova,CONTABIL,1,35284991
documente@totalsighet.ro,GIURGI ALEX SRL,Altele,Maramureș,VÂNZATOR,1,36951520
documents@coverletter.ro,COVERLETTER,Construcții / Instalații,,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",200,26278176
