email,company_name,sector,county,job_title,positions_available,company_org_number
contact@crispyhouse.ro,CRISPY HOUSE SRL,Altele,,BARMAN,1,32023380
contact@culturabraila.ro,CENTRUL CULTURAL SI DE AGREMENT CHIRA CHIRALINA,Administrativ / Secretariat,Brăila,ADMINISTRATOR,1,4342936
contact@delicio.ro,KRON BUILD SRL,RESTAURANTE,Brașov,LUCRATOR BUCATARIE (SPALATOR VASE MARI),8,27128533
contact@demitros.ro,DEMITROS SRL,Altele,Iași,BOBINATOR MASINI ELECTRICE ROTATIVE,1,7943590
contact@dimaracademy.ro,S.C. REINVENT ENERGY SRL,Altele,Municipiul București,LACATUS MECANIC,15,37358718
contact@dypety.ro,DYPETY SRL,Altele,,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,7258130
contact@edilexpertpubliservsuseni.ro,EDIL EXPERT PUBLISERV SUSENI SRL,Altele,Argeș,SAPATOR MANUAL,4,27414292
contact@ehvac.ro,ALUPLAST SYSTEM SRL,COMERT,Cluj,MANIPULANT MARFURI,2,16125213
contact@ellisium.ro,Ellisium Center,Altele,Iași,RECEPTIONIST,1,40362913
contact@eurocompozite.ro,EUROCOMPOZITE SRL,Producție / Logistică,Bistrița-Năsăud,OPERATOR POLIESTERI ARMATI CU FIBRA DE STICLA,1,9579829
contact@eurotruckdas.ro,EUROTRUCK DAS SRL,Servicii transport / curierat,Iași,Conducător auto transport rutier de mărfuri,4,32924417
contact@farina.com.ro,FARINA COMPANY SA,Altele,Teleorman,AMBALATOR MANUAL,1,24515101
contact@fdfa.ro,SC WINDOWS DISTRIBUTION SRL,Altele,Arad,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",10,33422800
contact@fermador.ro,FERMADOR SRL,Agricultură / Zootehnie,Iași,MUNCITOR NECALIFICAT ÎN AGRICULTURA,5,6550631
contact@fglpaza.ro,FGL SECURITY S.R.L.,SERVICII DE PAZA SI PROTECTIE,,AGENT DE SECURITATE,3,45014359
contact@fish-house.ro,FISH HOUSE BY ZORAN,RESTAURANTE,Municipiul București,LUCRATOR BUCATARIE (SPALATOR VASE MARI),2,36637617
contact@foliesiambalaje.ro,GRAZZI CONSULTING SRL,Producție / Logistică,Caraș-Severin,OPERATOR MASE PLASTICE,2,25034360
contact@free-star.ro,FREE STAR SRL,COMERT,Neamț,REPREZENTANT COMERCIAL,1,5473441
contact@frigofab.ro,PROD SONRESA SRL,Altele,Bacău,FRIGORIFERIST (FRIGOTEHNIST),2,41257053
contact@fvmetal.ro,FV METAL BISTRITA S.R.L.,Producție / Logistică,Bistrița-Năsăud,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,1,35354639
contact@ginort.ro,MIRODI EXPERT SRL,Construcții / Instalații,Municipiul București,ZUGRAV,2,37508360
contact@gmail.ro,CONSRED CONSTRUCT SRL,Construcții / Instalații,Cluj,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",5,27147780
contact@gvgmecanica.ro,GVG ALUMINIUM TECHNOLOGIES SRL,Producție / Logistică,Bihor,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,4,26310358
contact@hanulbucovinei.ro,TITIN TURISM SRL,Turism / Alimentație,Suceava,OSPATAR (CHELNER),1,49188307
contact@hotelliliacul.ro,SC LILIACUL COMPLEX COMERCIAL,Turism / Alimentație,Cluj,CAMERISTA HOTEL,2,217035
contact@hotelsilvadorna.ro,ORIENT MONTANA S.R.L.,Construcții / Instalații,Suceava,ÎNGRIJITOR CLADIRI,1,35356435
contact@hotelsuperski.ro,STAIMS COM SRL,Turism / Alimentație,Maramureș,ÎNGRIJITOR SPATII HOTELIERE,1,7064893
contact@industrial-montaj.ro,INDUSTRIAL MONTAJ SA,Construcții / Instalații,Prahova,LACATUS MECANIC,1,1348195
contact@kinetofit.ro,PHYSIOFITNESS SRL,Medicină / Sănătate /Psihoterapie,Municipiul București,KINETOTERAPEUT,1,37595315
contact@ks-arhitectura.ro,KONKRET STUDIO SRL,Construcții / Instalații,Cluj,PROIECTANT ARHITECT,1,27954772
contact@londoner.ro,BLACK SWAN EVENTS S.R.L.,RESTAURANTE,Cluj,AJUTOR BUCATAR,10,39515878
contact@luminiseyecenter.ro,LATERAL COMMUNICATION SRL,Medicină / Sănătate /Psihoterapie,Vâlcea,REGISTRATOR MEDICAL,1,47299139
contact@maira.ro,MAIRA MONTAJ S.R.L.,Producție / Logistică,Municipiul București,STRUNGAR LA MASINI ORIZONTALE,5,6661834
contact@manprotection.ro,MAN PROTECTION SRL,Producție / Logistică,Arad,CROITOR,1,15041122
contact@marketrix.ro,MARKETRIX NEXUS S.R.L.,Marketing,Municipiul București,ADMINISTRATOR SOCIETATE COMERCIALA,1,52265655
contact@moveos.ro,MOVEOS SRL,Producție / Logistică,Gorj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,36290967
contact@neurocalm.ro,NEUROCALM S.R.L.,Altele,Iași,SECRETAR ADMINISTRATIV,1,52292935
contact@norgroup.ro,NORINVEST CONSTRUCT S.R.L.,Altele,Vâlcea,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",3,44278980
contact@offigurclean.ro,OFFIGUR KONCEPT S.R.L.,Altele,Maramureș,ÎNGRIJITOR CLADIRI,1,46508946
contact@parkvillas.ro,DENIX INVEST S.R.L.,Turism / Alimentație,Vâlcea,ÎNGRIJITOR SPATII VERZI,1,9820985
contact@printsystems.ro,PRINT SYSTEMS SRL,IT / Telecomunicații,Botoșani,TEHNICIAN ECHIPAMENTE DE CALCUL SI RETELE,1,51281520
contact@prospero.tm.ro,PROSPERO SRL,COMERT,Timiș,LUCRATOR COMERCIAL,6,3686583
contact@recrutero.ro,DAVID CLEAN SRL,Altele,Municipiul București,VIDANJOR-CURATITOR CANALE,4,22130710
contact@respiraverde.eu,RESPIRĂ VERDE SRL,Altele,Bihor,SOFER DE AUTOTURISME SI CAMIONETE,1,28688903
contact@rianacom.ro,Riana Com Srl,Producție / Logistică,Sibiu,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,3,8157087
contact@rsconstruct.ro,ROM SERVICE CONSTRUCT,Construcții / Instalații,Municipiul București,SECRETARA,1,3511905
contact@rsge.ro,RELIABLE SOLUTIONS GROUP SRL,Inginerie,Municipiul București,ASISTENT MANAGER,1,29143300
contact@samaraclean.ro,SAMARA CLEAN S.R.L.,Altele,Bihor,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT,10,40325737
contact@sere-solarii.ro,FLOMA - VISKO SRL,Construcții / Instalații,Vaslui,CONSTRUCTOR-MONTATOR DE STRUCTURI METALICE,40,40117558
contact@silozurisecond.ro,AUTO TOTAL PREST SRL,Altele,Alba,MANIPULANT MARFURI,25,19015088
contact@sjub.ro,SPITALUL CLINIC JUDETEAN DE URGENTA BISTRITA,Medicină / Sănătate /Psihoterapie,Bistrița-Năsăud,MEDIC REZIDENT,1,4347593
contact@sofipex.ro,SOFIPEX BUSINESS EXPERT SRL,COMERT,Prahova,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE",2,36029733
contact@sofitex.ro,SOFIPEX BUSINESS EXPERT SRL,COMERT,Prahova,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,2,36029733
contact@solum.ro,SOLUM ELECTROINSTAL SRL,Construcții / Instalații,Municipiul București,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,2,47263925
contact@starcrest.ro,BIA SI COM SRL,Producție / Logistică,Bistrița-Năsăud,MANIPULANT MARFURI,1,5412428
contact@storuri-sine.ro,ARTAMIS STOR SRL,Producție / Logistică,,OPERATOR CALCULATOR ELECTRONIC SI RETELE,1,33414971
contact@tasi.ro,TASILINE SRL,COMERT,Satu Mare,FEMEIE DE SERVICIU,1,52352573
contact@teamguard.ro,TEAM GUARD,Armată / Pază/ Protecție,Municipiul București,AGENT DE SECURITATE,6,2601643
contact@thamvaly.ro,THAMVALY SRL,Construcții / Instalații,Municipiul București,ZUGRAV,100,43565076
contact@transformatoffice.ro,TRANSFORMAT SRL,IT / Telecomunicații,Cluj,AGENT DE VÂNZARI,1,16331400
contact@truck-service.ro,VSI EXPRESS S.R.L.,Altele,Suceava,SUDOR,3,30233440
contact@trustcore.ro,SOLARWATT DISTRIBUTION SRL,Construcții / Instalații,Ilfov,SOFER DE AUTOTURISME SI CAMIONETE,8,47298818
contact@umancare.ro,DANIELA CONSTRUCT SRL,Altele,Vâlcea,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",6,22307767
contact@urbanintelligence.ro,GAZE INDUSTRIALE MURES S.R.L.,Construcții / Instalații,Mureș,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,1,38753804
contact@urbanwoods.ro,URBAN WOODS SRL,Altele,Alba,FASONATOR MECANIC (CHERESTEA),3,32902214
contact@vangao.ro,VANGAO S.R.L.,Producție / Logistică,Alba,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,1,23900249
contact@viaconsrutier.com,VIACONS RUTIER SRL,Altele,Vaslui,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE",17,14234540
contact@visualbrand.ro,S.C. STEVENSON S.R.L.,Marketing,Bihor,DESIGNER VIDEO,1,14903947
contapers@euro-center.ro,EURO CENTER AGENT DE ASIGURARE SRL,Contabilitate / Financiar,,CONTABIL,1,21898525
contrade@contrade.ro,CONTRADE SRL,COMERT,Brașov,MANIPULANT MARFURI,2,1112142
cooperativagusturidelatara@mail.com,GUSTURI DE LA  TARA COOPERATIVA AGRICOLA,Agricultură / Zootehnie,Olt,MUNCITOR NECALIFICAT ÎN AGRICULTURA,25,48253075
corina.dobre@biotur.ro,BIOTUR EXIM SRL,COMERT,Teleorman,REPREZENTANT COMERCIAL,1,8034823
corina.dudu@aplast.com,APLAST WOOD INDUSTRY SRL,Construcții / Instalații,Prahova,ELECTROMECANIC,1,26856598
corina.feier@benta.ro,ALPHA PARTNER SECURITY SRL,SERVICII DE PAZA SI PROTECTIE,Mureș,"TEHNICIAN PENTRU SISTEME DE DETECTIE, SUPRAVEGHERE VIDEO, CONTROL ACCES",1,32975240
corina.florescu@pladisglobal.com,EUREX ALIMENTARE SRL,Producție / Logistică,Ilfov,ELECTRICIAN DE ÎNTRETINERE SI REPARATII,2,14659169
corina.livadariu@malita.ro,MALITA SARAY FOOD SRL,Producție / Logistică,Municipiul București,INGINER MASINI TERMICE,1,28302378
corina.negoita@sprinter.ro,SPRINTER PROMOTION SRL,Marketing,Municipiul București,LEGATOR MANUAL (ÎN POLIGRAFIE SI ATELIERE SPECIALE),1,14323508
corina@straparo.ro,STRAPARO SRL,Altele,Brașov,OPERATOR FABRICATIE FLUX,2,34350230
cornelia.istrate@timken.com,TIMKEN ROMANIA SA,Altele,Prahova,GESTIONAR DEPOZIT,1,3196778
cornelia.necula@rasscosecuritate.com,RASSCO SECURITATE SA SOCIETATE,Specialiști / Tehnicieni,Municipiul București,"TEHNICIAN PENTRU SISTEME DE DETECTIE, SUPRAVEGHERE VIDEO, CONTROL ACCES",2,11816587
cornelia.ormenisan@vandewiele.com,VANDEWIELE ROMANIA SRL,Producție / Logistică,Timiș,"MONTATOR-REGLOR, DEPANATOR APARATE ELECTRONICE, TELECOMUNICATII, RADIO",15,35713341
cosmin.cirlig@darteleconstruct.ro,DARTELECONSTRUCT srl,Construcții / Instalații,Caraș-Severin,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",1,22051862
cosmin.haias@medisol.com.ro,S.C.MEDISOL SRL,Producție / Logistică,Timiș,METROLOG,1,18252965
cosmin.moldovan@cmdn.ro,MOLDOVAN URBAN FOOD S.R.L.,RESTAURANTE,Cluj,INGINER ÎN INDUSTRIA ALIMENTARA,1,22979717
cosmin.simerea@tehnoconfalticeni.ro,SC TEHNOCON SRL,Construcții / Instalații,Suceava,Conducător auto transport rutier de mărfuri,1,11748601
cosmina.picoiu@alantrade.ro,ALAN TRADE SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Sibiu,"MAROCHINER-CONFECTIONER MAROCHINARIE, DUPA COMANDA",10,16659670
cosmina@woodgrad.com,WOODGRAD SRL,PRODUCTIE MOBILA,Bacău,TÂMPLAR UNIVERSAL,5,35633242
costica.botez@recbt.ro,REC SRL,SERVICE AUTO,,MECANIC AUTO,2,7143660
costina.grecu@pallex.ro,PALLET EXPRESS SRL,Producție / Logistică,Sibiu,STIVUITORIST,2,17387271
cotroceni@taco-bell.ro,CALIFORNIA FRESH FLAVORS SRL,RESTAURANTE,Municipiul București,LUCRATOR BUCATARIE (SPALATOR VASE MARI),7,37783734
craita.barbulescu@thermebucuresti.com,THERME NORD BUCURESTI SRL,Altele,Ilfov,ÎNGRIJITOR SPATII VERZI,10,28472550
cresaoradea@daso-oradea.ro,CRESA ORADEA,Educație / Training / Coaching,Bihor,INSPECTOR DE SPECIALITATE ÎN ADMINISTRATIA PUBLICA,1,45709992
crina-steluta.simion@heidelbergmaterials.com,HEIDELBERG MATERIALS ROMÂNIA S.A.,Construcții / Instalații,Constanța,Conducător auto transport rutier de mărfuri,4,10640589
cristi@ecogarment.ro,ECO GARMENT S.R.L.,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Prahova,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE,10,42063870
cristi@primitiv.ro,Primitiv Net,Construcții / Instalații,Municipiul București,PEISAGIST-FLORICULTOR,1,33321597
cristian.balmos@novatex.ro,NOVATEX SOLUTIONS,Specialiști / Tehnicieni,Bihor,INGINER GEODEZ,1,15087634
cristian.codarean@bcvologistics.eu,BCVO LOGISTICS SRL,Servicii transport / curierat,Bistrița-Năsăud,Conducător auto transport rutier de mărfuri,10,18065355
cristian.trip@donatiro.ro,SC ITALMARCO SRL,Altele,Bihor,Conducător auto transport rutier de mărfuri,40,22425274
cristian@lafereastra.ro,COLLIEPRODCOM SRL,Producție / Logistică,Mureș,CONFECTIONER TÂMPLARIE DIN ALUMINIU SI MASE PLASTICE,1,4650936
cristiana.arsene@wetterbest.ro,WETTERBEST S.A.,Producție / Logistică,,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,1,12347950
cristina-ioana.niculescu@leoni.com,LEONI WIRING SYSTEMS PITEŞTI SRL,Producție / Logistică,Argeș,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",104,17159770
cristina-paula.socaciu@michelin.com,MICHELIN ROMANIA BUCURESTI PUNCT DE LUCRU ZALAU,Producție / Logistică,Sălaj,OPERATOR LA PRELUCRAREA CAUCIUCULUI,8,25041103
cristina.acsinte@robertt.ro,ROBERTT INDUSTRIE SRL,Altele,Municipiul București,SPECIALIST IN ACHIZITII,1,46010746
cristina.aldia@aldiaexpert.ro,S.C. ALKHAYRSLS S.R.L.,Construcții / Instalații,Municipiul București,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,60,47426224
cristina.cercel@idemia.com,IDEMIA TECHNOLOGIES ROMANIA S.R.L.,IT / Telecomunicații,Municipiul București,PROGRAMATOR AJUTOR,2,18280710
cristina.giurgiuman@cardiomedcluj.ro,CARDIOMED SRL,Medicină / Sănătate /Psihoterapie,Cluj,ASISTENT MEDICAL GENERALIST,2,23666661
cristina.haba@morandicom.ro,FABRICA DE CARNE MORANDI S.R.L.,Turism / Alimentație,Vaslui,OPERATOR ABATORIZARE PASARI,10,29645935
cristina.hr@ecovillas.ro,PROVOLK S.R.L.,Construcții / Instalații,Suceava,ZIDAR ROSAR-TENCUITOR,9,32730771
cristina.ionescu@dan-int.ro,DAN INTERNATIONAL SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Bacău,"OPERATOR CONFECTIONER INDUSTRIAL ÎMBRACAMINTE DIN TESATURI, TRICOTAJE, MATERIALE SINTETICE",5,2787180
cristina.ivan@farest.ro,FAR EST WINDOWS SRL,Producție / Logistică,Ilfov,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",10,17073295
cristina.lungu@domarcons.ro,DOMARCONS SRL,Construcții / Instalații,Dolj,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE",1,5470895
cristina.macovei@integrasrl.ro,INTEGRA NEW,Altele,Argeș,AMBALATOR MANUAL,10,41678575
cristina.nastase@lidogirbea.ro,LIDO GIRBEA SRL,Inginerie,Prahova,INGINER ÎN INDUSTRIA ALIMENTARA,1,1365030
cristina.pricop@electroalfa.ro,Ciubotaru Gheorghe,Altele,,MENAJERA,1,1560421070029
cristina.roman@pragosa.ro,PRAGOSA ROMANIA SRL,Construcții / Instalații,Prahova,Conducător auto transport rutier de mărfuri,1,21732840
cristina.stoian@mbdgrup.ro,MBD & PRO CONSTRUCT TECHNOLOGY,Servicii transport / curierat,Argeș,Conducător auto transport rutier de mărfuri,2,5261031
cristina.ticula@sita.aero,SITA B.V. Olanda Sucursala Bucuresti,IT / Telecomunicații,Municipiul București,MANAGER PROIECT INFORMATIC,1,14283136
cristina.verbal@hortishop.ro,HORTISHOP SRL,Altele,Giurgiu,SUDOR,11,30558077
cristina@cdtherm.ro,C&D THERM INSTALATII SRL,Construcții / Instalații,Bacău,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,3,8461921
cristina@topfatade.ro,TOP FACADESRL,Construcții / Instalații,Municipiul București,ASAMBLATOR-MONTATOR PROFILE ALUMINIU SI GEAM TERMOPAN,1,34812444
cristina_neamtiu@porta.com.pl,PORTA KMI ROMANIA SRL,Producție / Logistică,Arad,CONFECTIONER ARTICOLE SPECIALE DIN LEMN,4,15624380
cristinamaria.tudor@segulagrp.com,SEGULA INTEGRATION SRL,Producție / Logistică,Argeș,LACATUS MECANIC,4,18966620
csaba@secoplan.ro,SECOPLAN BUILDING SYSTEMS SRL,Construcții / Instalații,Harghita,ELECTRICIAN ÎN CONSTRUCTII,2,36164462
csabi@ferox.ro,FEROX SRL,Construcții / Instalații,Bihor,MAISTRU ENERGETICIAN/ELECTRICIAN,1,59423
csilla.dordea@aliat-ams.ro,ALIAT AMS SRL,SERVICE AUTO,Mureș,MECANIC AUTO,2,34372645
ctoma@hazelheartwood.com,HAZELHEARTWOOD ROMANIA S.R.L.,Altele,Municipiul București,PROIECTANT SISTEME INFORMATICE,1,49322092
cursuri@bigbenschool.ro,S.C. BIG BEN KINDER S.R.L.,Educație / Training / Coaching,Municipiul București,Profesor de limbi straine,1,39477928
cv@intergameselect.com,INTERGAME SELECT SRL,Altele,Argeș,SUPRAVEGHETOR JOCURI (CAZINO),1,26207876
cv@zitec.com,ZITEC,IT / Telecomunicații,Municipiul București,MANAGER,1,15496736
d.grecu@penny.ro,REWE ROMANIA SRL,Administrativ / Secretariat,Vâlcea,VÂNZATOR,10,13348610
d.nacu@optibelt.com,OPTIBELT POWER TRANSMISSION SRL,Producție / Logistică,Maramureș,VULCANIZATOR DE PRODUSE INDUSTRIALE DIN CAUCIUC,5,19210011
d@galffis.com,SC GALFFIS CHOCOLATE SRL,RESTAURANTE,Harghita,VÂNZATOR,2,36831515
dacia@panciu.net,AUTO SERVICE DAC S.R.L.,Altele,Vrancea,MECANIC AUTO,1,5617547
dadp@municipiulslobozia.ro,DIRECTIA DE ADMINISTRARE A DOMENIULUI PUBLIC,Altele,Ialomița,LUCRATOR OPERATIV PENTRU AUTOCONTAINERE,1,7326960
dan.gradinariu@agios.ro,AGIOS,Construcții / Instalații,Galați,VOPSITOR INDUSTRIAL,2,13332060
dan.munteanu@rosteel.ro,ROSTEEL INVEST SRL,Producție / Logistică,Galați,ÎNCARCATOR-DESCARCATOR,1,23089466
dan.seretan@fargrup.ro,FAR FOUNDATION SRL,Construcții / Instalații,Suceava,ANALIST DE MEDIU,1,26999270
dana.anusca@salubris.ro,SALUBRIS SA,Altele,Iași,ELECTRICIAN AUTO,1,14816433
dana.florescu@relen.ro,GIPI INTERMED SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Bacău,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE,2,31335120
dana.ioan@euroelectric.ro,EUROELECTRIC SRL,Construcții / Instalații,Hunedoara,ELECTROMECANIC,2,15193562
dana.nistor@ro.issworld.com,ISS FACILITY SERVICES INTERNATIONAL S.R.L.,Specialiști / Tehnicieni,Municipiul București,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,1,29489119
dana.oancea@intertranscom.ro,INTERTRANSCOM IMPEX SRL,Producție / Logistică,Bacău,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,2,5169494
dana.popa@soter.ro,EUROMASTER TYRE&SERVICES ROMANIA SA,SERVICE AUTO,Ilfov,VULCANIZATOR PIESE DIN CAUCIUC LA PRESE,17,25872595
dana.virban@indexgrup.ro,MATEI CONSTRUCT CONSTRUCTII SP,Construcții / Instalații,Cluj,ELECTRICIAN ÎN CONSTRUCTII,5,31018946
dana.virban@medinstalatii.ro,MED INSTALATII SRL,Construcții / Instalații,Cluj,INGINER INSTALATII PENTRU CONSTRUCTII,2,34569281
danaburcea@mail.com,MODEXIM SHOP ONLINE SRL,COMERT,Argeș,CALCATOREASA LENJERIE,1,50524290
danaghita@globalromania.ro,GLOBAL CASH & CARY SRL,COMERT,Buzău,LUCRATOR COMERCIAL,1,27157709
danaspinu@contasid.ro,SC EVICOM HONEY SRL,Agricultură / Zootehnie,Argeș,AMBALATOR MANUAL,25,39371144
daniel.irina@dualconsult.ro,DUALCONSULT INDUSTRIESERVICE I,Altele,Dolj,SUDOR,10,36764645
daniel.rus@unicarm.ro,UNICARM SRL,Altele,Satu Mare,Conducător auto transport rutier de mărfuri,2,6531770
daniel.uritu@ptir.ro,C.N.I.P.M.M.R.,Resurse umane,Municipiul București,SPECIALIST RELATII SOCIALE,42,5541651
daniel.vioreanu@b-m.ro,BERGERAT MONNOYEUR SRL,Specialiști / Tehnicieni,Ilfov,TEHNICIAN MECANIC,1,11359868
daniel@starflix.ro,STARFLIX SRL,IT / Telecomunicații,Cluj,DESIGNER PAGINI WEB (STUDII SUPERIOARE),1,44062218
daniela.bacsi@bcs-ais.com,BCS AUTOMOTIVE INTERFACE SOLUTIONS ROMANIA S.R.L.,Altele,Timiș,MANAGER PROIECT,2,38184563
daniela.chiuia@transelectrica.ro,C.N.T.E.E. TRANSELECTRICA SA - SUCURSALA TERITORIALA DE TRANSPORT SIBIU,Altele,Mureș,SEF TURA DISPECER ENERGETIC,1,48034962
daniela.ciliboiu@beciuldomnesc.ro,BECIUL DOMNESC GRUP S.A.,COMERT,Municipiul București,AGENT COMERCIAL,1,27770826
daniela.hulea@lacon.de,LACON ELECTRONIC SRL,Producție / Logistică,Galați,"INGINER ELECTRONIST TRANSPORTURI, TELECOMUNICATII",2,18666703
daniela.matei@bericap.com,BERICAP ROMANIA SRL,Producție / Logistică,Prahova,OPERATOR LA PRELUCRAREA MASELOR PLASTICE,4,16616571
daniela.negru@apatarnavei.ro,APA TÂRNAVEI MARI SA,Altele,Sibiu,"INSTALATOR APA, CANAL",2,19502679
daniela.nistor@rodasrl.ro,RODA SRL,Construcții / Instalații,Maramureș,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,5,3626018
daniela.pecheanu@quantum-group.ro,QUANTUM CONSTRUCT SRL,Construcții / Instalații,Galați,"LACATUS MONTATOR PENTRU UTILAJE INDUSTRIALE, DE CONSTRUCTII SI AGRICOLE",5,24391259
daniela.petcu@royalhospital.ro,"CLINICA ""SF. LUCIA"" S.R.L.",Altele,Municipiul București,ASISTENT MEDICAL GENERALIST,2,16140205
daniela.pop@ipcompany.ro,YTP FENETRE SRL,Construcții / Instalații,Maramureș,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",12,30588361
daniela.racu@uaic.ro,UNIVERSITATEA AL I CUZA,Educație / Training / Coaching,Iași,"DIRECTOR/DIRECTOR ADJUNCT, INSPECTOR-SEF",1,4701126
daniela.ruiu@medaprod.ro,MEDA PROD 98 SA,Producție / Logistică,Municipiul București,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,12,10374339
daniela.tanasie@bekaertdeslee.com,DESLEECLAMA SOLUTIONS SRL,Producție / Logistică,Vâlcea,MECANIC ÎNTRETINERE SI REPARATII MASINI DE CUSUT INDUSTRIALE,1,28244668
daniela.toader@vtm.ro,VULPOI & TOADER MANAGEMENT SRL,Contabilitate / Financiar,Municipiul București,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA,1,16414068
daniela.vasile@marriott.com,S.C.H. GRAND S.R.L.,Turism / Alimentație,Municipiul București,BUCATAR,4,1594319
daniela@interactivservice.ro,INTERACTIV SERVICE SRL,SERVICE AUTO,Ilfov,SOFER DE AUTOTURISME SI CAMIONETE,1,10979993
daria.comanici@purepromotional.ro,PURE PROMOTIONAL S.R.L.,Producție / Logistică,Cluj,UCENIC,4,27855507
daried@acetsv.ro,ACET SA,Altele,Suceava,INGINER CONSTRUCTII HIDROTEHNICE,1,713519
darius.manea@hidroelectrica.ro,"SOCIETATEA DE PRODUCERE A ENERGIEI ELECTRICE IN HIDROCENTRALE "" HIDROELECTRICA"" S.A.",Producție / Logistică,Municipiul București,INGINER ELECTROTEHNIST,1,13267213
darius@tecor.ro,TECOR INDUSTRIES SRL,Altele,Bihor,STRUNGAR UNIVERSAL,2,6617430
dciati@ucmh.ro,UCMH SRL,Producție / Logistică,Caraș-Severin,LACATUS MECANIC,7,49594720
debora.seretan@trigo-group.com,TRIGO ROMANIA S.A.,Producție / Logistică,Arad,CONTROLOR CALITATE,6,18531331
decean@clicknet.ro,DECEAN SRL,Altele,Harghita,AJUTOR BUCATAR,1,8973271
declaratii@geseidl.ro,DIADVOX SRL,Marketing,Prahova,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN COMERT SI MARKETING,1,12659910
delia.rus@bistrivet.ro,BISTRIVET SRL,Vânzări,Bistrița-Năsăud,OPERATOR VÂNZARI PRIN TELEFON,2,24321865
delia.sabau@textor-textiles.ro,TEXTOR SA,Producție / Logistică,Mureș,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE,1,1203895
denisa.m@maamgarments.com,SC TEX ACCES MCV SRL,COMERT,Municipiul București,MANIPULANT MARFURI,1,16649455
denisa.terciu@premiumworkforce.net,RAD PANORAMA CONSTRUCT SRL,Construcții / Instalații,Dâmbovița,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,12,35895545
dep.hr@various-brands.ro,LANIASPORT S.R.L.,Vânzări,Timiș,DIRECTOR MAGAZIN,2,32748604
dexa@vitacom.ro,VITACOM ELECTRONICS SRL,COMERT,Cluj,REPREZENTANT COMERCIAL,2,214527
dgavriliu@pregis.com,JIFFY PACKAGING S.A.,Producție / Logistică,Neamț,OPERATOR LA PRELUCRAREA MASELOR PLASTICE,1,6315466
