name,phone,city,country,sector,employees_count,lead_score,ted_wins,website,call_script_hint
BERGEN KLATREKLUBB,94061535,NYBORG,NO,other,72,90,0,bergenklatreklubb.no,We place qualified workers across multiple sectors
VESLEHAVEN BARNEHAGE AS,33 42 18 40,SANDEFJORD,NO,other,43,90,0,veslehaven.no,We place qualified workers across multiple sectors
JØRGEN OTTEREN AS,51 66 16 41,SANDNES,NO,retail,22,90,0,www.otteren.no,We place qualified workers across multiple sectors
SLOTTET RENHOLD AS,64 93 87 19,NORDRE FROGN,NO,other,7,90,0,www.slottetrenhold.no,We place qualified workers across multiple sectors
AGRIKJØP AS,22 05 71 15,OSLO,NO,other,7,90,0,www.agrikjop.no,We place qualified workers across multiple sectors
EKHOLT BARNEHAGE SA,69 26 29 37,MOSS,NO,other,26,90,0,www.ekholt-barnehage.no,We place qualified workers across multiple sectors
CLARION HOTEL OSLO AIRPORT AS,63 94 94 94,GARDERMOEN,NO,hospitality,219,90,0,www.nordicchoicehotels.no,"We place cooks, waiters, hotel staff, housekeeping"
BIOFORM AS,77 86 18 68,SØRREISA,NO,other,15,90,0,www.bioform.no,We place qualified workers across multiple sectors
DEN EVANGELISK LUTHERSKE FRIKIRKE SULA MENIGHET,45 51 35 60,LANGEVÅG,NO,other,6,90,0,www.sulafrikirke.no,We place qualified workers across multiple sectors
SJØMATHUSET AS,23 35 55 50,OSLO,NO,other,137,90,0,www.leroy.no,We place qualified workers across multiple sectors
FAMILY TRENING SARPSBORG AS,69 11 44 00,GRÅLUM,NO,other,20,90,0,www.familytrening.no,We place qualified workers across multiple sectors
TYCO BUILDING SERVICES PRODUCTS (NORWAY) AS,67 91 77 00,OSLO,NO,retail,14,90,0,www.tyco-fire.com,We place qualified workers across multiple sectors
DEN EVANGELISK LUTHERSKE FRIKIRKE RANDESUND MENIGHET,408 13 170,KRISTIANSAND S,NO,other,5,90,0,www.randesundfrikirke.no,We place qualified workers across multiple sectors
HELLAND MØBLER AS,70 27 90 00,STORDAL,NO,retail,14,90,0,www.helland.no,We place qualified workers across multiple sectors
OLAVSFESTDAGENE I TRONDHEIM STI,73 84 14 50,TRONDHEIM,NO,other,6,90,0,www.olavsfest.no,We place qualified workers across multiple sectors
OSLO KOMMUNE BYDEL 4 ST. HANSHAUGEN,02 180,OSLO,NO,other,997,90,0,www.bsh.oslo.kommune.no,We place qualified workers across multiple sectors
UNGE KUNSTNERES SAMFUND,22 19 50 50,OSLO,NO,other,25,90,0,www.uks.no,We place qualified workers across multiple sectors
COMFORT HOTEL TRONDHEIM AS,73 58 88 88,TRONDHEIM,NO,hospitality,50,90,0,www.nordicchoicehotels.no,"We place cooks, waiters, hotel staff, housekeeping"
SKOGKANTEN BARNEHAGE SA,63 82 20 56,SØRUMSAND,NO,other,32,90,0,www.skogkanten.no,We place qualified workers across multiple sectors
VEST POLITIDISTRIKT,55 55 66 69,BERGEN,NO,other,1484,90,0,www.politi.no,We place qualified workers across multiple sectors
SAGENE LUNSJBAR AS,98 44 89 00,OSLO,NO,hospitality,14,90,0,sagenelunsjbar.no,"We place cooks, waiters, hotel staff, housekeeping"
MENIGHETEN SION BLOMSTERDALEN,55 99 00 61,BLOMSTERDALEN,NO,other,5,90,0,www.sionblomsterdalen.com,We place qualified workers across multiple sectors
DVS ENTREPRENØR AS,22 10 55 51,HAGAN,NO,other,72,90,0,www.dvs.no,We place qualified workers across multiple sectors
JORDBÆRPIKENE SOLSIDEN AS,73 60 01 20,TRONDHEIM,NO,hospitality,16,90,0,www.jordbarpikene.no,"We place cooks, waiters, hotel staff, housekeeping"
KRISTEN VIDEREGÅENDE SKOLE NORDLAND STI,75 06 60 00,NESNA,NO,it,42,90,0,kvn.no,"We place software developers, IT support, system admins"
A-LAB AS,22 25 22 25,OSLO,NO,other,93,90,0,www.a-lab.no,We place qualified workers across multiple sectors
LØVENSTAD FOTBALL KLUBB,95140531,LØVENSTAD,NO,other,5,90,0,lovenstadfk.no,We place qualified workers across multiple sectors
NUNO ARKITEKTUR AS,23 01 40 20,OSLO,NO,other,10,90,0,www.nunoarkitektur.no,We place qualified workers across multiple sectors
KALDNES AS,33 33 06 99,TØNSBERG,NO,other,5,90,0,www.kaldnes.as,We place qualified workers across multiple sectors
ISPAS AS,40 00 21 13,FREDRIKSTAD,NO,it,7,90,0,www.ispas.no,"We place software developers, IT support, system admins"
MURMESTER KRISTIAN SOLLIE AS,992 24 951,KRISTIANSAND S,NO,other,12,90,0,www.murmesteren.com,We place qualified workers across multiple sectors
FRAM,918 60 635,KRISTIANSAND S,NO,other,18,90,0,www.framkrs.no,We place qualified workers across multiple sectors
HADELAND EIENDOMSUTVIKLING AS,46 42 99 03,GRAN,NO,other,9,90,0,www.heu.no,We place qualified workers across multiple sectors
IDRETTSLAGET SOLID,95232696,SAGVÅG,NO,other,8,90,0,www.ilsolid.no,We place qualified workers across multiple sectors
VOSS FREESTYLEKLUBB,414 77 673,VOSS,NO,other,13,90,0,www.freestyleklubben.no,We place qualified workers across multiple sectors
THERMTECH AS,55 60 40 60,PARADIS,NO,other,10,90,0,www.thermtech.no,We place qualified workers across multiple sectors
INDIGO IKT IKS,62 56 17 50,OTTESTAD,NO,other,54,90,0,www.hedmark-ikt.no,We place qualified workers across multiple sectors
ORIGON AS,21 01 40 00,LYSAKER,NO,other,54,90,0,www.origon.no,We place qualified workers across multiple sectors
FREKVENTIA AS,32 22 91 00,GULLAUG,NO,construction,8,90,0,www.frekventia.no,"We place carpenters, electricians, welders for construction projects"
Valle Sparebank,37 93 60 60,VALLE,NO,other,20,90,0,www.valle-sparebank.no,We place qualified workers across multiple sectors
MHWIRTH AS,38 05 70 00,KRISTIANSAND S,NO,construction,571,90,0,www.hmhw.com,"We place carpenters, electricians, welders for construction projects"
VALDRES SPAREBANK,61 34 36 00,SLIDRE,NO,other,31,90,0,www.valdressparebank.no,We place qualified workers across multiple sectors
FLX MEDIA AS,934 14 242,HAUGESUND,NO,other,5,90,0,www.flxmedia.no,We place qualified workers across multiple sectors
B CONSULT AS,22 92 66 10,OSLO,NO,construction,8,90,0,www.b-consult.no,"We place carpenters, electricians, welders for construction projects"
STIFTELSEN NAVIGATØRENE NORGE,22 98 15 15,OSLO,NO,other,12,90,0,www.navigatorene.no,We place qualified workers across multiple sectors
OLAV O. HÆREID AS,57 66 10 48,ÅRDALSTANGEN,NO,other,35,90,0,www.ohereid.net,We place qualified workers across multiple sectors
RE-TO AS,63 85 09 10,LØKEN,NO,hospitality,12,90,0,www.re-to.as,"We place cooks, waiters, hotel staff, housekeeping"
VISIT SIRDAL AS,38 37 78 00,TJØRHOM,NO,other,7,90,0,www.sirdalsferie.com,We place qualified workers across multiple sectors
COOP ØST SA,66 81 07 00,KOLBOTN,NO,retail,2739,90,0,www.coopost.no,We place qualified workers across multiple sectors
LØNNINGEN & NILSEN MALERFIRMA AS,56 32 00 90,FJELL,NO,other,21,90,0,www.lonas.no,We place qualified workers across multiple sectors
MOBILE GJØVIK AS,61 13 36 00,HUNNDALEN,NO,retail,20,90,0,mobile.no,We place qualified workers across multiple sectors
BRUNCH OSLO AS,95449714,OSLO,NO,other,7,90,0,brunchoslo.no,We place qualified workers across multiple sectors
MÅNEFISKEN AS,22 35 60 22,OSLO,NO,hospitality,13,90,0,www.manefisken.no,"We place cooks, waiters, hotel staff, housekeeping"
ROMERIKE ANLEGGSDRIFT AS,952 50 580,KLØFTA,NO,construction,5,90,0,www.romerikeanleggsdrift.no,"We place carpenters, electricians, welders for construction projects"
BYGG DYKK ENTREPRENØR AS,920 57 002,SNARØYA,NO,construction,5,90,0,www.byggdykk.no,"We place carpenters, electricians, welders for construction projects"
BISLETTALLIANSEN,22 59 17 59,OSLO,NO,other,6,90,0,www.bislettalliansen.no,We place qualified workers across multiple sectors
BMW NORGE AS,67 81 85 00,FORNEBU,NO,retail,25,90,0,www.bmw.no,We place qualified workers across multiple sectors
AKERSHUS MUSIKKRÅD,63 81 53 65,KJELLER,NO,other,6,90,0,www.akershus.musikk.no,We place qualified workers across multiple sectors
LANDSFORENINGEN NORSKE MALERE,22 42 15 78,OSLO,NO,other,5,90,0,lnm.no,We place qualified workers across multiple sectors
SØRUMSAND IDRETTSFORENING,916 27 394,SØRUMSAND,NO,other,119,90,0,www.sif.no,We place qualified workers across multiple sectors
PALLEGROSSISTEN AS,56 19 30 50,DALEKVAM,NO,other,22,90,0,www.pallegrossisten.no,We place qualified workers across multiple sectors
FINSTAD GLASS AS,76 08 19 91,LEKNES,NO,other,7,90,0,www.finstadglass.no,We place qualified workers across multiple sectors
SIMPSON STRONG-TIE NORGE AS,22 02 13 00,OSLO,NO,retail,11,90,0,www.spigerverket.no,We place qualified workers across multiple sectors
KVITSØY KOMMUNE,51 73 63 00,KVITSØY,NO,other,128,90,0,www.kvitsoy.kommune.no/,We place qualified workers across multiple sectors
MARKVEIEN MAT & VINHUS AS,22 37 22 97,OSLO,NO,hospitality,14,90,0,www.markveien.no,"We place cooks, waiters, hotel staff, housekeeping"
STØTTEFORENINGEN FOR KREFTRAMMEDE,66 98 71 00,ASKER,NO,other,6,90,0,www.sfk.no,We place qualified workers across multiple sectors
NORLUX AS,33 30 10 80,STOKKE,NO,retail,65,90,0,www.norlux.no,We place qualified workers across multiple sectors
SØNDRE LAND KOMMUNE,61 12 64 00,HOV,NO,other,986,90,0,www.sondre-land.kommune.no/,We place qualified workers across multiple sectors
TRE TRAPP AS,32 79 27 70,SÆTRE,NO,other,27,90,0,www.tretrapp.no,We place qualified workers across multiple sectors
NORSK RADIOGRAFFORBUND,23 10 04 70,OSLO,NO,other,9,90,0,www.radiograf.no,We place qualified workers across multiple sectors
STENSAAS REINSDYRSLAKTERI AS,72 41 90 50,RØROS,NO,other,94,90,0,www.stensaas.no,We place qualified workers across multiple sectors
SKOGPLANTER INNLANDET AS,971 78 196,GJESÅSEN,NO,other,42,90,0,www.skogplanterinnlandet.no,We place qualified workers across multiple sectors
ZEINER BOLIG HÅNDVERK AS,33 31 86 10,NØTTERØY,NO,construction,31,90,0,www.lillesandhus.no,"We place carpenters, electricians, welders for construction projects"
A/S Spilka Industri,70 17 65 00,ÅLESUND,NO,other,62,90,0,spilka.no,We place qualified workers across multiple sectors
EMBARK AS,22 54 04 00,OSLO,NO,other,11,90,0,embark.as,We place qualified workers across multiple sectors
TORP MASKIN AS,33 06 19 10,VÅLE,NO,retail,18,90,0,www.torpmaskin.no,We place qualified workers across multiple sectors
AGDER SPAREBANK,37 11 99 00,ARENDAL,NO,other,84,90,0,www.agdersparebank.no,We place qualified workers across multiple sectors
LEA BANK AB NUF,22 99 14 00,OSLO,NO,other,45,90,0,leabank.no,We place qualified workers across multiple sectors
KIKIMORA ARKITEKTER AS,73 84 58 50,TRONDHEIM,NO,other,5,90,0,www.kikimora.no,We place qualified workers across multiple sectors
Bery Maritime A/S,23 11 35 00,OSLO,NO,transport,12,90,0,www.bery.no,"We place truck drivers, warehouse staff, logistics workers"
SNØGG AS,908 81 406,ÅL,NO,other,17,90,0,www.snoggbygg.no,We place qualified workers across multiple sectors
TROSTRUD - FRENO AS,61 14 35 50,LENA,NO,other,31,90,0,www.trostrud-freno.no,We place qualified workers across multiple sectors
LUNA NORGE AS,64 85 75 00,TROLLÅSEN,NO,retail,25,90,0,www.lunakatalogen.no,We place qualified workers across multiple sectors
SVIDALS MINIBUSSER OG TURBILSERVICE AS,48 07 08 88,SPIKKESTAD,NO,transport,16,90,0,www.svidal.no,"We place truck drivers, warehouse staff, logistics workers"
ULTIMATE NORDIC AS,22 57 50 50,OSLO,NO,retail,37,90,0,www.ultimatenordic.no,We place qualified workers across multiple sectors
STIFTELSEN BRYGGEN,55 55 20 80,BERGEN,NO,other,17,90,0,www.stiftelsenbryggen.no,We place qualified workers across multiple sectors
VÅGEN TRAFIKKSKOLE AS,51 66 00 27,SANDNES,NO,other,9,90,0,www.vaagentrafikkskole.no,We place qualified workers across multiple sectors
DYNACAP NORWAY AS,+4553765568,OSLO,NO,other,5,90,0,dynacap.com,We place qualified workers across multiple sectors
VESTFOLDMØLLENE AS,477 90 000,ANDEBU,NO,other,38,90,0,www.vestfoldmollene.no,We place qualified workers across multiple sectors
STOR-ELVDAL KOMMUNE,62 46 46 00,KOPPANG,NO,other,400,90,0,www.stor-elvdal.kommune.no/,We place qualified workers across multiple sectors
RUDOLF STEINERSKOLEN I OSLO STI,21 08 22 00,OSLO,NO,other,131,90,0,www.rsio.no,We place qualified workers across multiple sectors
ALP BYGG AS,465 89 079,KONGSBERG,NO,other,14,90,0,alpbygg.no,We place qualified workers across multiple sectors
SANDANE TURN OG IDRETTSLAG,41225448,SANDANE,NO,other,8,90,0,www.sandanetil.no,We place qualified workers across multiple sectors
LILLESTRØM CATERING AS,98 02 20 32,DAL,NO,hospitality,18,90,0,www.lillestromcatering.no,"We place cooks, waiters, hotel staff, housekeeping"
LØFBERGS LILA AS,004654140100,TROLLÅSEN,NO,retail,7,90,0,www.lofbergs.no,We place qualified workers across multiple sectors
KINSARVIK NATURKOST VEST AS,916 94 193,BERGEN,NO,retail,7,90,0,kinsarvik.no,We place qualified workers across multiple sectors
OPTIMA PRODUKTER AS,56 56 46 10,NORHEIMSUND,NO,other,6,90,0,www.optimaph.no,We place qualified workers across multiple sectors
ECCERA CARE AS,23 10 00 60,OSLO,NO,other,163,90,0,www.ecceracare.no,We place qualified workers across multiple sectors
KYSTGJERDET AS,52 71 52 71,HAUGESUND,NO,construction,6,90,0,www.kystgjerdet.no,"We place carpenters, electricians, welders for construction projects"
MOTORGROSSISTEN AS,97 16 51 08,RAMFJORDBOTN,NO,retail,5,90,0,www.motorgrossisten.no,We place qualified workers across multiple sectors
NORSK BYGGTJENESTE AS,23 11 44 00,OSLO,NO,other,33,90,0,www.byggtjeneste.no,We place qualified workers across multiple sectors
NELSON GARDEN PRODUCTIONS AS,33 38 18 10,STEINSHOLT,NO,other,30,90,0,www.nordicgarden.net,We place qualified workers across multiple sectors
EPTA REFRIGERATION NORWAY AS,33 36 35 00,STOKKE,NO,retail,40,90,0,www.epta-norway.com,We place qualified workers across multiple sectors
LEANGENBUKTA AS,95 06 60 77,TRONDHEIM,NO,construction,10,90,0,www.koteng.no,"We place carpenters, electricians, welders for construction projects"
TROTAN AS,932 45 145,TRONDHEIM,NO,other,24,90,0,www.trotanassembly.no,We place qualified workers across multiple sectors
HTH PROSJEKTAVDELING AS,22 91 40 40,OSLO,NO,construction,41,90,0,www.hth.no,"We place carpenters, electricians, welders for construction projects"
AKER TOPPHÅNDBALL,450 20 899,OSLO,NO,other,14,90,0,www.akerth.no,We place qualified workers across multiple sectors
OS FARGEHANDEL AS,56 30 03 80,OS,NO,construction,10,90,0,fargerike.no,"We place carpenters, electricians, welders for construction projects"
MESSEHALLEN ELEKTRISKE AS,64 84 69 30,LILLESTRØM,NO,trades,21,90,0,www.messehallen.no,We place qualified workers across multiple sectors
FORSVARETS PERSONELLSERVICE,21 07 57 00,OSLO,NO,other,24,90,0,www.fp.no,We place qualified workers across multiple sectors
ADVOKATFIRMAET TOLLEFSEN AS,57 62 88 50,SOGNDAL,NO,other,14,90,0,www.advokat-tollefsen.no,We place qualified workers across multiple sectors
SIGTAC AS,47 99 88 77,SANDNES,NO,other,5,90,0,www.tannlegerønneberg.no,We place qualified workers across multiple sectors
RINDAL KOMMUNE,71 66 47 00,RINDAL,NO,other,405,90,0,www.rindal.kommune.no/,We place qualified workers across multiple sectors
STARVEIEN BARNEHAGE SA,919 92 213,OSLO,NO,other,17,90,0,www.starveienbarnehage.no,We place qualified workers across multiple sectors
STATHELLE OG OMEGN IDRETTSLAG,97697157,STATHELLE,NO,other,28,90,0,www.stathelleoil.no,We place qualified workers across multiple sectors
MEDICUS TORRES AS,55 51 30 90,LODDEFJORD,NO,other,5,90,0,www.vadmyralegekontor.no,We place qualified workers across multiple sectors
OSLO CITY LEGESENTER AS,21 08 01 01,OSLO,NO,construction,9,90,0,www.oslocitylegesenter.no,"We place carpenters, electricians, welders for construction projects"
STUDIO 5 AS,93 05 54 77,TROMSØ,NO,other,9,90,0,www.studio5frisor.no,We place qualified workers across multiple sectors
GRØNNEBAKKAN ANDELSBARNEHAGE SA,45397011,HARSTAD,NO,other,24,90,0,www.gronnebakkan.barnehage.no,We place qualified workers across multiple sectors
NORDFORSK,46951044,OSLO,NO,other,16,90,0,www.nordforsk.org,We place qualified workers across multiple sectors
GMC MARITIME AS,51 84 80 00,RANDABERG,NO,other,42,90,0,www.gmc.no,We place qualified workers across multiple sectors
SAFE,51 84 39 00,STAVANGER,NO,other,18,90,0,www.safe.no,We place qualified workers across multiple sectors
SØR-TROMSØYA SKOLEKORPS,932 68 948,TROMSØ,NO,other,5,90,0,www.stsk.no,We place qualified workers across multiple sectors
STACC QUESNAY AS,22 98 98 98,OSLO,NO,it,18,90,0,quesnay.com,"We place software developers, IT support, system admins"
CUTRIN NORGE PARTNER AS,72 90 07 90,TILLER,NO,retail,44,90,0,cutrin.no,We place qualified workers across multiple sectors
NETTBRYGGA AS,90 18 02 45,KRISTIANSAND S,NO,it,5,90,0,nettbrygga.no,"We place software developers, IT support, system admins"
VISSIM AS,33 07 18 90,HORTEN,NO,other,23,90,0,www.vissim.no,We place qualified workers across multiple sectors
POLARPLAST AS,97 15 74 77,INNDYR,NO,other,48,90,0,polarplast.no,We place qualified workers across multiple sectors
MACSERIEN NORGE AS,41 30 72 72,MELHUS,NO,retail,6,90,0,www.macserien.no,We place qualified workers across multiple sectors
SKYDDA NORGE AS,22 88 44 10,OSLO,NO,retail,11,90,0,www.skydda.no,We place qualified workers across multiple sectors
AKADEMIKLINIKEN OSLO AS,+4686145400,OSLO,NO,other,6,90,0,www.ak.se,We place qualified workers across multiple sectors
MDCO FINNSNES AS,77 85 25 50,FINNSNES,NO,construction,12,90,0,www.medco-dinhms.no,"We place carpenters, electricians, welders for construction projects"
EIENDOMSMEGLER A AS,52 80 43 00,HAUGESUND,NO,other,12,90,0,www.eiendomsmeglera.no,We place qualified workers across multiple sectors
STUDENTSAMSKIPNADEN I AGDER,40001018,KRISTIANSAND S,NO,hospitality,224,90,0,www.sia.no,"We place cooks, waiters, hotel staff, housekeeping"
CONOCOPHILLIPS NORGE NUF,52 02 00 00,TANANGER,NO,other,1580,90,0,www.conocophillips.no,We place qualified workers across multiple sectors
TRIO REGNSKAP AS,22 63 88 00,OSLO,NO,other,7,90,0,trioregnskapas.no,We place qualified workers across multiple sectors
AKARI AS,991 53 600,KONGSBERG,NO,other,28,90,0,www.akari.no,We place qualified workers across multiple sectors
ADHD NORGE,67 12 85 85,OSLO,NO,other,10,90,0,www.adhdnorge.no,We place qualified workers across multiple sectors
SVALBARD FOLKEHØGSKOLE AS,907 99 990,LONGYEARBYEN,NO,other,24,90,0,www.svalbardfolkehogskole.no,We place qualified workers across multiple sectors
AS ELEKTROINSTALLASJON,55 20 79 50,BERGEN,NO,trades,37,90,0,www.elektroinstallasjon.no,We place qualified workers across multiple sectors
RADIO 102 AS,52 72 01 02,HAUGESUND,NO,other,7,90,0,www.radio102.no,We place qualified workers across multiple sectors
HEMNES ARBEIDSSAMVIRKE I OFFENTLIG VIRKSOMHET AS,75 19 72 30,KORGEN,NO,other,11,90,0,www.hasvo.no,We place qualified workers across multiple sectors
CREATIVE LIVING AS,40 04 16 00,OSLO,NO,other,13,90,0,www.creativeliving.no,We place qualified workers across multiple sectors
FRISKIS & SVETTIS FREDRIKSTAD,69 36 85 00,FREDRIKSTAD,NO,other,6,90,0,www.friskissvettis.no/fredrikstad,We place qualified workers across multiple sectors
REGNSKAPSPILOTENE AS,97 40 03 50,EYDEHAVN,NO,other,6,90,0,www.regnskapspilotene.no,We place qualified workers across multiple sectors
NORGES SJAKKFORBUND,22 15 12 41,OSLO,NO,other,8,90,0,www.sjakk.no,We place qualified workers across multiple sectors
ELDSHOVDEN BARNEHAGE SA,55 98 97 00,SØREIDGREND,NO,other,15,90,0,www.eldshovden.barnehage.no,We place qualified workers across multiple sectors
PROVSTRØMSPESIALISTEN AS,22 70 70 70,OSLO,NO,trades,17,90,0,provstrom.no,We place qualified workers across multiple sectors
AS VARDEN,35 54 30 00,SKIEN,NO,other,33,90,0,www.varden.no,We place qualified workers across multiple sectors
SEIM TRÆR OG PLANTER AS,69 81 98 80,MYSEN,NO,other,8,90,0,www.seim.no,We place qualified workers across multiple sectors
MYREZE AS,55 18 00 00,ANDENES,NO,other,15,90,0,www.myreze.com,We place qualified workers across multiple sectors
WATTIF EV AS,947 98 363,BERGEN,NO,retail,21,90,0,www.wattifev.com,We place qualified workers across multiple sectors
MIKKELI AS,913 40 363,ALTA,NO,hospitality,25,90,0,www.catch-22.no,"We place cooks, waiters, hotel staff, housekeeping"
STRANDBUEN AS,51 74 47 50,JØRPELAND,NO,other,9,90,0,www.strandbuen.no,We place qualified workers across multiple sectors
ØSTFOLD STEN AS,92 86 91 41,RÅDE,NO,other,20,90,0,ostfoldsten.no,We place qualified workers across multiple sectors
SKAU GULV AS,400 04 008,SANDNES,NO,retail,30,90,0,Skau.com,We place qualified workers across multiple sectors
CITY NORD TANNHELSE AS,40001058,BODØ,NO,other,15,90,0,www.citynordtannhelse.no,We place qualified workers across multiple sectors
DØLI BARNEHAGE SA,941 80 499,JESSHEIM,NO,other,26,90,0,www.dolibarnehage.no,We place qualified workers across multiple sectors
INNVI NORGE AS,22 74 99 90,DRAMMEN,NO,retail,6,90,0,lux.no,We place qualified workers across multiple sectors
PENTAGON TRANSPORT NORDIC AS,98 29 50 00,KRISTIANSAND S,NO,transport,29,90,0,www.pentagonfreight.com,"We place truck drivers, warehouse staff, logistics workers"
BIOLOGEN DRIFT AS,94 00 09 68,HERDLA,NO,hospitality,45,90,0,www.biologenherdla.no,"We place cooks, waiters, hotel staff, housekeeping"
BIBELBUTIKKEN AS,51 66 55 15,SANDNES,NO,retail,24,90,0,www.bibelbutikken.no,We place qualified workers across multiple sectors
KRISTIANSUND DYREKLINIKK AS,71 67 20 00,KRISTIANSUND N,NO,other,12,90,0,www.dyreklinikk-kristiansund.no,We place qualified workers across multiple sectors
GJENBRUKSFABRIKKEN DRIFT OG TRANSPORT AS,+4797335070,OSLO,NO,retail,15,90,0,www.gjenbruksfabrikken.no,We place qualified workers across multiple sectors
AVEN HOLMESTRAND AS,33 06 65 60,HOLMESTRAND,NO,other,84,90,0,www.aven.no,We place qualified workers across multiple sectors
CF MASKIN EIDE AS,414 29 323,EIDE,NO,retail,5,90,0,www.cf.no,We place qualified workers across multiple sectors
EINARSEN EIGEDOM AS,95 92 09 72,SOGNDAL,NO,other,5,90,0,www.einarseneigedom.no,We place qualified workers across multiple sectors
SAMFUNNSVITERNE,22 03 19 00,OSLO,NO,other,39,90,0,www.samfunnsviterne.no,We place qualified workers across multiple sectors
NDC CONFERENCES AS,21 61 90 93,OSLO,NO,other,6,90,0,www.ndcconferences.com,We place qualified workers across multiple sectors
BA GJENVINNING AS,400 66 288,KONGSVINGER,NO,other,9,90,0,www.bagjenvinning.no,We place qualified workers across multiple sectors
REVICOM AS,76 11 02 00,SORTLAND,NO,other,39,90,0,www.revicom.no,We place qualified workers across multiple sectors
ACTIVE EDUCATION AS,403 02 222,OSLO,NO,other,5,90,0,www.activeeducation.no,We place qualified workers across multiple sectors
GTC GLASS CHRISTOFFERSEN AS,32 69 99 94,LIERSTRANDA,NO,other,5,90,0,christoffersenglass.no,We place qualified workers across multiple sectors
BOLIGBYGG OSLO KF,23 46 05 00,OSLO,NO,other,205,90,0,oslo.kommune.no,We place qualified workers across multiple sectors
TANNLEGE EINAR HALS AS,71 26 73 22,ELNESVÅGEN,NO,other,7,90,0,www.tannlegeeinarhals.no,We place qualified workers across multiple sectors
BRIGHT PERFORMANCE AS,69 10 10 00,FREDRIKSTAD,NO,other,6,90,0,www.mybright.no,We place qualified workers across multiple sectors
SKIEN KOMMUNE - NAV,35 58 10 00,SKIEN,NO,other,62,90,0,www.skien.kommune.no,We place qualified workers across multiple sectors
TROMSØ ALPINPARK AS,4792628333,KROKELVDALEN,NO,other,54,90,0,www.tromsoalpinpark.no,We place qualified workers across multiple sectors
EDVARD BYGG AS,452 66 224,ETNE,NO,construction,19,90,0,www.edvard-bygg.no,"We place carpenters, electricians, welders for construction projects"
SVELVIK TENNISKLUBB,97039093,SVELVIK,NO,other,9,90,0,www.svelviktennis.no,We place qualified workers across multiple sectors
MØRE TRAFO AS,70 24 61 00,SYKKYLVEN,NO,other,209,90,0,www.moretrafo.no,We place qualified workers across multiple sectors
J L BRUVIK AS,55 53 51 50,NYBORG,NO,other,36,90,0,www.bruvik.no,We place qualified workers across multiple sectors
TRANSCOM NORGE AS,69 50 00 00,ROLVSØY,NO,other,322,90,0,www.transcom.com,We place qualified workers across multiple sectors
AKSELL LOGISTIKK AS,69 89 86 00,HÆRLAND,NO,other,127,90,0,www.aksell-logistikk.no/,We place qualified workers across multiple sectors
REFORCETECH AS,66 76 77 80,RØYKEN,NO,other,18,90,0,www.reforcetech.com,We place qualified workers across multiple sectors
ALFRED BERG KAPITALFORVALTNING AS,22 00 51 00,OSLO,NO,other,66,90,0,www.alfredberg.no,We place qualified workers across multiple sectors
ASKER PRODUKT AS,66 76 14 00,ASKER,NO,other,32,90,0,www.askerprodukt.no,We place qualified workers across multiple sectors
UPONOR AS,64 95 66 00,OSLO,NO,retail,19,90,0,www.uponor.no,We place qualified workers across multiple sectors
NORSK LIMTRE AS,74 06 42 00,MOSVIK,NO,other,26,90,0,www.norsklimtre.no,We place qualified workers across multiple sectors
PORSANGER ARBEIDSSAMVIRKE AS,78 46 15 22,LAKSELV,NO,other,6,90,0,www.porsangerarbeidssamvirke.no,We place qualified workers across multiple sectors
PROPERATE AS,22 51 10 20,LYSAKER,NO,other,23,90,0,www.properate.com,We place qualified workers across multiple sectors
KLEPP IDRETTSLAG,92 25 38 31,KLEPPE,NO,other,62,90,0,www.kleppil.no,We place qualified workers across multiple sectors
ÅS IDRETTSLAG,90419006,ÅS,NO,other,32,90,0,www.asil.no,We place qualified workers across multiple sectors
STORY HOUSE EGMONT AS,22 58 50 00,OSLO,NO,other,148,90,0,www.egmontpublishing.no,We place qualified workers across multiple sectors
HELSE BERGEN HF,05300,BERGEN,NO,other,14578,90,0,www.helse-bergen.no/,We place qualified workers across multiple sectors
STØLEN PRIVATE BARNEHAGE SA,47801855,OPPDAL,NO,other,9,90,0,www.stolenprivate.barnehageside.no,We place qualified workers across multiple sectors
VESTFOLD INTERKOMMUNALE BRANNVESEN IKS,33 00 36 00,TØNSBERG,NO,other,163,90,0,www.vibr.no,We place qualified workers across multiple sectors
GJØVIK AVLØSERLAG SA,907 24 268,GJØVIK,NO,other,242,90,0,leihjelp.no,We place qualified workers across multiple sectors
SØRLANDET KOMMUNEREVISJON IKS,37 01 33 90,ARENDAL,NO,other,22,90,0,www.ariks.no,We place qualified workers across multiple sectors
LÆRLINGSENTERET INNLANDET,61 14 67 20,HUNNDALEN,NO,other,6,90,0,www.larlinginnlandet.no,We place qualified workers across multiple sectors
FJELLREGIONEN INTERKOMMUNALE AVFALLSSELSKAP AS,62 49 48 00,TOLGA,NO,other,70,90,0,www.fias.no,We place qualified workers across multiple sectors
GIMLE BASKETBALLKLUBB,98255169,BERGEN,NO,other,36,90,0,www.gimle.no,We place qualified workers across multiple sectors
HAREID IDRETTSLAG,90514047,HAREID,NO,other,5,90,0,www.hareidil.no,We place qualified workers across multiple sectors
AVALDSNES IDRETTSLAG,52843306,AVALDSNES,NO,other,14,90,0,www.avaldsnes.no,We place qualified workers across multiple sectors
LANDBRUKSTJENESTER ØST SA,62 95 19 00,FLISA,NO,other,184,90,0,ost.landbrukstjenester.no,We place qualified workers across multiple sectors
