locality_slug,county_slug,locality_name,county_name,primar,url
mihai-eminescu,botosani,Mihai Eminescu,Botosani,Dumitru-Verginel Gireadă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/mihai-eminescu/
mihaileni,botosani,Mihaileni,Botosani,Ioan-Laurenţiu Barbacariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/mihaileni/
mihalaseni,botosani,Mihalaseni,Botosani,Claudiu-Daniel Chelariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/mihalaseni/
mileanca,botosani,Mileanca,Botosani,Alexandru Azamfirei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/mileanca/
mitoc,botosani,Mitoc,Botosani,Ioan Galiţ,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/mitoc/
nicseni,botosani,Nicseni,Botosani,Victor-Claudiu Bulboacă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/nicseni/
paltinis,botosani,Paltinis,Botosani,Costel Romanescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/paltinis/
pomarla,botosani,Pomarla,Botosani,Dumitru Chelariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/pomarla/
prajeni,botosani,Prajeni,Botosani,Gheorghiţă-Mihăiţă Iftodi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/prajeni/
rachiti,botosani,Rachiti,Botosani,Florin-Dan Bulgaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/rachiti/
radauti-prut,botosani,Radauti Prut,Botosani,Viorel Nichiteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/radauti-prut/
rauseni,botosani,Rauseni,Botosani,Maria Jîjîe,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/rauseni/
ripiceni,botosani,Ripiceni,Botosani,Gabriel-Florin Talef,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/ripiceni/
roma,botosani,Roma,Botosani,Cosmin-Florin Cîşlariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/roma/
romanesti,botosani,Romanesti,Botosani,Constantin-Marius Răschip,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/romanesti/
santa-mare,botosani,Santa Mare,Botosani,Cristian Anton,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/santa-mare/
saveni,botosani,Saveni,Botosani,Petru-Relu Tîrzioru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/saveni/
sendriceni,botosani,Sendriceni,Botosani,Marin Dohotariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/sendriceni/
stauceni,botosani,Stauceni,Botosani,Cozmin-Iulian Epuraş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/stauceni/
stefanesti,botosani,Stefanesti,Botosani,Florin Buţura,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/stefanesti/
stiubieni,botosani,Stiubieni,Botosani,Pavel Ştefanache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/stiubieni/
suharau,botosani,Suharau,Botosani,Marcel Chelariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/suharau/
sulita,botosani,Sulita,Botosani,George Popescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/sulita/
todireni,botosani,Todireni,Botosani,Petru Toma,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/todireni/
trusesti,botosani,Trusesti,Botosani,Mihai Puruhniuc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/trusesti/
tudora,botosani,Tudora,Botosani,Constantin Cocoreanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/tudora/
ungureni,botosani,Ungureni,Botosani,Andrei Zănoagă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/ungureni/
unteni,botosani,Unteni,Botosani,Constantin Paladi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/unteni/
vaculesti,botosani,Vaculesti,Botosani,Sorin-Marian Gîngă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/vaculesti/
varfu-campului,botosani,Varfu Campului,Botosani,Dumitru-Ovidiu Domunco,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/varfu-campului/
viisoara,botosani,Viisoara,Botosani,Laurenţiu-Constantin Rîmbu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/viisoara/
vladeni,botosani,Vladeni,Botosani,Voicu Murariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/vladeni/
vlasinesti,botosani,Vlasinesti,Botosani,Andrei Bouariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/vlasinesti/
vorniceni,botosani,Vorniceni,Botosani,Lucian-Ioan Ungureanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/vorniceni/
vorona,botosani,Vorona,Botosani,Sergiu-Marian Dascălu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_botosani/primarie/vorona/
baraganul,braila,Baraganul,Braila,Daniel-Mihail Sandu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/baraganul/
bertestii-de-jos,braila,Bertestii De Jos,Braila,Costel-Florinel Capbun,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/bertestii-de-jos/
bordei-verde,braila,Bordei Verde,Braila,Dumitru Rotaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/bordei-verde/
braila,braila,Braila,Braila,Viorel-Marian Dragomir,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/braila/
cazasu,braila,Cazasu,Braila,Alexandru-Marian Popescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/cazasu/
chiscani,braila,Chiscani,Braila,Geanina Pospai,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/chiscani/
ciocile,braila,Ciocile,Braila,Valentin Mangiurea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/ciocile/
ciresu,braila,Ciresu,Braila,Radu Popa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/ciresu/
dudesti,braila,Dudesti,Braila,Marius-Alin Stancu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/dudesti/
faurei,braila,Faurei,Braila,Grigore -Gabriel Mocanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/faurei/
frecatei,braila,Frecatei,Braila,Ionel Bălan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/frecatei/
galbenu,braila,Galbenu,Braila,Nicolae Ganea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/galbenu/
gemenele,braila,Gemenele,Braila,Petrică Calu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/gemenele/
gradistea,braila,Gradistea,Braila,Petre Andrei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/gradistea/
gropeni,braila,Gropeni,Braila,Nicuşor Cocianu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/gropeni/
ianca,braila,Ianca,Braila,Ionel Epureanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/ianca/
insuratei,braila,Insuratei,Braila,Florentina Carşote,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/insuratei/
jirlau,braila,Jirlau,Braila,Daniel Drăguţ,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/jirlau/
marasu,braila,Marasu,Braila,Antonel Colceag,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/marasu/
maxineni,braila,Maxineni,Braila,Ionuţ-Daniel Postolache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/maxineni/
mircea-voda,braila,Mircea Voda,Braila,Alexandru Moşescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/mircea-voda/
movila-miresii,braila,Movila Miresii,Braila,Dumitru Panţuru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/movila-miresii/
racovita,braila,Racovita,Braila,Tudorel Gîscă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/racovita/
ramnicelu,braila,Ramnicelu,Braila,Dragoş-Ionuţ Mocanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/ramnicelu/
romanu,braila,Romanu,Braila,Steluţa Ioniţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/romanu/
rosiori,braila,Rosiori,Braila,Nicuşor Creţu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/rosiori/
salcia-tudor,braila,Salcia Tudor,Braila,Ion Serafim,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/salcia-tudor/
scortaru-nou,braila,Scortaru Nou,Braila,Nicuşor Vasilache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/scortaru-nou/
silistea,braila,Silistea,Braila,Ilie Efteme,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/silistea/
stancuta,braila,Stancuta,Braila,Nicu Turcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/stancuta/
surdila-gaiseanca,braila,Surdila Gaiseanca,Braila,Gabriel Drăguţ,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/surdila-gaiseanca/
surdila-greci,braila,Surdila Greci,Braila,Ionel Meiroşu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/surdila-greci/
sutesti,braila,Sutesti,Braila,Costică Dobre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/sutesti/
tichilesti,braila,Tichilesti,Braila,Gicu Davidescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/tichilesti/
traian,braila,Traian,Braila,Nicuşor Abăseacă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/traian/
tudor-vladimirescu,braila,Tudor Vladimirescu,Braila,Mircea - Tudorel Berteşteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/tudor-vladimirescu/
tufesti,braila,Tufesti,Braila,Ion Mărgineanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/tufesti/
ulmu,braila,Ulmu,Braila,Vasile Bănică,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/ulmu/
unirea,braila,Unirea,Braila,Teodora Puia,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/unirea/
vadeni,braila,Vadeni,Braila,Stanca Coman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/vadeni/
victoria,braila,Victoria,Braila,Costel Albu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/victoria/
visani,braila,Visani,Braila,Neagu Caraman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/visani/
viziru,braila,Viziru,Braila,Ana-Cornelia Măcrineanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/viziru/
zavoaia,braila,Zavoaia,Braila,Stănică Drugău,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_braila/primarie/zavoaia/
apata,brasov,Apata,Brasov,György Drăgan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/apata/
augustin,brasov,Augustin,Brasov,Gheorghe Mondoc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/augustin/
beclean,brasov,Beclean,Brasov,Vasile-Claudiu Motrescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/beclean/
bod,brasov,Bod,Brasov,Sergiu Arsene,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/bod/
bran,brasov,Bran,Brasov,Ioan-Cosmin Feroiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/bran/
brasov,brasov,Brasov,Brasov,George Scripcaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/brasov/
budila,brasov,Budila,Brasov,Irimia Marşavela,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/budila/
bunesti,brasov,Bunesti,Brasov,Voica-Roxana Pălăşan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/bunesti/
cata,brasov,Cata,Brasov,Liviu Ioan Vocilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/cata/
cincu,brasov,Cincu,Brasov,Gheorghe Mirca,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/cincu/
codlea,brasov,Codlea,Brasov,Paul-Mihai Cîmpeanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/codlea/
comana,brasov,Comana,Brasov,Mihai Dragomir,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/comana/
cristian,brasov,Cristian,Brasov,Gicu Cojocaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/cristian/
crizbav,brasov,Crizbav,Brasov,Marius Morar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/crizbav/
dragus,brasov,Dragus,Brasov,Tiberiu-Ionuţ Poparad,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/dragus/
dumbravita,brasov,Dumbravita,Brasov,Anisia-Georgiana Costescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/dumbravita/
fagaras,brasov,Fagaras,Brasov,Gheorghe Sucaciu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/fagaras/
feldioara,brasov,Feldioara,Brasov,Sorin Taus,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/feldioara/
fundata,brasov,Fundata,Brasov,Marian-Florin Pâtea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/fundata/
ghimbav,brasov,Ghimbav,Brasov,Ionel Fliundra,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/ghimbav/
halchiu,brasov,Halchiu,Brasov,Ioana Drugan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/halchiu/
harman,brasov,Harman,Brasov,Onoriu-Aurelian Velican,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/harman/
harseni,brasov,Harseni,Brasov,Daniel Dâmboiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/harseni/
hoghiz,brasov,Hoghiz,Brasov,Ioan Buta,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/hoghiz/
holbav,brasov,Holbav,Brasov,Lucian-Vasile Oprea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/holbav/
homorod,brasov,Homorod,Brasov,Ştefan-Doru Şona,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/homorod/
jibert,brasov,Jibert,Brasov,Ştefăniţă Pîtea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/jibert/
lisa,brasov,Lisa,Brasov,Gheorghe Moga,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/lisa/
maierus,brasov,Maierus,Brasov,Nistor Boricean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/maierus/
mandra,brasov,Mandra,Brasov,Emil Morar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/mandra/
moieciu,brasov,Moieciu,Brasov,Nicolae-Marius Olteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/moieciu/
ormenis,brasov,Ormenis,Brasov,Gheorghe Lăcătuş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/ormenis/
parau,brasov,Parau,Brasov,Ovidiu-Alexandru Ovesea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/parau/
poiana-marului,brasov,Poiana Marului,Brasov,Alexandru-Cătălin Perşoiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/poiana-marului/
predeal,brasov,Predeal,Brasov,Sorin-Ioan Ciobanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/predeal/
prejmer,brasov,Prejmer,Brasov,Mihai-Florin Apafi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/prejmer/
racos,brasov,Racos,Brasov,Ion Epureanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/racos/
rasnov,brasov,Rasnov,Brasov,Horia-Mihai Motrescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/rasnov/
recea,brasov,Recea,Brasov,Ioan-Cristian Bărgăoanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/recea/
rupea,brasov,Rupea,Brasov,Alexandru Opriş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/rupea/
sacele,brasov,Sacele,Brasov,Virgil Popa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/sacele/
sambata-de-sus,brasov,Sambata De Sus,Brasov,Nicolae Morariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/sambata-de-sus/
sanpetru,brasov,Sanpetru,Brasov,Marian-Eusebiu Arhire,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/sanpetru/
sercaia,brasov,Sercaia,Brasov,Cristinel Paltin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/sercaia/
sinca,brasov,Sinca,Brasov,Daniel Goilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/sinca/
sinca-noua,brasov,Sinca Noua,Brasov,Adrian-Dan Ciocan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/sinca-noua/
soars,brasov,Soars,Brasov,Dănuţ-Ioan Timiş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/soars/
tarlungeni,brasov,Tarlungeni,Brasov,Severius-Florin Beşchea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/tarlungeni/
teliu,brasov,Teliu,Brasov,Gheorghe Boalii,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/teliu/
ticusu,brasov,Ticusu,Brasov,Ionuţ Tatu-Zosim,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/ticusu/
ucea,brasov,Ucea,Brasov,Marius-Dumitru Ştefan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/ucea/
ungra,brasov,Ungra,Brasov,Silviu-Mircea Şchiopu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/ungra/
vama-buzaului,brasov,Vama Buzaului,Brasov,Tiberiu-Nicolae Chirilaş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/vama-buzaului/
victoria,brasov,Victoria,Brasov,Camelia-Elena Bertea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/victoria/
vistea,brasov,Vistea,Brasov,Florin Ioani,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/vistea/
voila,brasov,Voila,Brasov,Rodica Marcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/voila/
vulcan,brasov,Vulcan,Brasov,Marius-Adrian Doda,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/vulcan/
zarnesti,brasov,Zarnesti,Brasov,Alexandru-Lucian Igrişan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_brasov/primarie/zarnesti/
primarie,bucuresti,Primarie,Bucuresti,Nicusor Daniel Dan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bucuresti/primarie/
sectorul-1,bucuresti,Sectorul 1,Bucuresti,George-Cristian Tuță,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bucuresti/primarie/sectorul-1/
sectorul-2,bucuresti,Sectorul 2,Bucuresti,Rareș Hopincă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bucuresti/primarie/sectorul-2/
sectorul-3,bucuresti,Sectorul 3,Bucuresti,Robert Sorin Negoiță,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bucuresti/primarie/sectorul-3/
sectorul-4,bucuresti,Sectorul 4,Bucuresti,Daniel Băluță,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bucuresti/primarie/sectorul-4/
sectorul-5,bucuresti,Sectorul 5,Bucuresti,Vlad-Piedone Popescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bucuresti/primarie/sectorul-5/
sectorul-6,bucuresti,Sectorul 6,Bucuresti,Ciprian Ciucu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bucuresti/primarie/sectorul-6/
amaru,buzau,Amaru,Buzau,Constantin Croitoru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/amaru/
balaceanu,buzau,Balaceanu,Buzau,Gică Geangoş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/balaceanu/
balta-alba,buzau,Balta Alba,Buzau,Ionel Marin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/balta-alba/
beceni,buzau,Beceni,Buzau,Adrian Burlacu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/beceni/
berca,buzau,Berca,Buzau,Denis-Eugen Ionescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/berca/
bisoca,buzau,Bisoca,Buzau,Florin Stemate,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/bisoca/
blajani,buzau,Blajani,Buzau,Gheorghe Ispas,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/blajani/
boldu,buzau,Boldu,Buzau,Marian Mărgărit,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/boldu/
bozioru,buzau,Bozioru,Buzau,Marian Spătaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/bozioru/
bradeanu,buzau,Bradeanu,Buzau,Violeta Preda,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/bradeanu/
braesti,buzau,Braesti,Buzau,Gheorghe Negoiţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/braesti/
breaza,buzau,Breaza,Buzau,Adrian Drugă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/breaza/
buda,buzau,Buda,Buzau,Ion Tudose,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/buda/
buzau,buzau,Buzau,Buzau,Constantin Toma,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/buzau/
calvini,buzau,Calvini,Buzau,Valeriu Bîtu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/calvini/
canesti,buzau,Canesti,Buzau,Stoica Marin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/canesti/
c,buzau,C,Buzau,,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/c/
catina,buzau,Catina,Buzau,Constantin-Cătălin Cojocaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/catina/
cernatesti,buzau,Cernatesti,Buzau,Valentin-Sebastian Stănilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/cernatesti/
chiliile,buzau,Chiliile,Buzau,Valentin-Sorin Zaman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/chiliile/
chiojdu,buzau,Chiojdu,Buzau,Gheorghe Neamţu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/chiojdu/
cilibia,buzau,Cilibia,Buzau,Ioana Toma,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/cilibia/
cislau,buzau,Cislau,Buzau,Constantin Muşat,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/cislau/
cochirleanca,buzau,Cochirleanca,Buzau,Stancu Nicolae,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/cochirleanca/
colti,buzau,Colti,Buzau,Gheorghe Ştefan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/colti/
costesti,buzau,Costesti,Buzau,Nicolae Gioabă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/costesti/
cozieni,buzau,Cozieni,Buzau,Valerică-Robert Şomoiag,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/cozieni/
florica,buzau,Florica,Buzau,Ion Zaharia,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/florica/
galbinasi,buzau,Galbinasi,Buzau,Dumitru Dragomir,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/galbinasi/
gheraseni,buzau,Gheraseni,Buzau,Vasile Ţintă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/gheraseni/
ghergheasa,buzau,Ghergheasa,Buzau,Vasile Gheorghe,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/ghergheasa/
glodeanu-sarat,buzau,Glodeanu Sarat,Buzau,Marin Rusu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/glodeanu-sarat/
glodeanu-silistea,buzau,Glodeanu Silistea,Buzau,Gabriel Popescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/glodeanu-silistea/
grebanu,buzau,Grebanu,Buzau,Vasile Iftinoiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/grebanu/
gura-teghii,buzau,Gura Teghii,Buzau,Adrian Chirac,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/gura-teghii/
largu,buzau,Largu,Buzau,Florin-Claudiu Pasăre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/largu/
lopatari,buzau,Lopatari,Buzau,Claudiu Constantin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/lopatari/
luciu,buzau,Luciu,Buzau,Mircea Frăţilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/luciu/
magura,buzau,Magura,Buzau,Daniel Cîrstea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/magura/
manzalesti,buzau,Manzalesti,Buzau,Viorel Moldoveanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/manzalesti/
maracineni,buzau,Maracineni,Buzau,Dumitru Constantin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/maracineni/
margaritesti,buzau,Margaritesti,Buzau,Fănel Ungureanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/margaritesti/
merei,buzau,Merei,Buzau,Ştefan Chircă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/merei/
mihailesti,buzau,Mihailesti,Buzau,Dorinel Petre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/mihailesti/
