company,cui,county,city,address,phone,email,website,category,subcategory,source
CASA RAD,,,,,,pensiuneacasarad@yahoo.com,,horeca,,HORECA_RO.csv
CASA RADA,,,Oras Horezu,,,radanick@gmail.com,,horeca,,HORECA_RO.csv
CASA RADA,,,"Com. Recea, Sat Dejani",,,casarada.dejani@yahoo.com,,horeca,,HORECA_RO.csv
CASA RADOI,,,"Com. Costinesti, Sat Schitu",,,covrigdumitru@yahoo.com,,horeca,,HORECA_RO.csv
CASA RADU,,,"Com. Eselnita, Sat Eselnita",,,casa_radu_eseslnita@yahoo.com,,horeca,,HORECA_RO.csv
CASA RADU,,,"Com. Crasna, Sat Carpinis",,,radu_popesc@yahoo.com,,horeca,,HORECA_RO.csv
CASA RADUCU,,,Oras Viseu de Sus,,,alex_viseu@yahoo.com,,horeca,,HORECA_RO.csv
CASA RADUINEA,,,"Oras Eforie, Loc. Eforie Nord",,,sere.constanta@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAHOVA,,,Mun. Braila,,,vviorelandrei@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAIA,,,Mun. Brasov,,,staicu.augustin@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAIN,,,"Com. Moieciu, Sat Moieciu de Sus",,,clinciuadi@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAIRA,,,"Com. Barcani, Sat Barcani",,,creanga_raluca@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAISA,,,Oras Busteni,,,vasile34@hotmail.com,,horeca,,HORECA_RO.csv
CASA RAISA&MARIA,,,Oras Ocna Sibiului,,,radunegrila@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAIU 1,,,"Com. Coas, Sat Coas",,,corinagiurgiu299@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAIUL MUNTILOR,,,"Com. Bran, Sat Sohodol",,,casaraiulmuntilor@gmail.com,,horeca,,HORECA_RO.csv
CASA RALU,,,"Com. Corbu, Sat Corbu",,,ralucapetre89@yahoo.com,,horeca,,HORECA_RO.csv
CASA RALU,,,"Com. Costinesti, Sat Costinesti",,,stoicafanica@gmail.com,,horeca,,HORECA_RO.csv
CASA RALUCA,,,Mun. Mangalia,,,roducarina@gmail.com,,horeca,,HORECA_RO.csv
CASA RALUCA,,,"Com. Arieseni, Sat Galbena",,,clauavram85@gmail.com,,horeca,,HORECA_RO.csv
CASA RALUCAI,,,"Com. Moisei, Sat Moisei",,,casuta.ralucai@gmail.com,,horeca,,HORECA_RO.csv
CASA RAMINO,,,Oras Busteni,,,casa.ramino@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAMONA,,,"Com. Socodor, Sat Socodor",,,rcrisan76@yahoo.com,,horeca,,HORECA_RO.csv
CASA RANCHO,,,"Com. Costinesti, Sat Schitu",,,bibibenea@yahoo.com,,horeca,,HORECA_RO.csv
CASA RANDUNICA DE MARE,,,"Com. Costinesti, Sat Costinesti",,,gartone.mario@yahoo.com,,horeca,,HORECA_RO.csv
CASA RANIA SI AYAN,,,"Com. Rucar, Sat Satic",,,cosma.alexandra@gmail.com,,horeca,,HORECA_RO.csv
CASA RARES,,,"Com. Baia de Fier, Sat Baia de Fier",,,trantecristina@yahoo.com,,horeca,,HORECA_RO.csv
CASA RARES,,,"Com. Corbeni, Sat Oestii Ungureni",,,valeriupavel29@gmail.com,,horeca,,HORECA_RO.csv
CASA RARES & KARINA,,,"Oras Calimanesti, Loc. Jiblea Veche",,,lincan919@gmail.com,,horeca,,HORECA_RO.csv
CASA RARES TOC,,,"Com. Vidra, Sat Lunca",,,tocgheorghe1@gmail.com,,horeca,,HORECA_RO.csv
CASA RASARITUL SOARELUI,,,"Com. Sarichioi, Sat Sarichioi",,,casarasaritulsoareluisarichioi@gmail.com,,horeca,,HORECA_RO.csv
CASA RASCA PASTRAV,,,"Com. Rasca, Sat Rasca",,,calin.abrudan@yahoo.com,,horeca,,HORECA_RO.csv
CASA RASH,,,"Com. Hidiselu de Sus, Sat Hidiselu de Jos",,,bobymalita@gmail.com,,horeca,,HORECA_RO.csv
CASA RASNOVEANA,,,Oras Rasnov,,,casarasnoveana@gmail.com,,horeca,,HORECA_RO.csv
CASA RATIU,,,"Com. Balotesti, Sat Balotesti",,,blooming_love@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAUL,,,Oras Borsa,,,timisangela09@gmail.com,,horeca,,HORECA_RO.csv
CASA RAUL,,,Mun. Cluj-Napoca,,,casa.raul@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAUL,,,"Com. Sacel, Sat Sacel",,,vioricabuda1971@gmail.com,,horeca,,HORECA_RO.csv
CASA RAUL,,,"Com. Poiana Marului, Sat Poiana Marului",,,anamaria_dada@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAZESILOR,,,"Oras Gura Humorului, Loc. Voronet",,,doibibani@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAZESULUI,,,"Com. Panaci, Sat Dragoiasa",,,casarazesului@gmail.com,,horeca,,HORECA_RO.csv
CASA RAZESULUI SRL,,,Suceava > PANACI > DRAGOIASA,,+40744935160,scpepesrl@gmail.com,,horeca,,HORECA_RO.csv
CASA RAZVAN,,,"Com. Costinesti, Sat Schitu",,,dania_dany71@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAZVAN,,,"Com. Santamaria-Orlea, Sat Santamaria-Orlea",,,iordache6337@gmail.com,,horeca,,HORECA_RO.csv
CASA RAZVAN,,,"Oras Eforie, Loc. Eforie Nord",,,casarazvaneforie@yahoo.com,,horeca,,HORECA_RO.csv
CASA RAZVAN,,,"Oras Baile Herculane, Loc. Pecinisca",,,razvanlia1971@gmail.com,,horeca,,HORECA_RO.csv
CASA REBECA,,,"Com. Sanmartin, Sat Baile Felix",,,mircea.heredea55@gmail.com,,horeca,,HORECA_RO.csv
CASA REBECA,,,Mun. Timisoara,,,mihai.togerescu@yahoo.com,,horeca,,HORECA_RO.csv
CASA REBECA,,,"Com. Stanesti, Sat Calesti",,,bucurion1962@gmail.com,,horeca,,HORECA_RO.csv
CASA REBECA,,,"Mun. Mangalia, Loc. Neptun",,,marius.lozici@yahoo.com,,horeca,,HORECA_RO.csv
CASA REDS,,,Mun. Ramnicu Valcea,,,lazar.gheorghe60@gmail.com,,horeca,,HORECA_RO.csv
CASA REGAL,,,"Com. Mirsid, Sat Mirsid",,,regaldirect@gmail.com,,horeca,,HORECA_RO.csv
CASA REGAL,,,Mun. Brasov,,,nadina_sinisteanu@yahoo.com,,horeca,,HORECA_RO.csv
CASA REGAL,,,"Com. Sintereag, Sat Sintereag",,,casaregal@yahoo.ro,,horeca,,HORECA_RO.csv
CASA REGALA EAR,,,,,,pensiuneacasaregala@gmail.com,,horeca,,HORECA_RO.csv
CASA REHNER,,,Mun. Sighisoara,,,alex.tzutzu.thebest@gmail.com,,horeca,,HORECA_RO.csv
CASA REIMS,,,Mun. Brasov,,,contact@casareims.ro,,horeca,,HORECA_RO.csv
CASA RELAX,,,"Com. Dubova, Sat Dubova",,,goldhaus_pvc@yahoo.com,,horeca,,HORECA_RO.csv
CASA RELIKVIA,,,Oras Sovata,,,abigel.balint@yahoo.com,,horeca,,HORECA_RO.csv
CASA RETEZAT,,,"Com. Rau de Mori, Sat Clopotiva",,,florianghergan@yahoo.com,,horeca,,HORECA_RO.csv
CASA RETRO TOPLITA,,,Mun. Toplita,,,ginutagina@yahoo.com,,horeca,,HORECA_RO.csv
CASA REZMERITA,,,"Com. Costinesti, Sat Schitu",,,maricicarezmerita@yahoo.com,,horeca,,HORECA_RO.csv
CASA RIA,,,Com. Albestii de Muscel,,,mihaela_diana@yahoo.com,,horeca,,HORECA_RO.csv
CASA RICA,,,Oras Calimanesti,,,contactcasarica@gmail.com,,horeca,,HORECA_RO.csv
CASA RICO,,,,,,pensiunearico@gmail.com,,horeca,,HORECA_RO.csv
CASA RIKI,,,Mun. Campulung Moldovenesc,,,dtceacvasile@gmail.com,,horeca,,HORECA_RO.csv
CASA RIM,,,"Com. Leresti, Sat Leresti",,,stelicaleresti@yahoo.com,,horeca,,HORECA_RO.csv
CASA RISCA,,,Mun. Cluj-Napoca,,,radu_risca@yahoo.com,,horeca,,HORECA_RO.csv
CASA RITA & BENCE VENDEGHAZ,,,"Com. Rimetea, Sat Rimetea",,,kisskinga24@yahoo.com,,horeca,,HORECA_RO.csv
Casa Rivoli,,,Bucuresti,,727298111,casa_rivoli@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROA,,,"Com. Murighiol, Sat Dunavatu de Jos",,,alexandrupolixenia@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROBEN,,,"Com. Rau de Mori, Sat Suseni",,,juridic@roben.ro,,horeca,,HORECA_RO.csv
CASA ROBERT,,,"Com. Costinesti, Sat Schitu",,,rovena_draghici@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROBERT,,,"Com. Eselnita, Sat Eselnita",,,ena.jarcu@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROBERTO,,,"Oras Eforie, Loc. Eforie Nord",,,gheordanescustelian@gmail.com,,horeca,,HORECA_RO.csv
CASA ROBINSON,,,"Com. Limanu, Sat Vama Veche",,,casarobinson2019@gmail.com,,horeca,,HORECA_RO.csv
CASA ROBY,,,"Com. Costinesti, Sat Costinesti",,,djeanu@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROBY SI NICO,,,Com. Dubova,,,danielapatrulescu238@gmail.com,,horeca,,HORECA_RO.csv
CASA ROCCA,,,Mun. Toplita,,,tompeaflorin@gmail.com,,horeca,,HORECA_RO.csv
CASA RODI,,,"Com. Baia de Fier, Sat Baia de Fier",,,volvopgp@yahoo.com,,horeca,,HORECA_RO.csv
CASA RODICA,,,"Com. Dubova, Sat Dubova",,,smeumugurel@yahoo.com,,horeca,,HORECA_RO.csv
CASA RODICA,,,"Oras Eforie, Loc. Eforie Nord",,,rotarurodica67@yahoo.com,,horeca,,HORECA_RO.csv
CASA RODISA,,,Mun. Turda,,,mariacistelecan1@gmail.com,,horeca,,HORECA_RO.csv
CASA RODY,,,"Com. Costinesti, Sat Schitu",,,rodi.florin@yahoo.com,,horeca,,HORECA_RO.csv
CASA RODY LAND SRL,,,Sibiu > MUNICIPIUL SIBIU > SIBIU,,+40753332305,adina.florea29@gmail.com,,horeca,,HORECA_RO.csv
CASA ROFO,,,"Com. Mintiu Gherlii, Sat Nima",,,office@casarofo.ro,,horeca,,HORECA_RO.csv
CASA ROKO,,,"Com. Sfantu Gheorghe, Sat Sfantu Gheorghe",,,acsente.romica@gmail.com,,horeca,,HORECA_RO.csv
CASA ROLIZO,,,,,,hotel.roliza@gmail.com,,horeca,,HORECA_RO.csv
CASA ROMA,,,,,,pensiuneacasaroma@gmail.com,,horeca,,HORECA_RO.csv
CASA ROMA LAC,,,"Com. Brebu Nou, Sat Brebu Nou",,,casaromalac@gmail.com,,horeca,,HORECA_RO.csv
CASA ROMAN,,,"Com. Ocna Sugatag, Sat Breb",,,ionutz_roman20@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROMANA,,,Mun. Sibiu,,,rezervari@casaromanasibiu.ro,,horeca,,HORECA_RO.csv
CASA ROMANA,,,"Com. Eselnita, Sat Eselnita",,,bolojan1964@gmail.com,,horeca,,HORECA_RO.csv
CASA ROMANEASCA,,,Oras Calimanesti,,,rezervari@casa-romaneasca.ro,,horeca,,HORECA_RO.csv
CASA ROMANEASCA,,,Mun. Curtea de Arges,,,mariea_marian@hotmail.com,,horeca,,HORECA_RO.csv
CASA ROMANEASCA,,,Mun. Arad,,,bontea_ghita@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROMANEASCA,,,Oras Hateg,,,alfadar_danescu@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROMANEASCA,,,Oras Calimanesti,,,rezervar@casa-romaneasca.ro,,horeca,,HORECA_RO.csv
CASA ROMANEASCA,,,,,,office@restaurantcasaromaneasca.ro,,horeca,,HORECA_RO.csv
CASA ROMANEASCA,,,,,,vbardan@casa-romneasca.eu,,horeca,,HORECA_RO.csv
CASA ROMANEASCA,,,"Com. Putna, Sat Putna",,,casaromaneascaputna@gmail.com,,horeca,,HORECA_RO.csv
CASA ROMANITA,,,"Com. Calinesti, Sat Valeni",,,godjaileana80@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROMAN JUNIOR,,,"Com. Costinesti, Sat Costinesti",,,cristina.roman@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROMANTIC,,,Oras Sovata,,,contact@casaromantic.ro,,horeca,,HORECA_RO.csv
CASA ROMEO & JULIETA,,,Oras Hateg,,,casaromeojuliet2019@gmail.com,,horeca,,HORECA_RO.csv
CASA ROMICA,,,"Oras Eforie, Loc. Eforie Nord",,,eforienord1963@gmail.com,,horeca,,HORECA_RO.csv
CASA ROSA,,,Mun. Sfantu Gheorghe,,,rozalianagy60@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROSCA,,,"Com. Tomsani, Sat Tomsani",,,rosca.darius08@gmail.com,,horeca,,HORECA_RO.csv
CASA ROSCA,,,Oras Busteni,,,casa.rosca@yahoo.ro,,horeca,,HORECA_RO.csv
CASA ROTARU,,,"Com. Limanu, Sat 2 Mai",,,adyrotaru68@gmail.com,,horeca,,HORECA_RO.csv
CASA ROUA,,,"Mun. Mangalia, Loc. Venus",,,gabi_aditu2012@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROUA MUNTILOR,,,"Com. Panaci, Sat Panaci",,,iulianalupei@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROUTE 66,,,"Com. Limanu, Sat Vama Veche",,,rotarumihaela10@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROXAMY,,,Mun. Orsova,,,musatnelu10@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROX ANA,,,"Com. Tisau, Sat Valea Salciilor",,,mirceasandu1960@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROXANA,,,Oras Viseu de Sus,,,roxanahapca2@gmail.com,,horeca,,HORECA_RO.csv
CASA ROXANA,,,Oras Predeal,,,nenciusimona1976@gmail.com,,horeca,,HORECA_RO.csv
CASA ROXANA,,,Mun. Constanta,,,vilaroxana2mai@gmail.com,,horeca,,HORECA_RO.csv
CASA ROXI,,,Oras Busteni,,,esterazota3@gmail.com,,horeca,,HORECA_RO.csv
CASA ROXY,,,Mun. Toplita,,,office@el-serv.ro,,horeca,,HORECA_RO.csv
CASA ROYAL,,,"Oras Eforie, Loc. Eforie Nord",,,popescucatalin01@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROYAL,,,"Com. Vetel, Sat Lesnic",,,adiprusu@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROYAL,,,"Com. Crisan, Sat Crisan",,,geni.spac@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROYAL HAVELI,,,"Com. Costinesti, Sat Schitu",,,mihaela@royal-haveli.ro,,horeca,,HORECA_RO.csv
CASA ROZ,,,"Oras Eforie, Loc. Eforie Nord",,,nedelcuadrian62@gmail.com,,horeca,,HORECA_RO.csv
CASA ROZ,,,Mun. Cluj-Napoca,,,biarom96@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROZA,,,Oras Breaza,,,lupoiuana@yahoo.com,,horeca,,HORECA_RO.csv
CASA ROZELOR,,,Oras Tasnad,,,turoseniko@yahoo.com,,horeca,,HORECA_RO.csv
CASARU,,,"Com. Bistrita Bargaului, Sat Colibita",,,wildcasaru@gmail.com,,horeca,,HORECA_RO.csv
CASA RUBIN,,,,,,office@hotel-rubin.ro,,horeca,,HORECA_RO.csv
CASA RUDI & ELA,,,"Oras Saliste, Sat Saliste",,,rgrkoerkamp@gmail.com,,horeca,,HORECA_RO.csv
CASA RUJOIU,,,"Com. Bertea, Sat Bertea",,,salon_liz@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUMELIA,,,"Oras Nehoiu, Sat Paltineni",,,casarumelia@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUMPEL,,,,,,pensiuneacasarumpel@gmail.com,,horeca,,HORECA_RO.csv
CASA RUNCU,,,"Com. Parscov, Sat Runcu",,,casaruncu@gmail.com,,horeca,,HORECA_RO.csv
CASA RUNCU,,,"Com. Runcu, Sat Runcu",,,office@casaruncu.ro,,horeca,,HORECA_RO.csv
CASA RUS,,,"Com. Ciucea, Sat Ciucea",,,anomisnirod@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUS,,,"Com. Budesti, Sat Budesti",,,rus.viorica01@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUSTIC,,,Oras Borsa,,,timisvasile1964@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUSTIC,,,"Com. Voineasa, Sat Voinesita",,,vlentin.tertereanu@gmail.com,,horeca,,HORECA_RO.csv
CASA RUSTICA,,,"Com. Campineanca, Sat Campineanca",,,alegriatotal2011@gmail.com,,horeca,,HORECA_RO.csv
CASA RUSTICA,,,"Com. Corbu, Sat Corbu",,,carmencirjan19@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUSTICA,,,Oras Navodari,,,tanasaionut7@gmail.com,,horeca,,HORECA_RO.csv
CASA RUSTICA,,,"Com. Balsa, Sat Mada",,,casarusticamada@gmail.com,,horeca,,HORECA_RO.csv
CASA RUSTICA OLTENIA,,,"Com. Stoenesti, Sat Stoenesti",,,catacata17@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUSTIK,,,Oras Nucet,,,szilagy.eugenia@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUSTIK,,,"Com. Runcu, Sat Baltisoara",,,ioneco1973@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUSTIK,,,"Com. Sanmartin, Sat Baile Felix",,,casarustik@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUSTIK BUCOVINA,,,"Com. Fundu Moldovei, Sat Fundu Moldovei",,,viorelmisina@yahoo.com,,horeca,,HORECA_RO.csv
CASA RUSU,,,Mun. Baia Mare,,,receptiecasarusu@yahoo.com,,horeca,,HORECA_RO.csv
CASA SABIN,,,Oras Gura Humorului,,,faniram11@yahoo.com,,horeca,,HORECA_RO.csv
CASA SABINA,,,,,,pensiunea.sabina@yahoo.com,,horeca,,HORECA_RO.csv
CASA SABINA,,,Oras Predeal,,,almicomtrans_srl@yahoo.com,,horeca,,HORECA_RO.csv
CASA SABO,,,"Com. Taga, Sat Taga",,,manuelena_17@yahoo.com,,horeca,,HORECA_RO.csv
CASA SABRINA,,,"Com. Bran, Sat Sohodol",,,murgoci.nelu@yahoo.com,,horeca,,HORECA_RO.csv
CASA SABRINA,,,,,,cosmin_bara07@yahoo.com,,horeca,,HORECA_RO.csv
CASA SACHSENLAND,,,Mun. Cluj-Napoca,,,bitazerbes@gmail.com,,horeca,,HORECA_RO.csv
CASA SACUIEU VLADEASA,,,"Com. Sacuieu, Sat Sacuieu",,,rustic_green@yahoo.com,,horeca,,HORECA_RO.csv
CASA SAGUNA,,,Mun. Sibiu,,,sorinaroman81@icloud.com,,horeca,,HORECA_RO.csv
CASA SAHAR,,,Mun. Turda,,,gss271975@yahoo.com,,horeca,,HORECA_RO.csv
CASA SALCIA,,,"Com. Limanu, Sat Vama Veche",,,listarubradut@gmail.com,,horeca,,HORECA_RO.csv
CASA SALZBURG,,,Mun. Sibiu,,,info@casasalzburg.ro,,horeca,,HORECA_RO.csv
CASA SAM,,,"Com. Cetate, Sat Cetate",,,christyan992000@yahoo.com,,horeca,,HORECA_RO.csv
CASA SAMIR,,,Mun. Toplita,,,florentinateslovan@yahoo.com,,horeca,,HORECA_RO.csv
Casa Samsara,,,Constanta,,241237570,sara@xnet.ro,,horeca,,HORECA_RO.csv
CASA SANCRAI,,,Com. Sancraiu de Mures,,,alinscridon84@gmail.com,,horeca,,HORECA_RO.csv
CASA SANDRA,,,"Com. Valiug, Sat Valiug",,,netgreen2007@yahoo.com,,horeca,,HORECA_RO.csv
CASA SANDRA,,,,,,pensiunea.sandra@yahoo.com,,horeca,,HORECA_RO.csv
CASA SANDU,,,Mun. Toplita,,,marcelasandu33@gmail.com,,horeca,,HORECA_RO.csv
CASA SANNICOLAU,,,Oras Sannicolau Mare,,,gorbanmariana@hotmail.com,,horeca,,HORECA_RO.csv
CASA SANTA,,,Mun. Sighisoara,,,burlac_ana@yahoo.com,,horeca,,HORECA_RO.csv
CASA SANTA MARIA,,,"Com. Moieciu, Sat Moieciu de Jos",,,valeria.stoian@gmail.com,,horeca,,HORECA_RO.csv
CASA SANZIANA,,,"Com. Batos, Sat Goreni",,,sanziana.rezervarii@gmail.com,,horeca,,HORECA_RO.csv
CASA SARA,,,"Com. Maliuc, Sat Maliuc",,,mariusguralata@yahoo.com,,horeca,,HORECA_RO.csv
CASA SARA,,,Bucuresti,,,george_cioca@yahoo.com,,horeca,,HORECA_RO.csv
CASA SARAY,,,"Oras Eforie, Loc. Eforie Nord",,,zenovia.mihail@gmail.com,,horeca,,HORECA_RO.csv
CASA SAROFIN,,,"Com. Costinesti, Sat Schitu",,,autorizariconstanta@yahoo.ro,,horeca,,HORECA_RO.csv
CASA SARTI,,,"Com. Eselnita, Sat Eselnita",,,adina_con@yahoo.com,,horeca,,HORECA_RO.csv
CASA SARU BUCOVINEI,,,"Com. Saru Dornei, Sat Saru Bucovinei",,,camelianegoita@gmail.com,,horeca,,HORECA_RO.csv
CASA SASA,,,"Com. Sambata de Sus, Sat Sambata de Sus",,,sandu.ganea@yahoo.com,,horeca,,HORECA_RO.csv
CASA SASEASCA BATOS,,,"Com. Batos, Sat Batos",,,nhoratiumatei@gmail.com,,horeca,,HORECA_RO.csv
CASA SASEASCA PREJMER,,,"Com. Prejmer, Sat Prejmer",,,casasaseasca@gmail.com,,horeca,,HORECA_RO.csv
CASA SASULUI,,,"Com. Bazna, Sat Bazna",,,casa.sasului@yahoo.com,,horeca,,HORECA_RO.csv
CASA SAVA,,,"Com. Pojorata, Sat Pojorata",,,casa.sava@yahoo.com,,horeca,,HORECA_RO.csv
CASA SAVEDI,,,"Com. Feleacu, Sat Feleacu",,,bvasile15@yahoo.com,,horeca,,HORECA_RO.csv
CASA SAVRI,,,Mun. Sighisoara,,,casa.savri@gmail.com,,horeca,,HORECA_RO.csv
CASA SCANDINAVIA,,,Mun. Lupeni,,,scandinaviasecondinfo@gmail.com,,horeca,,HORECA_RO.csv
CASA SCHI,,,Mun. Lupeni,,,cabanaschi@yahoo.com,,horeca,,HORECA_RO.csv
CASA SCHIORILOR,,,"Com. Fundata, Sat Fundata",,,rustic_prod@yahoo.com,,horeca,,HORECA_RO.csv
CASA SCHOBELH BRASOV,,,Mun. Brasov,,,dragoiadina@gmail.com,,horeca,,HORECA_RO.csv
CASA SCRIITORILOR ZAHARIA STANCU,,,"Mun. Mangalia, Loc. Neptun",,,uniunea.scriitorilor@yahoo.com,,horeca,,HORECA_RO.csv
CASA SEBASTIAN,,,"Com. Putna, Sat Putna",,,casasebastian.msp@gmail.com,,horeca,,HORECA_RO.csv
CASA SEBASTIAN,,,"Com. Costinesti, Sat Schitu",,,mitricamarius@gmail.com,,horeca,,HORECA_RO.csv
CASA SEBI,,,Mun. Vatra-Dornei,,,dastradebucovina@gmail.com,,horeca,,HORECA_RO.csv
CASA SEDRA,,,Mun. Brasov,,,dobre.anndrei@gmail.com,,horeca,,HORECA_RO.csv
CASA SELENA,,,"Com. Costinesti, Sat Costinesti",,,mediabitsystems@gmail.com,,horeca,,HORECA_RO.csv
CASA SELERA,,,Oras Rasnov,,,casaselera@yahoo.com,,horeca,,HORECA_RO.csv
CASA SELTERS,,,"Com. Lueta, Sat Lueta",,,lazar.zoltan@lovete.ro,,horeca,,HORECA_RO.csv
CASA SENA,,,"Com. Moieciu, Sat Moieciu de Sus",,,iotisca@gmail.com,,horeca,,HORECA_RO.csv
CASA SENIA,,,"Oras Eforie, Loc. Eforie Nord",,,vilasenia@yahoo.com,,horeca,,HORECA_RO.csv
CASA SERBAN,,,Mun. Vatra-Dornei,,,serban_geanina82@yahoo.com,,horeca,,HORECA_RO.csv
CASA SERBAN,,,"Com. Costinesti, Sat Costinesti",,,serban_olivia@yahoo.com,,horeca,,HORECA_RO.csv
CASA SERBAN EFORIE SUD,,,"Oras Eforie, Loc. Eforie Sud",,,you2corina@yahoo.com,,horeca,,HORECA_RO.csv
CASA SEREN,,,Oras Corabia,,,cristinazegheanu@gmail.com,,horeca,,HORECA_RO.csv
CASA SERENA,,,"Com. Bran, Sat Predelut",,,office@casaserena.ro,,horeca,,HORECA_RO.csv
CASA SERGIU,,,Oras Sinaia,,,cristina.sinaia@yahoo.com,,horeca,,HORECA_RO.csv
CASA SERKAN,,,"Com. Costinesti, Sat Schitu",,,turchianziadin@yahoo.com,,horeca,,HORECA_RO.csv
CASA SERRENA,,,"Com. Musatesti, Sat Robaia",,,ciolanionadrian@gmail.com,,horeca,,HORECA_RO.csv
CASA SERVUS,,,Oras Navodari,,,info@vilaservus.ro,,horeca,,HORECA_RO.csv
CASA SEVASTIAN,,,"Com. Isverna, Sat Isverna",,,sevastian_vaduva@yahoo.com,,horeca,,HORECA_RO.csv
CASA SFANTUL BENEDICT,,,Mun. Gheorgheni,,,st.benedek.gheorgheni@gmail.com,,horeca,,HORECA_RO.csv
CASA SHIRO,,,Oras Sinaia,,,marinssolomon@hotmail.com,,horeca,,HORECA_RO.csv
CASA SIA,,,"Com. Mihaesti, Sat Barsesti",,,silviu.dirinea@rcs-rds.ro,,horeca,,HORECA_RO.csv
CASA SIADY,,,Mun. Vatra-Dornei,,,simonastefanel@yahoo.com,,horeca,,HORECA_RO.csv
CASA SIA EFORIE SUD,,,"Oras Eforie, Loc. Eforie Sud",,,mmihaela95@yahoo.com,,horeca,,HORECA_RO.csv
CASA SIBIANULUI,,,Mun. Sibiu,,,casa.sibianului@yahoo.com,,horeca,,HORECA_RO.csv
CASA SIC,,,"Oras Pogoanele, Loc. Caldarasti",,,serbanbadea69@gmail.com,,horeca,,HORECA_RO.csv
CASA SIDOR,,,"Com. Sanmartin, Sat Sanmartin",,,sim_ro1987@yahoo.com,,horeca,,HORECA_RO.csv
CASA SIGHISOREANA,,,Mun. Sighisoara,,,nicostarsig@yahoo.com,,horeca,,HORECA_RO.csv
CASA SILVIA,,,"Com. Costinesti, Sat Costinesti",,,cristina.ana.raileanu@gmail.com,,horeca,,HORECA_RO.csv
CASA SILVIA,,,"Com. Arefu, Sat Capatanenii Ungureni",,,cirstoiu.ion01@gmail.com,,horeca,,HORECA_RO.csv
CASA SIMA,,,"Com. Salatrucel, Sat Salatrucel",,,simastefan45@gmail.com,,horeca,,HORECA_RO.csv
CASA SIMA,,,Mun. Curtea de Arges,,,dodo_alin@yahoo.com,,horeca,,HORECA_RO.csv
CASA SIMION,,,"Com. Rosia, Sat Casolt",,,adrian.asimion@yahoo.ro,,horeca,,HORECA_RO.csv
CASA SIMON,,,"Com. Leordina, Sat Leordina",,,vancea.ioan@yahoo.com,,horeca,,HORECA_RO.csv
CASA SIMONE,,,"Com. Costinesti, Sat Schitu",,,dimachiemarius@yahoo.it,,horeca,,HORECA_RO.csv
CASA SIMONE,,,"Com. Cartisoara, Sat Cartisoara",,,viorelcindulet72@yahoo.it,,horeca,,HORECA_RO.csv
CASA SIMONI,,,"Com. Blejoi, Sat Ploiestiori",,,simonaanghel35@yahoo.com,,horeca,,HORECA_RO.csv
CASA SIRCA,,,"Com. Boghis, Sat Boghis",,,sircaflorian@yahoo.com,,horeca,,HORECA_RO.csv
CASA SIRENA,,,"Com. Costinesti, Sat Costinesti",,,daniel@lefo.ro,,horeca,,HORECA_RO.csv
CASA SIRNEA,,,"Com. Fundata, Sat Sirnea",,,filip.lepus@gmail.com,,horeca,,HORECA_RO.csv
