company,country,county,city,address,postal_code,category,subcategory,type,registration_id,email,email2,email3,phone,phone2,phone3,website,contact_person,contact_dept,contact_title,products,services,activity,employees,revenue,founded,vat_id,cui,status,notes,anofm_email,anofm_phone,anofm_address,web_email,web_phone,web_website,best_email,best_phone,best_address,verified,source_file,source_system,scrape_date,update_date,export_date,priority,score,tags,campaign_id,notes2
London Wholesale Markets,UK,,London,,,Association,Wholesale Markets Portal,,,,,,,,,londonwholesalemarkets.com,,,,,,,,,,,,,Portal for London markets,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Mabru Brussels Early Morning Market,BE,,Brussels,Quai des Usines 22,1000,Wholesale Market,Fresh Produce,,,marches.markten@brucity.be,,,+32 2 279 25 20,,,mabru.be,,,,,,,,,,,,,"40K sqm sales area, 100+ merchants",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Grossmarkt Wien,AT,,Vienna,Laxenburger Strasse 367,1230,Wholesale Market,Fresh Produce,,,office@grossmarkt-wien.at,,,+43 1 890 20 20,,,grossmarkt-wien.at,,,,,,,,,,,,,"400K tonnes/year, 30 hectares, since 1972",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Gronsakshallen Sorunda,SE,,Stockholm,Elektravagen 15,126 30,Wholesale,Fresh Produce,,,order@gronsakshallen.se,,,+46 8 506 258 00,,,gronsakshallen.se,,,,,,,,,,,,,"Part of Martin & Servera Group, nationwide delivery",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
SAPA Prague Wholesale Market,CZ,,Prague,Libusska 319/126,142 00,Wholesale Market,Asian Foods,,,,,,+420 244 092 416,,,sapa-praha.cz,,,,,,,,,,,,,"Little Hanoi, largest Asian market in CEE",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
MARL Lisbon,PT,,Loures,Avenida Sao Joao 2660,2660-421,Wholesale Market,Fresh Produce,,,marl@marl.pt,,,+351 219 927 440,,,marl.pt,,,,,,,,,,,,,"Largest agri-food center in Portugal, 101 hectares",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
OKAA Athens Central Market,GR,,Athens,"1 Kennedy Street, Agios Ioannis Renti",18233,Wholesale Market,Fresh Produce,,,info@okaa.gr,,,+30 210 4821111,,,okaa.gr,,,,,,,,,,,,,"Biggest food market in Balkans, 300K sqm, 550 companies",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
OKAA Piraeus Fish Market,GR,,Piraeus,"Irakleous Port, Keratsini",18755,Wholesale Market,Fish,,,ixth-pir@otenet.gr,,,+30 210 4325838,,,okaa.gr,,,,,,,,,,,,,OKAA Piraeus fish market,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
United Nordic,DK,,Copenhagen,,,Buying Group,Retail Alliance,,,,,,,,,unitednordic.com,,,,,,,,,,,,,"EUR 21.7B sales, Dagrofa DK + Axfood SE + NorgesGruppen NO",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Axfood (Dagab & Snabbgross),SE,,,,,Wholesale,Cash & Carry,,,,,,,,,axfood.se,,,,,,,,,,,,,"1000 retail stores, 30 Snabbgross stores",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
NorgesGruppen (Asko),NO,,,,,Wholesale,Cash & Carry,,,,,,,,,norgesgruppen.no,,,,,,,,,,,,,"2107 retail stores, 9 Asko Storcash",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Dagrofa,DK,,,,,Wholesale,Foodservice,,,,,,,,,dagrofa.dk,,,,,,,,,,,,,Danish retail/wholesale group,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Mercator (Fortenova),SI,,,,,Retail,Supermarket Chain,,,,,,,,,mercator.si,,,,,,,,,,,,,"Operates in SI, HR, RS, BA, ME",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Studenac,HR,,Zagreb,,,Retail,Supermarket Chain,,,,,,,,,studenac.hr,,,,,,,,,,,,,"Croatia largest by stores, 1265 stores",,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Grossmarkt Bremen M3B,DE,,Bremen,,,Wholesale Market,Fresh Produce,,,,,,,,,,,,,,,,,,,,,,WUWM member,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
MIN Agen-Garonne,FR,,Agen,,,Wholesale Market,Fresh Produce,,,,,,,,,,,,,,,,,,,,,,WUWM member France,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Dolnoslaskie Centrum Hurtu Rolno-Spozywczego,PL,,Wroclaw,,,Wholesale Market,Fresh Produce,,,,,,,,,,,,,,,,,,,,,,WUWM member Lower Silesia,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
WUWM World Union Wholesale Markets,NL,,The Hague,"1 rue de la Tour, 94152 RUNGIS CEDEX",,Association,Wholesale Markets Union,,,,,,,,,wuwm.org,,,,,,,,,,,,,217 members in 40+ countries,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
GM Food,ES,,Tortosa,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,Spanish food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Grupo Puchades,ES,,Valencia,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,Spanish food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Alifoods SA,ES,,San Vicente del Raspeig,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,Spanish food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Eurofrits SA,ES,,Madrid,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,Spanish food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Demar Alimentari Srl,IT,,Milano,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,Italian food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
GM Grandi Marche SRL,IT,,Padova,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,Italian food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
India Trading Srl,IT,,Pero,,,Wholesale,Food Importer,,,,,,,,,,,,,,,,,,,,,,Italian food importer,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Gramm SpA,IT,,Bolzano,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,Italian food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Agidra,FR,,Saint-Priest,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,French food distributor Rhone-Alpes,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
CARNIATO,FR,,Bonneuil-sur-Marne,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,French food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Brousse Vergez SA,FR,,Marseille,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,French food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Heiderbeck GmbH,DE,,Olching,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,German food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Calgros GmbH,DE,,Harrislee,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,German food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
EUROBRANDS,DE,,Cologne,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,German food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
SHN Foods GmbH,DE,,Essen,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,German food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Transfood Grosshandel,DE,,Dusseldorf,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,German food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Genuport Trade GmbH,DE,,Norderstedt,,,Wholesale,Food Distributor,,,,,,,,,,,,,,,,,,,,,,German food distributor,,,,,,,,,,,,wholesale_markets,2025-12-31,,,,,,,
Mercasa Spain Network,ES,,Madrid,Paseo de La Habana 180,28036,Association,Wholesale Markets Network,,,contacto@mercasa.es,,,+34 913 500 609,,,mercasa.es,,,,,,,,,,,,,Spanish wholesale markets network - 23 Mercas,,,,,,,,,,,,wuwm_scrape,2025-12-31,,,,,,,
Grossmarkt Bremen,DE,,Bremen,,,Wholesale Market,Fresh Produce,,,l.jansen@grossmarkt-bremen.de,kontakt@grossmarkt-bremen.de,b.sariguel@grossmarkt-bremen.de,+49421536820,+4942153682,,www.grossmarkt-bremen.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
MIN Lyon Corbas,FR,,Lyon,,,Wholesale Market,Fresh Produce,,,,,,,,,www.marche-gros-lyon.com,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercasa,ES,,Madrid,,,Wholesale Market,Fresh Produce,,,contacto@mercasa.es,,,+34913500609,,,www.mercasa.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercavalencia,ES,,Valencia,,,Wholesale Market,Fresh Produce,,,info@mercavalencia.es,,,+34963241500,,,www.mercavalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercabilbao,ES,,Bilbao,,,Wholesale Market,Fresh Produce,,,,,,,,,www.mercabilbao.eus,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Italmercati,IT,,Firenze,,,Wholesale Market,Fresh Produce,,,info@italmercati.it,presidenza@italmercati.it,italmercati@pec.it,+3905543931,+390554393090,,www.italmercati.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
SogeMi Milano,IT,,Milano,,,Wholesale Market,Fresh Produce,,,,,,,,,www.sogemi.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
CAR Roma,IT,,Roma,,,Wholesale Market,Fresh Produce,,,car@pec.agroalimroma.it,info@agroalimroma.it,,,,,www.agroalimroma.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mabru Brussels,BE,,Brussels,,,Wholesale Market,Fresh Produce,,,mabru@mabru.be,,,,,,www.mabru.be,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Bronisze Warsaw,PL,,Warsaw,,,Wholesale Market,Fresh Produce,,,bronisze@bronisze.com.pl,,,+48227215510,227215538,,www.bronisze.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Franowo Poznan,PL,,Poznan,,,Wholesale Market,Fresh Produce,,,,,,,,,www.wgro-franowo.pl,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
OKAA Athens,GR,,Athens,,,Wholesale Market,Fresh Produce,,,ixthxalk@otenet.gr,ixth1@otenet.gr,ixth-kav@otenet.gr,+302104821111,+302104814042,,www.okaa.gr,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
SAPA Prague,CZ,,Prague,,,Wholesale Market,Fresh Produce,,,,,,,,,www.sapa-praha.cz,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Nagybani Piac Budapest,HU,,Budapest,,,Wholesale Market,Fresh Produce,,,,,,,,,www.nagybanipiachungary.hu,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Piata Progresul Bucharest,RO,,Bucharest,,,Wholesale Market,Fresh Produce,,,,,,,,,www.piataprogresuljilava.ro,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Trznica Zagreb,HR,,Zagreb,,,Wholesale Market,Fresh Produce,,,,,,,,,www.trznice-zg.hr,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Sofia Wholesale Market,BG,,Sofia,,,Wholesale Market,Fresh Produce,,,,,,,,,www.wholesalemarket.bg,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercagranada,ES,,Granada,,,Wholesale Market,Fresh Produce,,,info@mercagranada.es,,,+34958276300,,,mercagranada.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercalicante,ES,,Alicante,,,Wholesale Market,,,,,,,,,,www.mercalicante.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercamurcia,ES,,Murcia,,,Wholesale Market,Fresh Produce,,,mercamurcia@mercamurcia.es,,,,,,www.mercamurcia.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercasantander,ES,,Santander,,,Wholesale Market,Fresh Produce,,,,,,,,,www.mercasantander.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercacordoba,ES,,Cordoba,,,Wholesale Market,Fresh Produce,,,admon@mercacordoba.com,,,,,,www.mercacordoba.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercajerez,ES,,Jerez,,,Wholesale Market,Fresh Produce,,,,,,,,,www.mercajerez.com,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
MIN Nantes,FR,,Nantes,,,Wholesale Market,,,,,,,,,,www.min-nantes.com,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
MIN Toulouse,FR,,Toulouse,,,Wholesale Market,,,,,,,,,,www.min-toulouse.fr,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
MIN Bordeaux,FR,,Bordeaux,,,Wholesale Market,,,,,,,,,,www.bordeauxproduitsfrais.com,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
MIN Nice,FR,,Nice,,,Wholesale Market,Fresh Produce,,,,,,,,,www.min-nice.com,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
MIN Strasbourg,FR,,Strasbourg,,,Wholesale Market,Fresh Produce,,,direction@samins.fr,securite@samins.fr,,,,,www.min-strasbourg.fr,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
MIN Marseille,FR,,Marseille,,,Wholesale Market,,,,,,,,,,www.marche-de-gros.com,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Grossmarkt Hannover,DE,,Hannover,,,Wholesale Market,Fresh Produce,,,info@grossmarkt-hannover.de,,,+4951194671,,,www.grossmarkt-hannover.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Grossmarkt Dortmund,DE,,Dortmund,,,Wholesale Market,Fresh Produce,,,,,,,,,www.grossmarkt-dortmund.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Grossmarkt Frankfurt,DE,,Frankfurt,,,Wholesale Market,,,,,,,,,,www.frischezentrum-frankfurt.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Grossmarkt Koln,DE,,Cologne,,,Wholesale Market,Fresh Produce,,,,,,,,,www.grossmarkt-koeln.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Grossmarkt Stuttgart,DE,,Stuttgart,,,Wholesale Market,Fresh Produce,,,info@maerkte-stuttgart.de,,,,,,www.grossmarkt-stuttgart.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Grossmarkt Dusseldorf,DE,,Dusseldorf,,,Wholesale Market,Fresh Produce,,,,,,,,,www.grossmarkt-duesseldorf.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Grossmarkt Nurnberg,DE,,Nuremberg,,,Wholesale Market,,,,,,,,,,www.grossmarkt-nuernberg.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercato Ortofrutticolo Verona,IT,,Verona,,,Wholesale Market,Fresh Produce,,,,,,,,,www.veronamercato.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercato Ortofrutticolo Padova,IT,,Padova,,,Wholesale Market,,,,,,,,,,www.maappadova.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercato Ortofrutticolo Bologna,IT,,Bologna,,,Wholesale Market,Fresh Produce,,,e-mailrilevazioneprezzi@caab.it,rilevazioneprezzi@caab.it,,+390512860152,,,www.caab.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercato Ortofrutticolo Genova,IT,,Genova,,,Wholesale Market,Fresh Produce,,,,,,,,,www.mercatogenova.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercato Ortofrutticolo Torino,IT,,Torino,,,Wholesale Market,,,,,,,,,,www.cfrfrancia.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Mercato Napoli,IT,,Napoli,,,Wholesale Market,,,,,,,,,,www.cfrfrancia.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Western International Market,UK,,London,,,Wholesale Market,,,,,,,,,,westerninternationalmarket.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
New Spitalfields Market,UK,,London,,,Wholesale Market,Fresh Produce,,,info@newspitalfieldsmarket.co.uk,marketing@newspitalfieldsmarket.co.uk,,+07915962058,,,www.newspitalfieldsmarket.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Manchester Wholesale Market,UK,,Manchester,,,Wholesale Market,,,,,,,,,,www.manchesterwholesalemarket.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Bristol Wholesale Market,UK,,Bristol,,,Wholesale Market,,,,,,,,,,www.stphilipsmarsh.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Edinburgh Wholesale Market,UK,,Edinburgh,,,Wholesale Market,,,,,,,,,,www.edinburghwholesalemarket.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Vers Centrum Westland,NL,,Westland,,,Wholesale Market,,,,,,,,,,www.verscentrumwestland.nl,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Greenport Venlo,NL,,Venlo,,,Wholesale Market,Fresh Produce,,,info@greenportvenlo.nl,info@forwart.nl,,+310773982713,+3107785034,,greenportvenlo.nl,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Fresh Park Venlo,NL,,Venlo,,,Wholesale Market,Fresh Produce,,,,info@freshparkvenlo.nl,,+310772066500,+310772066555,,www.freshparkvenlo.nl,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Marche Matinal Liege,BE,,Liege,,,Wholesale Market,,,,,,,,,,www.marchematinal.be,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Marche Matinal Antwerp,BE,,Antwerp,,,Wholesale Market,,,,,,,,,,www.groothandelsmarkt.be,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Hala Targowa Krakow,PL,,Krakow,,,Wholesale Market,,,,,,,,,,www.halytargowe.krakow.pl,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Centrum Hurtowe Lodz,PL,,Lodz,,,Wholesale Market,,,,,,,,,,www.centrumhurtowe.pl,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Gieda Owocowo-Warzywna Poznan,PL,,Poznan,,,Wholesale Market,,,,,,,,,,www.gielda-poznan.pl,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Prazska Trznice,CZ,,Prague,,,Wholesale Market,Fresh Produce,,,,,,,,,www.prazska-trznice.cz,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Brno Wholesale Market,CZ,,Brno,,,Wholesale Market,Fresh Produce,,,jan@novak.cz,zetra@zetra.cz,,+420585413198,,,www.zetra.cz,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Linz Grossmarkt,AT,,Linz,,,Wholesale Market,Fresh Produce,,,webmaster@mag.linz.at,info@mag.linz.at,,,,,www.linz.at,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Graz Grossmarkt,AT,,Graz,,,Wholesale Market,,,,,,,,,,www.grossmarkt-graz.at,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Nagycsarnok Budapest,HU,,Budapest,,,Wholesale Market,Fresh Produce,,,titkarsag@bvcs.hu,,,+3612733100,+3612733163,,piaconline.hu,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
FovarPiac Budapest,HU,,Budapest,,,Wholesale Market,,,,,,,,,,www.fovarpiac.hu,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Thessaloniki Central Market,GR,,Thessaloniki,,,Wholesale Market,Fresh Produce,,,ixth-thes@otenet.gr,ixth-pir@otenet.gr,,+302104821111,+302104814042,,www.okaa.gr,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
MARL Porto,PT,,Porto,,,Wholesale Market,,,,,,,,,,www.mfrporto.com,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Piata Obor Bucharest,RO,,Bucharest,,,Wholesale Market,,,,,,,,,,www.piataobor.ro,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Goteborgs Frukt och Gront,SE,,Gothenburg,,,Wholesale Market,,,,,,,,,,www.gofrukt.se,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Malmo Saluhall,SE,,Malmo,,,Wholesale Market,Fresh Produce,,,info@malmosaluhall.se,,,,,,www.malmosaluhall.se,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Grnttorvet Copenhagen,DK,,Copenhagen,,,Wholesale Market,,,,,,,,,,www.gronttorvet.dk,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Tukkutori Helsinki,FI,,Helsinki,,,Wholesale Market,,,,,,,,,,www.tukkutori.fi,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
BAMA Gruppen,NO,,Oslo,,,Wholesale Market,,,,,,,,,,www.bfruits.no,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Dublin Fruit Market,IE,,Dublin,,,Wholesale Market,,,,,,,,,,www.dublinfruitmarket.ie,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Transgourmet,DE,,Riedstadt,,,Wholesale,Food Distributor,,,kontakt@transgourmet.de,vertrieb.hamburg@transgourmet.de,,,,,www.transgourmet.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Lekkerland,DE,,Frechen,,,Wholesale,Food Distributor,,,,,,+4901736021470,,,www.lekkerland.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Edeka Foodservice,DE,,Hamburg,,,Wholesale,Food Distributor,,,info@edeka-foodservice.de,,,+498007242857,,,www.edeka-foodservice.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
REWE Foodservice,DE,,Cologne,,,Wholesale,Food Distributor,,,kontakt@transgourmet.de,vertrieb.hamburg@transgourmet.de,,,,,www.rewe-foodservice.de,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Transgourmet France,FR,,Paris,,,Wholesale,Food Distributor,,,commerce-fruitsetlegumes@transgourmet.fr,ois.xavier@transgourmet.fr,,,,,www.transgourmet.fr,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Pomona Group,FR,,Antony,,,Wholesale,Food Distributor,,,,,,,,,www.pomonagroup.fr,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Sysco France,FR,,Paris,,,Wholesale,Food Distributor,,,,,,+01520153,,,www.sysco.fr,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Metro France,FR,,Nanterre,,,Wholesale,Food Distributor,,,service.clients@metro.fr,,,,,,www.metro.fr,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Makro Spain,ES,,Madrid,,,Wholesale,Food Distributor,,,,,,,,,www.makro.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
GM Food Iberica,ES,,Barcelona,,,Wholesale,Food Distributor,,,,,,,,,www.gmfood.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Dinosol,ES,,Canarias,,,Wholesale,Food Distributor,,,,,,,,,www.dinosol.es,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Metro Italia,IT,,Milano,,,Wholesale,Food Distributor,,,servizio.clienti@metro.it,ordini@metro.it,,+390251721,,,www.metro.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Marr SpA,IT,,Rimini,,,Wholesale,Food Distributor,,,,,,,,,www.marr.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
DAC Group,IT,,Verona,,,Wholesale,Food Distributor,,,,,,+390302568211,,,www.gruppodac.eu,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Partesa,IT,,Milano,,,Wholesale,Food Distributor,,,,,,,,,www.partesa.it,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Brakes UK,UK,,Ashford,,,Wholesale,Food Distributor,,,,,,,,,www.brake.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Booker Wholesale,UK,,Wellingborough,,,Wholesale,Food Distributor,,,,,,,,,www.booker.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Reynolds Catering,UK,,Walthamstow,,,Wholesale,Food Distributor,,,,,,,,,www.reynolds-cs.com,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
JJ Foodservice,UK,,London,,,Wholesale,Food Distributor,,,export@jjfoodservice.com,,,+441992701701,,,www.jjfoodservice.com,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
Castell Howell,UK,,Carmarthen,,,Wholesale,Food Distributor,,,,,,,,,www.castellhowell.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,direct_scrape,2025-12-31,,,,,,,
