company,email,county,category,phone,website
DEMECO SRL,grup.resurseumane@gmail.com,,logistics,+40740183034,
DEN IL CRIS FRIGOTRANS SRL,denilcrisfrigotrans.87@gmail.com,,logistics,+40766922101,
DENIS SPEDITION,staff@expresseuroscan.com,,logistics,+40746270793,
DENIZ INTER GLOBAL S.R.L.,deniz.interglobal@gmail.com,,logistics,+40749922928,
DENSYNA TRANSPORT SRL,densyna.transport@yahoo.com,,logistics,+40767171482,
DEPOZIT MIX AGREGATE S.R.L.,ioana_tudor08@yahoo.com,,logistics,+40768305222,
DETERGENTI S.A.,recrutare.im@pg.com,,logistics,+40344229200,
DEUTSCHE BAHN CARGO ROMANIA SR,eva.cordos@deutschebahn.com,,logistics,+40724212999,
DFC IASI S.R.L.,sales@dfc.ro,,logistics,+40742379789,
DGASPC Sector 1,birou.asistenti.personali@social2.ro,Bucuresti,logistics,+40212522202,
DHV (DELIVER HIGH VALUE) S.R.L.,hr@dh-value.com,,logistics,+40746600839,
DIADIS DISTRIBUTION  SRL,office@dakoct.ro secretariat@dakoct.ro,Arad,distributor,0241585805,
DIANA PA SRL,mirela.deftu68@gmail.com,,logistics,+40734333211,
DIANA PA SRL,avediana@yahoo.com,,logistics,+40734333211,
DIASOS TOP DISTRIB SRL,diasostopdistrib@yahoo.com,,logistics,+40723369300,
DIAVA CARS S.R.L.,alin_parvulescu@yahoo.com,,logistics,+40721783059,
DIAVERUM ROMANIA SRL,stefana.spatacean@diaverum.com,,logistics,+40739607102,
DIGOR TRUCKS TRANS SRL,digortruckstrans@gmail.com,,logistics,37 378 000 122,
DIRECTIA DE SERVICII SOCIALE,nykolusa@yahoo.com,Brasov,logistics,0368464081,
DIRECTIA EDUCATIE CULTURAL SPORTIVA SI IDENTITATE COMUNITARA,resurse.umane@decsic-voluntari.ro,,logistics,+40754079445,
DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI MURES,office@dgaspcmures.ro,,logistics,+40265211699,
DIRECTIA PENTRU SPORT SI AGREMENT,mihaela.bejinariu@dsabotosani.ro,,logistics,+40331710613,
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA S.A.,ilie.raluca@distributie-energie.ro,,logistics,+40264205018,
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA S.A.,bianca.ionescu@distributie-energie.ro,,logistics,+40260605712,
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA S.A.,roxana.andreoiu@distributie-energie.ro,,logistics,+40244405018,
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA S.A.,manuela.voicu@distributie-energie.ro,,logistics,+40239605712,
DITO GROUP SRL,recrutare@dito-group.ro,,logistics,+40770377510,
DIVERS ECO TECH SRL,diversecotech@yahoo.com,,logistics,+40728283876,
DIVINGARDEN SRL,resurseumane@divingarden.com,Bihor,distributor,40740358782,
DMV IULIDENTIMPLANT S.R.L.,idclinictecuci@yahoo.com,,logistics,+40771365475,
DN AGRAR SERVICE S.R.L.,office@dn-agrar.eu,,logistics,+40258818115,
DN Gastrofam SRL,av.voicu@yahoo.com,,logistics,+40732466201,
DOCTRANS ALBINUTA S.R.L.,mirela_botez84@yahoo.com,,logistics,+40743822194,
DOLINEX SRL,office@dolinex.ro,,logistics,+40738771733,
DOLYCOM DISTRIBUTIE SRL,office@dolycom.ro,,logistics,+40753090117,
DOMIX TRANS SRL,invoices.domixtrans@gmail.com,,logistics,+40745626150,
DON OCTAVIAN DELIVERY S.R.L.,asdfasdfasf@gmail.com,,logistics,+40735965222,
DON T WORRY EXPRESS SRL,florinsmeureanu77@gmail.com,,logistics,+40749164725,
DONEXCAV SRL,donexcav@yahoo.com,,logistics,+40761099100,
DORCU LIVIU-EMIL INTREPRINDERE INDIVIDUALA,liviu_dorcu2000@yahoo.com,,logistics,+40762382593,
DORIANI ROAD SRL,conta@doriani.ro,,logistics,+40747512441,
DP WORLD LOGISTICS ROMANIA S.R,georgiana.butnariu@dpworld.com,,logistics,+40758237390,
DP. SITE SRL,giorgiana.dpsite@gmail.com,,logistics,+40764816265,
DRAGONUL COMPANY SRL,romnelsrl@gmail.com,Arges,logistics,,
DRUM ASFALT SRL,resurseumane@selina.ro,,logistics,+40734882380,
DST TRANSCOM ENERGY SRL,dst.transcom_energy@yahoo.com,,logistics,+40764448974,
DUAL GENERAL CONSTRUCT SRL,office@dualconstruct.ro,,logistics,+40723977967,
DUBER LOOGISTIC S.R.L.,epure_catalina92@yahoo.ro,,logistics,+40744399569,
DUCU SERV SPEDITION,ducuserv@gmail.com,,logistics,+40736041611,
DUROTERM SRL,contabilitate@duroterm.com,,logistics,+40751299738,
DUVENBECK LOGISTIK SRL,eigherghinis@duvenbeck.de,,logistics,+40729500053,
Dairy Crest (Saputo),uk.milksupply@saputo.com,,distributor,,saputo.com
Dawn Meats,ukprocurement@dawnmeats.com,,distributor,,dawnmeats.com
De Coltesti SRL,hr@decoltesti.ro,Alba,logistics,,
Delicii Pe Roti SRL-D,andreiaurelianpreda@gmail.com,Bucuresti,distributor,+40742027024,
Delicii pe roti S.R.L.- D,ioana.popus@gmail.com,Bucuresti,distributor,+40744899325,
Deny Dany,mihaela_filip82@yahoo.com,Bucuresti,logistics,,
Dolphin Invest SRL,elalive25@yahoo.ro,Bucuresti,logistics,40720278448,
Dual Store Concept,mirela.danita@yahoo.com,Bucuresti,distributor,+40724010463,
EASTSHIP PROJECTS & LOGISTICS SRL,aureliu@contactiv.ro,,logistics,+40722511994,
EBM PAPST AUTOMOTIVE DRIVES ROMANIA S.R.L.,iolanda.beudean@ro.ebmpapst.com,,logistics,+40214024100,
ECO SERV INTERNATIONAL SRL,ecoserv.inter@yahoo.com,,logistics,+40746018980,
ECOSOFTBN SRL,moisil@ecosoftbn.ro,,logistics,+40744154280,
ECOTIM PROCLEAN SRL,suciu.roxana48@gmail.com,,logistics,+40770056218,
EDIL GIOVI SRL,adrianaulici@gmail.com,,logistics,+40744776894,
EDIL.PIERO SRL,adinacostan78@gmail.com,,logistics,+40767847713,
EDMONDWASH SRL,kleftiscom@gmail.com,,logistics,+40752897166,
EDROMAR SRL,edromar@yahoo.com,,logistics,+40763908274,
EDU MAGIC TRIPS SRL,doina_doina44@yhaoo.com,,logistics,+40757033835,
EDUSTEVAN S.R.L.,rm.logistic.office@gmail.com,,logistics,+40731294072,
EDY TRANS DRIVERS SRL,id_cars.flota@yahoo.com,,logistics,+40746631553,
EDYCARM S.R.L.,georgiana_giorgi@yahoo.com,,logistics,+40784656565,
EKX  DIRTRANS SRL,avocat.mesinchi@gmail.com,,logistics,+40740133495,
ELA OFFICE SRL,elaoffice67@yahoo.com,,logistics,+40732113352,
ELCAR GID SRL,alina.bornaz@elcargid.ro,,logistics,+40238723374,
ELDARAD MED SRL,eldaradmed@yahoo.com,,logistics,+40722637200,
ELECTRIC CONSTRUCT SERV TEAM,alma.valrom32@outlook.com,,logistics,+40745641795,
ELECTRIC CONTROL DATA,office.electric_control@yahoo.ro,,logistics,+40723302241,
ELECTRIC PROGARAGE S.R.L,carmensimionescu26@yahoo.com,,logistics,+40770787002,
ELECTRO MAT PROMPT SRL,electromatprompt@yahoo.com,,logistics,+40756588588,
ELECTRO STANDARD S.R.L.,office@electrostandard.ro,,logistics,+40374014033,
ELECTROPUTERE VFU PASCANI S.A.,office@electroputerevfu.ro,,logistics,+40720500820,
ELGEKA FERFELIS ROMANIA SA,bm_constanta@elgeka-ferfelis.ro,,logistics,+40746049040,
ELVEROM IMPEX SRL,elveromimpexsrl@gmail.com,,logistics,+40745753576,
EMN CARRIER S.R.L,sc.emncarrier@yahoo.com,,logistics,+40734365269,
EN GHEDI DISTRIBUTION SRL,marius.avram@egt-logistics.com,,logistics,+40749572064,
ENACHE BEST SERVICE S.R.L.,financiar@enacheservice.ro,,logistics,+40727101311,
ENERGOPLAST SA,adriana.pop@energoplastbn.ro,,logistics,+40742336530,
ENS BEAUTY INTERNATIONAL,karakayageta@gmail.com,,logistics,+40727777052,
ERIKSOFDAN TRANS S.R.L.,cristinasamoila93@gmail.com,,logistics,+40766900654,
ERMAGIL S.R.L.,mariuserhan@yahoo.com,,logistics,+40747605364,
ERMIHANCOM TRANS SRL,erhanmia65@gmail.com,,logistics,+40234334246,
ESPRIT GROUP S.R.L,contact@hotelesprit.ro,Brasov,logistics,,
ESSEGI TEX SRL,a.sarbu@essegitex.ro,,logistics,+40256390711,
ETANSARI GRAFEX SRL,ciprian.lazar@grafex.ro,,logistics,+40722366309,
EU TRUCKING SERVICE S.R.L.,daniela.soare@ekol.com,,logistics,+40736107101,
EUROFOR 2011 SRL,nicoleta.vecerdea@totalnsa.ro,,logistics,+40733994223,
EUROMATERNA SA,resurse.umane@euromaterna.ro,,logistics,+40733443846,
EUROMOD STEEL SRL,officecsveuromeda@gmail.com,,logistics,+40744474399,
EUROPART TRADING S.R.L.,nitu_antoaneta@yahoo.com,,logistics,+40724577945,
EUROPE CONCEPTION PROCESS INGINERIE,mariana.iancu@segulagrp.com,,logistics,+40735551969,
EWS MOBILE MECHANIC SRL,ewsservice317@gmail.com,,logistics,+40745601291,
EXCLUSIVE CAR TRADING SRL,informare@exclusive-car.ro,,logistics,+40723272125,
EXPERT MOBILSERVICE SRL,mariana_iveghes@yahoo.com,,logistics,+40744432621,
EXPLOCARB SRL,danielflorinepure@yahoo.com,,logistics,+40727007211,
EXPRESS JET S.R.L.,roberta.g094@yahoo.com,,logistics,+40766472909,
EXPRO LIMITED SRL,sorina.lixandru@expro.com,,logistics,+40727270717,
EXTRUPLAST SRL,reka.lakatos@extruplast.ro,,logistics,+40740532389,
Elec Drive Mobility,recrutare@elec.ro,,logistics,+40799095586,
Emcer Consult srl,stefan.badescu@accedio.ro,,logistics,+40758888542,
Engineering Production SRL,customerservice@myspangroup.com,Bucuresti,logistics,,
FABYANNIS SRL,fabyannis@gmail.com,,logistics,+40745437112,
FADO TRADE,luoana.co@gmail.com,,logistics,+40744690798,
FAIST MEKATRONIC SRL,florina.hanga@faistlightmetals.com,,logistics,+40729966946,
FAMAROX COM SRL,agavriloaieamalia@yahoo.com,,logistics,+40749894852,
FAN COURIER EXPRESS SRL,hr@fancourier.ro,,logistics,+40219336000,
FAR FOUNDATION SRL,recrutare@fargrup.ro,,logistics,+40745091662,
FARAGOPROCONSTRUCT S.R.L.,mihaifarago30@gmail.com,,logistics,+40727344941,
FELAS COURIERS SRL,felascouriers@gmail.com,,logistics,+40749844901,
FELDIBERC TRANS SRL,nico.maia@yahoo.com,,logistics,+40746021023,
FERTIGYN SRL,resurseumane@origyn.ro,,logistics,+40737924933,
FILIMOB DECOR S.R.L.,irifilimon@yahoo.com,,logistics,+40744687822,
FILSAM PROD S.R.L.,juridic2@filsam.ro,,logistics,+40735312559,
FIXPERT SRL,georgecarstea2307@gmail.com,,logistics,+40722575793,
FLACAR SRL,flacarsrl@gmail.com,,logistics,+40744171326,
FLASH TEAM,info@flashromania.com,,logistics,+40734350029,
FLEISCHPARTY SRL,turbatu.adriana@yahoo.com,,logistics,+40752779603,
FLOMARIN ELISA GREEN S.R.L.,elysof.marin@gmail.com,,logistics,+40742133161,
FLY SPED ACTIV S.R.L.,mihaela.stoica38@yahoo.com,,logistics,07 666 456 708,
FOOD VISION S.R.L.,hr@foodvision.ro,,logistics,+40747059450,
FORMFLEKS S.A.,andreea.rosca@formfleks.ro,,logistics,+40723205794,
FOUR DECOR INTERNATIONAL SRL,hr@hotelinternational.ro,Bihor,logistics,+40721299267,
FQ BIOMAX CONSTRUCT SRL,contabilitatebiomax@gmail.com,,logistics,+40746929474,
FRANCE TRANSIT SRL,roxana@francetransit.com,,logistics,+40723554722,
FRANKISCHE ROMANIA SRL,diana.feurdeanu@fraenkische-ro.com,,logistics,-,
FREE STAR SRL,contact@free-star.ro,,logistics,+40722407430,
FRESCOVERDE SRL,resurseumane@accountsolutions.ro,,logistics,+40770424994,
FRIGOGLASS ROMANIA SRL,aflorea@frigoglass.com,,logistics,+40256407568,
FRIGOSPEED EUROTOP SRL,mugurel.frigo@gmail.com,,logistics,+40720719150,
FUNDATIA MATEAS,cristina.simionescu@cambridgeschool.ro,,logistics,+40753200123,
FURAU IMPEX SRL,furauimpex@gmail.com,,logistics,+40744663455,
Family International Business,secretariatrosiori@gmail.com,Bucuresti,distributor,+40214242206,
Farbum SRL,farbum98@gmail.com,Bucuresti,logistics,+40744629986,
Fiesta Food Trading LTD SRL,office@delicii-traditionale.ro,Bucuresti,distributor,+40769698837,
First Milk,memberservices@firstmilk.co.uk,,distributor,,firstmilk.co.uk
Fyffes UK,ukcommercial@fyffes.com,,distributor,,fyffes.com
G's Fresh,sales@gs-fresh.com,,distributor,,gs-fresh.com
GABRIS BETON S.R.L.,gabris.impex@yahoo.com,,logistics,+40748183315,
GASTRO SIBIU S.R.L.,gastrosibiu@yahoo.com,,logistics,+40752563097,
GEOSIL CLEAN SRL,office@geosilclean.ro,,logistics,+40156800746,
GERONTO HEALTHCARE S.R.L.,dana.vasile4465@gmail.com,,logistics,+40749206380,
GHEOTRANS SRL,gheotrans@yahoo.com,,logistics,+40761689491,
GHERMATEX TRANS SRL,ghermatex@yahoo.com,,logistics,+40757100672,
GHETEO DRIVING S.R.L.,conta@gtoarad.ro,,logistics,+40745588620,
GICU SERVICE AUTO SRL,gicuservice@yahoo.com,,logistics,+40741092888,
GIORDI TRANS SRL,giordy.todescu@yahoo.com,,logistics,+40731317232,
GIRONAP PROD SA,gironap_prod@yahoo.com,,logistics,+40234310515,
GIULLY TRANSPORT ALTERNATIV SR,valentina.bounegru2012@gmail.com,,logistics,+40756222777,
GKF FASTLIONS S.R.L.,gkf.fatstlion@gmail.com,,logistics,+40745359910,
GLOBAL METAL SYSTEM S.R.L.,danacolessa@yahoo.com,,logistics,+40755791200,
GLOBUS TOTAL DISTRIBUTION SRL,paunicaioana@yahoo.com,Arad,distributor,+40721951525,
GO ART PROJECTS DESIGN SRL,stefan_rebeja@yahoo.com,,logistics,+40734968604,
GOBMAR-CONSTRUCT SRL,gobmarconstruct2013@gmail.com,,logistics,+40742030146,
GOLD MARI 2013 SRL,goldmari2013@yahoo.com,,logistics,+40744777330,
GOLDFIT SERVICE SRL,goldfitservice@yahoo.com,,logistics,+40746030890,
GOSCOM VASLUI SA,resurseumane@goscom-vaslui.ro,,logistics,+40235314070,
GRAFRELY S.R.L.,office@bacriuluisf.ro,,logistics,+40728070691,
GRAFRELY S.R.L.,alexedragos@yahoo.com,,logistics,+40728070691,
GRANDY SRL,office@grandy94.ro,,logistics,+40720430673,
GRAZIA S.R.L.,aly_grazy@yahoo.com,,logistics,+40766563880,
GREEN CARGO SPEED S.R.L.,pulsgreencargos@gmail.com,,logistics,+40745872746,
GREENPOP SRL,otiliaraicu56@gmail.com,,logistics,+40720666639,
GRIG'ART SRL,office@grigart.ro,,logistics,+40763036981,
GRIGORIUP SRL,grigorpetru@yahoo.com,,logistics,+40724046271,
GRITRANS SRL,gabi73gri@yahoo.com,,logistics,+40721233235,
GRS TRAFFIC SOLUTIONS SRL,grstrafficsolutionssrl@gmail.com,,logistics,+40721656525,
GRUBER LOGISTICS SRL,rada_raluca@yahoo.com,,logistics,+40723525324,
GRUP PRIMACONS SRL,resurseumane@grupprimacons.ro,,logistics,+40249411100,
GRUPO ANTOLIN SIBIU SRL,florina.campian@antolin.com,,logistics,+40758715940,
GST SAFETY TEXTILES RO SRL,georgea.abrdan@gst-global.com,,logistics,+40265774550,
GT COMPANY SRL,ru.gtcompany@yahoo.ro,,logistics,+40231534833,
GTA LACTAS SRL,lactas02@yahoo.com,,logistics,+40736611046,
GVC COMPUTERS SRL,gvccomputers3@gmail.com,,logistics,+40230708380,
GYA &amp; BAW STYLE S.R.L.,gyabaw.transport@gmail.com,,logistics,+40728310874,
Ghete Dor SRL,florycontserv@yahoo.com,,logistics,+40745983097,
Gist,info@gistworld.com,,logistics,,www.gistworld.com
Good-Food,dengoodfood@gmail.com,Bucuresti,distributor,+40722388351,
Grano&Partners,lucian@grano.ro,Bucuresti,distributor,+40746127830,
Greencore,procurement@greencore.com,,distributor,,greencore.com
Greenyard,info@greenyard.group,,distributor,,greenyard.group
Greenyard UK,uk@greenyard.group,,distributor,,greenyard.group
H ESSERS SRL,laoc@essers.com,,logistics,+40735050708,
HADEXVEST SRL,office@hadexvest.ro,,logistics,+40754079885,
HARR EUROTRANS S.R.L.,harreurotrans@yahoo.com,,logistics,+40740430227,
HARTING ROMANIA MANUFACTURING SCS,romaniahr@harting.com,,logistics,+40369102612,
HARYVERO SRL,hary.vero@yahoo.com,,logistics,+40724181719,
HASINTO SRL,jacint.hasinto@gmail.com,,logistics,+40742163209,
HAZELHEARTWOOD ROMANIA S.R.L.,ctoma@hazelheartwood.com,,logistics,+40769237253,
HEIDELBERG MATERIALS ROMANIA S.A.,crina-steluta.simion@heidelbergmaterials.com,,logistics,+40213115975,
HENDRICKSON ROMANIA SRL,donescu@hendrickson-intl.com,,logistics,+40269207347,
HENRIK SKOV CHRISTENSEN TRANSPORT GROUP SRL,florina-krisch@hschristensen.ro,,logistics,+40364113331,
HEXING TECHNOLOGIES EUROPE S.R.L.,lavi.zoican@hexingeu.com,,logistics,+40742052388,
HOMESERVICE WELLNESS ASIA S.R.L.,1stglobalrecruit23@gmail.com,,logistics,+40732138730,
HOPY SRL,hopy_srl@yahoo.com,,logistics,+40744624877,
HS BACO PANELS SRL,baco@hs.ro,,logistics,+40372462200,
HUAWEI TECHNOLOGIES SRL,romania.visa.agent@huawei.com,,logistics,+40214117405,
HUTU KRISAND SRL,rosuandreea080@gmail.com,,logistics,+40756011724,
Hilton Food Group,info@hiltonfoods.com,,distributor,,hiltonfoodgroupplc.com
IA &amp; MI SRL,metrocut.industries@gmail.com,,logistics,+40735859020,
IANIS CLOVERLY SOLUTIONS S.R.L.,ianiscloverlysolutions@gmail.com,,logistics,+40760871396,
IBER CONSTRUCT SRL,spc@zappmobile.ro,Bihor,logistics,0256433503,
ICME ECAB SA,bucuresti@icme.vionet.gr,,logistics,+40212090111,
II COMAN ALEXANDRU ADRIAN,comanelenail@yahoo.com,,logistics,+40744334119,
IKILER TRANSPORT SRL,ikilertransport@hotmail.com,,logistics,+40751867152,
IMOMOVE EXPRESS SRL,imomove.express@gmil.com,,logistics,+40736819113,
IMPAS CONSULTING SRL,fosticad@gmail.com,,logistics,+40747776083,
INBOX MARKETING SRL,danielap@mhm.ro,,logistics,+40212244020,
INDCAR BUS INDUSTRIES SRL,anamaria.burca@indcar.ro,,logistics,+40268362280,
INDREA DOINA GRATIANA,mariusindrea@yahoo.com,,logistics,+40744394998,
INDUSTRIALIZAREA CARNII KOSAROM SA,alina.pintiliasa@kosarom.ro,,logistics,+40728119779,
INFINITY DRIVE SRL,infoinfinitydrive@protonmail.com,,logistics,+40747307728,
INNO ROBOTICS SRL,office@inno-robotics.com,,logistics,+40364805073,
INSIDE REPUBLICS AGENCY SRL,inside.republics@gmail.com,,logistics,+40720145662,
INSTANT INTERNATIONAL SRL,personal@instantint.ro,,logistics,+40725234656,
INTERACTIV SERVICE SRL,daniela@interactivservice.ro,,logistics,+40733555415,
INTERBRANDS  MARKETING  &  DISTRIBUTION  SA,recrutare.ro@orbico.com,Bihor,distributor,0213361915,
INTERBRANDS ORBICO S.R.L.,sorina.cristea@orbico.com,,logistics,+40726555763,
INTERFRIGO LOGISTICS SA,office@interfrigologitics.ro,,logistics,+40348730071,
INTERTRANSCOM IMPEX SRL,dana.oancea@intertranscom.ro,,logistics,+40744593680,
INVEST ECO MANAGEMENT S.R.L.,investecomanagement@gmail.com,,logistics,+40748933955,
INVEST MILENIUM SRL,office@investmilenium.ro,,logistics,+40234516251,
INVEST PAN EXPRESS SRL,adrianflorin006@gmail.com,,logistics,+40771464268,
IOAN ANCUTA SRL,ioanancutavama@gmail.com,,logistics,+40744120479,
IONPORA SOCICONST S.R.L.,ionpora@yahoo.com,,logistics,+40768592927,
IRIMIR IMPEX SRL,stoica_irimir@yahoo.com,,logistics,+40767805653,
IRISIR GABY PREST SRL,irisirprest@yahoo.com,,logistics,+40723819505,
IRON RECYCLE SRL,office@ironrecycle.ro,,logistics,+40766221458,
IULICA TRANS SRL,dumitresculilianamihaela@yahoo.com,,logistics,+40727355938,
Ikea Romania SRL,ana.serban-crisan@ingka.ikea.com,Bucuresti,distributor,+40757577344,
JAC & RAC TRANS SRL,jianuromeo@yahoo.com,,logistics,+40721712127,
JIANU AUTO S.R.L.,jianuauto@gmail.com,,logistics,+40741519903,
JLC,commercial@jlc.md,,distributor,,jlc.md
JMG INSTAL GAZ CONFORT SRL,gabi.jubleanu@jmg.ro,,logistics,+40762204408,
JOHN AVIA PROD SRL,ricascortanu@yahoo.com,,logistics,+40766671499,
JOYSONQUIN AUTOMOTIVE SYSTEMS ROMANIA S.R.L.,alexandru.volniciuc@joysonquin.com,,logistics,+40368443356,
JST RICAMBI SRL,butnaru.iustin@gmail.com,,logistics,+40747522257,
JUMBO EXPRESS SRL,office.jumboexpress@gmail.com,,logistics,+40787394766,
JXW Creative SRL,connie.nedelcu@yahoo.com,,logistics,+40755279161,
KALMAN DISTRIBUTION S.R.L.,office@kalman.ro,,logistics,+40748191111,
KASTAMONU ROMANIA SA,resurse.umane@kastamonu.ro,,logistics,+40725349525,
KB LOGISTIC S.R.L.,isi@kb-logistic.com,,logistics,+40720067634,
KERN LIEBERS ROMANIA SRL,andreea.albu@kern-liebers.com,,logistics,+40786381635,
KING EUROSERVICE S.R.L.,office@muncitoresti.ro,,logistics,+40770149638,
KIPER SRL,njolan@yahoo.com,,logistics,+40744597592,
KITT COM SRL,solverenergie@gmail.com,,logistics,+40723288823,
KLIGOR SRL,kligormarket@yahoo.com,,logistics,+40765268000,
KLU DELIVERY SRL,kludelivery16@gmail.com,,logistics,,
KOALA LOGISTICS SRL,ivan_alexandradiana@yahoo.com,,logistics,+40734215171,
KRAFT LOGISTIC SRL,lucretia.purenciu@kraft-logistic.com,,logistics,+40265771307,
KREDIANIS SRL,iuliana.socola@kredianis.ro,,logistics,+40724746161,
KRITER S.R.L.,florescupop@yahoo.es,,logistics,+40264213400,
KRONOS LIFE CONSTRUCT SRL,office@kronosconstruct.ro,,logistics,+40734567031,
KRS TRANSPORTER SRL,krstransporter@gmail.ro,,logistics,+40766274206,
KSC TRANSPORT SRL,ksc@ksc-transport.ro,,logistics,+40770104595,
KX TEAMWORK SRL,hello@potstories.ro,,logistics,+40760656264,
KYM TRANSPORT SRL,sergiukym@yahoo.com,,logistics,+40763698111,
Karmina logistics srl,ruconsulting2023@gmail.com,,logistics,+40741064624,
Kepak,livestock@kepakgroup.com,,distributor,,kepak.com
Kid You Not SRL,contact@kidyounot.ro,Bucuresti,distributor,758634841,
LA BURGARETTA SRL,laburgaretta@gmail.com,,logistics,+40744617557,
LACON ELECTRONIC SRL,payroll.romania@lacon.ro,,logistics,+40722686168,
LACTO SOLOMONESCU SRL,office@lactosolomonescu.ro,,logistics,+40728882280,
LAVIUM PRODIMPEX SRL,nelutorjoc@gmail.com,,logistics,+40744930236,
LE BLANC SRL,aparthotel@le-blanc.ro,Bucuresti,distributor,,
LE KIT INOVATION S.R.L.,lekit.contact@gmail.com,,logistics,+40720756540,
LEA TRANS SRL,test@test.ro,,logistics,+40740476221,
LECHLACTO SRL,lechlacto@yahoo.com,,logistics,+40263233022,
LG TRANS SRL,financiar@lgtrans.ro,,logistics,+40790307071,
LICA AUTO LUX SRL,lyk.farcas81@gmail.com,,logistics,+40747575234,
LICA AUTOSERV S.R.L.,lica.autoserv@gmail.com,,logistics,+40755509461,
LICEUL NATANAEL SUCEAVA,prodanangela78@yahoo.com,,logistics,+40744144393,
LIMROM SRL,servicelimrom@yahoo.com,,logistics,+40724465933,
LINDA STAR CONSTRUCT S.R.L.,office@lindastar.com,,logistics,+40264322447,
LITEMOTION SECURITY SRL,office@litemotion.ro,,logistics,+40734704166,
LITTLE STAR SRL,covalciuci@yahoo.com,,logistics,+40729308186,
LIVIODARIO SRL,brasov@liviodario.ro,,logistics,+40736808008,
LIVIODARIO SRL,cluj@liviodario.ro,,logistics,+40731900602,
LIVIODARIO SRL,lugoj@liviodario.ro,,logistics,+40736216532,
LIVIODARIO SRL,cotabilitate@liviodario.ro,,logistics,+40731900683,
LIVIODARIO SRL,olariu.ion@liviodario.ro,,logistics,+40724549294,
LOCTRANS SA,loctrans.slatina@yahoo.com,,logistics,+40249436550,
LOGICTRANS DISTRIBUTIE S.R.L.,hr@logictrans.ro,,logistics,+40757479171,
LOGISTIC ARSPED CARGO SRL,office@ropic.ro,Arad,logistics,+40746659667,
LOGISTIC E VAN WIJK SRL,steliana.rus@evanwijk.ro,,logistics,+40372300200,
LOGISTICS SERV SRL,lgs.serv@yahoo.com,,logistics,+40745783279,
LOGISTIKZENTRUM AUGSBURG CONTRANSPORT SRL,creditcontol@contransport.ro,,logistics,+40731150913,
LOIAL  IMPEX  SRL,office@loial.ro,Bihor,distributor,+40230526800,
LUAR SRL,office@luar.ro,,logistics,+40257276666,
LUCMAR SRL,office@lucmarauto.ro,,logistics,+40733448060,
LUNA CLEANING MAGIC,resurseumane@lunacleaning.ro,,logistics,+40745858330,
LUNOX HR INTERNATIONAL S.A. (FOSTA LUNOX CONSTRUCT SRL),madalina.apostol@lunox.ro,,logistics,+40788808808,
LUSADE INTERNATIONAL TRANSPORT SRL,transped2019@gmail.com,,logistics,+40753644777,
LUX AKGUNES TRANS S.R.L.,deliamatei75@yahoo.com,,logistics,+40735047400,
LYV IN FRONT SRL,livax85@yahoo.com,,logistics,+40727324236,
Link tek konstrukt srl,linkteck.de@yahoo.com,,logistics,+40737901330,
M & G SERVICES SRL,mg.services.romania@gmail.com,,logistics,+40767283888,
M T AUTOSERVICE SRL,dyxmihai@yahoo.com,,logistics,+40747020676,
M.D. ELEEN INTERNATIONAL SRL,simona.porut@g-m.ro,Bucuresti,distributor,+40740174665,
MADELI,madeli.constanta@gmail.com,,logistics,+40748835720,
MADII SRL,scmadiisrl@yahoo.com,,logistics,+40723434864,
MADRISA WASH,catalin_tatiuc@yahoo.com,,logistics,+40730338633,
MAER IMPORT EXPORT SRL,res.umane-p@maergroup.com,,logistics,+40756029210,
MALCOM MIDECO S.R.L.,malcommideco22@mail.com,,logistics,+40784253777,
MANPOWER HR SRL,george.bondoc@manpower.ro,,logistics,+40377102596,
MAR GA SRL,marga.giurgiu@gmail.com,,logistics,+40246219779,
MARCOM MASTER AUTO SRL,marcom_master@yahoo.com,,logistics,+40744319722,
MARCU AND COMPANY SRL,pongracz1979@yahoo.com,,logistics,+40747047251,
MARCUS & MARCUS SRL,popflorian89@gmail.com,,logistics,+40745474261,
MARIAN CATA COMPANY 2008 SRL,mariancata@yahoo.com,,logistics,+40720700317,
MARIANI BUILD TRANS SRL,mariani.build.trans@gmail.com,,logistics,+40724845138,
MARIDOR TRANSPORT SRL,maridortransport@yahoo.com,,logistics,+40730008715,
MARMA SAFE INVEST SRL,documentesuport@gmail.com,,logistics,+40766263236,
MARUSCA FLORIN DANIEL PERSOANA FIZICA AUTORIZATA,maruscaf2@gmail.com,,logistics,+40741327018,
MARVICON SRL,info@marvicon.ro,,logistics,+40722649941,
MASCHINENTEHNICH-IMPEX SRL,maschinentehnich@yahoo.com,,logistics,+40722543186,
MASPEX ROMANIA SRL,c.dimian@maspex.ro,,logistics,+40374124072,
MATEI CONSTRUCT CONSTRUCTII SP,dana.virban@indexgrup.ro,,logistics,+40264460960,
MAU EXPERT TRANS,udrescudumitru@yahoo.com,,logistics,+40762795968,
MAXIM INVEST SRL,mihaela.salcudean@maximinvest.ro,,logistics,+40744647110,
MAXITRAILER SRL,maxitrailer64@gmail.com,,logistics,+40756576700,
