company,email,county,category,phone,website
SC Daiana SRL,vasilicacornelia@yahoo.com,Arges,supermarket,,
SC Dan&Adi SRL,office@splendidhotel.ro,Arges,supermarket,+40341412541,
SC Dana Top Safir SRL,ionouts@yahoo.com,Arges,supermarket,+40725374709,
SC Darcris Comerce Business SRL,cristi_oprea1977@yahoo.com,Arges,supermarket,+40745016248,
SC Diana Com SRL,home@pensiuneadiana.ro,Arges,supermarket,,
SC Dragan SRL,crisss.drag@gmail.com,Arges,supermarket,+40728962247,
SC Drum Transport SRL,ksc@ksc-transport.ro,Arges,supermarket,+40770104595,
SC ELY SRL,ely.borsec@gmail.com,Botosani,supermarket,,
SC Excalibur,monicalukacs@gmail.com,Arges,supermarket,+40728858611,
SC FERMADOR SRL,contact@fermador.ro,Botosani,supermarket,40232222111,
SC FRESH FOOD DISTRIBUTION SRL,freshdistrib@yahoo.com,Bihor,supermarket,,
SC Fast Com SRL,rezervari@fast-radauti.ro,Arges,supermarket,,
SC Felix SRL,florin_andra23@yahoo.com,Arges,supermarket,,
SC Fila Prest Construct SRL,office@evobuild.ro,Arges,supermarket,+40728967712,
SC Fulgerul SRL,office_fulgerul@yahoo.ro,Arges,supermarket,40374013500,
SC GENERAL BUSINESS STFF CO SRL,resuresumane@globalcons.ro,Botosani,supermarket,0314250232,
SC GIANI SRL,contact@pensiuneagiani.ro,Brasov,supermarket,0740139300,
SC Garofita Com SRL,sandu.violeta1@gmail.com,Arges,supermarket,,
SC Gita impex SRL,birouconta25@yahoo.com,Arges,supermarket,,
SC Gladiola SRL,mateiscl@gmail.com,Arges,supermarket,,
SC GladiolaSRL,gladiola_92@yahoo.com,Arges,supermarket,0760000000,
SC H.T.C. CONSTRUCT SRL,constandaionel@yahoo.com,Brasov,supermarket,+40735324304,
SC International General Comert Service SRL,administrativ@hotelstil.com,Bucuresti,supermarket,+40744572604,
SC Iribog Speed Construct SRL,expertconstructspeed@yahoo.ro,Arges,supermarket,0746170486,
SC Ivet Com prod SRL,ioancandale1981@gmail.com,Arges,supermarket,+40749070807,
SC Junior Cris Style SRL,florin.frincau76@gmail.com,Arges,supermarket,+40740235676,
SC LIVAL IMPORT EXPORT  SRL,linx.importexport@yahoo.com,Botosani,supermarket,+40722402054,
SC LUCA LOGISTIC SRL,avocatpetreadina@gmail.com,Arad,supermarket,+40756163166,
SC Lido SRL,office@lido-craiova.ro,Arges,supermarket,,
SC Lukoil Romania,rcraciun@romania.lukoil.com,Arges,supermarket,+40212272101,
SC MARION SRL,pensiuneamarionbusteni@yahoo.com,Brasov,supermarket,,
SC MDL Construct,magconstructcraiova@gmail.com,Arges,supermarket,+40758018975,
SC METRO CASH&CARRY SRL,resurseumane.arad@metro.ro,Arad,supermarket,+40741222218,
SC MGC International Investiment SRL,office@unityinternational.ro,Arges,supermarket,+40747025572,
SC Madalina love SRL,madalinasrl@yahoo.com,Arges,supermarket,+40749071773,
SC Magdalena Foreste style SRL,alin_leonte33@yahoo.co.uk,Arges,supermarket,,
SC Marimar transport SRL,maridortransport@yahoo.com,Arges,supermarket,+40730008715,
SC Mario Construct,m.carlugea@gmail.com,Arges,supermarket,+40740340504,
SC Marton Impex SRL,marikavendeghazfarkaslaka@gmail.com,Arges,supermarket,,
SC Mega Image SRL,mnica@mega-image.ro,Arges,supermarket,40729994786,
SC Mega mixt Construct SRL,xmegconstruct@gmail.com,Arges,supermarket,0755577902,
SC Mirific SRL,pensiuneamirific@yahoo.com,Arges,supermarket,,
SC Mitos Distribution SRL,tamyoprica@yahoo.com,Alba,supermarket,+40755584336,
SC NDR Gaz Distribution SRL,contabilitate@rogard.ro,Bucuresti,supermarket,0740019185,
SC NIAGARA SRL,kishegyi_balazs@yahoo.com,Brasov,supermarket,,
SC Net Company SRL,office@intercontgsm.ro,Arges,supermarket,,
SC Nicos Mar Universal SRL,finetauntesu@gmail.com,Arges,supermarket,+40722710356,
SC Nyki Star Company SRL,starcompany95@gmail.com,Arges,supermarket,0748806367,
SC Olimpic Impex SRL,office@hotelolimpic.ro,Arges,supermarket,,
SC Olimpic ImpexSRL,office@olimpimpex.ro,Arges,supermarket,+40790008181,
SC PARADIS RETAIL DISTRIBUTIE SRL,resurseumane.bt@grupeta.ro,Botosani,supermarket,+40740910691,
SC PITA IMPEX SRL,pitabotosani@yahoo.com,Botosani,supermarket,+40231534022,
SC PRIFI ROM FOOD SRL,simona.dinuta@profi.ro,Arad,supermarket,+40753297664,
SC Pac Trans Expert SRL,udrescudumitru@yahoo.com,Arges,supermarket,+40762795968,
SC Palas SRL,marghitas1@yahoo.de,Arges,supermarket,,
SC Pancom International Trans SRL,seleromtrans@gmail.com,Arges,supermarket,+40747695021,
SC Papusa SRL,marius.pirnuta@yahoo.com,Arges,supermarket,,
SC Piatra craiului SRL,ilie.con53@gmail.com,Arges,supermarket,,
SC Prodal SRL,adina.chiuchiunea@stalinskaya.com,Arges,supermarket,+40746448866,
SC Proffesional Construct K Service SRL,hr.echipa@gmail.com,Arges,supermarket,+40742635596,
SC Prosper Divers SRL,secretariat.ilacconsulting@gmail.com,Arges,supermarket,+40733715673,
SC Prosperanta 2002SRL,mihaela.petroiu@prosperanta.ro,Arges,supermarket,0744359003,
SC Radicstar,resurseumane@radicstar.ro,Arges,supermarket,40248265600,
SC Rehoma SRL,rezervari@rehoma.ro,Arges,supermarket,,
SC Rustic Impex SRL,office@restaurantrustic.ro,Arges,supermarket,,
SC SELGROS CASH&CARRY,doina.muntean@selgros.ro,Arad,supermarket,+40265205114,
SC SER - MAR PRODIMPEX SRL,info@prodimpex-m.ro,Arges,supermarket,+40231511100,
SC SERGIANA PRODIMPEX SRL,nicoleta.popa@sergiana.ro,Bihor,supermarket,40733008631,
SC SIANA COM SRL,vprotopopu@yahoo.com,Brasov,supermarket,+40765251175,
SC SIMI IMPEX SRL,penisiuneasimi87@gmail.com,Botosani,supermarket,,
SC SIMONA SRL,pensiuneasimona@yahoo.com,Botosani,supermarket,,
SC SUPECO INVESTMENT SRL,ovidiu_frandas@supeco.ro,Arad,supermarket,40745073026,
SC SUPERSTAR COM SRL,office@superstarcom.ro,Botosani,supermarket,+40230560629,
SC Self International Trading Invest SRL,loredana.dena@rosbp.ro,Arges,supermarket,+40737024122,
SC Sergiana Prodimex SRL,recrutare@sergiana.ro,Arges,supermarket,+40725594472,
SC Servi Construct Amicii SRL,otto.trans@yahoo.com,Arges,supermarket,,
SC Stan SRL,pensiuneastan@hotmail.com,Arges,supermarket,,
SC TRANSPORT AUTO RADAUTI SA,tplp2024@yahoo.com,Botosani,supermarket,0770183300,
SC Tip-Top Food Industry,sigabitadarbit@yahoo.com,Arges,supermarket,0213011550,
SC Total SRL,pensiuneatotalceahlau@gmail.com,Brasov,supermarket,,
SC Tracia Expert Business,office@s-g-s.ro,Arges,supermarket,0337107543,
SC Uno impex SRL,receptie@atradoftane.ro,Arges,supermarket,,
SC Ursuletul SRL,reception@ursuletul.ro,Arges,supermarket,,
SC VALCON SRL,kovacsattila66@yahoo.com,Bihor,supermarket,+40744595729,
SC Viisoara Com SRL,viisoara_com@yahoo.com,Arges,supermarket,+40751035441,
SC Visina SRL,cirstocmaria@yahoo.com,Arges,supermarket,,
SC Zorba Companiy SRL,zorbacompany@yahoo.com,Arges,supermarket,+40731850699,
SC imperial Construct SRL,gorillagymcraiova@yahoo.com,Arges,supermarket,,
SC impex Venus SRL,office@alfahotels.ro,Arges,supermarket,,
SCANDINAVIA TRADING,gabriel.birjovanu@yahoo.no,Arges,supermarket,+40757987209,
SCRamo Comp 2005CompaniSRL,ramonastirosu@yahoo.com,Arges,supermarket,,
SECOM HEALTHCARE SRL,atcareers@dhuhealthcare.nhs.ukat,Bihor,supermarket,+447787945663,
SERGIU COM   IMPEX  SRL,selegeancarmen@yahoo.com,Bihor,supermarket,479417,
SOFT TRADING IMPEX SRL,gianina.marinescu@startrading.ro,Bucuresti,supermarket,+40248606070,
SSP Group,partnerships@ssp-intl.com,,en-gros,+4402075298369,www.foodtravelexperts.com
Sainsbury's,supplierregistration@sainsburys.co.uk,,supermarket,,about.sainsburys.co.uk/suppliers
Sano Vita,emanuela.ditoiu@sanovita.ro,Bucuresti,supermarket,40250776333,
Sasha & Vlad Company,hr@carnepui.ro,Bucuresti,supermarket,0722777212,
Sc Crizantema Com SRL,reception@theodoraclub.ro,Arges,supermarket,,
Sc Gymby Euroconstruct 2006  SRL,office@euroconstruct.ro,Arges,supermarket,+40256308500,
Sc La Vasile SRL,vasile.orga@yahoo.com,Arges,supermarket,,
Sc Top Cleaning SRL,neamtaurel@yahoo.com,Arges,supermarket,+40758306002,
Sc Top Market trading SRL,pastravariazavoi@gmail.com,Arges,supermarket,+40740208589,
Schwarz Group,info@schwarz-gruppe.net,,supermarket,,www.schwarz-gruppe.net
Schwarz Group (Lidl/Kaufland),beschaffung@schwarz-gruppe.net,,supermarket,,schwarz-gruppe.net
Selex Group,centrale@selexgc.it,,supermarket,,www.selexgc.it
Selgros Cash&Carry,monica.balas@selgros.ro,Bucuresti,supermarket,0265203000,
Selgros Poland,dok.siedlce@selgros.pl,,en-gros,+48856625105,www.selgros.pl
Selgros Romania,contact@selgros.ro,,en-gros,,www.selgros.ro
Servicegrossistene AS,firmapost@sg.no,,en-gros,+47 32 218 000,sg.no
Simeria Lactate Prod S.R.L,office@simeria.eu,Bucuresti,supermarket,+40753124000,
Sligro Food Group,werken@sligro.nl,,en-gros,+31413343500,www.sligrofoodgroup.nl
Smurfit Kappa,web.presence@smurfitkappa.com,,en-gros,,www.smurfitkappa.com
Spar Croatia,nabava@spar.hr,,supermarket,,spar.hr/dobavljaci
Spar International,info@spar-international.com,,supermarket,,spar-international.com
Spicers of Hythe,sales@spicersofhythe.co.uk,,en-gros,,
Studenac,nabava@studenac.hr,,supermarket,,studenac.hr
Swisslion,nabavka@swisslion.rs,,supermarket,,swisslion.rs
Symrise,nadja.velitchkova@diemedialen.de,,en-gros,,www.symrise.com
Syngenta,info@syngenta.com,,supermarket,,syngenta.com
T-Market,dostavchici@t-market.bg,,supermarket,,t-market.bg
THE STORE TRANSILVANIA SRL,contabilitate@the-store.ro,Bihor,supermarket,+40726839188,
TINERVIS GROUP SRL,recrutare@lucatraditie.ro,Bucuresti,supermarket,+40727372370,
TRANSYLVANIA DREAMS SRL,officeadacont@gmail.com,Brasov,supermarket,+40265432025,
TURISM  FELIX  SA,recrutare@felixspa.com,Bihor,supermarket,+40757052213,
Tan Van,info@tanvan.nl,,en-gros,,
Tereos,contact-presse@tereos.com,,en-gros,,www.tereos.com
Tesco Central Europe,dodavatele@tesco-europe.com,,supermarket,,itesco.cz/dodavatele
Tesco PLC,supplierdevelopment@uk.tesco.com,,supermarket,,tescoplc.com/suppliers
The Greenery,g.breed@thegreenery.com,,en-gros,+310180655911,www.thegreenery.com
Thessaloniki Central Market,ixth-thes@otenet.gr,,en-gros,+302104821111,www.okaa.gr
Total Produce,info@doleplc.com,,en-gros,+35318872600,www.totalproduce.com
Transeuro SRL,contabilitate@transeuro-il.ro,Alba,supermarket,+40741887570,
Transgourmet,kontakt@transgourmet.de,,en-gros,,www.transgourmet.de
Transgourmet France,commerce-fruitsetlegumes@transgourmet.fr,,en-gros,,www.transgourmet.fr
Transgourmet Switzerland,footer-kundencenter@transgourmet.ch,,en-gros,+41848000501,www.transgourmet.ch
UNICARM SUPERMARKET SRL,cosmin.bozan@unicarm.ro,Arad,supermarket,+40758882404,
Unicarm SRL,bogdan.ilies@unicarm.ro,Alba,supermarket,40755030084,
United Wholesale Grocers,buying@uwgfoods.com,,en-gros,,uwgfoods.com
Univerexport,nabavka@univerexport.rs,,supermarket,,univerexport.rs
VENDING ZONE S.R.L.,ana.bocan@ofresh.ro,Brasov,supermarket,+40727500377,
VESPAN SRL,vespansalonta@gmail.com,Bihor,supermarket,40753366287,
"VROM  SHOP S.R.L.,",albert.adrian@lifeisgood.ro,Brasov,supermarket,+40724766688,
Vapiano,v.oneill@vapiano.eu,,en-gros,,www.vapiano.com
VeGe Italia,info@gruppovege.it,,en-gros,,www.gruppovege.it
Vero,nabavka@vero.com.mk,,supermarket,,vero.com.mk
WORLD CLASS ROMANIA SRL,ina.dan@e-construct.ro,Brasov,supermarket,0743201728,
Waitrose,suppliers@waitrose.co.uk,,supermarket,,johnlewispartnership.co.uk/suppliers
Waitrose,customerserviceteam@waitrose.co.uk,,supermarket,,www.waitrose.com
Warsaw Bronisze Wholesale Market,bronisze@bronisze.com.pl,,en-gros,+48 22 721 55 10,bronisze.com.pl
Whitbread,roz.golds@whitbread.com,,en-gros,+4402074045959,www.whitbread.co.uk
Yara International,hr@hotelinternational.ro,,en-gros,+40721299267,www.yara.com
ZENYTH PHARMACEUTICALS SRL,paula.alincai@zenyth.ro,Brasov,supermarket,+40233222206,
Zabka,kontakt@zabka.pl,,supermarket,+48618563700,www.zabka.pl
_Sector 6,contact@adps6.ro,Bucuresti,supermarket,+40214102550,VA B 32/02.11.2021/58
