hotel,hotelLabel,countryLabel,coord,website
http://www.wikidata.org/entity/Q26317747,The Bull Hotel,United Kingdom,Point(0.121403571 52.78561475),
http://www.wikidata.org/entity/Q26318434,Bingham House Hotel,United Kingdom,Point(-0.303418529 51.45521176),
http://www.wikidata.org/entity/Q26318455,Mitre Hotel,United Kingdom,Point(-0.342589219 51.4045513),
http://www.wikidata.org/entity/Q26318679,The Greyhound Inn,United Kingdom,Point(-0.164510669 51.36497358),https://www.thegreyhoundhotel.com
http://www.wikidata.org/entity/Q26318813,The Miller's Arms Public House,United Kingdom,Point(1.080481377 51.28247613),
http://www.wikidata.org/entity/Q26318959,The Swan Hotel,United Kingdom,Point(0.257233413 51.12592163),
http://www.wikidata.org/entity/Q26319125,32 and 64-66 Westbourne Terrace,United Kingdom,Point(-0.178808005 51.51481235),
http://www.wikidata.org/entity/Q26320144,Georgian House Hotel,United Kingdom,Point(-2.560396578 53.57652015),
http://www.wikidata.org/entity/Q26320405,"Buckhall, The Four Seasons Hotel",United Kingdom,Point(-2.298355979 53.3643352),
http://www.wikidata.org/entity/Q26320661,Trafford Park Hotel,United Kingdom,Point(-2.309741563 53.46708149),
http://www.wikidata.org/entity/Q26320740,Old Market Tavern,United Kingdom,Point(-2.35054005 53.38926256),
http://www.wikidata.org/entity/Q26321046,Glebe Hotel,United Kingdom,Point(-2.969114325 53.44470198),
http://www.wikidata.org/entity/Q26321331,Former Alexandra Hotel,United Kingdom,Point(1.42245161 51.33232483),
http://www.wikidata.org/entity/Q26321682,The Ship Hotel,United Kingdom,Point(0.943552839 50.98707103),
http://www.wikidata.org/entity/Q26322853,The Bell Hotel,United Kingdom,Point(1.342017609 51.27535399),
http://www.wikidata.org/entity/Q26322930,The Fleur De Lys Hotel,United Kingdom,Point(1.339286894 51.27511445),
http://www.wikidata.org/entity/Q26323326,Clarendon Hotel,United Kingdom,Point(1.404050658 51.22406398),https://www.theclarendon-hotel.com/
http://www.wikidata.org/entity/Q26324200,The White Lion Hotel,United Kingdom,Point(0.68671337 51.06781153),
http://www.wikidata.org/entity/Q26324951,Hadlow Manor Hotel,United Kingdom,Point(0.354858908 51.23385599),
http://www.wikidata.org/entity/Q26325496,Bull Hotel,United Kingdom,Point(0.629201008 51.05360476),
http://www.wikidata.org/entity/Q26325791,The Swan Hotel,United Kingdom,Point(0.789248996 51.03026211),
http://www.wikidata.org/entity/Q26325980,County Hotel,United Kingdom,Point(0.875286198 51.14928833),https://www.jdwetherspoon.com/pubs/all-pubs/england/kent/the-county-hotel-ashford
http://www.wikidata.org/entity/Q26325988,The George Hotel,United Kingdom,Point(0.872310874 51.1495054),
http://www.wikidata.org/entity/Q26327014,Bay Horse Hotel,United Kingdom,Point(-2.639593275 54.14367306),
http://www.wikidata.org/entity/Q26327187,Silverdale Hotel,United Kingdom,Point(-2.82896393 54.16683752),http://www.thesilverdalehotel.co.uk/
http://www.wikidata.org/entity/Q26327296,White Lion Hotel And Coach House Adjoining To North-East,United Kingdom,Point(-2.766293879 54.07601839),
http://www.wikidata.org/entity/Q26327315,"Blue Anchor Hotel, Bolton-le-Sands",United Kingdom,Point(-2.791166699 54.10287461),
http://www.wikidata.org/entity/Q26327318,Packet Boat Hotel,United Kingdom,Point(-2.790102625 54.10482296),
http://www.wikidata.org/entity/Q26327327,The Albion Hotel,United Kingdom,Point(0.060484006 51.20960913),
http://www.wikidata.org/entity/Q26327404,Raikes Hall Hotel,United Kingdom,Point(-3.040264772 53.8175637),
http://www.wikidata.org/entity/Q26327425,Railway Hotel,United Kingdom,Point(-2.884241007 53.78667362),
http://www.wikidata.org/entity/Q26327527,Spread Eagle Hotel,United Kingdom,Point(-2.341761216 53.91484741),https://spreadeaglesawley.co.uk/
http://www.wikidata.org/entity/Q26327533,Stirk House Hotel,United Kingdom,Point(-2.288348096 53.92934118),
http://www.wikidata.org/entity/Q26327603,Duke Of York,United Kingdom,Point(-2.368301742 53.90500809),
http://www.wikidata.org/entity/Q26327986,Prince Arthur Hotel,United Kingdom,Point(-3.010681275 53.92312327),
http://www.wikidata.org/entity/Q26328826,Waterloo Hotel,United Kingdom,Point(-2.199649634 53.70228834),
http://www.wikidata.org/entity/Q26331056,Crown Hotel,United Kingdom,Point(-0.727606 52.66949),
http://www.wikidata.org/entity/Q26333378,The Fallen Knight Hotel,United Kingdom,Point(-1.475174 52.746533),
http://www.wikidata.org/entity/Q26333520,Royal Goat Hotel,United Kingdom,Point(-4.1058263 53.0109426),https://www.royalgoathotel.com/
http://www.wikidata.org/entity/Q26335644,Fox And Hounds Hotel And Stables,United Kingdom,Point(-0.633587 52.690231),
http://www.wikidata.org/entity/Q26339056,The Garden Hotel,United Kingdom,Point(-1.937302 52.471714),
http://www.wikidata.org/entity/Q26339624,Three Tuns Hotel,United Kingdom,Point(-1.823151 52.5659),
http://www.wikidata.org/entity/Q26339628,The Royal Hotel,United Kingdom,Point(-1.823452 52.566454),
http://www.wikidata.org/entity/Q26341002,Plough And Harrow Hotel,United Kingdom,Point(-1.92752 52.472216),
http://www.wikidata.org/entity/Q26341798,Beechwood Hotel,United Kingdom,Point(-1.533249 52.443427),
http://www.wikidata.org/entity/Q26342104,The George Hotel,United Kingdom,Point(-1.775715 52.411858),
http://www.wikidata.org/entity/Q26342242,The Bull's Head Hotel,United Kingdom,Point(-1.644944 52.435913),
http://www.wikidata.org/entity/Q26342250,Meriden Hotel,United Kingdom,Point(-1.636991 52.43497),
http://www.wikidata.org/entity/Q26342485,The Bull Hotel,United Kingdom,Point(0.826536 52.57127),
http://www.wikidata.org/entity/Q26343891,Crown Hotel,United Kingdom,Point(0.65746 52.512511),http://www.the-crown-hotel.co.uk/
http://www.wikidata.org/entity/Q26345647,Kings Head Hotel,United Kingdom,Point(0.623955 52.85862),
http://www.wikidata.org/entity/Q26346038,The Orange Tree,United Kingdom,Point(0.578652 52.95988),
http://www.wikidata.org/entity/Q26346055,The Lodge Hotel,United Kingdom,Point(0.505178 52.950797),
http://www.wikidata.org/entity/Q26346094,Le Strange Arms Hotel,United Kingdom,Point(0.502278 52.952927),
http://www.wikidata.org/entity/Q26346718,The Royal Hotel,United Kingdom,Point(-0.623303 51.800465),
http://www.wikidata.org/entity/Q26346985,Old Mill House Hotel,United Kingdom,Point(-0.55164 51.756723),https://www.theoldmillpub.co.uk/
http://www.wikidata.org/entity/Q26348224,Red Lion Hotel,United Kingdom,Point(-1.782908 52.049685),
http://www.wikidata.org/entity/Q26348258,Noel Arms Hotel,United Kingdom,Point(-1.781415 52.05024),http://www.bespokehotels.com/noelarmshotel
http://www.wikidata.org/entity/Q26349954,Hendon Hall Hotel,United Kingdom,Point(-0.218602 51.594343),
http://www.wikidata.org/entity/Q26353274,The White Hart Hotel,United Kingdom,Point(-0.277621 51.608883),
http://www.wikidata.org/entity/Q26354034,The Regency Hotel,United Kingdom,Point(0.010016 51.468899),
http://www.wikidata.org/entity/Q26354037,The Clarendon Hotel,United Kingdom,Point(0.00983 51.46859),
http://www.wikidata.org/entity/Q26354040,Heathview Hotel,United Kingdom,Point(0.009685 51.468376),
http://www.wikidata.org/entity/Q26354044,Versailles Hotel,United Kingdom,Point(0.009535 51.468098),
http://www.wikidata.org/entity/Q26354200,St Wolframs Hotel,United Kingdom,Point(0.004288 51.466982),
http://www.wikidata.org/entity/Q26354303,Hermes Hotel,United Kingdom,Point(-0.307683 51.405257),
http://www.wikidata.org/entity/Q26354399,"Former Griffin Hotel, Now Griffin Centre, Including Shops, Bar And First-Floor Former Assembly Room",United Kingdom,Point(-0.306489 51.409107),
http://www.wikidata.org/entity/Q26355823,Kings Arms Hotel,United Kingdom,Point(-0.337576 51.406414),
http://www.wikidata.org/entity/Q26356139,The Castle Hotel,United Kingdom,Point(0.02065 51.609064),
http://www.wikidata.org/entity/Q26356642,Northwick Arms Hotel,United Kingdom,Point(-1.942536 52.090296),https://www.northwickhotel.co.uk/
http://www.wikidata.org/entity/Q26356721,Railway Hotel,United Kingdom,Point(-1.945825 52.097903),
http://www.wikidata.org/entity/Q17837316,"Leven House Hotel, Comrie Road, Crieff",United Kingdom,Point(-3.84372 56.3747),
http://www.wikidata.org/entity/Q17837444,"Savoy Park Hotel, 16 Racecourse Road, Ayr",United Kingdom,Point(-4.63682 55.4563),
http://www.wikidata.org/entity/Q17837470,Dunblane Hydropathic Hotel,United Kingdom,Point(-3.95442 56.1913),
http://www.wikidata.org/entity/Q17837496,"Gartferry Hotel, 44 Racecourse Road, Ayr",United Kingdom,Point(-4.63886 55.452),
http://www.wikidata.org/entity/Q17837513,"Invercloy Hotel, 46 Racecourse Road, Ayr",United Kingdom,Point(-4.63899 55.4515),
http://www.wikidata.org/entity/Q17837560,"Stirling Arms Hotel, Stirling Road, Dunblane",United Kingdom,Point(-3.96385 56.1864),
http://www.wikidata.org/entity/Q17837587,Spread Eagle Hotel,United Kingdom,Point(-2.5548 55.4784),
http://www.wikidata.org/entity/Q17837906,"The Bird In The Hand Hotel, Beith Road, Johnstone",United Kingdom,Point(-4.51282 55.8291),
http://www.wikidata.org/entity/Q17838198,Station Hotel,United Kingdom,Point(-4.62624 55.458),
http://www.wikidata.org/entity/Q17838702,"Hotel, 11 Barns Street, Ayr",United Kingdom,Point(-4.63368 55.4607),
http://www.wikidata.org/entity/Q17838789,"Queen's Head Hotel, 24 Bridge Street, Kelso",United Kingdom,Point(-2.43332 55.5976),
http://www.wikidata.org/entity/Q17838810,"Spread Eagle Hotel, 30-32 Bridge Street, Kelso",United Kingdom,Point(-2.43318 55.5975),
http://www.wikidata.org/entity/Q17838960,"Royal Dunkeld Hotel, Atholl Street, Dunkeld",United Kingdom,Point(-3.58592 56.5666),
http://www.wikidata.org/entity/Q17839266,"Atholl Arms Hotel, Bridge Street, Dunkeld",United Kingdom,Point(-3.58522 56.5653),
http://www.wikidata.org/entity/Q17839984,"Daljarrock Hotel, Pinwherry",United Kingdom,Point(-4.83263 55.1548),
http://www.wikidata.org/entity/Q17839991,"Crown Hotel, Main Street, Thornhill",United Kingdom,Point(-4.15077 56.1738),
http://www.wikidata.org/entity/Q17840255,"Cross Keys Hotel, The Square, Kelso",United Kingdom,Point(-2.43429 55.5988),
http://www.wikidata.org/entity/Q17841327,"Black Bull Hotel, 9 Market Place, Lauder",United Kingdom,Point(-2.74842 55.71949),
http://www.wikidata.org/entity/Q17841327,"Black Bull Hotel, 9 Market Place, Lauder",United Kingdom,Point(-2.74823 55.7198),
http://www.wikidata.org/entity/Q17841515,"Queen's Hotel, 1 Montgomerie Street, Girvan",United Kingdom,Point(-4.85308 55.2439),
http://www.wikidata.org/entity/Q17841528,Forteviot Hotel,United Kingdom,Point(-3.54395 56.3418),
http://www.wikidata.org/entity/Q17841838,"Raemartin Hotel, Raemartin Square, West Linton",United Kingdom,Point(-3.35612 55.7523),
http://www.wikidata.org/entity/Q17842087,"Fortingall Hotel, Fortingall",United Kingdom,Point(-4.05167 56.5982),
http://www.wikidata.org/entity/Q17842322,Allan Ramsay Hotel,United Kingdom,Point(-3.34004 55.7905),
http://www.wikidata.org/entity/Q17842522,Cultoquhey House Hotel,United Kingdom,Point(-3.79532 56.3893),
http://www.wikidata.org/entity/Q17842758,Turnberry Hotel,United Kingdom,Point(-4.82895 55.314),https://www.trumphotels.com/turnberry
http://www.wikidata.org/entity/Q17843577,"The Kings Arms Hotel, High Street, Melrose",United Kingdom,Point(-2.72117 55.598),
http://www.wikidata.org/entity/Q17843706,"Burt's Hotel, 2, 4, 6, 8 Market Square, Melrose",United Kingdom,Point(-2.72039 55.5973),
http://www.wikidata.org/entity/Q17843754,"Bon Accord Hotel, 3 Market Square, Melrose",United Kingdom,Point(-2.71975 55.5977),
http://www.wikidata.org/entity/Q17843782,"Kenmore Hotel, The Square, Kenmore",United Kingdom,Point(-3.99928 56.5852),
http://www.wikidata.org/entity/Q17843786,Waverley Hydropathic Hotel,United Kingdom,Point(-2.74271 55.6033),
http://www.wikidata.org/entity/Q17843805,"Heritage Hotel, 16 Allan Park, Stirling",United Kingdom,Point(-3.9399 56.1163),
http://www.wikidata.org/entity/Q17843825,"Allan Park Hotel, 20 Allan Park, Stirling",United Kingdom,Point(-3.94016 56.116),
http://www.wikidata.org/entity/Q17843891,"Black Bull Hotel, Main Street, Straiton",United Kingdom,Point(-4.55174 55.3114),
http://www.wikidata.org/entity/Q17844066,"Temperance Hotel, 32-34 King Street, Stirling",United Kingdom,Point(-3.93793 56.1184),
http://www.wikidata.org/entity/Q17844084,"Douglas Hotel, 65 Murray Place, Stirling",United Kingdom,Point(-3.93751 56.1186),
http://www.wikidata.org/entity/Q17844084,"Douglas Hotel, 65 Murray Place, Stirling",United Kingdom,Point(-3.93703 56.119),
http://www.wikidata.org/entity/Q17844271,"Welbeck Hotel, Bentinck Drive, Troon",United Kingdom,Point(-4.65363 55.5388),
http://www.wikidata.org/entity/Q17844554,"Castle Hotel, 29 Upper Castle Hill, Stirling",United Kingdom,Point(-3.94485 56.1227),
http://www.wikidata.org/entity/Q17844680,"Romanno Bridge Hotel, Romannobridge",United Kingdom,Point(-3.33723 55.7185),
http://www.wikidata.org/entity/Q17845131,"Kirkland's Hotel, 20 High Street, Kinross",United Kingdom,Point(-3.42222 56.2059),
http://www.wikidata.org/entity/Q17845134,"Terraces Hotel, 4 Melville Terrace, Stirling",United Kingdom,Point(-3.93871 56.1144),
http://www.wikidata.org/entity/Q17845226,"Strathaven Hotel, Hamilton Road, Strathaven",United Kingdom,Point(-4.06182 55.6844),
http://www.wikidata.org/entity/Q17845281,"County Hotel, High Street, Peebles",United Kingdom,Point(-3.19017 55.6515),
http://www.wikidata.org/entity/Q17845351,"Tontine Hotel, High Street, Peebles",United Kingdom,Point(-3.19066 55.6512),
http://www.wikidata.org/entity/Q17845434,"Caledonian Railway Hotel, 69, 71, 73 High Street, Peebles",United Kingdom,Point(-3.19199 55.6512),
http://www.wikidata.org/entity/Q17845711,"Crown Hotel, 109, 111 High Street, Biggar",United Kingdom,Point(-3.52329 55.6249),
http://www.wikidata.org/entity/Q17845771,"Hotel, 32 Park Terrace, Stirling",United Kingdom,Point(-3.9465 56.1126),
http://www.wikidata.org/entity/Q17845797,"Elphinstone Hotel, 145 High Street, Biggar",United Kingdom,Point(-3.52207 55.6249),
http://www.wikidata.org/entity/Q17845891,"Birnam Hotel, Perth Road, Birnam",United Kingdom,Point(-3.57791 56.5595),
http://www.wikidata.org/entity/Q17846183,"Royal Hotel, 2-4 Queen Street, Stirling",United Kingdom,Point(-3.93915 56.1225),
http://www.wikidata.org/entity/Q17846281,Dunfallandy House Hotel,United Kingdom,Point(-3.72289 56.6898),
http://www.wikidata.org/entity/Q17846451,"Royal Hotel, 4 Bellshill Road, Uddingston",United Kingdom,Point(-4.08237 55.8183),
http://www.wikidata.org/entity/Q17846475,"Royal Hotel, 23A-25 Main Street, Uddingston",United Kingdom,Point(-4.08222 55.8183),
http://www.wikidata.org/entity/Q17846483,Sunlaws House Hotel,United Kingdom,Point(-2.4691 55.5585),
http://www.wikidata.org/entity/Q17846942,"Cambuslang, 25 Central Avenue, Hotel",United Kingdom,Point(-4.17885 55.8193),
http://www.wikidata.org/entity/Q17846948,"Clovenfords Hotel, Clovenfords",United Kingdom,Point(-2.87667 55.6186),
http://www.wikidata.org/entity/Q17847197,Fleece Hotel,United Kingdom,Point(-2.8421 55.5472),
http://www.wikidata.org/entity/Q17847243,Cross Keys Hotel,United Kingdom,Point(-2.68395 55.4574),
http://www.wikidata.org/entity/Q17847346,"Glen Hotel, Yarrow Terrace, Selkirk",United Kingdom,Point(-2.85239 55.5467),
http://www.wikidata.org/entity/Q17847906,"Hopetoun Arms Hotel, Leadhills",United Kingdom,Point(-3.76085 55.4159),
http://www.wikidata.org/entity/Q17847931,"Post Horn Hotel, Crawford",United Kingdom,Point(-3.65896134 55.471836581),
http://www.wikidata.org/entity/Q17848208,"Manorhead Hotel, 168 Galashiels Road, Stow",United Kingdom,Point(-2.86404 55.6951),
http://www.wikidata.org/entity/Q17848377,"The Popinjay Hotel, Lanark Road, Rosebank",United Kingdom,Point(-3.90239 55.7264),
http://www.wikidata.org/entity/Q17848676,"Royal Hotel, 2 South Street, Milnathort",United Kingdom,Point(-3.42053 56.2264),
http://www.wikidata.org/entity/Q17848730,"Douglas Arms Hotel, Douglas",United Kingdom,Point(-3.84802 55.5558),
http://www.wikidata.org/entity/Q17849132,"Dumbarton, Glasgow Road, Dumbuck Hotel",United Kingdom,Point(-4.53854 55.9374),
http://www.wikidata.org/entity/Q17849460,"Montgomerie Arms Hotel, East Kilbride",United Kingdom,Point(-4.17579 55.765),
http://www.wikidata.org/entity/Q17849773,"Thistle Inn Hotel, Westruther",United Kingdom,Point(-2.58479 55.7421),
http://www.wikidata.org/entity/Q17850503,Royal George Hotel,United Kingdom,Point(-3.4272 56.398),
http://www.wikidata.org/entity/Q17850601,"White Swan Hotel, 31, 32, 33, 34 Market Square, Duns",United Kingdom,Point(-2.34466 55.7781),
http://www.wikidata.org/entity/Q17850633,"Dunlop Trust Hotel, 46 Market Square, Duns",United Kingdom,Point(-2.34458 55.7775),
http://www.wikidata.org/entity/Q17850720,"Barniken Hotel, 18 Murray Street, Duns",United Kingdom,Point(-2.34213 55.7768),
http://www.wikidata.org/entity/Q17851056,"Busta House Hotel, Brae",United Kingdom,Point(-1.37581 60.3837),http://www.bustahouse.com
http://www.wikidata.org/entity/Q17851385,"Royal Hotel, 117-121 Quarry Street and 2-8 Duke Street, Hamilton",United Kingdom,Point(-4.0366 55.774),
http://www.wikidata.org/entity/Q17851433,"St Michaels Hotel, 17 High Street, Linlithgow",United Kingdom,Point(-3.59717 55.9766),
http://www.wikidata.org/entity/Q17852013,"Queen's Hotel, 24-30 Commercial Street, Lerwick",United Kingdom,Point(-1.13996 60.1531),
http://www.wikidata.org/entity/Q17852295,"The Torphicen Arms Hotel, Bank Street, Mid Calder",United Kingdom,Point(-3.47985 55.8926),
http://www.wikidata.org/entity/Q17852518,Salutation Hotel,United Kingdom,Point(-3.42775 56.395),
http://www.wikidata.org/entity/Q17852699,"Oatridge Hotel, 2, 4 East Main Street, Uphall",United Kingdom,Point(-3.50586 55.9297),
http://www.wikidata.org/entity/Q17852982,Shieldhill Hotel,United Kingdom,Point(-3.58017 55.6471),
http://www.wikidata.org/entity/Q17853256,"Rodel Hotel, Harris",United Kingdom,Point(-6.96276 57.7384),http://www.rodelhotel.co.uk/
http://www.wikidata.org/entity/Q17853608,"The Ship Hotel, Harbour Road, Eyemouth",United Kingdom,Point(-2.08777 55.8719),
http://www.wikidata.org/entity/Q17854057,"Lewis Hotel, 9-10 North Beach, Stornoway, Lewis",United Kingdom,Point(-6.39073 58.2083),
http://www.wikidata.org/entity/Q17903144,"Fife Arms Hotel, 28-30 Regent Street, Keith",United Kingdom,Point(-2.96063 57.5444),
http://www.wikidata.org/entity/Q17964782,The Bear's Head Hotel,United Kingdom,Point(-2.33717 53.1758),https://www.vintageinn.co.uk/restaurants/north-west/thebearsheadbrereton
http://www.wikidata.org/entity/Q17985469,Aldrovandi Villa Borghese,Italy,Point(12.484781 41.91879),http://www.aldrovandi.com/
http://www.wikidata.org/entity/Q17985472,Alexander Inn,United States,,
http://www.wikidata.org/entity/Q17986530,Claussen's Bakery,United States,Point(-81.018055555 34.000277777),
http://www.wikidata.org/entity/Q17990408,Kyoto Station Hotel,Japan,,
http://www.wikidata.org/entity/Q17993584,Hotel Caracas Palace,Venezuela,Point(-66.848 10.4961),
http://www.wikidata.org/entity/Q17998293,Arion Swiss Belhotel,Indonesia,Point(107.60449 -6.913578),http://www.swiss-belhotel.com/bandung/indonesia/bandung
http://www.wikidata.org/entity/Q17998403,Aston Niu Manokwari,Indonesia,Point(134.04181 -0.897529),http://www.aston-international.com/ourhotels_overview.php?id=NDY=
http://www.wikidata.org/entity/Q18005519,Q18005519,Spain,Point(-3.69403 40.4128),
http://www.wikidata.org/entity/Q18008945,Hotel Le Chantecler,Canada,Point(-74.147252 45.950428),
http://www.wikidata.org/entity/Q18011311,Monte Vista Hotel,United States,Point(-82.3225 35.6153),
http://www.wikidata.org/entity/Q18018026,Hotel Viking,Norway,Point(10.74995 59.91246),
http://www.wikidata.org/entity/Q18020950,Hotel Fürst zu Stolberg,Germany,Point(10.672837 51.761695),
http://www.wikidata.org/entity/Q18020955,Hotel am Zoo,Germany,Point(13.32895 52.5036),http://www.hotelzoo.de/
http://www.wikidata.org/entity/Q18020955,Hotel am Zoo,Germany,Point(13.3290393 52.5036072),http://www.hotelzoo.de/
http://www.wikidata.org/entity/Q26360264,Hop Pole Hotel,United Kingdom,Point(-2.504991 52.189107),http://www.thehoppoleatbromyard.co.uk/
http://www.wikidata.org/entity/Q26362006,The Elms Hotel,United Kingdom,Point(-2.393408 52.302564),
http://www.wikidata.org/entity/Q26362006,The Elms Hotel,United Kingdom,Point(-2.3934 52.3026),
http://www.wikidata.org/entity/Q26362085,The Foley Arms Hotel,United Kingdom,Point(-2.330092 52.112341),
http://www.wikidata.org/entity/Q26362443,Montrose Hotel,United Kingdom,Point(-2.327602 52.113281),
http://www.wikidata.org/entity/Q26362511,The Abbey Hotel With Adjoining Wing To North West,United Kingdom,Point(-2.32924 52.11029),
http://www.wikidata.org/entity/Q26362511,The Abbey Hotel With Adjoining Wing To North West,United Kingdom,Point(-2.32909 52.110328),
http://www.wikidata.org/entity/Q26362619,Royal Oak Hotel,United Kingdom,Point(-2.422418 52.035464),
http://www.wikidata.org/entity/Q26363561,Wheatsheaf Hotel,United Kingdom,Point(-0.440397 53.683056),
http://www.wikidata.org/entity/Q26363805,White Swan Hotel,United Kingdom,Point(-0.443661 53.688127),
http://www.wikidata.org/entity/Q26365930,San Pietro,United Kingdom,Point(-0.639082 53.590213),
http://www.wikidata.org/entity/Q26366997,Barmby Moor House Hotel,United Kingdom,Point(-0.8196 53.929072),
http://www.wikidata.org/entity/Q26367423,Kings Head Hotel,United Kingdom,Point(-0.431021 53.842429),
http://www.wikidata.org/entity/Q26367656,Londesborough Arms Hotel,United Kingdom,Point(-0.666556 53.864672),http://thelondesborougharms.com/
http://www.wikidata.org/entity/Q26368146,The Wellington Hotel,United Kingdom,Point(0.253153 51.13128),
http://www.wikidata.org/entity/Q26368182,Mount Edgcombe,United Kingdom,Point(0.255557 51.131175),
http://www.wikidata.org/entity/Q26368532,The Star And Eagle Hotel,United Kingdom,Point(0.460673 51.113458),
http://www.wikidata.org/entity/Q26369898,Duke Of Cumberland Hotel,United Kingdom,Point(1.024107 51.360511),
http://www.wikidata.org/entity/Q26370293,The Pier Hotel,United Kingdom,Point(1.121157 51.371519),
http://www.wikidata.org/entity/Q26370398,Bell Hotel,United Kingdom,Point(1.079474 51.279457),
http://www.wikidata.org/entity/Q26370504,The Flying Horse Public House,United Kingdom,Point(1.08309 51.27632),
http://www.wikidata.org/entity/Q26370504,The Flying Horse Public House,United Kingdom,Point(1.083163 51.276317),
http://www.wikidata.org/entity/Q26372262,The Castle Hotel,United Kingdom,Point(1.421453 51.332408),
http://www.wikidata.org/entity/Q26372328,The Sylvan Hotel,United Kingdom,Point(1.412858 51.336941),
http://www.wikidata.org/entity/Q26372459,Albion House,United Kingdom,Point(1.423283 51.332885),
http://www.wikidata.org/entity/Q26375395,The Royal Oak Hotel,United Kingdom,Point(0.193336 51.266208),
http://www.wikidata.org/entity/Q26375620,Granville Terrace  St Clu Hotel,United Kingdom,Point(1.428795 51.3367),
http://www.wikidata.org/entity/Q26375730,The Regency Hotel,United Kingdom,Point(1.412048 51.328905),
http://www.wikidata.org/entity/Q26377283,The Dickens Hotel,United Kingdom,Point(0.509689 51.383377),
http://www.wikidata.org/entity/Q26378341,Waverley Hotel,United Kingdom,Point(-3.587823 54.54977),
http://www.wikidata.org/entity/Q26378356,Royal Standard Hotel,United Kingdom,Point(-3.592336 54.548028),
http://www.wikidata.org/entity/Q26378381,Golden Lion Hotel,United Kingdom,Point(-3.590624 54.547349),
http://www.wikidata.org/entity/Q26378437,Royal Hotel,United Kingdom,Point(-3.589603 54.547211),
http://www.wikidata.org/entity/Q26378643,The Snecklifter,United Kingdom,Point(-3.587849 54.549321),
http://www.wikidata.org/entity/Q26379634,Priory Hotel,United Kingdom,Point(-2.954197 54.200966),
http://www.wikidata.org/entity/Q26379687,Queen's Head Public House,United Kingdom,Point(-2.998436 54.374759),https://queensheadhawkshead.co.uk/
http://www.wikidata.org/entity/Q26379689,Ivy House Hotel,United Kingdom,Point(-2.99934 54.375251),
http://www.wikidata.org/entity/Q26379765,Royal Hotel,United Kingdom,Point(-2.721299 54.181659),
http://www.wikidata.org/entity/Q26379843,The Talbot Hotel,United Kingdom,Point(-1.487648 53.030542),
http://www.wikidata.org/entity/Q26379851,The Lion Hotel,United Kingdom,Point(-1.484547 53.024227),
http://www.wikidata.org/entity/Q26380054,White Lion Hotel,United Kingdom,Point(-2.734703 54.942671),
http://www.wikidata.org/entity/Q26380055,New Bridge Hotel,United Kingdom,Point(-2.69926 54.961844),
http://www.wikidata.org/entity/Q26380112,Crown Hotel,United Kingdom,Point(-2.832042 54.883157),
http://www.wikidata.org/entity/Q26380168,The Manor Hotel,United Kingdom,Point(-1.476198 53.302015),
http://www.wikidata.org/entity/Q26380400,Royal Hotel,United Kingdom,Point(-1.944867 53.379509),
http://www.wikidata.org/entity/Q26380488,The George Hotel,United Kingdom,Point(-1.999954 53.368808),
http://www.wikidata.org/entity/Q26380516,Jodrell Arms Hotel,United Kingdom,Point(-1.98436 53.330371),
http://www.wikidata.org/entity/Q26380578,The Cavendish Hotel,United Kingdom,Point(-1.616808 53.245704),
http://www.wikidata.org/entity/Q26380811,Swan Hotel,United Kingdom,Point(-1.834937 51.760798),http://www.cotswold-inns-hotels.co.uk/property/the_swan_hotel
http://www.wikidata.org/entity/Q26381067,"Annexe To Manor House Hotel, Adjoining On North",United Kingdom,Point(-1.703087 51.988171),
http://www.wikidata.org/entity/Q26381068,South Wing Of The White Hart Royal Hotel  Sunnyside  The Cotswold Restaurant,United Kingdom,Point(-1.7027 51.989456),
http://www.wikidata.org/entity/Q26381162,The Old Manse Hotel,United Kingdom,Point(-1.758603 51.88431),
http://www.wikidata.org/entity/Q26381200,Stow Lodge Hotel,United Kingdom,Point(-1.724121 51.930322),
http://www.wikidata.org/entity/Q26381288,The Swan Hotel,United Kingdom,Point(-2.353695 51.637444),https://swanhotelwotton.com/
http://www.wikidata.org/entity/Q26381373,Wellington Hotel,United Kingdom,Point(1.381582 51.38958),
http://www.wikidata.org/entity/Q26382321,The Manor House,United Kingdom,Point(-1.75996 51.90162),
http://www.wikidata.org/entity/Q26382321,The Manor House,United Kingdom,Point(-1.759891 51.901674),
http://www.wikidata.org/entity/Q26382377,The Bull Hotel,United Kingdom,Point(-1.781815 51.707871),
http://www.wikidata.org/entity/Q26382657,Wick Hill House Hotel,United Kingdom,Point(-1.713822 51.898497),
http://www.wikidata.org/entity/Q26382766,Inn For All Seasons,United Kingdom,Point(-1.705323 51.80684),
http://www.wikidata.org/entity/Q26382855,The Wheatsheaf Hotel,United Kingdom,Point(-1.838193 51.830933),https://www.cotswoldswheatsheaf.com/
http://www.wikidata.org/entity/Q26382959,Berkeley Arms Hotel,United Kingdom,Point(-2.457796 51.691149),
http://www.wikidata.org/entity/Q26383097,Bowden Hall Hotel,United Kingdom,Point(-2.188559 51.834317),
http://www.wikidata.org/entity/Q26383296,The Falcon Hotel,United Kingdom,Point(-2.19558 51.785817),
http://www.wikidata.org/entity/Q26383498,The Frocester,United Kingdom,Point(-2.312306 51.727141),
http://www.wikidata.org/entity/Q26383778,Hatherley Manor Hotel,United Kingdom,Point(-2.206447 51.902888),
