CUI,COD_INMATRICULARE,DATA_INMATRICULARE,EUID,FIRMA,STARE_FIRMA,FORMA_JURIDICA,TIP_SOCIETATE,TIP_SEDIU,TARA,JUDET,LOCALITATE,STRADA,NR,BLOC,SCARA,ETAJ,APARTAMENT,SECTOR,CONTINUARE_ADRESA,CONTACT_FIRMA,BILANTDEPUS_2018,SUBTIP_BILANT_2018,CAEN_BILANT_2018,CIFRA_AFACERI_2018,PROFIT_NET_2018,PIERDERE_NETA_2018,NR_MEDIU_SALARIATI_2018
26691945,C34/1/2010,2010-03-23,ROONRC.C34/1/2010,APIROŞIORI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Roşiori de Vede,Aleea 2 C.F.R. NORD,35,,,,,0.0,,Telefon: 0726048010; ,NU,,,,,,
26697522,C07/9/2010,2010-03-24,ROONRC.C07/9/2010,MALURILE BAŞEULUI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Negreni,,,,,,,0.0,,Telefon: 0765/886413; ,NU,,,,,,
26716497,C07/13/2010,2010-03-29,ROONRC.C07/13/2010,LIBERTATE ŞI PRIETENIE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Leorda,Str. PRINCIPALĂ,43,,,,,,,Telefon: 0744/534945; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,,137518.0,0.0,1.0
26716527,C07/11/2010,2010-03-29,ROONRC.C07/11/2010,ASOCIEREA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Mihălăşeni,SARATA,,,,,,0.0,,Telefon: 0743/873123; ,NU,,,,,,
26716535,C07/12/2010,2010-03-29,ROONRC.C07/12/2010,AMARY CORPORATION COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Hăneşti,,,,,,,0.0,camera 2 din GRĂDINIŢA DE COPII,Telefon: 0749/364873; ,NU,,,,,,
26716543,C07/10/2010,2010-03-29,ROONRC.C07/10/2010,FLACĂRA ROŞIA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Flămânzi,BOSÎNCENI,,,,,,0.0,,Telefon: 0740/471987; ,NU,,,,,,
26724368,C07/15/2010,2010-03-30,ROONRC.C07/15/2010,FERMIERUL VLĂSINEŞTEAN COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Vlăsineşti,,,,,,,,,Telefon: 0744/666654; Adresa de e-mail: primariavlasineşti@yahoo.com; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,1100304.0,2182.0,0.0,4.0
26724376,C07/14/2010,2010-03-30,ROONRC.C07/14/2010,AGRODOB COROGEA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Dobârceni,,,,,,,,,Telefon: 0755/211996; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,,0.0,0.0,1.0
26727488,C09/1/2010,2010-03-30,ROONRC.C09/1/2010,ZECE SPICE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Brăila,Brăila,Str. NICOLAE TITULESCU,43,,,,,0.0,,Telefon: 0722228328; ,NU,,,,,,
26731373,C07/17/2010,2010-03-31,ROONRC.C07/17/2010,ZOO-CARABAŞA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Bucecea,Calea NAŢIONALĂ,30,,,,,0.0,"în clădirea fostei Primării, camera nr.1 şi camera nr.2",Telefon: 0746/693935; ,DA,Soc. com. sistem simplificat 4 formulare,4621.0,,0.0,39832.0,1.0
26731390,C07/16/2010,2010-03-31,ROONRC.C07/16/2010,SF. MIHAIL ŞI GAVRIL COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Draxini,,,,,,,0.0,,Telefon: 0724/043213; ,NU,,,,,,
26745786,C07/19/2010,2010-04-06,ROONRC.C07/19/2010,AGROZOOTEHNICA SAVIV COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Sărata,,,,,,,0.0,,Telefon: 0749/520968; ,DA,Soc. com. sistem simplificat 4 formulare,162.0,,0.0,0.0,
26745778,C07/18/2010,2010-04-06,ROONRC.C07/18/2010,AGRANA CORPORATION COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Hăneşti,,,,,,,0.0,"în clădirea Grădiniţei, camera 1",Telefon: 0762/911718; ,NU,,,,,,
26749478,C26/2/2010,2010-04-06,ROONRC.C26/2/2010,CAMPIA BAND COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Mureş,Band,Str. MĂDĂRAŞULUI,63,,,,,0.0,,,DA,Soc. com. sistem simplificat 4 formulare,4623.0,,0.0,0.0,1.0
26751311,C07/20/2010,2010-04-07,ROONRC.C07/20/2010,VASILACTOFERM COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Hilişeu-Cloşca,,,,,,,0.0,,Telefon: 0756/104257; ,NU,,,,,,
26765902,C07/21/2010,2010-04-12,ROONRC.C07/21/2010,COOPFLAM COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Oraş Flămânzi,Str. PINTILIE,2,,,,,,,Telefon: 0740/706315; ,NU,,,,,,
26777230,C07/22/2010,2010-04-14,ROONRC.C07/22/2010,PATRU STEJARI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Darabani,Str. TUDOR VLADIMIRESCU,47,,,,,0.0,,Telefon: 0761/140679; Telefon: 0740/092855; ,NU,,,,,,
26792389,C07/23/2010,2010-04-16,ROONRC.C07/23/2010,AGROZOOTEHNICA HUDEŞTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Hudeşti,,,,,,,0.0,,Telefon: 0751/219402; ,DA,Soc. com. sistem simplificat 4 formulare,141.0,,164654.0,0.0,1.0
26802466,C03/1/2010,2010-04-20,ROONRC.C03/1/2010,ARGEŞ BIOSUD COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Argeş,Şerboeni,Str. VIILOR,27,,,1,1,0.0,BLOC ADMINISTRATIV,Telefon: 0744544699; ,DA,Soc. com. sistem simplificat 4 formulare,4611.0,98588.0,51453.0,0.0,1.0
26817025,C07/24/2010,2010-04-22,ROONRC.C07/24/2010,TEMVADO COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Dersca,DERSCA,0,,,,,0.0,,Telefon: 0741/934009; ,DA,Soc.cu bilant prescurtat(scurt),141.0,29201.0,0.0,12311.0,
26825184,C07/25/2010,2010-04-23,ROONRC.C07/25/2010,AGROZOOSTAR COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Vârfu Câmpului,VÎRFU CÎMPULUI,0,,,,,0.0,,Telefon: 0749/082475; ,NU,,,,,,
26818713,C34/2/2010,2010-04-23,ROONRC.C34/2/2010,TERENORD COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Scurtu Mare,,,,,,,0.0,,Telefon: 721324109; ,DA,Soc. com. sistem simplificat 4 formulare,4611.0,39722.0,0.0,8841.0,1.0
26830105,C07/27/2010,2010-04-26,ROONRC.C07/27/2010,ZOOVET GORBĂNEŞTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Socrujeni,SOCRUJENI,0,,,,,0.0,,,DA,Soc. com. sistem simplificat 4 formulare,145.0,446260.0,7930.0,0.0,1.0
26830091,C07/26/2010,2010-04-26,ROONRC.C07/26/2010,DEALUL VIEI SUHARĂU COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Suharău,SUHARĂU,0,,,,,0.0,,Telefon: 0744/476429; ,DA,Soc. com. sistem simplificat 4 formulare,4621.0,308094.0,0.0,0.0,
26850854,C07/28/2010,2010-04-29,ROONRC.C07/28/2010,CONCEASCA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Conceşti,CONCEŞTI,0,,,,,0.0,,Telefon: 0764/556936; Telefon: 0761/033851; ,DA,Soc. com. sistem simplificat 4 formulare,4621.0,,52845.0,0.0,
26858815,C07/29/2010,2010-04-30,ROONRC.C07/29/2010,ZOMINA FERM COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Săveni,Str. 1 DECEMBRIE,1,,,,,0.0,camera nr.13 din incinta clădirii Primăriei Săveni,Telefon: 0768/093622; ,NU,,,,,,
26876897,C07/30/2010,2010-05-04,ROONRC.C07/30/2010,ECOROŞIORI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Roşiori,,,,,,,0.0,,Telefon: 0741/150712; ,NU,,,,,,
26880693,C04/1/2010,2010-05-05,ROONRC.C04/1/2010,COOPERATIVĂ AGRICOLĂ RANGE-MONTANA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Bacău,Moineşti,Str. PĂCII,54,,,,,0.0,,Telefon: 0762204545; Adresa de e-mail: titico67@gmail.com; ,NU,,,,,,
26890387,C07/32/2010,2010-05-06,ROONRC.C07/32/2010,CORNĂŢELUL DIN DEAL COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Vorona,VORONA,0,,,,,0.0,camera nr.2 din incinta Primăriei Vorona,Telefon: 0747/055408; ,DA,Soc. com. sistem simplificat 4 formulare,141.0,137035.0,0.0,137924.0,1.0
26890379,C07/31/2010,2010-05-06,ROONRC.C07/31/2010,MICUL ZOOTEHNIST COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Drăguşeni,DRĂGUŞENI,0,,,,,0.0,camera nr.1 situată în incinta Consiliului Local Drăguşeni,Telefon: 0740/917333; ,NU,,,,,,
26889960,C33/1/2010,2010-05-06,ROONRC.C33/1/2010,COOPERATIVA AGRICOLĂ VATRA MOLDOVIŢEI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Suceava,Vatra Moldoviţei,,96,,,,,0.0,,Telefon: 0731348593; ,NU,,,,,,
26905224,C07/33/2010,2010-05-10,ROONRC.C07/33/2010,HOLMFERM COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Frumuşica,FRUMUŞICA,0,,,,,0.0,,Telefon: 0743/157791; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,,0.0,0.0,
26904911,C51/2/2010,2010-05-10,ROONRC.C51/2/2010,COOPERATIVA DE CREŞTERE ŞI VALORIFICARE PORCINE TĂMĂDĂU COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Călăraşi,Călăreţi,,,,,,,0.0,,Telefon: 0242641222; Telefon: 0242643498; ,NU,,,,,,
26904962,C33/2/2010,2010-05-10,ROONRC.C33/2/2010,COOPERATIVA AGRICOLĂ GENETICA PORCINĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Suceava,Capu Câmpului,,227 A,,,,,0.0,camera 6,Telefon: 0741128062; ,DA,Soc. com. sistem simplificat 4 formulare,146.0,,0.0,0.0,
26919440,C07/34/2010,2010-05-12,ROONRC.C07/34/2010,SITNA TODIRENI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Cerneşti,CERNEŞTI,0,,,,,0.0,,Telefon: 0744/254322; Telefon: 0231/574740; ,NU,,,,,,
26951301,C16/1/2010,2010-05-19,ROONRC.C16/1/2010,SUDPROJECT COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Craiova,"Cart. EROILOR, STR. 22 DECEMBRIE 1989",7,H5,A,,10,0.0,,Telefon: 0744621585; ,NU,,,,,,
26950179,J23/1499/2010,2010-05-19,ROONRC.J23/1499/2010,COOPERATIVA SILISTEA PRODUCTIE SUINE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Ilfov,Oraş Pantelimon,Şos. CERNICA,75-23,,,,,,"PARTER, CAMERA 3, COMPLEX ""SWAN LAKE VILLAGE""",Telefon: 0213695790; ,DA,Soc.cu bilant prescurtat(scurt),4632.0,8630345.0,31592.0,0.0,94.0
26961070,C10/1/2010,2010-05-20,ROONRC.C10/1/2010,INDAC AGRO COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Buzău,Buzău,Aleea DUMBRAVA,"2,BIROUL 5",,,,,0.0,,Telefon: 0238710492; ,DA,Soc.cu bilant prescurtat(scurt),147.0,7742669.0,34082.0,0.0,1.0
26967650,C07/35/2010,2010-05-21,ROONRC.C07/35/2010,CODRII HERŢEI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Cristineşti,CRISTINEŞTI,0,,,,,0.0,,Telefon: 07481/364330; ,DA,Soc. com. sistem simplificat 4 formulare,4621.0,,89758.0,0.0,1.0
26969040,C13/5/2010,2010-05-21,ROONRC.C13/5/2010,HAPPY MEAT COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Constanţa,Constanţa,Aleea MURELOR,2,R1,B,P,24,0.0,,Telefon: 0723618513; ,NU,,,,,,
26969490,C33/4/2010,2010-05-21,ROONRC.C33/4/2010,COOPERATIVA AGRICOLĂ MACO-LACT BREAZA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Suceava,Breaza,,95/B,,,,,0.0,,Telefon mobil: 0727281214; ,NU,,,,,,
26973300,C22/1/2010,2010-05-25,ROONRC.C22/1/2010,ITROM TRADE COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Iaşi,Iaşi,Str. FÎNTÎNILOR,35,b1,,8,67,0.0,,,DA,Soc. com. sistem simplificat 4 formulare,4621.0,204947.0,1120.0,0.0,
26975815,C30/2/2010,2010-05-25,ROONRC.C30/2/2010,INTRESUIN COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Satu Mare,Racşa,RACŞA,619,,,,,0.0,,Telefon: 0753319248; Telefon: 0753319248; ,DA,Soc.cu bilant prescurtat(scurt),150.0,0.0,0.0,0.0,
26980277,C05/2/2010,2010-05-26,ROONRC.C05/2/2010,CENTROVO TINCA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Bihor,Tinca,Str. MUREŞULUI,80,,,,,0.0,,Telefon: 0728800052; Telefon: 0728800051; ,NU,,,,,,
26976314,C08/10/2010,2010-05-26,ROONRC.C08/10/2010,MĂGURA CODLEA BIOLAND COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Braşov,Codlea,Str. LATERALĂ,10,,,,2,0.0,,Telefon: 0762447628; ,NU,,,,,,
26988475,C07/36/2010,2010-05-27,ROONRC.C07/36/2010,EUROLACT BRĂEŞTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Braeşti,BRĂEŞTI,0,,,,,0.0,,Telefon: 0749/082367; Telefon: 0732/129347; ,NU,,,,,,
26985320,C20/1/2010,2010-05-27,ROONRC.C20/1/2010,AGRO HUNEDOREANA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Hunedoara,Călan,Str. FURNALISTULUI,"14, CAM. 1",,,,,0.0,,Telefon: 0254734214; ,DA,Soc. com. sistem simplificat 4 formulare,4611.0,,0.0,27239.0,0.0
26986911,C24/1/2010,2010-05-27,ROONRC.C24/1/2010,VALEA LAZULUI-BERBEŞTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Maramureş,Berbeşti,,355,,,,,0.0,,Telefon: 0751430924; ,NU,,,,,,
26994817,C07/37/2010,2010-05-28,ROONRC.C07/37/2010,FERMA AGROSTART COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Sauceniţa,SAUCENIŢA,0,,,,,0.0,,,DA,Soc. com. sistem simplificat 4 formulare,1039.0,,5409.0,0.0,
26991152,C22/2/2010,2010-05-28,ROONRC.C22/2/2010,COOPERATIVĂ AGRICOLĂ DE GRADUL II MONTEFELTRO,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Iaşi,Belceşti,,,,,,,0.0,"în cadrul pavilionului administrativ, biroul nr 5",Telefon: 0744545035; ,DA,Soc. com. sistem simplificat 4 formulare,146.0,19378713.0,78177.0,0.0,2.0
26993293,C24/2/2010,2010-05-28,ROONRC.C24/2/2010,DUMBRAVA -BERBEŞTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Maramureş,Berbeşti,,551A,,,,,,,Telefon: 0746579763; ,DA,Soc.cu bilant prescurtat(scurt),150.0,6460.0,6460.0,0.0,
27003149,C51/3/2010,2010-06-01,ROONRC.C51/3/2010,CONSORŢIU ILEANA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Călăraşi,Ileana,,,,,,,0.0,,Telefon: 0730251928; Telefon: 0730251928; ,DA,Soc. com. sistem simplificat 4 formulare,4621.0,,0.0,27390.0,
27004373,C22/3/2010,2010-06-01,ROONRC.C22/3/2010,COOPERATIVA AGRICOLĂ DE GRADUL 2 MOLDOVA 2007 IAŞI SUD,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Iaşi,Miroslava,,,,,,,0.0,camera 2 din locuinţa propietate a domnului Păduraru Ion,Telefon: 0748826000; Fax: 0232234799; Telefon: 0232234799; ,NU,,,,,,
27015666,C07/38/2010,2010-06-03,ROONRC.C07/38/2010,AGROZOOTEHNICA MAICI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Schit-Orăşeni,SCHIT-ORĂŞENI,0,,,,,0.0,,Telefon: 0754/531597; ,DA,Soc. com. sistem simplificat 4 formulare,141.0,23647.0,0.0,0.0,
27025414,C32/1/2010,2010-06-04,ROONRC.C32/1/2010,SIBIANA BIONATUR COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Sibiu,Apoldu de Jos,,,,,,,0.0,ferma Apoldu de Jos,Telefon: 0269457275; ,NU,,,,,,
27034609,C07/39/2010,2010-06-07,ROONRC.C07/39/2010,PĂŞUNEA VERDE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Cristeşti,CRISTEŞTI,0,,,,,0.0,,Telefon: 0742/939765; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,0.0,0.0,0.0,
27034978,C07/40/2010,2010-06-08,ROONRC.C07/40/2010,AGROZOOTEHNICA ZORILE ROMA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Roma,ROMA,0,,,,,0.0,,Telefon: 0766/594839; ,NU,,,,,,
27043348,C07/41/2010,2010-06-10,ROONRC.C07/41/2010,ROGOJEŞTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Rogojeşti,,,,,,,0.0,,Telefon:  0748/775350; Telefon: 0730/809509; ,DA,Soc. com. sistem simplificat 4 formulare,4621.0,,0.0,20424.0,
27083709,C15/1/2010,2010-06-18,ROONRC.C15/1/2010,NOVA PLANT COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dâmboviţa,Brezoaele,,500,,,,,0.0,,,DA,Soc. com. sistem simplificat 4 formulare,4631.0,,0.0,0.0,
27098696,C33/5/2010,2010-06-23,ROONRC.C33/5/2010,COOPERATIVA AGRICOLĂ APICOLA MELYSSA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Suceava,Tişăuţi,,231,,,,,0.0,,Telefon mobil: 0748621957; ,NU,,,,,,
27108005,C37/1/2010,2010-06-25,ROONRC.C37/1/2010,APIS POLIFLORA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Vaslui,Muntenii de Jos, POLIGON,3,,,,,0.0,,Telefon: 0235311556; ,DA,Soc. com. sistem simplificat 4 formulare,4639.0,,0.0,0.0,
27113770,C11/3/2010,2010-06-28,ROONRC.C11/3/2010,FERMIERUL BĂNĂŢEAN COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Caraş-Severin,Fârliug,,130,,,,,0.0,,Telefon: 03554702073; Fax: 0355402073; ,NU,,,,,,
27124671,C37/2/2010,2010-07-01,ROONRC.C37/2/2010,COOPERATIVA AGRICOLĂ ŞASE SPICE,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Vaslui,Ştefan cel Mare,,,,,,,0.0,,Telefon: 0740084190; ,DA,Soc. com. sistem simplificat 4 formulare,4621.0,2369622.0,0.0,1436.0,
27162519,C19/2/2010,2010-07-12,ROONRC.C19/2/2010,AGRO COM SIC COOPERATIVA AGRICOLA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Harghita,Tuşnad,,346,,,,,0.0,,Telefon: 0266334092; Fax: 0372878299; Telefon mobil: 0746071568; Telefon mobil: 0727890914; ,DA,Soc. com. sistem simplificat 4 formulare,4621.0,4283034.0,5732.0,0.0,1.0
27190160,C34/3/2010,2010-07-19,ROONRC.C34/3/2010,INTERCICALEX COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Zimnicea,Str. Portului,38,,,P,,0.0,cam. 1,,DA,Soc. com. sistem simplificat 4 formulare,2059.0,,0.0,332761.0,
27190179,C34/4/2010,2010-07-19,ROONRC.C34/4/2010,INTERAGRO PANIFICAŢIE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Zimnicea,Str. CUZA VODĂ,82,,,P,,0.0,CAM. 1,,DA,Soc. com. sistem simplificat 4 formulare,1071.0,,0.0,0.0,
27209085,C17/3/2010,2010-07-23,ROONRC.C17/3/2010,AGRONAT PREST COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Galaţi,Tălpigi,,108,,,,,0.0,,Telefon: 0744676846; ,DA,Soc. com. sistem simplificat 4 formulare,4631.0,,0.0,174.0,
27212757,C04/2/2010,2010-07-26,ROONRC.C04/2/2010,COOPERATIVĂ  AGRICOLĂ MONTANA NATURAL D&D,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bacău,Ciugheş,,314,,,,,0.0,,Telefon mobil: 0748628949; ,NU,,,,,,
27289742,J38/299/2010,2010-08-17,ROONRC.J38/299/2010,AGRISPOR COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Vâlcea,Băbeni,Str. BISTRIŢEI,45,,,,,0.0,,Telefon: 0250765083; Fax: 0250765083; Telefon: 0735789620; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,,0.0,2945.0,0.0
27312446,C39/1/2010,2010-08-25,ROONRC.C39/1/2010,VIZĂUŢI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Mesteacănu,,,,,,,0.0,,Telefon: 0762230449; ,DA,Soc. com. sistem simplificat 4 formulare,149.0,,0.0,0.0,
27321738,C34/5/2010,2010-08-26,ROONRC.C34/5/2010,TINOASA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Călineşti,,,,,,,0.0,,Telefon: 0749155851; ,DA,Soc. com. sistem simplificat 4 formulare,4611.0,3472249.0,24063.0,0.0,1.0
27352734,C07/43/2010,2010-09-03,ROONRC.C07/43/2010,COZANCEA FARM COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Blândeşti,,,,,,,0.0,,Telefon: 0746/934881; ,NU,,,,,,
27415131,C07/44/2010,2010-09-22,ROONRC.C07/44/2010,VIITORUL DERSCA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Dersca,,,,,,,0.0,,,NU,,,,,,
27422163,C35/1/2010,2010-09-24,ROONRC.C35/1/2010,NEW CENEI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Timiş,Cenei,,,,,,,0.0,"VECINATATEA NORDICA A INTRAVILANULUI CENEI, CAMERA 1,2",Telefon: 0745521710; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,338.0,
27444005,C37/3/2010,2010-09-30,ROONRC.C37/3/2010,DEVIAMIS COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Vaslui,Bogdăneşti,,,,,,,0.0,,Telefon: 0235/361275; Telefon: 0763465899; ,NU,,,,,,
27559510,C15/2/2010,2010-10-18,ROONRC.C15/2/2010,BIO FOOD NUCET COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dâmboviţa,Cazaci,,107,,,,,0.0,,Telefon: 0721419016; ,NU,,,,,,
