company,cui,caen,country,city,address,email,email2,phone,phone2,website,contact_person,employees,revenue,profit,positions,sector,status,source,notes
CELERITY CALL CENTER S.R.L.,39492669,8220,Romania,Bucuresti Sectorul 4,"Bucuresti Sectorul 4, Sector 4, OLTENITEI, nr. 396A",,,,,,,1,321252,144227,,4,active,BILANT | BUC_ILFOV,
CELULAR SRL,11845191,8220,Romania,Municipiul Buzau,"Municipiul Buzau, Sector 0, B-dul NICOLAE BALCESCU",,,0744658800,,,,19,8658672,98747,,0,active,BILANT,
CENTER TWO PROMOTION S.R.L.,46920709,8220,Romania,Municipiul Iasi,"OTELARIEI, 15A6, Municipiul Iasi, Iasi",,,,,,,3,492633,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
CENTOCELLE SRL,26173684,8220,Romania,"Sat Giroc, Comuna Giroc","Sat Giroc, Comuna Giroc, Asociatiei, nr. 11",,,0356004025,,,,9,2324362,1325663,,Call center / BPO,active,BILANT,
CG.GLOWLY SMART S.R.L.,44524406,8220,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, VIRTUTII, nr. 19D",,,,,,,1,299804,189689,,6,active,BILANT,
CI DUE CI S.R.L.,34650814,8220,Romania,"Loc. Pucioasa, Oras Pucioasa","Loc. Pucioasa, Oras Pucioasa, PATRANA, nr. 11",,,0722552813,,,,2,458687,-90764,,Call center / BPO,active,BILANT,
CITY BUSINESS SRL,31097958,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, BANAT, nr. 16",,,0727296303,,,,1,408311,146933,,1,active,BILANT,
CLASS IT OUTSOURCING SRL,14080786,,Romania,Bucuresti Sectorul 1,VICTORIEI 208 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
CLOUD SERVICE SUPPORT S.R.L.,42622343,8220,Romania,"Sat Dezmir, Comuna Apahida","Sat Dezmir, Comuna Apahida, TRANDAFIRILOR, nr. 24H",,,0745759966,,,,1,558792,491340,,Call center / BPO,active,BILANT,
CLOUDFIT TECH SOLUTIONS S.R.L.,42377988,8220,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, BOGDAN PETRICEICU HASDEU, nr. 8",,,,,,,1,498546,422611,,Call center / BPO,active,BILANT,
CODWEBPRO S.R.L.,42001605,8220,Romania,"Sat Mihaiesti, Comuna Sinpaul","Sat Mihaiesti, Comuna Sinpaul, Principala, nr. 147A",,,0742165249,,,,1,460514,391991,,Call center / BPO,active,BILANT,
COMMUNITY OCEAN S.R.L.,42479651,8220,Romania,Oras Pantelimon,"Oras Pantelimon, CORNELIU COPOSU, nr. 49",,,,,,,2,663778,385086,,Call center / BPO,active,BILANT,
CONCRET PENTRU SANATATE S.R.L.,48536020,8220,Romania,Municipiul Turda,"Municipiul Turda, FABRICII, nr. 71",,,,,,,1,241873,133233,,Call center / BPO,active,BILANT,
CONECTYS SERV TELECOM SRL,16689280,,Romania,Bucuresti Sectorul 5,SERG. ION NUTU 44 5,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
CONSTANTIN&CN JUNIOR S.R.L.,42417640,8220,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, ELEV STEFAN STEFANESCU, nr. 6",,,,,,,1,515981,229391,,2,active,BILANT,
CONTACT CENTER BRAINIAC SRL,30912246,4799,Romania,Bucuresti Sectorul 6,"VALEA CALUGAREASCA, 12, Bucuresti Sectorul 6, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
CONTEXPERT OUTSOURCING SRL,36035468,6920,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, GARA HERASTRAU, nr. 2",,,,,,,1,299740,125628,,2,active,BILANT,
COOLWAVE OUTSOURCED MARKETING SOLUTIONS (OMS) SRL,25027125,,Romania,Bucuresti Sectorul 1,"Str. SOS. PIPERA, 9, Bucuresti Sectorul 1, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
COSMOS CALL CENTER SRL,30640516,,Romania,Bucuresti Sectorul 1,NICOLAE TITULESCU 56 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
CUBE NETWORK OUTSOURCING SERVICES SRL,27776101,8220,Romania,Municipiul Brasov,"Municipiul Brasov, MACIESULUI, nr. 9",,,0374051500,,,,14,2925871,831144,,Call center / BPO,active,BILANT,
CWT JOBS & SERVICES S.R.L.,47454984,8220,Romania,Municipiul Ploiesti,"General Eremia Grigorescu, 12, Municipiul Ploiesti, Prahova",,,,,,,1,131329,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
D & D EUROSELLINGS SRL,36781514,8220,Romania,"Sat Trifesti, Comuna Trifesti","PRINCIPALA, 254, Sat Trifesti, Comuna Trifesti, Neamt",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
DAB IT OUTSOURCING SRL,23999909,6202,Romania,Municipiul Ploiesti,"Municipiul Ploiesti, Sector 0, Str. CLEMENTEI, nr. 16",,,0722276073,,,,14,25447247,7827928,,0,active,BILANT,
DABURABA S.R.L.,42340474,8220,Romania,Municipiul Bistrita,"ANDREI MURESANU, 14, Municipiul Bistrita, Bistrita-Nasaud",,,,,,,9,1002883,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
DARE TELECOM CONSULTING S.R.L.,44144792,8220,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, DOBROESTI, nr. 55-56",,,,,,,1,966679,374060,,2,active,BILANT,
DB GLOBAL MANAGEMENT S.R.L.,45240313,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, BUCURESTI-PLOIESTI, nr. 24-28",,,0741101885,,,,1,1116264,517360,,1,active,BILANT,
DELTA OUTSOURCING S.R.L.,52865110,,Romania,Bucuresti Sectorul 4,VERZISORI 6 4,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
DIAMOND OUTSOURCING CONSULTING SRL,32434261,,Romania,Bucuresti Sectorul 3,NUCULUI 6 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
DINA ANDREEA-MARIA PERSOANA FIZICA AUTORIZATA,25398255,8220,Romania,Bucuresti Sectorul 1,"Str. MINERVEI, 45, Bucuresti Sectorul 1, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
DIRECT CALL CENTER SRL,17704850,,Romania,Bucuresti Sectorul 4,CIURULUI 20 4,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
DOZA DE SANATATE FORTE S.R.L.,42551455,8220,Romania,,VALEA FRUMOASEI 8,paul.99@gmail.com,paul.99@gmail.com,0743515200,40743515200,,rusu paul horea,38,19229206,2078187,7,Call center / Suport clienti,active,DELIVERY | ANOFM_DEEP,
DOZA DE SANATATE S.R.L.,40514868,8220,Romania,Municipiul Turda,"Municipiul Turda, AVIATORILOR, nr. 3A",,,,,,,1,894276,309802,,Call center / BPO,active,BILANT,
DRR VOICE S.R.L.,50805430,8220,Romania,Municipiul Baia Mare,"Municipiul Baia Mare, TRAIAN, nr. 16",,,+34672918343,,,,1,264914,98686,,Call center / BPO,active,BILANT,
DSB OUTSOURCING S.R.L.,47716570,7830,Romania,Municipiul Mangalia,"Municipiul Mangalia, PORTULUI",,,0722445693,,,,1,241601,190030,,Call center / BPO,active,BILANT,
E MARTECH EUROLINE S.R.L,,8220,Romania,MUNICIPIUL CLUJ-NAPOCA,"B-dul Nicolae Titulescu nr.4, Cluj-Napoca",segreteria.cj@mtandt.it,,0264414607,,,,,,,,Call center / BPO,active,EU_FUNDS,"EU: Achizitie echipamente tehnologice si aparatura birotica performanta pentru SC Martech Euroline SRL, Cluj-Napoca | 674648.04 EUR"
E MARTECH EUROLINE SRL,15335748,8220,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, 13 SEPTEMBRIE, nr. 12 A",,,0264414607,,,,9,3567314,900949,,Call center / BPO,active,BILANT,
E-SOURCE - GLOBAL BPO CONSULTANCY S.R.L.,52225308,,Romania,Bucuresti Sectorul 2,GRIGORE IONESCU 63 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
EDO 24 JOBS BLAINDORFER THOMAS SOCIETATE IN NUME COLECTIV,47170214,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, NICOLAE TITULESCU, nr. 8",,,,,,,1,1242937,1033723,,Call center / BPO,active,BILANT,
EGV OUTSOURCING SRL,33536790,,Romania,Bucuresti Sectorul 1,NICOLAE  CARAMFIL 22 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
ELETEL S.R.L.,32025240,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, ROTASULUI, nr. 14",,,,,,,2,3208523,-40126,,1,active,BILANT,
ELRO DRIVER SERVICES SRL,33873141,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, ARADULUI, nr. 8",,,0725575183,,,,3,2343017,245250,,Call center / BPO,active,BILANT,
EMMEGGI HELP SERVICE S.R.L.,49218688,8220,Romania,"Sat Mosnita Veche, Comuna Mosnita Noua","Sat Mosnita Veche, Comuna Mosnita Noua, Concordiei, nr. 22",,,0256306056,,,,4,1154264,536942,,Call center / BPO,active,BILANT,
ENGRID BPO SRL,29307802,,Romania,Bucuresti Sectorul 6,INDEPENDENTEI 273 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
ENTERPRISE OUTSOURCE SOLUTIONS PRO S.R.L.,46139059,5819,Romania,Bucuresti Sectorul 1,"DIACONU CORESI, 53, Bucuresti Sectorul 1, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
ERLANG NETWORK S.R.L.,38577228,8220,Romania,Municipiul Bacau,"Municipiul Bacau, NICOLAE BALCESCU, nr. 12",,,,,,,1,290714,249067,,Call center / BPO,active,BILANT,
ES ONE CLASSE CENTER SRL,24258695,8220,Romania,"Sat Rachitosu, Comuna Garoafa","Sat Rachitosu, Comuna Garoafa, RACHITOSU",,,0751131194,,,,1,327702,4765,,Call center / BPO,active,BILANT,
ESENTIAL PLANT S.R.L.,44879816,8220,Romania,Municipiul Turda,"NUFERILOR, 15, Municipiul Turda, Cluj",,,,,,,4,593614,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
ESTETICA STIL SRL,24973966,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, Calea Calarasilor, nr. 36A",,,,,,,1,223107,12215,,3,active,BILANT,
EUROANSWER OUTSOURCING S.R.L.,,8220,Romania,MUNICIPIUL BUCURESTI,Sos. OLTENITEI 105A BUCURESTI,bianca.geambasu@euroanswer.co.uk,,0755332738,,,,,,,,Call center / BPO,active,EU_FUNDS,EU: Inovatie si eficienta - dezvoltarea de servicii profesionale de call center prin achizitionarea de echipamente si dotari permanente | 992000.0 EUR
EUROCALL BUSINESS SRL,28749385,8220,Romania,Municipiul Bacau,"ALEXEI TOLSTOI, 4, Municipiul Bacau, Bacau",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
EUROPEAN CALL CENTER SRL,21690469,8220,Romania,Bucuresti Sectorul 1,"Calea VICTORIEI, 48-50, Bucuresti Sectorul 1, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
EVDELO OUTSOURCING S.R.L.,42240149,,Romania,Bucuresti Sectorul 3,GURA PUTNEI 133 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
EVERSHEDS SUTHERLAND TAX S.R.L.,48380621,6920,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, VICTORIEI, nr. 145",,,0213112561,,,,1,343238,-43084,,1,active,BILANT | BUC_ILFOV,
EWL OUTSOURCING SOLUTIONS RO S.R.L.,44906015,,Romania,Bucuresti Sectorul 1,BUCURESTI-PLOIESTI 19-21,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
EXCELA SOLUTIONS S.R.L.,45241130,8220,Romania,"Sat Afumati, Comuna Afumati","Sat Afumati, Comuna Afumati, Linia de Centura, nr. 17",,,,,,,4,3179725,-306504,,Call center / BPO,active,BILANT,
EXHEDRA ASSIST S.R.L.,50159267,8220,Romania,Municipiul Bacau,"Municipiul Bacau, ALECU RUSSO, nr. 45",,,,,,,1,654795,601666,,Call center / BPO,active,BILANT,
EXPERT LOYALTY CALL S.R.L.,39295802,8220,Romania,"Sat Cozmeni, Comuna Cozmeni","Sat Cozmeni, Comuna Cozmeni, COZMENI, nr. 58",,,0740270829,,,,5,4328402,13836,,Call center / BPO,active,BILANT,
FERMA DE RECENZII S.R.L.,45747112,8220,Romania,Bucuresti Sectorul 6,"COMPOZITORILOR, 4, Bucuresti Sectorul 6, Bucuresti",,,,,,,1,162675,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
FINANCIAL OUTSOURCING EXPERT SRL,37934322,,Romania,"Sat Dobroesti, Comuna Dobroesti",PR. DR. VICTOR DUMITRESCU 15,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
FINPAY OUTSOURCING S.R.L.,49778944,,Romania,Bucuresti Sectorul 6,9 MAI 7 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
FINSMART BPO S.R.L.,45244560,,Romania,Bucuresti Sectorul 3,BABA NOVAC 11 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
FLEXCOM SERVICES & CONSULTING S.R.L.,38586684,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, LT. SCARLAT MARES, nr. 51",,,,,,,1,1274840,138189,,3,active,BILANT,
Foundever,,,Romania,,,hr.ro@foundever.com,,,,,,,,,,Call center / BPO,active,EURES,
FOUNDEVER ROMANIA S.R.L.,,,Romania,,,hr.ro@foundever.com,,+40374165000,,,Bogdan Bucur,,,,36,other,active,MASTER_ALL,
FRATELLI MARIN S.R.L.,40427133,8220,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, Timisoara, nr. 103M",,,,,,,1,963570,592472,,6,active,BILANT,
FREIGHT DISPATCH SRL,37625424,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, VICTOR BRAUNER, nr. 40C",,,,,,,1,502827,355814,,3,active,BILANT,
G SYSTEM S.R.L.,48998623,8220,Romania,Municipiul Iasi,"Municipiul Iasi, PACURARI, nr. 127",,,0745530763,,,,3,3271353,1793170,,Call center / BPO,active,BILANT,
GENPACT ROMANIA SRL,17362595,,Romania,Bucuresti Sectorul 2,DIMITRIE POMPEI 5-7 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
GERICOM CALL CENTER SRL,18261289,8220,Romania,Municipiul Cluj-Napoca,"Str. MOTILOR, 1/A, Municipiul Cluj-Napoca, Cluj",,,,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
GETICO SYSTEMS SRL,,,Romania,,,office@geticosystems.ro,,+40213220771,,http://www.geticosystems.ro,,,,,,Call center / BPO,active,CCIB,"Asigura suport tehnic pentru echipamente din gamele: Panasonic, Ericsson, Alcatel, Mitel si Nortel. Ofera urmatoarele tipuri de servicii: outsourcing comunicatie voce, consultanta pentru reducerea cos"
GI GROUP OUTSOURCING SOLUTIONS S.R.L.,43928813,,Romania,Bucuresti Sectorul 1,ARHITECT LOUIS BLANC 1 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
GLOBAL BUSINESS DATA S.R.L.,38385117,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, LT. SCARLAT MARES, nr. 51",,,,,,,1,784372,36710,,3,active,BILANT,
GLOBAL NETWORK TELEMARKETING SRL,33753730,,Romania,Comuna Ciorogarla,LEGUMELOR 4,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
GLOBAL RESOURCING LTD S.R.L.,50048757,8220,Romania,Bucuresti Sectorul 6,"SG. CONSTANTIN MOISE, 5D, Bucuresti Sectorul 6, Bucuresti",,,+40736091386,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
GREEN CONTACT CENTER S.R.L.,36808555,,Romania,Oras Popesti Leordeni,LEORDENI 90,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
GREEN GATE SOLUTIONS S.R.L.,36841799,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, ALEXANDRU IOAN CUZA, nr. 42",,,,,,,1,331562,233072,,1,active,BILANT,
GREENVIEW OUTSOURCING S.R.L.,50205622,,Romania,Bucuresti Sectorul 2,COLENTINA 16 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
HAPPY CUSTOMER CONSULTING S.R.L.,43531936,8220,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, BELSUGULUI, nr. 49D",,,,,,,1,286030,240937,,6,active,BILANT,
HARMOND OUTSOURCING SERVICES SRL,31525710,,Romania,Bucuresti Sectorul 3,INVINGATORILOR 24 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
HERMANN CALL CENTER S.R.L.,40051666,8220,Romania,Municipiul Sibiu,"MONET, 17, Municipiul Sibiu, Sibiu",,,,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
HOMESTUFF S.R.L.,38208565,8220,Romania,Municipiul Deva,"ARH. LIVIU OROS, 6A, 6B, 6C, Municipiul Deva, Hunedoara",,,,,,,0,8457,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
HONEYBUNCH S.R.L.,46538386,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, POET DIMITRIE ANGHEL, nr. 1",,,,,,,1,230300,157613,,3,active,BILANT,
HR OUTSOURCING SRL,31451752,,Romania,Oras Bragadiru,RAHOVEI 31,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
ICEBERG OUTSOURCING SRL,31205995,4791,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, BUCURESTII NOI, nr. 50A",,,,,,,7,2348221,374338,,1,active,BILANT | BUC_ILFOV,
ICORE OUTSOURCING SRL,34088857,6203,Romania,Municipiul Brasov,"Municipiul Brasov, TRAIAN GROZAVESCU, nr. 7-8",,,,,,,5,1882497,907363,,Call center / BPO,active,BILANT,
INARI BPO SERVICES SRL,31954584,8220,Romania,Bucuresti Sectorul 3,"LOGOFATUL TAUTU, 67, Bucuresti Sectorul 3, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
INCEPEM CU SANATATEA BIO S.R.L.,46959571,8220,Romania,Municipiul Turda,"Municipiul Turda, FABRICII, nr. 71",,,,,,,1,699239,327305,,Call center / BPO,active,BILANT,
INDEPO LOGISTICS EUROPE S.R.L.,46667607,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, VADUL CALUGARENI, nr. 20",,,0743547939,,,,11,2791194,-1085667,,Call center / BPO,active,BILANT,
INFRAWEB MANAGE SERVICES PROVIDER S.R.L.,38965327,8220,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, DIMITRIE POMPEIU, nr. 5-7",office@infraweb.ro,,0723231937,,,,15,4260703,596334,,2,active,BILANT,"Companie noua pe piata serviciilor BPO si ITO, remarcata prin profesionalismul echipei si flexibilitatea fata de nevoile clientilor. Ofera servicii de call center, de intrare si de iesire, adaptate ob"
INTERCALL MEDIA SRL,37143107,8220,Romania,Bucuresti Sectorul 3,"BORCEAG, 5, Bucuresti Sectorul 3, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
INTERNATIONAL ONLINE OUTSOURCING TRAVEL CONSULTANTS SRL,31377702,,Romania,Bucuresti Sectorul 3,NUCULUI 6 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
IO OUTSOURCING IT SRL,32079275,,Romania,Bucuresti Sectorul 2,CALLIMACHI 57 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
IPP OUTSOURCING SERVICES S.R.L.,49185335,,Romania,Bucuresti Sectorul 1,DIONISIE LUPU 70-72 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
IQIT OUTSOURCING CONSULTING SRL,29889760,6202,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, ITALIANA, nr. 21",,,0212529133,,,,4,2329594,162956,,2,active,BILANT | BUC_ILFOV,
IT ASSIST OUTSOURCING SRL,31665730,6202,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, BUCURESTII NOI, nr. 25",,,0745150051,,,,2,1176800,717983,,1,active,BILANT | BUC_ILFOV,
IT DEVELOPMENT OUTSOURCING  SRL,32178724,,Romania,"Sat Dudu, Comuna Chiajna",Rezervelor 62,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
IT DYNAMICS OUTSOURCING SRL,29586952,6203,Romania,Oras Popesti Leordeni,"Oras Popesti Leordeni, BIRUINTEI, nr. 93",,,0722216231,,,,1,269062,144188,,Call center / BPO,active,BILANT | BUC_ILFOV,
IT GOBANANAZ S.R.L.,41934134,8220,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, BOGDAN PETRICEICU HASDEU, nr. 8",,,0742165249,,,,1,262272,207629,,Call center / BPO,active,BILANT,
IT OUTSOURCING & SURVEILLANCE S.R.L.,47980440,8020,Romania,"Sat Adunatii-Copaceni, Comuna Adunatii-Copaceni","VICTORIEI, 6, Sat Adunatii-Copaceni, Comuna Adunatii-Copaceni, Giurgiu",,,0728979028,,,,1,158016,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
IT OUTSOURCING CENTER S.R.L.,41193430,6311,Romania,Municipiul Craiova,"GHEORGHE CHITU, 42, Municipiul Craiova, Dolj",,,,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
IT OUTSOURCING INTERNATIONAL COMPANY SRL,33302030,,Romania,Bucuresti Sectorul 2,STOLNICUL VASILE 1 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
ITCC DEVELOPMENT SRL,19190976,8220,Romania,Municipiul Cluj-Napoca,"Str. T.MOSOIU, 48/5, Municipiul Cluj-Napoca, Cluj",,,0264595705,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
ITCC SERVICE SRL,19146946,8220,Romania,Municipiul Cluj-Napoca,"Str. RAHOVEI, 56, Municipiul Cluj-Napoca, Cluj",,,0364116906,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
ITH OUTSOURCING SRL,31152980,6209,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, IONEL PERLEA, nr. 13",,,0723563154,,,,1,211452,107165,,1,active,BILANT | BUC_ILFOV,
ITTM OUTSOURCING S.R.L.,38046714,6203,Romania,Municipiul Timisoara,"Municipiul Timisoara, INDEPENDENTEI, nr. 15",,,,,,,1,297731,153338,,Call center / BPO,active,BILANT,
IWMS OUTSOURCING SERVICES S.R.L.,42981738,,Romania,Oras Bragadiru,PRELUNGIREA GHENCEA 53bis,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
JFF CONTACT CENTER SRL,31329853,7990,Romania,Municipiul Timisoara,"DOROBANTILOR, 20, Municipiul Timisoara, Timis",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
JURAVLEA SERVICE PROVIDER S.R.L.,39983470,8220,Romania,Municipiul Botosani,"POPAUTI, 14, Municipiul Botosani, Botosani",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
K-IT OUTSOURCING SRL,17802734,7430,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, Str. Glinka, nr. 8",,,2300071,,,,1,618156,54523,,2,active,BILANT | BUC_ILFOV,
KAY CONSULT S.R.L.,45891770,8220,Romania,Comuna Chiajna,"Comuna Chiajna, LUCEAFARULUI, nr. 38",,,,,,,1,593355,477220,,Call center / BPO,active,BILANT,
KLU-TOTAL OUTSOURCING SRL,26249294,,Romania,Bucuresti Sectorul 1,G-RAL ALEXANDRU CERNAT 23 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
KM PARTNERS OUTSOURCING SRL,33805228,6920,Romania,Bucuresti Sectorul 5,"Bucuresti Sectorul 5, Sector 5, NICOLAE GALEA, nr. 5",,,0744557804,,,,1,368934,326312,,5,active,BILANT | BUC_ILFOV,
KR GROUP OUTSOURCING S.R.L.,47286457,7830,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, CORNELIU COPOSU, nr. 6-8",,,,,,,2,1113840,352931,,3,active,BILANT | BUC_ILFOV,
KURBI IT S.R.L.,41822580,8220,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, NAPOCA, nr. 10",,,0742165249,,,,1,244620,193794,,Call center / BPO,active,BILANT,
LCG YOUR TIME SRL,35980810,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, AVIONULUI, nr. 26",,,0758269970,,,,1,298894,139136,,1,active,BILANT,
LEAD 5 DEVELOPMENT SRL,37042625,8220,Romania,Municipiul Iasi,"Municipiul Iasi, Armeana, nr. 4",,,,,,,2,933665,184486,,Call center / BPO,active,BILANT,
LEVEL-UP CORPORATION S.R.L.,39919094,8220,Romania,Municipiul Iasi,"Municipiul Iasi, Sf. Sava, nr. 18",,,,,,,1,669886,464000,,Call center / BPO,active,BILANT,
LEXCOR OUTSOURCE S.R.L.,39162989,4791,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, GRIGORE C. MOISIL, nr. 8",,,,,,,1,1199558,698449,,2,active,BILANT | FALIMENT,Procedure:  | Liquidator:
LIGEIA CONTACT MANAGEMENT S.R.L.,25486985,8220,Romania,"Sat Cornetu, Comuna Cornetu","Sat Cornetu, Comuna Cornetu, CORNILOR, nr. 80",,,0723211360,,,,1,284548,51123,,Call center / BPO,active,BILANT,
LINKSOFT OUTSOURCING S.R.L.,42695116,6202,Romania,Bucuresti Sectorul 1,"NICOLAE G. CARAMFIL, 49, Bucuresti Sectorul 1, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
LION GOLD SERVICE S.R.L.,43563229,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, THEODOR PALLADY, nr. 66A",,,,,,,1,723846,68417,,3,active,BILANT,
LION QUICK TAXI SRL,31314623,8220,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, PANTELIMON, nr. 221",,,0768085269,,,,1,200153,19190,,2,active,BILANT,
LIVE CONTACT SRL,15471383,8220,Romania,Bucuresti Sectorul 5,"Str. Mihail Sebastian, 104, Bucuresti Sectorul 5, Bucuresti",,,,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
LIVECALL SRL,36338160,8220,Romania,Municipiul Constanta,"MAMAIA, 214, Municipiul Constanta, Constanta",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
LM PFLEGEUNTERNEHMEN S.R.L.,42464251,8220,Romania,"Sat Cliciova, Comuna Bethausen","Sat Cliciova, Comuna Bethausen, nr. 150",,,0744508821,,,,1,245239,177202,,Call center / BPO,active,BILANT,
