cui,company_name,email,phone,county,city,address,legal_form,founding_date,is_active
40278317,LEICA AUTOMOBILE S.R.L.,gigantexploring@yahoo.com,0726905439,Vrancea,"Sat Piscu Radului, Comuna Vizantea-Livezi","JUD. VRANCEA, SAT PISCU RADULUI COM. VIZANTEA-LIVEZI, STR. PRINCIPALA, NR.172",SRL,2018-12-10,N
25055141,MICOMELA SRL,fusarufirita12@gmail.com,0727750620,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. NICOLAE BALCESCU, NR.14",SRL,2009-02-03,N
30661675,BUCEGI INVEST S.R.L.,manucontsrl@yahoo.com,,Prahova,"Sat Romanesti, Comuna Barcanesti","JUD. PRAHOVA, SAT ROMANESTI COM. BARCANESTI,  , NR.178A, BIROUL 2, ET.1",SRL,2015-11-11,Y
28513588,SERVICII DE ADMINISTRARE A DOMENIULUI PUBLIC SI GOSPODARIRE COMUNALA GALBINASI SRL,primariagalbinasi@yahoo.com,0238580015,Buzau,"Sat Galbinasi, Comuna Galbinasi","JUD. BUZAU, SAT GALBINASI COM. GALBINASI, STR. UNIRII, NR.71",SRL,2011-05-19,N
26369533,ELBAMA PROTECTION SRL,elbamaprotection@yahoo.com,0244575837,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. DOCTOR TOMA IONESCU, NR.14",SRL,2010-01-05,Y
48077378,SCD PROSPER EVENTS & CONSULTING S.R.L.,contact@hotel-princess.ro,0729370636,Ialomita,"Sat Adancata, Comuna Adancata","JUD. IALOMITA, SAT ADANCATA COM. ADANCATA, STR. STATIA DE APA, NR.2",SRL,2023-04-28,Y
38087609,ICAMATYCIP MIXT SRL,suteu.laura71@gmail.com,0762377559,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. SERGIU NICOLAESCU, NR.6",SRL,2017-08-10,Y
16240310,RUMMEX IMP.EXP. SRL,consultant@carmenrosu.ro,0244524146,Prahova,Comuna Pacureti,"JUD. PRAHOVA, COM. PACURETI, MATITA, NR.198",SRL,2004-03-15,N
15848026,ADMIN QUINTUS SRL,jiului@medima.ro,0213100669,Prahova,Municipiul Ploiesti,"MUNICIPIUL BUCURESTI, SECTOR 1, INTR. ECATERINA TEODOROIU, NR.7",SRL,2003-10-27,N
9208863,ARPET COM SRL,paniindmarket@gmail.com,0733580814,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. MALU ROSU, NR.112, BL.31A, AP.5",SRL,1997-02-21,N
26878782,EVIVET CONSTRUCT SRL,evivetconstruct@yahoo.com,0752120983,Ialomita,Municipiul Fetesti,"JUD. IALOMITA, MUN. FETESTI, STR. ARMATEI, NR.15, BL.BR.10, SC.A, ET.2, AP.9",SRL,2010-05-05,Y
52574278,AGROVISION ANALYSIS S.R.L.,predag423@gmail.com,0720716295,Vrancea,"Sat Bontesti, Comuna Carligele","JUD. VRANCEA, SAT BONTESTI COM. CARLIGELE, STR DRUMUL VINULUI, NR.27",SRL,,Y
31809061,POMFRUCT DISTRIBUTION SRL,info@andex-recycling.ro,0722374234,Prahova,"Sat Albesti-Paleologu, Comuna Albesti-Paleologu","JUD. PRAHOVA, SAT ALBESTI-PALEOLOGU COM. ALBESTI-PALEOLOGU, ALBESTI-PALEOLOGU, NR.111, CAMERA CU SIMBOLUL 1, ET.P",SRL,2013-06-12,Y
37233455,CRB SOLATIUM SRL,crbsolatium@yahoo.com,0764112879,Vrancea,"Sat Vanatori, Comuna Vanatori","JUD. VRANCEA, SAT VANATORI COM. VANATORI, STR PRIMARIEI, NR.20",SRL,2017-03-20,Y
45303187,AAYLEX ONE S.A.,virginia.trifan@aaylex.ro,0730713071,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU,  , DN 2B KM 9+270- KM 9+527(PARTEA STANGA)",SA,2021-12-03,Y
42396327,PROELITIS CENTER S.R.L.,proelitiscenter@gmail.com,0749652329,Vrancea,"Loc. Odobesti, Oras Odobesti","JUD. VRANCEA, ORS. ODOBESTI, STR. LIBERTATII, NR.573",SRL,2020-03-11,Y
18243347,MAXIGEL CONSTRUCT SRL,cosmin.visean@gmail.com,0244510891,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. LABORATORULUI, NR.F.N.",SRL,2005-12-21,N
36713048,AGROVERON GROUP SRL,agroveron.group@gmail.com,0762614500,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. CONSTANTIN DOBROGEANU GHEREA, NR.31",SRL,2016-11-07,Y
18573760,ANDRUTU SRL,casaandutu@gmail.com,0727339573,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, CAR. EPISCOPIEI, BL.C7, ET.4, AP.18",SRL,2006-04-11,Y
4213842,ROYAL HOUSE SRL,office_rhc@yahoo.com,0244374085,Prahova,Municipiul Campina,"JUD. PRAHOVA, MUN. CAMPINA, STR. B.P. HASDEU, NR.1",SRL,1993-06-02,Y
25629716,R.N.P. ROMSILVA-ADMINISTRATIA PARCULUI NATURAL PUTNA-VRANCEA R.A.,ion.militaru@gmail.com,0237265361,Vrancea,"Sat Tulnici, Comuna Tulnici","JUD. VRANCEA, SAT TULNICI COM. TULNICI",RA,2009-06-02,Y
49255104,ACTUAL LOOK S.R.L.,deinbaumeistersrl@gmail.com,0723452560,Ialomita,"Sat Bucu, Comuna Bucu","MUNICIPIUL BUCURESTI, SECTOR 2, BLD DIMITRIE POMPEIU, NR.5, BL.3, ET.4, AP.7",SRL,2023-12-08,Y
49612371,EUROPE HR CONSULTING GROUP S.R.L.,neacsuac94@gmail.com,+40734869468,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, STR. RAHOVA, NR.1, BL.66, SC.B, AP.2",SRL,2024-02-16,Y
49740800,ROEDIT & GRAPHIC S.R.L.,office@etgraph.ro,0724534329,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, STR. FILANTROPIEI, NR.9A",SRL,2024-03-11,Y
6081179,TEHNO SRL,job@atehno.md,013372730,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, BLD. UNIRII, BL.6 A, ET.PART, AP.1",SRL,1994-08-16,Y
1332067,IZVORUL RECE PS SRL,florincionoi@yahoo.co.uk,0722530082,Prahova,***localitatea negasita***,"JUD. PRAHOVA, ORS. BREAZA, STR. PRUNDULUI, NR.11",SRL,1991-11-11,Y
47814994,GEOSTOIAN IMOB S.R.L.,cristinascorobogatco81@gmail.com,0733955220,Vrancea,"Sat Blidari, Comuna Carligele","JUD. VRANCEA, SAT BLIDARI COM. CARLIGELE, BLIDARI",SRL,2023-03-15,Y
23264290,GENIK TAX SRL,emilraileanu82@gmail.com,0722694059,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. PINULUI, NR.11",SRL,2008-02-13,N
37379516,DACRO FENSTER SRL,dacterm@gmail.com,0744662210,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. POLIGONULUI, NR.3",SRL,2017-04-12,Y
12599095,NEOTEX SRL,jobs@netex.ro,,Buzau,"Sat Scurtesti, Comuna Vadu Pasii","JUD. BUZAU, SAT SCURTESTI COM. VADU PASII, COM. VADU PASII",SRL,2000-01-24,Y
33764640,MAKOM AUDIT EXPERT SRL,ursuraluca70@yahoo.com,0722659381,Buzau,"Sat Vadu Pasii, Comuna Vadu Pasii","JUD. BUZAU, SAT VADU PASII COM. VADU PASII, STR. GEORGE BACOVIA, NR.10",SRL,2014-11-04,Y
50199768,EMAT CONCEPT S.R.L.,emiaconcept@gmail.com,+40732465423,Prahova,"Sat Poiana Campina, Comuna Poiana Campina","JUD. PRAHOVA, SAT POIANA CAMPINA COM. POIANA CAMPINA, ALEEA CROITORULUI, NR.3",SRL,2024-06-07,Y
22050930,LA RUSU SRL,rusioantkp@gmail.com,,Ialomita,Municipiul Fetesti,"JUD. IALOMITA, LOC. FETESTI-GARA MUN. FETESTI, STR. SIRETULUI, NR.FN",SRL,2007-07-03,Y
48913180,MIKAELLAMAR S.R.L.,roxanamihaela786@icloud.com,0737236658,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. DOMNISORI, NR.11, BL.12D, SC.A, AP.6",SRL,2023-10-09,Y
48753720,SOURCE ENERGY DISTRIBUTION S.R.L.,source.gass@gmail.com,0770137545,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. MARIN MEHEDINTEANU, NR.7",SRL,2023-09-08,Y
12879176,SUMMER SRL,summertrans@yahoo.com,0244593296,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. TACHE IONESCU, NR.5, SC.C, ET.P, AP.2",SRL,2000-03-28,N
18317827,V&G FOREST SRL,vgforest@yahoo.com,0744651462,Buzau,"Loc. Nehoiu, Oras Nehoiu","JUD. BUZAU, ORS. NEHOIU, STR. NICOLAE PASCU, NR.15",SRL,2006-01-26,Y
47905294,INSOMNIA ART S.R.L.,georgescuadrian40@yahoo.com,0735732854,Prahova,"Sat Targsoru Nou, Comuna Aricestii Rahtivani","JUD. PRAHOVA, SAT TARGSORU NOU COM. ARICESTII RAHTIVANI, TIRGSORU NOU, NR.307A",SRL,2023-03-29,N
42980341,LUCAEDANMOB S.R.L.,manumarcomserv@yahoo.com,0723579308,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, BLD. INDEPENDENTEI, NR.44, BL.44, ET.P, AP.2",SRL,2020-08-28,N
21853540,SURUBARU TRANSFOREST SRL,colabysaltresort@yahoo.com,0726170165,Prahova,"Sat Conduratu, Comuna Baba Ana","JUD. PRAHOVA, SAT CONDURATU COM. BABA ANA, CONDURATU, NR.532",SRL,2007-06-01,Y
23495413,MART INN HOLIDAY SRL,gabrielafiliu@gmail.com,0722242124,Prahova,***localitatea negasita***,"JUD. PRAHOVA, ORS. BREAZA, STR. POIENITEI, NR.7A",SRL,2008-03-12,Y
24814561,MEG CONSTRUCT IMPEX SRL,meg_srl@yahoo.com,0744624415,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. CUMPATUL, NR.2, BL.H14, SC.A, ET.1, AP.4",SRL,2008-12-02,Y
7201630,VIGEX COM SRL,resurseumane.artesans@gmail.com,0745265319,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, ALEEA NORDULUI, NR.-, BL.V5/1, SC.B, ET.3, AP.15",SRL,1995-03-28,Y
1455329,COLT DE RAI SRL,dragutgelu@gmail.com,0237640248,Vrancea,Municipiul Adjud,"JUD. VRANCEA, MUN. ADJUD, STR. SIRET, C.T.7",SRL,1991-05-20,Y
17510802,ROSSVILLAS SRL,tincagrosu@yahoo.com,0769946345,Vrancea,"Sat Lepsa, Comuna Tulnici","JUD. VRANCEA, SAT LEPSA COM. TULNICI,",SRL,2005-04-20,Y
24211250,CASA DE VINURI VRANCEANA SRL,blau3033@yahoo.com,0237621004,Vrancea,"Sat Dalhauti, Comuna Carligele","JUD. VRANCEA, SAT DALHAUTI COM. CARLIGELE",SRL,2008-07-17,Y
24666937,WEST SECURITY TEAM SRL,dorufaraoneanu@yahoo.com,0728073297,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. MIHAI EMINESCU, NR.7, PARTER. CAMERA P-C2",SRL,2008-10-28,Y
29472443,MIHAI DAN-FLORIAN PERSOANA FIZICA AUTORIZATA,dan.florian.mihai@gmail.com,0752855022,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, BLD. MATEI BASARAB, BL.35, SC.B, ET.5, AP.20",PFA,2011-12-20,N
1455973,DANIO COM AIDA SRL,motel_adial@yahoo.com,0237645305,Vrancea,Municipiul Adjud,"JUD. VRANCEA, MUN. ADJUD, STR. MOS ION ROATA, BL.69, AP.11",SRL,1992-05-18,Y
40756438,CATERING AZAFRAN S.R.L.,mikaior@hotmail.com,0725438162,Prahova,Municipiul Campina,"JUD. PRAHOVA, MUN. CAMPINA, STR. DR. TOMA IONESCU, NR.3, OFFICE 103, ET.1",SRL,2019-03-08,Y
42528916,AMIATA TRAVEL S.R.L.,maltaltd@malta.ro,0764122666,Buzau,Municipiul Ramnicu Sarat,"JUD. BUZAU, MUN. RAMNICU SARAT, STR. PRINCIPELE FERDINAND, NR.41, MANSARDA",SRL,2020-10-22,Y
45896912,MOBILEDEV SOFTWARE S.R.L.,eta1973@yahoo.com,0723736244,Ialomita,"Sat Ograda, Comuna Ograda","JUD. IALOMITA, SAT OGRADA COM. OGRADA, STR. PLEVNEI, NR.6, CAMERA 1",SRL,2022-04-01,Y
23544192,GAIA SRL,bratubrt@gmail.com,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. 8 MARTIE, NR.8, CORP 1. CAMERA 1",SRL,2008-03-19,Y
9697930,BARSAN MARIA INTREPRINDERE INDIVIDUALA,office@stelas.ro,0732891769,Ialomita,"Loc. Tandarei, Oras Tandarei","JUD. IALOMITA, ORS. TANDAREI, STR. MARASESTI, NR.65A",II,1997-08-15,Y
13603674,NICK-TOURING SRL,nicktour99@yahoo.com,0243230605,Ialomita,"Sat Gheorghe Lazar, Comuna Gheorghe Lazar","JUD. IALOMITA, SAT GHEORGHE LAZAR COM. GHEORGHE LAZAR, STR. ALEXANDRU IOAN CUZA, NR.17",SRL,2000-12-15,Y
25849444,B&C AGRATUR TOHANI SRL,suport@fgo.ro,0244250148,Prahova,"Sat Gura Vadului, Comuna Gura Vadului","JUD. PRAHOVA, SAT GURA VADULUI COM. GURA VADULUI, STR. CALUGARENI, NR.29",SRL,2009-08-04,Y
48542910,NAE MIHAEL PERSOANA FIZICA AUTORIZATA,office@dentex.ro,0723242670,Ialomita,"Sat Boteni, Comuna Sinesti","JUD. IALOMITA, SAT BOTENI COM. SINESTI, STR. SIRETULUI, NR.15",PFA,2024-04-18,Y
4039461,COREX SRL,calin.rosu@corexgroup.com,0723647615,Ialomita,Municipiul Urziceni,"JUD. IALOMITA, MUN. URZICENI, STR. MIHAI VITEAZU, NR.58",SRL,1993-05-13,Y
21595068,IDEAL CONSTRUCT SRL,czagrean7@gmail.com,,Prahova,"Loc. Baicoi, Oras Baicoi","JUD. PRAHOVA, ORS. BAICOI, STR. POSTAVARULUI, NR.43",SRL,2007-04-18,Y
42422949,VLADY PASUS S.R.L.,mari22dav@yahoo.com,0766225215,Prahova,"Loc. Boldesti-Scaeni, Oras Boldesti-Scaeni","JUD. PRAHOVA, ORS. BOLDESTI-SCAENI, STR. MORII, NR.3",SRL,2020-03-18,Y
48870240,HAYAT LIVESTOCK S.R.L.,office@ponticalitoral.ro,0730613426,Ialomita,"Loc. Tandarei, Oras Tandarei","JUD. IALOMITA, ORS. TANDAREI, SOS. BUCURESTI, NR.277",SRL,2023-09-29,Y
5840696,COM GAZ STEEL SRL,marius.vasile@comgaz.ro,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. MIHAI BRAVU, NR.336B",SRL,2017-07-11,Y
48237193,IORDANESCU ALINA-OANA PERSOANA FIZICA AUTORIZATA,office@isv.ro,0785287425,Vrancea,"Sat Golesti, Comuna Golesti","JUD. VRANCEA, SAT GOLESTI COM. GOLESTI, STR. PASUNII, NR.20, CAMERA 1",PFA,2023-05-26,Y
17877915,TYROL SERV SRL,office@restaurant-schnitzelhaus.ro,0722499254,Prahova,"Sat Paulestii Noi, Comuna Paulesti","JUD. PRAHOVA, SAT PAULESTII NOI COM. PAULESTI, NR.9",SRL,2005-08-17,N
49748870,IARCA VASILE INTREPRINDERE INDIVIDUALA,weldsimgeneral@gmail.com,0722217715,Prahova,"Sat Magureni, Comuna Magureni","JUD. PRAHOVA, SAT MAGURENI COM. MAGURENI, STR. CASTELULUI, NR.968",II,2024-03-12,Y
18687242,SPARTA GUARD SECURITY SRL,office@spartaguard.ro,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. TUNARI, NR.26",SRL,2006-05-19,Y
1154806,LEGUME FRUCTE BUZAU SA,office@legumefructe-buzau.ro,0730730906,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, SOS BUCURESTI, NR.1A",SA,1991-03-12,Y
46081186,NECULA NICOLAE-MARCEL PERSOANA FIZICA AUTORIZATA,julie@emera-rekruttering.no,0726539469,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. SLT. EROU MOLDOVEANU MARIAN, NR.6, BL.20, SC.B, ET.1, AP.35",PFA,2022-05-09,N
17975123,IKIA CONSULTING SRL,kostas@plolar.ro,0724203007,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. I.L.CARAGIALE, NR.16, BL.ANEXA C1",SRL,2005-09-21,N
44602652,MUSIC & TRAVEL STORIES S.R.L.,dr.dumaioana@yahoo.com,0740147741,Prahova,"Sat Tantareni, Comuna Blejoi","JUD. PRAHOVA, SAT TANTARENI COM. BLEJOI, STR. STROE BUZESCU, NR.10",SRL,2021-07-16,Y
5878224,ANA & CORNEL SRL,office@carnia.ro,0244250907,Prahova,"Loc. Mizil, Oras Mizil","JUD. PRAHOVA, ORS. MIZIL, STR. BARIERA AMARU, NR.1",SRL,1994-07-01,Y
24904184,PISTRELO SRL,andreia.slavu@yahoo.ro,0723201002,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. ARH. ION MINCU, NR.16, BL.16, ET.2, AP.11",SRL,2008-12-23,Y
35492909,CASA RALUCA TURISM SRL,casaalya@gmail.com,0723370964,Prahova,"Loc. Busteni, Oras Busteni","JUD. PRAHOVA, ORS. BUSTENI, STR. CARAIMAN, NR.15",SRL,2016-01-26,N
17452736,RESONER AUTO TRUCK SRL,resonerautotruck2005@gmail.com,0722503174,Prahova,"Sat Ploiestiori, Comuna Blejoi","JUD. PRAHOVA, SAT PLOIESTIORI COM. BLEJOI, ALEEA BUJORILOR, NR.23, ET.PARTER, AP.4",SRL,2005-04-06,Y
45341636,GUERILLA SECURITY S.R.L.,office.guerilla@yahoo.com,0374864777,Prahova,"Loc. Baicoi, Oras Baicoi","JUD. PRAHOVA, ORS. BAICOI, STR. VARFUL CU DOR, NR.2K",SRL,2023-10-19,Y
25393207,AMP REST STYL SRL,juridic@anamariapop.ro,0244274061,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. STRANDULUI, NR.53",SRL,2009-04-02,Y
1350551,CARO SRL,secretariat@carohotel.ro,0244599499,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. ION LUCA CARAGIALE, NR.49C",SRL,1991-06-25,Y
33535302,FRESH MICROGREENS SRL,office@microgreens.ro,404548829841,Prahova,"Sat Fanari, Comuna Gorgota","JUD. PRAHOVA, SAT FANARI COM. GORGOTA, G FINARI, NR.54",SRL,2014-09-01,N
38361800,VANDENPREST SRL,adelina_andreita83@yahoo.com,,Prahova,"Sat Marginenii de Jos, Comuna Filipestii de Targ","JUD. PRAHOVA, SAT MARGINENII DE JOS COM. FILIPESTII DE TARG, MARGINENII DE JOS, NR.509",SRL,2017-10-17,Y
42048918,IONITA BROTHERS PROINSTAL S.R.L.,office@ibs-grup.ro,0727334061,Ialomita,"Sat Poiana, Comuna Ciulnita","MUNICIPIUL BUCURESTI, SECTOR 6, STR. CUPOLEI, NR.1, BL.106, SC.F, AP.238",SRL,2019-12-19,N
1311811,DIVERTAS M SRL,office@divertasm.ro,0244442211,Prahova,Comuna Vadu Sapat,"JUD. PRAHOVA, COM. VADU SAPAT, SAT UNGURENI, NR.578",SRL,1992-03-19,Y
16098674,AMTRAC INTERNATIONAL SRL,personal@almera.ro,0730556768,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, CAR. ORIZONT, NR.260",SRL,2004-02-02,Y
23703964,CASA ECOLOGICA SRL,pensiuneaecologica@gmail.com,0729141894,Buzau,"Sat Sahateni, Comuna Sahateni","JUD. BUZAU, SAT SAHATENI COM. SAHATENI, STR. PRINCIPALA, NR.171",SRL,2008-04-10,Y
26879060,"DUTA N. IONUT ""ACTIVITATI DE CONSULTANTA"" PERSOANA FIZICA AUTORIZATA",ionut.duta@hotmail.com,0757073660,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. ALEXANDRU ODOBESCU, NR.53",PFA,2010-05-05,N
18415477,ROM GRUP DEVELOPMENT SRL,mariana.tescan@paleurop.ro,0344111309,Prahova,Comuna Aricestii Rahtivani,"JUD. PRAHOVA, COM. ARICESTII RAHTIVANI, STR. DN 72",SRL,2006-11-23,Y
52006332,VRP ARMATORIALI S.R.L.,silistraserv@yahoo.com,0727733007,Ialomita,"Loc. Fetesti-Gara, Municipiul Fetesti","JUD. IALOMITA, LOC. FETESTI-GARA MUN. FETESTI, STR. COSMINULUI, NR.8",SRL,,Y
24239057,POFTA BUNA SRL,proiectbencomp@gmail.com,0744304012,Buzau,"Sat Sarata-Monteoru, Comuna Merei","JUD. BUZAU, SAT SARATA-MONTEORU COM. MEREI,  , NR.30",SRL,2008-07-24,N
44848089,AVA OUTLET STORE S.R.L.,dianamvoicu@gmail.com,0771074840,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, STR. RAZOARE, NR.10, BL.16, SC.B, ET.1, AP.33",SRL,2021-09-03,Y
33412369,PAJO AGRICULTURE SRL,officebaneasa@carmistin.ro,0735789688,Prahova,"Loc. Mizil, Oras Mizil","JUD. VALCEA, ORS. BABENI, STR. CALEA LUI TRAIAN, NR.176",SRL,2014-07-23,N
34833579,APIHOUSE S.R.L.,caeriuflorin@yahoo.com,,Ialomita,"Loc. Tandarei, Oras Tandarei","JUD. IALOMITA, ORS. TANDAREI, STR. AVALANSEI, NR.56, LOT12B",SRL,2015-07-30,N
48044036,EASY WORK COMPANY S.R.L.,tomaanamariaflorica@gmail.com,0722416512,Vrancea,"Sat Rastoaca, Comuna Rastoaca","JUD. VRANCEA, SAT RASTOACA COM. RASTOACA, STR. LUMINII, NR.7",SRL,2023-04-25,Y
31544568,PATRU MAINI CARPATIA SRL,alexandra.sora@patrumaini.ro,0749181143,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. CONULUI, NR.8",SRL,2013-04-22,Y
16338521,LEAU MARIN SRL,primcazanesti@yahoo.com,0243264010,Ialomita,"Loc. Cazanesti, Oras Cazanesti","JUD. IALOMITA, SAT CAZANESTI ORS. CAZANESTI, NR.-",SRL,2004-04-15,N
47481300,GTS INDUSTRIES TECH S.R.L.,ciprian.lazar@grafex.ro,0722366309,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. CONSTANTIN STERE, NR.6",SRL,2023-01-19,Y
15943109,CASA TISARU SRL,rezervari@casa-tisaru.ro,0723262109,Vrancea,"Sat Lepsa, Comuna Tulnici","JUD. VRANCEA, SAT LEPSA COM. TULNICI",SRL,2003-11-26,Y
28942598,PARAUTA C. ELENA-AURA INTREPRINDERE INDIVIDUALA,bitulacompany@gmail.com,0721231824,Prahova,"Sat Brazii de Jos, Comuna Brazi","JUD. PRAHOVA, SAT BRAZII DE JOS COM. BRAZI, STR. TEILOR, NR.41B",II,2011-08-01,N
9233794,SCUDO SERV SRL,office@scudo.ro,0244590199,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. CILINDRULUI, NR.5",SRL,1997-03-05,Y
15718557,CRAMA FAUR ODOBESTI SRL,office@euroem.ro,0233219641,Vrancea,"Sat Jaristea, Comuna Jaristea","JUD. VRANCEA, SAT JARISTEA COM. JARISTEA",SRL,2003-09-03,N
35167584,SANSOWEB SOLUTION SRL,ro-hraccount@alef.com,0727641600,Prahova,"Sat Bucov, Comuna Bucov","JUD. PRAHOVA, SAT BUCOV COM. BUCOV, STR. SUZANA STERE PALEOLOGU, NR.25",SRL,2015-10-27,N
49420090,MEGA PROSPER INFRASTRUCTURA S.R.L.,violetazhr@yahoo.com,0744635783,Buzau,Oras Patarlagele,"JUD. BUZAU, ORS. PATARLAGELE, STR. NICOLAE BALCESCU, NR.2A",SRL,2024-01-17,Y
33242426,ANE WEST CONSULTING SRL,loredana@analizaserv.ro,0762244886,Prahova,"Sat Cornu de Sus, Comuna Cornu","JUD. PRAHOVA, SAT CORNU DE SUS COM. CORNU, STR. MIHAI VITEAZUL, NR.64, ETAJ",SRL,2014-06-04,Y
19238586,WOOLF IMPEX SRL,veromarin22@yahoo.com,0744775538,Buzau,Municipiul Ramnicu Sarat,"JUD. BUZAU, MUN. RAMNICU SARAT, STR. BALTA ALBA, BL.F8, ET.4, AP.10",SRL,2006-11-27,Y
34690339,TURISM EXTREM ONLINE S.R.L.,oana.oana28@yahoo.com,0774061210,Ialomita,"Sat Jilavele, Comuna Jilavele","JUD. IALOMITA, SAT JILAVELE COM. JILAVELE, STR. CRIZANTEMELOR, NR.47",SRL,2015-06-23,N
34907480,PRO CONSTRUCTII RMP SRL,office@rowe.ro,0213121288,Prahova,"Sat Zahanaua, Comuna Targsoru Vechi","JUD. PRAHOVA, SAT ZAHANAUA COM. TARGSORU VECHI,  , NR. CADASTRAL 11962-C1. INSCRIS IN CARTEA FUNCIARA NR. 22516",SRL,2015-08-19,Y
2705253,VICTOR SRL,hotelvictor419@gmail.com,0244314446,Prahova,"Loc. Sinaia, Oras Sinaia","JUD. PRAHOVA, ORS. SINAIA, STR. STANJENEILOR, NR.2, BL.2, SC.A, AP.6",SRL,1992-10-28,N
16871191,VABRO RETAIL SRL,zm96@vabro.ro,0723347612,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. AFINELOR, NR.11.BIS",SRL,2004-10-21,Y
48525889,UPWARD SPIRALS S.R.L.,fgeco2008@yahoo.com,0725914358,Prahova,"Sat Banesti, Comuna Banesti","JUD. PRAHOVA, SAT BANESTI COM. BANESTI, STR. DIN JOS, NR.342, CAMERA 1",SRL,2023-07-21,Y
16240131,NOVALEX SRL,coni_manesti@yahoo.com,0244531283,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. 8 MARTIE, NR.1.A, BL.8.B",SRL,2004-03-15,N
1440840,QUATTRO IMPEX SRL,office@quattro.ro,,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. DORNEI, NR.9",SRL,1992-03-31,Y
19467040,IONASCU M. NICOLETA DANIELA INTREPRINDERE FAMILIALA,hr@imensitate.md,0726373141,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. VORNICEI, NR.13, BL.67B, SC.B, AP.2",IF,2006-09-04,N
29334327,PADUREA URSULUI SRL,nelusaru28@gmail.com,,Buzau,"Sat Suditi, Comuna Gheraseni","JUD. ILFOV, SAT TAMASI COM. CORBEANCA, STR. MOLIDULUI, NR.2, CAM. 10, ET.1",SRL,2011-11-11,N
17468325,FRANCESCA SRL,daniela.barbacariu@gmail.com,0742779410,Buzau,Municipiul Ramnicu Sarat,"JUD. BUZAU, MUN. RAMNICU SARAT, STR. PIETEI, BL.21, SC.B, ET.1, AP.11",SRL,2005-04-11,Y
7095202,BRITISH - AMERICAN TOBACCO (ROMANIA) SRL,aprobat@bat.com,0244598500,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. LABORATORULUI, NR.17-19",SRL,1999-05-10,N
