county,name,address,email,phone,manager,auth_num,capacity_tonnes
Olt,"Magazie – com. Pârșcoveni , jud. Olt 0762393029","93 OT0006489 SC OLTPIESS SRL , Slatina , str. General Aurel Aldea ,nr. 23 , jud. Olt Siloz – Slatina",,,"SC SPECAT SRL , com Călmățuiu , sat Nicolae Bălcescu , jud. Teleorman",OT0006488,2000
Olt,"Magazii – com.Brastavăţu, jud.Olt/ 0730402439","Fax 16 OT 0006670 AMEROPA GRAINS , Constanța, str.Theodor Burada , nr.25 , jud. Constanța Magazii – ",,,"SC BRISE GRAINS SA , Constanța , str. Strejerului , nr.24 , jud. Constanța",OT0009131,8500
Olt,"Siloz  – Traian , jud. Olt","0246 211399 86 OT0006482 SC QUATRO CLUB SRL Magazie – com. Redea , jud.Olt - 0767762943 1000 1000",,,"SC A.E.P GIURGIU PORT SA – Zimnicea , str Zona Port  , C.A 3 , jud. Teleorman",OT0006680,52000
Olt,"Siloz + Magazie ; com. Vlădila , jud. Olt - 0249543154","113 OT0006663 SC AGRO MIXT PRO SRL , com. Movileni , str. Principală , nr.5 , jud. Olt Magazie ; com",,,"SC AGROMEC SISTEM  SRL , com. Vlădila , str. M. Eminescu , nr.58 , jud.Olt",OT0006662,1500
Olt,"Siloz + Magazie – Cezieni , jud. Olt","762903136 80 OT0006466 SC ARENDĂ ȘAIN SRL , Mihăești , jud. Olt Magazie – Mihăești , jud. Olt , 5000",,,"SC BENEVEST AGRA SRL, Brașov , Calea Bucureștilor , nr.310",OT0006465,7000
Olt,"Siloz + Magazie – Corabia , jud. Olt","213188690 82 OT0006468 SC TRITICALE SRL , Mărunței , jud. Olt Magazie – Mărunței , jud. Olt 3500 350",,,"SC ADM ROMÂNIA TRADING SRL , București , str.Dinu Vintilă , nr.11, sect. 2",OT0009110,25500
Olt,"Siloz + Magazie – Stoicănești , jud.Olt , 0251415337","78 OT0006464 SC UNICONFEX EXIM SRL Slatina , str. Crișan , nr.25, jud. Olt Siloz – Corabia , jud. Ol",,,"SC ASSANI IMP – EXP SRL Craiova , str. România Muncitoare nr.49 , jud. Dolj",OT0006463,3200
Olt,"Siloz - Corabia - punctul comercial  , jud.Olt - 0722211759","155 OT0009130 SC AGRO-CHIREA SRL , Rusănești , jud.Olt Magazie - loc. Rusănești, jud. Olt - 07443804",,,"SC REFDAN COM SRL  , Izlaz , jud. Teleorman",OT0009128,9020
Olt,"Siloz - Radomirești ,  str. Eroilor , 85  , jud.Olt - 0722218616","158 OT0009134 SC AGROSPEED PRODUCTION , Șerbănești , str. Nițulescu , nr.6 , jud.Olt Magazie - loc. ",,,"SC AGRODUN INTERNAȚIONAL , Dobroești , sat Fundeni , str. Loc.Moga , nr.3 , jud.Ilfov",OT0009133,4800
Olt,"Siloz - com Izbiceni , jud. Olt , 0751045456","152 OT0009126 SC OLTPIESS SRL , Slatina , str. General Aurel Aldea ,nr. 23 , jud. Olt Siloz – Slatin",,,"AGRICOLA CEREAL SUD  , com. com. Izbiceni , str. Podului , nr.54 , jud. Olt",OT0009125,10000
Olt,"Siloz ; com. Bucinișu , jud. Olt - 0766512830","141 OT0009112 SC ALCRIST SRL , CRAIOVA , str. Brazda lui Novac , jud. Dolj Magazie - com. Deveselu ,",,,"RADU MIHAI PFA , com. Bucinișu , jud. Olt",OT0009111,750
Olt,"Siloz ; com. Stoenești , jud. Olt - 0757038819","146 OT 0009117 SC UNICONFEX EXIM SRL , Slatina , str. Crișan , nr.25 Olt Siloz – Corabia , str. Port",mira.dinamic@yahoo.com,,"WILDEN AGRO SRL , București , str. Eterului nr.19-27, sector 3",OT0009116,8000
Olt,"Siloz ; com. Vlădila , jud. Olt - 0785949836","110 OT0006655 SC AGROMIM PROD SRL , com. Poboru , str. Duzilor , nr.11 , jud. Olt Magazie ; com. Pob",,,"SC ANDREI PRODPAN TRANSCOM SRL , com. Vlădila , str. Teilor , nr. 2 , jud. Olt",OT0006654,650
Olt,"Siloz – Găvănești , jud. Olt , 0721227151","71 OT0004635 SC FRAȚII ROȘCA SRL – BRÂNCOVENI , JUD. OLT Siloz – Brâncoveni , jud/ Olt , 0249418269 ",agronova@losan.ro,,"SC SORMIN IMPEX SRL -  GHERCEȘTI , JUD. DOLJ",OT0004634,800
Olt,"Siloz – Mărunței , jud. Olt 0249467399","Mărunței , jud. Olt primagra@clicknet.ro 57 OT0004617 SC LUPU & LUPU SRL Siloz - Ianca , jud. Olt 02",primagra@clicknet.ro,,SC PRIMAGRA SRL,OT0004616,500
Olt,"Siloz – Potcoava, str. Gării, jud.Olt 0771531523","170 OT01006 SC CEREAL COM DOLJ , Segarcea , jud. Dolj Magazie – com.Mihăeşti, jud.Olt// 0771531523 1",,,"SC CEREAL COM DOLJ , Segarcea , jud. Dolj",OT01005,37000
Olt,"Siloz – Potcoava, str. Gării, jud.Olt/0249438353/ FAX 0249413066","138 OT0009107 AGRICOLA CEREAL SUD , com. com. Izbiceni , str. Podului , nr.54 , jud. Olt Magazie - c",victoriaintermed@yahoo.com,,"SC BRISTOL LOGISTICS SRL , Bucuresti , str. Grigore Gafencu , , nr.9 , sc B , ap.B63 , sect.1",OT0009105,13000
Olt,"Siloz+ Magazie , com. Fărcașele , jud. Olt - 0723868081","107 OT 0006652 SC OSICONS SRL , com. Osica de Sus , str. Morii , nr.11 , jud. Olt Siloz ; com. Osica",,,"SC GALETAN MARPROD SRL , com. Fărcașele , str. Traian , nr.126 , jud. Olt",OT0006651,1150
Olt,"Siloz+ Magazie , com. Tia Mare , jud. Olt - 0748112555","161 OT0009137 SC ARMAN CONSTRUCTION , Tufeni , jud. Olt Magazie - loc. Potcoava , jud. Olt - 0784212",,,"SC JOHN GREEN SRL , Tia Mare , jud. Olt",OT000136,4000
Olt,"Siloz+Magazie – Dobrosloveni , jud. Olt","59 OT 0006685 SC VICTORIA INTERMED SRL , Slatina , str. George Poboran, nr. 8 , jud. olt Magazie – D",,,"SC AGRII ROMÂNIA SRL - com. Ghiroda , , str. Calea Lugojului , nr. 3 , jud. Timiș",OT0009122,7500
Olt,"Siloz- loc. Caracal , jud. Olt - 0769660438","175 OT10012 SC AGROMIL RADU SRL , Bucinișu , jud. Olt Magazie - loc. Bucinișu , jud. Olt - 076651283",,,"SC ALLIONE MAGAZINE SRL , Craiova , jud. Dolj",OT01011,500
Satu-Mare,AF Emili Stefan Andrid nd. 421,RO 18721514,,+40261820482,,SM0002622,
Satu-Mare,AF Rosca Maria Sanislau 1330,RO17309648,,+40261821349,,SM0002576,
Satu-Mare,AGROPORT COMPANY SRL,Vezendiu nr. 295 745524755 181 SM0007843 SAMPAX SRL Sampax SRL 0746672508 2000 x 2000,,,,SM0007842,
Satu-Mare,AISM SRL,Chereusa nr. 231 Chereusa nr. 231 174 SM0007795 PROMAT COMIMPEX SRL Promat Comimpex SRL 70000 47500 ,,,,SM0007793,
Satu-Mare,Agro Radu SRL,"Paulesti, N. Balcescu nr. 60 Paulesti fn 178 SM0007800 ALCEDO 40800 29000 11800 Dep.cereale si magaz",,,,SM0007799,
Satu-Mare,Agropec Dionis SRL,Cetatea de Balta Garii nr. 111 164 SM0007782 Pro Avis SRL Pro Avis SRL Hrip 7000 7000,,,,SM0007781,
Satu-Mare,Agrosincrai Eriu Sincrai nr. 9,nr.187A 152 SM0007769 Acta Line Trans SRL Baia Mare dep. Cereale Giur,,,,SM0007766,
Satu-Mare,Agrotex SRL Carei,Cal. A Romane 81B Apa nr. 566 156 SM0007773 Agrotex SRL Carei Carei str.C-tin Mille 3B 30000 20000 1,,,,SM0007772,
Satu-Mare,Alconor Company SRL,Carei Al.I Cuza nr. 27 Carei B1 158 SM0007775 Alconor Company SRL Alconor Company SRL 4664 4664,,,,SM0007774,
Satu-Mare,Ardealul SA Carei,str. Al.I. Cuza nr. 24 str. Al. I Cuza nr. 24 170 SM0007789 Topagrar SRL Craidorolt 207A Ferma Klara,,,,SM0007788,
Satu-Mare,Campia Careiului Coop.Agricola,"Petresti,str.Piscoltului 68 Carei",,+40746521959,,SM0007786,
Satu-Mare,Chereji SRL Piscolt nr. 911,RO 3568030,,+40261824720,,SM0005151,
Satu-Mare,Codrea Maria-Maruni II,Draguseni str.Pasunii 323B Draguseni 323B 162 SM0007779 Agro Partener SRL Petresti Agro Partener SRL,,,,SM0007778,
Satu-Mare,Ferma Tagu Rosu SRL Odoreu nr.25,"str.Republicii 276,0743944848 150 SM0007764 Topagrar SRL Craidorolt 207A Depozit cereale Craidorolt ",,,,SM0007763,
Satu-Mare,II Suth Sebastian Acas 96,RO 26246573,,+40745042613,,SM0005190,
Satu-Mare,Independent David Mircea Moftin Mic,RO 1731021300034,,+40261875003,,SM0002606,
Satu-Mare,MW TRADE SRL,"Carei,str.M.Viteazu nr. 121A Carei,DN 19 km.19,",,,,SM0007844,
Satu-Mare,Nicu Junior SRL Portita 5,Portita 5 160 SM0007777 SA Terra Sanislau SA Terra Sanislau 2000 2000,,,,SM0007776,
Satu-Mare,PROMAT COMIMPEX SRL,str. Infratirii nr. 112 Chereusa fn 176 SM0007797 PROMAT COMIMPEX SRL Promat Comimpex SRL 10000 x 10,,,,SM0007796,
Satu-Mare,SA Agrofieni Foieni,"Ciumesti nr. 434, RO 2387281 Ciumesti 434, 0261874615 10 SM0002556 SC Konig Muhle SRL Sanislau SC Ko",,,,SM0002555,
Satu-Mare,SA Agrospic Apa ferma zootehnica,RO 3569508,,+40261843125,,SM0005167,
Satu-Mare,SA Alfa Beltiug,str.Principala 54,,+40261787600,,SM0002612,
Satu-Mare,SA Forum Camin nr. 29,RO 665870,,+40261872706,,SM0002596,
Satu-Mare,SA Gloria Resighea nr. 240,RO 648984,,+40261824654,,SM0002628,
Satu-Mare,SA Infratirea Carei nr. 81,RO 2826972,,+40261865291,,SM0005155,
Satu-Mare,SA Krasnatal Capleni nr. 185,RO 5674046,,+40261873143,,SM0002631,
Satu-Mare,SA Petresti,RO 648410 str.Vezendiu fn/ 0261820096 22 SM0002569 SC Abo Mix SRL Satu Mare SC Abo Mix SRL Satu Mare,,,,SM0002567,
Satu-Mare,SA Recolta Urziceni,"str.Principala 438, RO 2387672 str.Principala 438/0261874390 12 SM0002558 SA Infratirea Carei SA Inf",,,,SM0005171,
Satu-Mare,SA Renasterea Pir nr. 45,RO 644150,,+40261821713,,SM0002603,
Satu-Mare,SA Viitorul Sanislau nr. 562,RO 648773,,+40261821216,,SM0002592,
Satu-Mare,SC Agreban SRL Ciumesti 122,RO 18186918,,+40745155209,,SM0007745,
Satu-Mare,SC Agricola SRL Tiream 311 A,RO 29478891,,+40261873690,,SM0005164,
Satu-Mare,SC Agro Badar SRL SM str.Ratu Mare 29,RO 22161040,,+40745615530,,SM0005157,
Satu-Mare,SC Agro Radu SRL Paulesti 60,RO 15999312,,+40727710106,,SM0005177,
Satu-Mare,SC Agro Sancrai SRL Eriu Sancrai 9,"RO 12322947 Sancrai nr.9,",,+40744789417,,SM0005162,
Satu-Mare,SC Agrodin SRL Dindesti,RO 6851561,,+40261879210,,SM0002657,
Satu-Mare,SC Agroindustriala SA Carei,f.Ianculesti RO 646436 f.Ianculesti /0261863404 28 SM0005181 SC Agroindustriala SA Carei SC Agroindu,,,,SM0005182,
Satu-Mare,SC Agromec SA Foieni str.Principala 444,RO 8173201,,+40261874611,,SM0002583,
Satu-Mare,SC Agroradu SRL Paulesti,Caraseu 146 SM0007759 SC Fructus Prod SRL Halmeu Halmeu 900 900,,,,SM0007758,
Satu-Mare,SC Agroradu SRL Paulesti nr. 18,154 SM0007771 Agrotex SRL Carei Agrotex SRL 10000 10000,,,,SM0007770,
Satu-Mare,SC Agrosem SA Satu Mare,str.Depozi,,,,SM0002543,
Satu-Mare,SC Amper SRL Carei nr. 23,RO 642531,,+40261873832,,SM0002659,
Satu-Mare,SC Amper SRL Carei nr. 93,RO 642531,,+40261873832,,SM0005153,
Satu-Mare,SC Amper SRL Carei str.Vezendiului,RO 642531 124 SM0007723 SC Amper SRL Carei str.Vezendiului Andrid nr. 185 200 200,,,,SM0007722,
Satu-Mare,SC Angeloti SRL Piscolt str.DN 19,RO 5886782,,+40261824670,,SM0007733,
Satu-Mare,SC Ardealul Trandind SRL Carei,"str.Cuza Voda 24, RO 22340771 str.Magnoliei nr.30/0261861011 76 SM0002670 SC H&M Company SRL, Negres",,,,SM0002668,
Satu-Mare,SC Bristor Logistics SA,Bucuresti str. G. Gafencu nr. 9 148 SM0007762 Unicom Tranzit SA PL Halmeu 1000 1000,,,,SM0007760,
Satu-Mare,SC Brut Kathleen SRL Sanislau 562,RO 25414822,,+40261811250,,SM0005184,
Satu-Mare,SC Brutkathleen SRL Sanislau,RO 25414822,,+40740603665,,SM0007740,
Satu-Mare,SC CIT SA Santau str.Dorobantilor 1,RO 671901 str.Dorobanrilor 1/ 0261825980 14 SM0002560 SC Comcereal SA Satu Mare SC Comcerea SA Odore,,,,SM0002559,
Satu-Mare,SC Chereji SRL Piscolt nr. 911,RO 3568030,,+40722491763,,SM0002672,
Satu-Mare,"SC Chereji SRL,","Piscolt str.Unirii nr. 911,RO 3568030 str.Unirii nr. 911,0261824720 1800 1800 2 SM0002542 SC Angello",,,,SM0002541,
Satu-Mare,SC Comcereal SA Satu Mare,"str.Luceafarului 28, RO 8308287 str,Bucuresti 75, 0261768556 16 SM0002562 SC Comcereal SA Satu Mare ",,,,SM0002561,
Satu-Mare,SC Comcereal SA Satu Mare,"str.Luceafarului 28, RO 8308287",,+40261825869,,SM0002563,
Satu-Mare,SC Comcereal SA Satu Mare,"str.Luceafarului 28, RO 8308287",,+40261821210,,SM0002565,
Satu-Mare,SC Crypton PMV SRL Satu Mare,"str..Russo 33, RO 23057642 128 SM0007730 SC Gama&Gama SRL Culciu Mare 134C SC Gama&Gama SRL Culciu 7",,,,SM0007728,
Satu-Mare,SC Euro Crispan SRL Tasnad M.Eminescu,"nr. 19, RO 16771427 nr.211,",,+40744342006,,SM0005160,
Satu-Mare,SC Euro Crispan SRL Tasnad M.Eminescu,"nr. 19, RO 16771427 126 SM0007725 SC Ast Agro SRL Irina str.Scolii 225 Dindesti 393, 3000 3000",,,,SM0007726,
Satu-Mare,SC Faner Agro SRL Capleni,RO 16654672,,+40261873100,,SM0005149,
Satu-Mare,SC Gardo Agro SRL Andrid nr. 72,RO 25055133,,+40766334750,,SM0002678,
Satu-Mare,SC Germ Agtitiag SRL Tiream 303A,"RO 25812216 nr. 303A ,",,+40784553321,,SM0005192,
Satu-Mare,SC Grain Express SRL Oradea str.,"Nufarului 29, RO 9515361 str.AI Cuza 21, 0359800658 122 SM0007721 SC Amper SRL Carei str.Vezendiului",,,,SM0005197,
Satu-Mare,SC Impex SRL Pitesti str.Soimoseni 30,"RO 132931 str.Soimoseni 30,",,+40261768095,,SM0002644,
Satu-Mare,SC Loloka SRL Sanislau nr. 963,"RO 13792514 fost CAP ,",,+40261821600,,SM0002594,
Satu-Mare,SC MW Trade SRL Carei M.Viteaza 121A,ferma Spitz DN 19 144 SM0007757 SC Agroheveli 2018 SRL loc. Capleni 1000 1000,,,,SM0007755,
Satu-Mare,SC Maltberg Industry SRL Negresti Oas,"str.11 Iunie nr. 15, RO 14791525 str.Soimoseni nr.30, 0261750773 86 SM0005146 SC Euro Crispan SRL Ta",,,,SM0005144,
Satu-Mare,"SC Managra SRL SM,str.Botizului 5/1",RO 7357796,,+40721290940,,SM0005188,
Satu-Mare,SC Mircea Blaga SRL str.A.Vlaicu 69,RO 3568065,,71601056,,SM0002624,
Satu-Mare,SC Mobipan SA Satu Mare.str.Careiului 14,"RO 643120 str.Ecoului 30, 0261861182 100 SM0005159 SC Agrind SA Tasnad str.Infratirii 147 SC Agrind ",,,,SM0002599,
Satu-Mare,SC Nadoroc Prod Com SRL Baia Mare,"Mediesu A.757, RO 6551629 Mediesu A.757/0261842160 24 SM0002575 SC Amper SRL Carei str.25.Oct.23 SC ",,,,SM0002571,
Satu-Mare,SC Nord Stern Beverage Industries,"Livada, RO 666697 Industries Livada, 0261770270 84 SM0005141 SC Konig Muhle SRL SC Konig Muhle SRL S",,,,SM0002680,
Satu-Mare,SC PROMAT COMIMPEX SRL,Tasnad str. Infratirii nr. 112 Lazuri nr. 1065 261825370,,,,SM0007841,
Satu-Mare,SC Pritenia Tiream,RO 4376327,,+40726107282,,SM0007738,
Satu-Mare,SC Pro Avis Botiz,RO 7441160,,+40261770305,,SM0002635,
Satu-Mare,SC Promat Com Impex SRL Tasnad,"str.Infratirii nr. 112 Tasnad, str. Infratiri nr. 112 8 SM0002553 SC Ave Impex SRL Satu Mare SC Ave ",,,,SM0002552,
Satu-Mare,SC Ro Comix SRL Carei str.1 Decembrie,"nr.5, RO 4961282 C.A.Romane 102, 0261865723 36 SM0002585 SC Soco Agro SRL Andrid nr. 194 SC Soco Agr",,,,SM0002584,
Satu-Mare,SC Samavia SRL Mediesu Aurit 1,RO 18437211,,+40747225566,,SM0005175,
Satu-Mare,SC Sammills Europe SRL Botiz,"str.Mioritei 151, RO 36237300",,+40261806031,,SM0007743,
Satu-Mare,"SC Sampax SRL Satu Mare, Dr.Carei 160",142 SM0007753 SC Danina Bio Agrar SRL SC Danina Bio Agrar SRL Botiz 6000 6000,,,,SM0007750,
Satu-Mare,SC Schamagosch Ciumesti nr. 50,RO 648739 nr.50,,+40261821205,,SM0002588,
Satu-Mare,SC Schamagosch Ciumesti nr.56,RO 648739,,+40261821205,,SM0002662,
Satu-Mare,SC Segal CO SRL Satu Mare UH10/5,RO 9064237 ferma Satmarel 80 SM0005180 SC Agroport Company SRL Tasnad SC Agroport Company SRL 8000 5,,,,SM0005168,
Satu-Mare,SC Techno Const. Stile SRL SM,"str.Floare de Colt 22/1,RO 26956139 f. Mihaieni 1,0729034984 114 SM0005187 SC Solenagria SRL Baia Ma",,,,SM0005186,
Satu-Mare,SC Tibi ET Zoli Prod Com Carei,"str.Ecoului 30, RO 26125652 str.Ecolului 30, 0745651741 130 SM0007732 SC Larisch SRL Berveni nr. 187",,,,SM0007731,
Satu-Mare,SC Tober Agro SRL Simleul Silvaniei,"str.Closca 37A, RO 14063017",,+40260676684,,SM0005170,
Satu-Mare,SC Top Agrar Craidorolt 207,RO 15268789 66 SM0005169 SC Ruagne SSY SRL SM SC Ruagne SSY SRL Satu Mare 300 300,,,,SM0002653,
Satu-Mare,"SC Turisor SRL Tur,Negresti Oas,str.","Bogdan Voda 14, RO 1679478",,+40261856028,,SM0002619,
Satu-Mare,SC Unirea SA Tiream str.Vezendiului,nr.311 A/ RO 3657782,,+40261873608,,SM0005193,
Satu-Mare,SC Veres Agro Prod Com SRL Piscolt,"str.Victoriei 853, RO 6333560 Piscolt/0261824621 30 SM0002641 SC Lorella SRL Carei.C.A.Romane 76 SC ",,,,SM0002580,
Satu-Mare,SCDA Livada str.Baia Mare nr. 7,RO 644346,,+40261840001,,SM0002666,
Satu-Mare,Sammills International SA,"Botiz str.Mioritei 151 Botiz 151,",,+40261806031,,SM0007783,
Tulcea,"Baza Ceamurlia de Jos, email:agromexsa@yahoo.com","44 TL0003147 S.C Necmar SRL,Peceneaga, fax 0240577142 Magazie cereale,Peceneaga 1500 1500 45 TL00031",,+40745485648,"S.C Indagro Holding SA,Orastie,Jud HD,str.Luncii,nr.6,fax.0254244407",TL0003146,8000
Tulcea,"Baza de receptie Casimcea,tel.0240576720","11 TL0003088 S.C AMP Tornea SRL, Braila,str.Rosiorilor nr.43,bloc C6,SC.1,AP.8,",amptornea@yahoo.com,+40240573368,"S.C Comcereal SA,   Tulcea,str.Isaccei, nr.73,et3,           tel.0240534061,fax 0240534069",TL0003083,8000
Tulcea,"Baza de receptie M.Kogalniceanu,tel. 0240563003            email:comcereal_tulcea@yahoo.com","8 TL0003078 S.C Comcereal SA, Tulcea, str. Isaccei,nr.73,et 3,",,+40240534061,"S.C Comcereal SA ,Tulcea,str.Isaccei,nr.73,et3,           tel.0240534061,fax 0240534069",TL0003076,22000
Tulcea,"Complexul km4,sos.Tulcea-Murighiol,  km 4,tel.0240505101,fax.0240516557","5 TL0003073 SCPC Tulcea,sos Agighiol,km.8",scpctl@yahoo.com,+40240549510,"S.C Carniprod SRL,                                  sos Tulcea-Murighiol, km 4-5, tel 0240505100,fax. 0240517258",TL0003071,18400
Tulcea,Magazie cereale,90 TL0008646 SC VESAD AGRO INVEST SRL,,+40723347127,SC BRISEGROUP SRL  0751519939,TL0008644,4000
Tulcea,"Magazie cereale ,Isaccea,str.Victoriei nr.242","84 TL0008638 SC GAMALEX IMPEX SRL ,",,+40723561907,"SC AGRITOM SRL,tel. 0745820758",TL0008637,220
Tulcea,"Magazie cereale ,sat Traian,Com.Cerna     0748031465","81 TL0008635 SC AGRITOM SRL,",,+40745820758,SC SARA TOM COMPANY SRL,TL0008630,2500
Tulcea,"Magazie cereale,                                     sat Caucagia,Com.Baia","66 TL0003191 SC Tei Com SRL 0755151452 Magazie cereale, ,Com.Niculi",,1600160067,S.C Simco Impex SRLtel.0766439754,TL0003190,2500
Tulcea,"Magazie cereale, Sos.Agighiol Km.8",63 TL0003188 S.C Ceresan SRL,,+40765518020,PFA Vriscu Tania Camelia tel.0762677210,TL0003182,300
Tulcea,"Magazie cereale, Turda,M. Bravu","47 TL0003154 S.C Cristian Impex srl Tulcea,",,+40240531100,"S.A Clorofila ,Turda,M. Bravu,              tel .0240561284",TL0003150,1000
Tulcea,"Magazie cereale,Baia","51 TL0003161 S.C Mergeani Anid SRL, com.M.Kogalniceanu,",,+40752240492,"S.C Agrostef SRL,com.Baia,tel. 0744652260",TL0003158,1100
Tulcea,"Magazie cereale,Com.M.Bravu,        tel. 0744126293","114 TL0008686 SC ALSAGRO FARM SRL Magazie cereale,Com.Ciucurova,",,+40732405091,SC ALSAGRO FARM SRL,TL0008685,2000
Tulcea,"Magazie cereale,Com.M.Kogalniceanu","54 TL0003167 S.C Ningea SRL, com.M.Kogalniceanu,",,+40240519887,"S.C George SRL, com.M.Kogalniceanu,tel. 0748013450",TL0003165,1500
Tulcea,"Magazie cereale,Com.M.Kogalniceanu","60 TL0003176 S.C Tumult Grup SRL,",,+40740334207,"S.C Panmetal SRL,tel 0751865170",TL0003175,2500
Tulcea,"Magazie cereale,Daeni","142 TL0008220 SC BIOCHEM ORGANICS SRL Magazie cereale,Lunca ,Ceamurlia de jos,",,+40799099608,SC AGROBIA RODNIC SRL,TL0008219,2500
Tulcea,"Magazie cereale,Frecatei","139 TL0008217 PFA STANCU ZICA Magazie cereale,Daeni 5500 5500 140 TL0008218 PFA STANCU VASILE Magazi",,,"S.C Vitisad SRL,com.Frecatei,tel. 0744324271",TL0008216,4000
Tulcea,"Magazie cereale,Loc.Colina","57 TL0003172 SA Parches ,",,+40748869977,"S.C Agrotib SRL,tel. 0721743004",TL0003171,1000
Tulcea,"Magazie cereale,Loc.Turda com.M.Bravu","166 TL0008246 SC FABRICA DE SANATATE SRL Magazie cereale,Loc.Baia,str.Republicii nr.62 A 9000 9000 1",,,SC SAMTORI AGRO SRL,TL0008245,3600
Tulcea,"Magazie cereale,Sarighiol de Deal,Beidaud",93 TL0008651 SC AGRO MITA SRL,,+40742425618,"PFA CULINA MIHAI; tel.0724081844,com.Beidaud",TL0008649,600
Tulcea,"Magazie cereale,Sat Plopu,Com.Murighiol","69 TL0003194 SA V.Nucarilor,",,+40751049354,SC Agrocom Miron SRL 0743351787,TL0003193,600
Tulcea,"Magazie cereale,com .M.KOGALNICEANU;","108 TL0008676 SC DELTA-ROM AGRICULTURE SRL Magazie + Silozuri,Chilia Veche,",,+40747130715,"SC PRESCOM SRL,tel.0744778878",TL0008675,2150
Tulcea,"Magazie cereale,com Daeni","87 TL0008641 SC AMEROPA GRAINS SA ,",,+40744695019,SC SORMAR ATERP SRL,TL0008640,1000
Tulcea,"Magazie cereale,com Murighiol;         tel. 0723965086","105 TL0008671 SC AGROZYC CEREALE SRL Magazie cereale,com. M.KOGALNICEANU;",,+40723510654,SC MITI GEO SRL,TL0008670,3000
Tulcea,"Magazie cereale,com.Beidaud","151 TL0008229 I.I,.MIRICA DUMITRU Magazie cereale,com.Topolog;0722502928 1500 1500 152 TL0008230 SC ",,,PFA  CAMARA NICULINA,TL0008228,800
Tulcea,"Magazie cereale,com.Daeni;Sos.Tulcei ;nr.56","145 TL0008223 RUSU ION AGRO PFA Magazie cereale,com.Daeni;Str.Agromec ;nr.8 1000 1000 146 TL0008224 ",,,RUSU AUREL AGRO PFA,TL0008222,1000
Tulcea,"Magazie cereale,com.Peceneaga:T21:P184","148 TL0008226 PFA TILINCA RADU GHEORGHE Magazie cereale,com.Casimcea Str.Ocolului.nr.23A 2000 2000 1",,,SC BALTA STAR SRL,TL0008225,3900
Tulcea,"Magazie cereale,com.Sarichioi,sat Zebil.","96 TL0008655 TODICA DUMITRU AGRICULTURA PFA,",,+40724514607,"SC MINIFARM AGRICULTURA SRL ,tel.0755880781",TL0008654,1500
Tulcea,"Magazie cereale,com.V.Nucarilor","99 TL0008658 SC MALBORAKIS IMPEX SRL,",,+40744486122,SC AGROMEC MAHMUDIA SA,TL0008657,4000
Tulcea,"Magazie cereale,loc.Razboieni ,com. Casimcea","160 TL0008238 SC PREST GEO DAN SRL Magazie cereale,Sos.Tulcea -Agighiol Km.8,0722769779 147000 14700",,+40742002414,PFA BUSU ZOITA,TL0008237,2000
Tulcea,"Magazie cereale,sat Balabancea,Com.Hamcearca","72 TL0003197 SC Nalba SRL ,Baia,Str.Unirii,nr.1,0240564670 Magazie+Siloz,Baia,Str.1Decembrie,nr.112 ",,,SC Criviadis SRL0745089004,TL0003196,1600
Tulcea,"Magazie cereale,sat Lastuni,Com. M.Kogalniceanu","78 TL0008628 I.I. FIODOR FLORENTIN 0749454417 Magazie cereale,sat Mircea Voda,Com.Cerna 1000 1000 79",,+40749995530,"SC DENISCOM SRL ,tel.0723510654",TL0008627,1500
Tulcea,"Magazie cereale,sat Salcioara,com.Jurilovca,tel.0754218655",120 TL0008695 SC LANMID STL,,+40744332317,SC CEREALE COLECT  DISTRIBUTION SRL   tel. 0744332317,TL0008694,8000
Tulcea,"Magazie cereale,sat Sarighiol de Deal,com.Beidaud","102 TL0008665 SC DELTANAV SA ,",,+40783105010,I.I.PACEA OCTAVIAN,TL0008660,1500
Tulcea,"Magazie cerealeCom.Sarichioi ,sat Enisala,tel.0741605769","117 TL0008689 SC ABCDD CEREL TRADING SRL Magazie cereale punct lucru Babadag ,str.Ciucurovei,nr.16,",,+40741605769,SC ABCDD CEREL TRADING SRL,TL0008688,7500
Tulcea,"Magazie+Siloz,Com.Sarichioi","75 TL0008624 SC SERMAR 2000 SRL 0745114669 Magazie cereale ,Com.Ciucurova 400 400 76 TL0008625 SC GE",,,"SC TRANSMETEORITSRL, Com.Sarichioi,tel,0745799523",TL0003199,11000
Tulcea,"Magazie+siloz,Sos. TL-Mahmudia  km4-5;0748226141","157 TL0008235 SC TOLIL COMPANY SRL Magazie+siloz, com. Baia;Sos.Europeana km.75 ;0747227797 74000 24",,+40756839509,SC CONSTANT PROD SRL,TL0008234,25000
Tulcea,"S.C Acvila SRL,Ferma 2,Smardan,       email:sc.acvila.srl@cliknet.ro","38 TL0003135 S.C Agroschinau SRL, Smardan,",,+40723318534,"S.C Acvila SRL,Macin,str.1 Decembrie,bl.18,parter,                        tel 0240573101, fax0240573107",TL0003134,2000
Tulcea,"S.C Agromec Mahmudia SA, Mahmudia,                                                     email:mahmudia_agromec@yahoo.com","23 TL0003108 SA Spicul Zebil ,Zebil,",,+40240563412,"S.C Agromec Mahmudia SA, Mahmudia,tel.0240545241, fax.0240545541",TL0003106,520
