email,company,org_number,nace_code,sector_name,city,address,phone,hr_email,website,linkedin_url,employees_count,tier,contact_person,positions_count,job_count,quality_score,source
post@reno-vest.no,Reno Vest,971037202,38.110,Innsamling av ikke-farlig avfall,SORTLAND,Vesterålsveien 272,76 11 29 00,,www.reno-vest.no,,19,T3,,,,,agencies_eures
post@novasea.no,Novasea,827248312,03.211,"Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann",LOVUND,Naustholmen,,,,,16,T3,,,,,agencies_eures
post@novasea.no,Novasea,827248312,03.211,"Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann",LOVUND,Naustholmen,,,,,16,T3,,,,,agencies_eures
post@novasea.no,Novasea,827248312,03.211,"Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann",LOVUND,Naustholmen,,,,,16,T3,,,,,agencies_eures
johs@dekkservicevest.no,Dekkservicevest,924473894,47.820,Detaljhandel med deler og utstyr til motorvogner,HUSNES,Onarheimslio 204,905 53 980,,www.dekkservicevest.no,,16,T3,,,,,agencies_eures
johs@dekkservicevest.no,Dekkservicevest,924473894,47.820,Detaljhandel med deler og utstyr til motorvogner,HUSNES,Onarheimslio 204,905 53 980,,www.dekkservicevest.no,,16,T3,,,,,agencies_eures
tolcon@tolcon.no,Tolcon,965929304,46.630,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet",OSLO,Bjørnerudveien 18,22 66 66 70,,www.tolcon.no,,15,T3,,,,,agencies_eures
epost@bjbmaskin.no,Bjbmaskin,973051687,43.120,Grunnarbeid,NESTTUN,Sandbrekkevegen 93,928 90 884,,www.bjbmaskin.no,,15,T3,,,,,agencies_eures
kpr@kapebemanning.no,Kapebemanning,926351044,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,TRONDHEIM,Tempevegen 23,907 28 888,,www.kapebemanning.no,,14,T3,,,,,agencies_eures
post@osebergmiljo.no,Osebergmiljo,913507487,81.210,Rengjøring av bygninger,TØNSBERG,Rådhusgaten 4,33 31 75 10,,www.osebergmiljo.no,,14,T3,,,,,agencies_eures
oyvind@sandoybyggservice.no,Sandoybyggservice,928034887,41.000,Oppføring av bygninger,KLEPPESTØ,Storebotn 57H,51 12 60 00,,sandoybyggservice.no,,14,T3,,,,,agencies_eures
post@beckmeister.no,Beckmeister,994561030,47.810,Detaljhandel med motorvogner,BODØ,Nordstrandveien 67,75 51 99 11,,www.beckmeister.no,,14,T3,,,,,agencies_eures
post@frontforvaltning.no,Frontforvaltning,921413629,68.320,Eiendomsforvaltning på oppdrag,TROMSØ,Stakkevollvegen 33,900 96 094,,www.frontforvaltning.no,,12,T3,,,,,agencies_eures
post@fagdykk.no,Fagdykk,992462019,43.990,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,TROMSØ,Hansjordnesgata 9,46 49 04 00,,www.fagdykk.no,,12,T3,,,,,agencies_eures
norrenhold@live.no,Live,993593575,81.210,Rengjøring av bygninger,BRATTHOLMEN,"c/o Olav Hovland
Nygårdsvegen 152",934 45 763,,norrenhold.no,,10,T3,,,,,agencies_eures
lisbet@viaitalia.no,Viaitalia,998209552,56.110,Drift av restauranter,OSLO,Korsvollbakken 17A,22 58 00 70,,,,10,T3,,,,,agencies_eures
info@lagunaprodukter.no,Lagunaprodukter,879152232,10.520,Produksjon av iskrem og andre spiselige isprodukter,HOLMESTRAND,Bentsrudveien 8,33 07 85 01,,,,10,T3,,,,,agencies_eures
post@wangensten.no,Wangensten,991366946,10.203,"Frysing og videre bearbeiding av fisk, skalldyr og bløtdyr",LEIRA I VALDRES,Golsvegen 23,61 36 23 00,,www.wangensten.no,,9,T3,,,,,agencies_eures
post@corvita.no,Corvita,920516327,87.992,Asylmottakstjenester,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no/,,8,T3,,,,,agencies_eures
post@corvita.no,Corvita,920516327,87.992,Asylmottakstjenester,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no/,,8,T3,,,,,agencies_eures
post@ceidsvoll.no,Ceidsvoll,913006860,47.740,Detaljhandel med medisinske og ortopediske artikler,RÅHOLT,Gladbakkvegen 1,64 80 98 00,,,,8,T3,,,,,agencies_eures
post@corvita.no,Corvita,920516327,87.992,Asylmottakstjenester,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no/,,8,T3,,,,,agencies_eures
post@corvita.no,Corvita,920516327,87.992,Asylmottakstjenester,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no/,,8,T3,,,,,agencies_eures
post@corvita.no,Corvita,920516327,87.992,Asylmottakstjenester,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no/,,8,T3,,,,,agencies_eures
kundeservice@hmspartnernorge.no,Hmspartnernorge,918952535,47.740,Detaljhandel med medisinske og ortopediske artikler,SOFIEMYR,Sønsterudveien 26,225 59 966,,,,7,T3,,,,,agencies_eures
post@crystalservice.no,Crystalservice,999579434,81.210,Rengjøring av bygninger,TRONDHEIM,Hornebergvegen 7A,451 07 596,,www.crystalservice.no,,7,T3,,,,,agencies_eures
postmottak@svk.no,Svk,922203083,52.220,Andre tjenester tilknyttet sjøtransport,KIRKENES,Johan Knudtzens gate 2A,78 97 74 44,,www.kirkeneshavn.no,,6,T3,,,,,agencies_eures
post@corvita.no,Corvita,825429212,87.999,Andre botilbud innenfor sosiale tjenester ikke nevnt annet sted,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no,,5,T3,,,,,agencies_eures
postmottak@andoy.kommune.no,Andoy,915185614,52.220,Andre tjenester tilknyttet sjøtransport,ANDENES,Hamnegata 71,76 14 11 13,,andoy.kommune.no,,5,T3,,,,,agencies_eures
post@corvita.no,Corvita,825429212,87.999,Andre botilbud innenfor sosiale tjenester ikke nevnt annet sted,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no,,5,T3,,,,,agencies_eures
post@corvita.no,Corvita,825429212,87.999,Andre botilbud innenfor sosiale tjenester ikke nevnt annet sted,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no,,5,T3,,,,,agencies_eures
post@corvita.no,Corvita,825429212,87.999,Andre botilbud innenfor sosiale tjenester ikke nevnt annet sted,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no,,5,T3,,,,,agencies_eures
post@corvita.no,Corvita,825429212,87.999,Andre botilbud innenfor sosiale tjenester ikke nevnt annet sted,OSLO,Lilleakerveien 8,46 80 17 00,,www.corvita.no,,5,T3,,,,,agencies_eures
firmapost@erik-larm.no,Erik Larm,928051099,02.100,Skogskjøtsel og andre skogbruksaktiviteter,HALDEN,Svinesundparken 16,909 63 405,,,,5,T3,,,,,agencies_eures
post@vikingbad.no,Vikingbad,911656930,68.110,Kjøp og salg av egen fast eiendom,GRIMSTAD,Østerskogen 35,37 09 06 00,,,,0,T4,,,,,agencies_eures
post@vikingbad.no,Vikingbad,911656930,68.110,Kjøp og salg av egen fast eiendom,GRIMSTAD,Østerskogen 35,37 09 06 00,,,,0,T4,,,,,agencies_eures
post@espira.no,Espira,912980219,68.120,Utvikling og salg av byggeprosjekter,AVALDSNES,Helganesvegen 47,21 08 80 88,,www.espira.no,,0,T4,,,,,agencies_eures
post@espira.no,Espira,912980219,68.120,Utvikling og salg av byggeprosjekter,AVALDSNES,Helganesvegen 47,21 08 80 88,,www.espira.no,,0,T4,,,,,agencies_eures
post@ikomm.no,Ikomm,,,,,,,,,,,,,,,,agencies_eures
kurs@svommepartner.no,Svommepartner,,,,,,,,,,,,,,,,agencies_eures
kundeservice@varoma.no,Varoma,,,,,,,,,,,,,,,,agencies_eures
kontakt@forsvaret.no,Forsvaret,,,,,,,,,,,,,,,,agencies_eures
solveig.kvam@cappa.no,VITA,,,,,,,,,,,,,,,,agencies_eures
patrick@tonsbergtak.no,Tonsbergtak,,,,,,,,,,,,,,,,agencies_eures
itt@froy.no,Froy,,,,,,,,,,,,,,,,agencies_eures
redaksjonen@dio.dep.no,Dio,,,,,,,,,,,,,,,,agencies_eures
post@skc.no,Skc,,,,,,,,,,,,,,,,agencies_eures
henvendelser@enevo.no,Enevo,,,,,,,,,,,,,,,,agencies_eures
sabima@sabima.no,Sabima,,,,,,,,,,,,,,,,agencies_eures
info@maskinpakking.no,Maskinpakking,,,,,,,,,,,,,,,,agencies_eures
christoffer.maroy@efb.no,Eide Fjordbruk AS,,,,,,,,,,,,,,,,agencies_eures
post@avento.no,Avento,,,,,,,,,,,,,,,,agencies_eures
post@bibbisfrisor.no,Bibbisfrisor,,,,,,,,,,,,,,,,agencies_eures
post@leveldigital.no,Leveldigital,,,,,,,,,,,,,,,,agencies_eures
marit.elisabeth.apeland.alfsvag@stavanger.kommune.no,Stavanger kommune,,,,,,,,,,,,,,,,agencies_eures
nina.anthonsen@anticimex.no,ANTICIMEX,,,,,,,,,,,,,,,,agencies_eures
reservation@sixt.no,Sixt,,,,,,,,,,,,,,,,agencies_eures
post@shmsolutions.no,Shmsolutions,,,,,,,,,,,,,,,,agencies_eures
tonje.oderud@sus.no,HELSE STAVANGER HF,,,,,,,,,,,,,,,,agencies_eures
post@restaurantlilleitalia.no,Restaurantlilleitalia,,,,,,,,,,,,,,,,agencies_eures
post@oppdalspekemat.no,Oppdalspekemat,,,,,,,,,,,,,,,,agencies_eures
firmapost@stiansen.no,Stiansen,,,,,,,,,,,,,,,,agencies_eures
enter@loopacademy.no,Loopacademy,,,,,,,,,,,,,,,,agencies_eures
sandra@renex.no,Renex,,,,,,,,,,,,,,,,agencies_eures
oystein.moen@norsvin.no,NORSVIN SA,,,,,,,,,,,,,,,,agencies_eures
webteknisk@lanekassen.no,Lanekassen,,,,,,,,,,,,,,,,agencies_eures
post@mbgs.no,Mbgs,,,,,,,,,,,,,,,,agencies_eures
oslo@multiconsult.no,Multiconsult,,,,,,,,,,,,,,,,agencies_eures
nina.grunfeld@inn.no,UNIVERSITETET I INNLANDET,,,,,,,,,,,,,,,,agencies_eures
faktura@bymisjon.no,Bymisjon,,,,,,,,,,,,,,,,agencies_eures
skade@protectorforsikring.no,Protectorforsikring,,,,,,,,,,,,,,,,agencies_eures
sales@firstseafood.no,Firstseafood,,,,,,,,,,,,,,,,agencies_eures
postmottak.fagskolen@osloskolen.no,Osloskolen,,,,,,,,,,,,,,,,agencies_eures
post@busscharter.no,Busscharter,,,,,,,,,,,,,,,,agencies_eures
kundeservice@musti.no,Musti,,,,,,,,,,,,,,,,agencies_eures
erlend.friestad@hareid.kommune.no,Hareid,,,,,,,,,,,,,,,,agencies_eures
post@gdts.no,Gdts,,,,,,,,,,,,,,,,agencies_eures
sondre@klas.no,Klas,,,,,,,,,,,,,,,,agencies_eures
postmottak@fin.dep.no,Fin,,,,,,,,,,,,,,,,agencies_eures
salg@rogbil.no,Rogbil,,,,,,,,,,,,,,,,agencies_eures
laila@batne.no,ELTECO SRL,,,,,,,,,,,,,,,,agencies_eures
marit.rabbe@addpersona.no,Addpersona,,,,,,,,,,,,,,,,agencies_eures
hei@solsidenbar.no,Solsidenbar,,,,,,,,,,,,,,,,agencies_eures
post@pedagogiskbemanning.no,Pedagogiskbemanning,,,,,,,,,,,,,,,,agencies_eures
kundeservice@happybytes.no,Happybytes,,,,,,,,,,,,,,,,agencies_eures
dinner@dinner.no,Dinner,,,,,,,,,,,,,,,,agencies_eures
service@brunvoll.no,Brunvoll,,,,,,,,,,,,,,,,agencies_eures
post@landskapsservice.no,Landskapsservice,,,,,,,,,,,,,,,,agencies_eures
post@stenumgardbygg.no,Stenumgardbygg,,,,,,,,,,,,,,,,agencies_eures
resepsjon@clp.no,Clp,,,,,,,,,,,,,,,,agencies_eures
nybil@hoylandet-auto.no,Hoylandet Auto,,,,,,,,,,,,,,,,agencies_eures
post@augustum.no,Augustum,,,,,,,,,,,,,,,,agencies_eures
willy.raknes@vestlandbyggservice.no,Vestlandbyggservice,,,,,,,,,,,,,,,,agencies_eures
ellefsen@h-vekst.no,H Vekst,,,,,,,,,,,,,,,,agencies_eures
kontakt@vagsbygd.vgs.no,Vagsbygd,,,,,,,,,,,,,,,,agencies_eures
booking@olivia.no,Olivia,,,,,,,,,,,,,,,,agencies_eures
post@s32.no,S32,,,,,,,,,,,,,,,,agencies_eures
postmottak@lillestrom.kommune.no,Lillestrom,,,,,,,,,,,,,,,,agencies_eures
firmapost@bmo.no,Bmo,,,,,,,,,,,,,,,,agencies_eures
bergen@visindi.no,Visindi,,,,,,,,,,,,,,,,agencies_eures
post@solbergmoentannlegesenter.no,Solbergmoentannlegesenter,,,,,,,,,,,,,,,,agencies_eures
post@skm.stat.no,Skm,,,,,,,,,,,,,,,,agencies_eures
post@lds.no,Lds,,,,,,,,,,,,,,,,agencies_eures
bjorn.ronning@geno.no,GENO SA,,,,,,,,,,,,,,,,agencies_eures
kundesenter@lyko.no,Lyko,,,,,,,,,,,,,,,,agencies_eures
svein@toolserv.no,Toolserv,,,,,,,,,,,,,,,,agencies_eures
post@innlandetfylke.no,Innlandetfylke,,,,,,,,,,,,,,,,agencies_eures
postmottak@ntnu.no,Ntnu,,,,,,,,,,,,,,,,agencies_eures
post@taxi1000.no,Taxi1000,,,,,,,,,,,,,,,,agencies_eures
kontakt@eksempel.no,Eksempel,,,,,,,,,,,,,,,,agencies_eures
rad@bjornafjorden.kommune.no,Bjornafjorden,,,,,,,,,,,,,,,,agencies_eures
oystein@meyerhaugen.no,KLP Skadeforsikring AS,,,,,,,,,,,,,,,,agencies_eures
sales@nereida.no,Nereida,,,,,,,,,,,,,,,,agencies_eures
info@vzu.no,Vzu,,,,,,,,,,,,,,,,agencies_eures
jon.eikhaug@uib.no,UNIVERSITETET I BERGEN,,,,,,,,,,,,,,,,agencies_eures
post@normaskin-tana.no,Normaskin Tana,,,,,,,,,,,,,,,,agencies_eures
jeanette.rostad.krogstad@oneco.no,ONECO NETWORKS AB,,,,,,,,,,,,,,,,agencies_eures
fjordbyen@ulna.no,Ulna,,,,,,,,,,,,,,,,agencies_eures
post@prostyling.no,Prostyling,,,,,,,,,,,,,,,,agencies_eures
kontakt@romsdalelektro.no,Romsdalelektro,,,,,,,,,,,,,,,,agencies_eures
arkaden@lakkbar.no,Lakkbar,,,,,,,,,,,,,,,,agencies_eures
roman.tomaszewicz@bautamaritime.no,BAUTA MARITIME SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,,,,,,,,,,,,,agencies_eures
dag.skoglund@linea.no,LINEA .,,,,,,,,,,,,,,,,agencies_eures
support@grade.no,Grade,,,,,,,,,,,,,,,,agencies_eures
emmasim@oslomet.no,OSLOMET - STORBYUNIVERSITETET,,,,,,,,,,,,,,,,agencies_eures
postmottak@usn.no,Usn,,,,,,,,,,,,,,,,agencies_eures
post@sanner-hotell.no,Sanner Hotell,,,,,,,,,,,,,,,,agencies_eures
gon@crewmate.no,BREVIK ENGINEERING AS,,,,,,,,,,,,,,,,agencies_eures
oen@vestpark.no,Vestpark,,,,,,,,,,,,,,,,agencies_eures
post@regionhadeland.no,Regionhadeland,,,,,,,,,,,,,,,,agencies_eures
post@rightbemanning.no,Rightbemanning,,,,,,,,,,,,,,,,agencies_eures
post@vard.no,Vard,,,,,,,,,,,,,,,,agencies_eures
post@uia.no,Uia,,,,,,,,,,,,,,,,agencies_eures
post@bnbank.no,Bnbank,,,,,,,,,,,,,,,,agencies_eures
jarle.wahler@vegvesen.no,Vegvesen,,,,,,,,,,,,,,,,agencies_eures
post@cafesann.no,Cafesann,,,,,,,,,,,,,,,,agencies_eures
iselin.breirem@ru.no,Ru,,,,,,,,,,,,,,,,agencies_eures
post@eurobusnordic.no,Eurobusnordic,,,,,,,,,,,,,,,,agencies_eures
vegard@sterimedical.no,Sterimedical,,,,,,,,,,,,,,,,agencies_eures
postmottak@hnt.no,Hnt,,,,,,,,,,,,,,,,agencies_eures
camilla.grana@randstad.no,Randstad,,,,,,,,,,,,,,,,agencies_eures
raymond.myrland@dekkteam.no,Dekkteam,,,,,,,,,,,,,,,,agencies_eures
postmottak@alta.kommune.no,Alta,,,,,,,,,,,,,,,,agencies_eures
post@acel.no,Acel,,,,,,,,,,,,,,,,agencies_eures
info@mattechat.no,Mattechat,,,,,,,,,,,,,,,,agencies_eures
post@arcticexplorers.no,Arcticexplorers,,,,,,,,,,,,,,,,agencies_eures
post@haugogruudvvs.no,Haugogruudvvs,,,,,,,,,,,,,,,,agencies_eures
post@io.kommune.no,Io,,,,,,,,,,,,,,,,agencies_eures
booking@norskbiltransport.no,Norskbiltransport,,,,,,,,,,,,,,,,agencies_eures
servicedesk@kirkepartner.no,Kirkepartner,,,,,,,,,,,,,,,,agencies_eures
kundeservice@naturkompaniet.no,Naturkompaniet,,,,,,,,,,,,,,,,agencies_eures
hei@noddi.no,Noddi,,,,,,,,,,,,,,,,agencies_eures
post@piperep.no,Piperep,,,,,,,,,,,,,,,,agencies_eures
nett@utviklingssenter.no,Utviklingssenter,,,,,,,,,,,,,,,,agencies_eures
fsi@lettbyggteknikk.no,Lettbyggteknikk,,,,,,,,,,,,,,,,agencies_eures
lukas.blom@ivar.no,IVAR IKS,,,,,,,,,,,,,,,,agencies_eures
post@vognteknikk.no,Vognteknikk,,,,,,,,,,,,,,,,agencies_eures
kripos@politiet.no,Politiet,,,,,,,,,,,,,,,,agencies_eures
post@celebrate.no,Celebrate,,,,,,,,,,,,,,,,agencies_eures
hei@kassa.no,Kassa,,,,,,,,,,,,,,,,agencies_eures
marianna@thelook.no,Thelook,,,,,,,,,,,,,,,,agencies_eures
hero@hero.no,Hero,,,,,,,,,,,,,,,,agencies_eures
post@redcross.no,Redcross,,,,,,,,,,,,,,,,agencies_eures
kontor@element-partner.no,Element Partner,,,,,,,,,,,,,,,,agencies_eures
post@aquainnovasjon.no,Aquainnovasjon,,,,,,,,,,,,,,,,agencies_eures
ingun.stray.schmidt@formue.no,Formue,,,,,,,,,,,,,,,,agencies_eures
anette.sather.haagensen@nmbu.no,Nmbu,,,,,,,,,,,,,,,,agencies_eures
mj@advokatfirmajahaj.no,Advokatfirmajahaj,,,,,,,,,,,,,,,,agencies_eures
post@tyrifjord-golfklubb.no,Tyrifjord Golfklubb,,,,,,,,,,,,,,,,agencies_eures
post@ds-betong.no,Ds Betong,,,,,,,,,,,,,,,,agencies_eures
post@hadelandcatering.no,Hadelandcatering,,,,,,,,,,,,,,,,agencies_eures
sustainability@intility.no,Intility,,,,,,,,,,,,,,,,agencies_eures
post@oslosnarveier.no,Oslosnarveier,,,,,,,,,,,,,,,,agencies_eures
lars.steinar.laingen@karlsoy.kommune.no,Karlsoy,,,,,,,,,,,,,,,,agencies_eures
post@gabler.no,Gabler,,,,,,,,,,,,,,,,agencies_eures
nhf@nhf.no,Nhf,,,,,,,,,,,,,,,,agencies_eures
mark@monteringsgutta.no,Monteringsgutta,,,,,,,,,,,,,,,,agencies_eures
support@nuu.no,Nuu,,,,,,,,,,,,,,,,agencies_eures
postmottak@ullensvang.kommune.no,Ullensvang,,,,,,,,,,,,,,,,agencies_eures
post@sula.kommune.no,Sula,,,,,,,,,,,,,,,,agencies_eures
riving@h2miljo.no,H2Miljo,,,,,,,,,,,,,,,,agencies_eures
kontakt@esmeralda.no,Esmeralda,,,,,,,,,,,,,,,,agencies_eures
regnskap@toma.no,Toma,,,,,,,,,,,,,,,,agencies_eures
post@valdres.no,Valdres,,,,,,,,,,,,,,,,agencies_eures
garasjer@igland.no,Igland,,,,,,,,,,,,,,,,agencies_eures
post@hadeland-glassverk.no,Hadeland Glassverk,,,,,,,,,,,,,,,,agencies_eures
service@seafood.no,Seafood,,,,,,,,,,,,,,,,agencies_eures
post@fjordcamp.no,Fjordcamp,,,,,,,,,,,,,,,,agencies_eures
lmo@jks.no,Schneider Electric Norge AS,,,,,,,,,,,,,,,,agencies_eures
firmapost@bmoelektro.no,Bmoelektro,,,,,,,,,,,,,,,,agencies_eures
post@vinde-tt.no,Vinde Tt,,,,,,,,,,,,,,,,agencies_eures
tef@amv-as.no,ANDERSEN MEK VERKSTED AS,,,,,,,,,,,,,,,,agencies_eures
dagligleder@sixtrening.no,SIX,,,,,,,,,,,,,,,,agencies_eures
post@rauma.kommune.no,Rauma,,,,,,,,,,,,,,,,agencies_eures
postmottak@nesbyen.kommune.no,Nesbyen,,,,,,,,,,,,,,,,agencies_eures
truls.skarvik@ahlsell.no,Ahlsell Norge AS,,,,,,,,,,,,,,,,agencies_eures
therese.fosholt.moe@ramboll.no,Ramboll,,,,,,,,,,,,,,,,agencies_eures
konsern@teamverksted.no,Teamverksted,,,,,,,,,,,,,,,,agencies_eures
kristine.ronning@hitra.kommune.no,Hitra kommune,,,,,,,,,,,,,,,,agencies_eures
ekommune@bjornafjorden.kommune.no,Bjornafjorden,,,,,,,,,,,,,,,,agencies_eures
mn@skc.no,HANSEN PROTECTION AS,,,,,,,,,,,,,,,,agencies_eures
post@frantz.no,Frantz,,,,,,,,,,,,,,,,agencies_eures
post@alier.no,Alier,,,,,,,,,,,,,,,,agencies_eures
bardufoss@olearys.no,Olearys,,,,,,,,,,,,,,,,agencies_eures
post@arentreprenor.no,Arentreprenor,,,,,,,,,,,,,,,,agencies_eures
hei@navn.no,Navn,,,,,,,,,,,,,,,,agencies_eures
post@a-work.no,A Work,,,,,,,,,,,,,,,,agencies_eures
postmottak@evenes.kommune.no,Evenes,,,,,,,,,,,,,,,,agencies_eures
c.lewis-jones@birralee.no,BIRRALEE INTERNATIONAL SCHOOL TRONDHEIM AS,,,,,,,,,,,,,,,,agencies_eures
post@lotusasiancuisine.no,Lotusasiancuisine,,,,,,,,,,,,,,,,agencies_eures
fh@carboncentric.no,Carboncentric,,,,,,,,,,,,,,,,agencies_eures
post@adprosjekt.no,Adprosjekt,,,,,,,,,,,,,,,,agencies_eures
bil@norskautosenter.no,Norskautosenter,,,,,,,,,,,,,,,,agencies_eures
postmottak@narvik.kommune.no,Narvik,,,,,,,,,,,,,,,,agencies_eures
post@gjesdal.kommune.no,Gjesdal,,,,,,,,,,,,,,,,agencies_eures
presse@aquagen.no,Aquagen,,,,,,,,,,,,,,,,agencies_eures
postmottak@oygarden.kommune.no,Oygarden,,,,,,,,,,,,,,,,agencies_eures
post@saltenzoo.no,Saltenzoo,,,,,,,,,,,,,,,,agencies_eures
postmottak@agderfk.no,Agderfk,,,,,,,,,,,,,,,,agencies_eures
post@gatsby.no,Gatsby,,,,,,,,,,,,,,,,agencies_eures
postmottak@tromsfylke.no,Tromsfylke,,,,,,,,,,,,,,,,agencies_eures
oyvind.borresen@tide.no,TIDE SRL,,,,,,,,,,,,,,,,agencies_eures
postmottak@nesna.kommune.no,Nesna,,,,,,,,,,,,,,,,agencies_eures
post@sogndaltannlegesenter.no,Sogndaltannlegesenter,,,,,,,,,,,,,,,,agencies_eures
kontakt@ulvenfrisor.no,Ulvenfrisor,,,,,,,,,,,,,,,,agencies_eures
kommunikasjon@etj.no,Etj,,,,,,,,,,,,,,,,agencies_eures
postmottak@bronnoy.kommune.no,Bronnoy,,,,,,,,,,,,,,,,agencies_eures
lille@japansushi.no,Japansushi,,,,,,,,,,,,,,,,agencies_eures
kskare@deloitte.no,DELOITTE LIMITED,,,,,,,,,,,,,,,,agencies_eures
post@leveloffshore.no,Leveloffshore,,,,,,,,,,,,,,,,agencies_eures
postmottak@aama.no,Aama,,,,,,,,,,,,,,,,agencies_eures
christian@ansu.no,Ansu,,,,,,,,,,,,,,,,agencies_eures
info@mmcfp.no,Mmcfp,,,,,,,,,,,,,,,,agencies_eures
aeco@aeco.no,Aeco,,,,,,,,,,,,,,,,agencies_eures
gabriel@lostacos.no,Lostacos,,,,,,,,,,,,,,,,agencies_eures
post@chemringnobel.no,Chemringnobel,,,,,,,,,,,,,,,,agencies_eures
support@nyweb.no,Nyweb,,,,,,,,,,,,,,,,agencies_eures
asbjorg.meyer@skagerakenergi.no,LEDE AS,,,,,,,,,,,,,,,,agencies_eures
tin@grong-sparebank.no,Grong Sparebank,,,,,,,,,,,,,,,,agencies_eures
ir@remarkable.no,Remarkable,,,,,,,,,,,,,,,,agencies_eures
arne.harstad@ruter.no,RUTER AS,,,,,,,,,,,,,,,,agencies_eures
info@smashbuddies.no,Smashbuddies,,,,,,,,,,,,,,,,agencies_eures
kommunikasjon@horten.kommune.no,Horten,,,,,,,,,,,,,,,,agencies_eures
post@sezar.no,Sezar,,,,,,,,,,,,,,,,agencies_eures
vikenfs@afk.no,Afk,,,,,,,,,,,,,,,,agencies_eures
info@ivbeauty.no,Ivbeauty,,,,,,,,,,,,,,,,agencies_eures
steinar.svendsen@frogn.kommune.no,Frogn,,,,,,,,,,,,,,,,agencies_eures
fagskolen@mrfylke.no,Mrfylke,,,,,,,,,,,,,,,,agencies_eures
post@mnas.no,Mnas,,,,,,,,,,,,,,,,agencies_eures
k.m.ostbakken@samfunnsforskning.no,INSTITUTT FOR SAMFUNNSFORSKNING,,,,,,,,,,,,,,,,agencies_eures
karley.l.campbell@uit.no,UiT the Arctic University of Norway,,,,,,,,,,,,,,,,agencies_eures
mail@hoglund.no,Hoglund,,,,,,,,,,,,,,,,agencies_eures
info@bravida.no,Bravida,,,,,,,,,,,,,,,,agencies_eures
sah@exhausto.no,EXHAUSTO AS,,,,,,,,,,,,,,,,agencies_eures
post@fagne.no,Fagne,,,,,,,,,,,,,,,,agencies_eures
booking@eikandfriends.no,Eikandfriends,,,,,,,,,,,,,,,,agencies_eures
post@himolde.no,Himolde,,,,,,,,,,,,,,,,agencies_eures
hei@wood.no,Wood,,,,,,,,,,,,,,,,agencies_eures
kundesenter@vinmonopolet.no,Vinmonopolet,,,,,,,,,,,,,,,,agencies_eures
vegard.aakre@drammen.kommune.no,Drammen Eiendom KF,,,,,,,,,,,,,,,,agencies_eures
post@gront-anlegg.no,Gront Anlegg,,,,,,,,,,,,,,,,agencies_eures
post@skagerraksparebank.no,Skagerraksparebank,,,,,,,,,,,,,,,,agencies_eures
post@senja.kommune.no,Senja,,,,,,,,,,,,,,,,agencies_eures
inntak@mrfylke.no,Mrfylke,,,,,,,,,,,,,,,,agencies_eures
firmapost@mwg.no,Mwg,,,,,,,,,,,,,,,,agencies_eures
post@adma.no,Adma,,,,,,,,,,,,,,,,agencies_eures
post@fjordmaritime.no,Fjordmaritime,,,,,,,,,,,,,,,,agencies_eures
flaskepost@seilnorge.no,Seilnorge,,,,,,,,,,,,,,,,agencies_eures
postmottak@sivilombudet.no,Sivilombudet,,,,,,,,,,,,,,,,agencies_eures
post@lysbemanning.no,Lysbemanning,,,,,,,,,,,,,,,,agencies_eures
karina.vorland.lovstad@helse-bergen.no,HELSE BERGEN HF,,,,,,,,,,,,,,,,agencies_eures
postmottak@sykehusapotek-nord.no,Sykehusapotek Nord,,,,,,,,,,,,,,,,agencies_eures
postmottak-8215@kriminalomsorg.no,Kriminalomsorg,,,,,,,,,,,,,,,,agencies_eures
ellinor@iogr.no,MATRE S.R.L,,,,,,,,,,,,,,,,agencies_eures
post@syrstadengbil.no,Syrstadengbil,,,,,,,,,,,,,,,,agencies_eures
kontakt@hungrytiger.no,Hungrytiger,,,,,,,,,,,,,,,,agencies_eures
post@forskningsradet.no,Forskningsradet,,,,,,,,,,,,,,,,agencies_eures
post@finstadjorgensen.no,Finstadjorgensen,,,,,,,,,,,,,,,,agencies_eures
hf@joblaunch.no,MVP SRL,,,,,,,,,,,,,,,,agencies_eures
ke@ansett.no,Ansett,,,,,,,,,,,,,,,,agencies_eures
rikke.raknes@dyroy.kommune.no,Dyroy,,,,,,,,,,,,,,,,agencies_eures
hege@lsenteret.no,Lsenteret,,,,,,,,,,,,,,,,agencies_eures
post@smartdekk.no,Smartdekk,,,,,,,,,,,,,,,,agencies_eures
