email,contact_name,company,country,city,sector,source
eiolf.berge@olenbetong.no; geir.sondena@olenbetong.no; abno@olenbetong.no,,ØLEN BETONG AS,NO,ØLENSVÅG,NORWAY_OIL,no_contacts_hr_email
eksempel@mittnettsted.com; firmapost@repstad.no,,REPSTAD ANLEGG AS,NO,KRISTIANSAND S,NORWAY_OIL,no_contacts_hr_email
elin.roed@heidelbergmaterials.com,,HEIDELBERG MATERIALS PREFAB NORGE AS,NO,MOSS,NORWAY_OIL,no_contacts_hr_email
elopak@elopak.com,,ELOPAK ASA,NO,SPIKKESTAD,NORWAY_OIL,no_contacts_hr_email
entreprenor@protan.no,,PROTAN ENTREPRENØR AS,NO,LIER,NORWAY_OIL,no_contacts_hr_email
epost@epost.no,,LOOMIS NORGE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
equipment.invoice@zeppelin-cat.com,,ZEPPELIN CONSTRUCTION EQUIPMENT NORWAY AS,NO,SKEDSMOKORSET,NORWAY_OIL,no_contacts_hr_email
event@thewell.no; booking@thewell.no; press@thewell.no,,THE WELL AS,NO,SOFIEMYR,NORWAY_OIL,no_contacts_hr_email
faktura.ikmconsultants@ikm.no; ikmconsultants@ikm.no; salg.ikmconsultants@ikm.no,,IKM ELEKTRO AS,NO,SANDNES,NORWAY_OIL,no_contacts_hr_email
fakturamottak@baneservice.no; eksempel@mail.no; post@baneservice.no,,BANESERVICE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
fakturamottak@nordiccare.no; post@nordiccare.no; vikar@nordiccare.no,,NORDIC CARE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
faktura@nasta.no; u003efaktura@nasta.no; u003epost@nasta.no,,NASTA AS,NO,LARVIK,NORWAY_OIL,no_contacts_hr_email
fas@fosdalen.no,,FOSDALEN AS,NO,STEINKJER,NORWAY_OIL,no_contacts_hr_email
firmapost@heidenreich.no,,HEIDENREICH AS,NO,SKEDSMOKORSET,NORWAY_OIL,no_contacts_hr_email
firmapost@hydroscand.no,,HYDROSCAND AS,NO,FROGNER,NORWAY_OIL,no_contacts_hr_email
firmapost@nina.no,,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,NO,TRONDHEIM,NORWAY_OIL,no_contacts_hr_email
firmapost@olavthon.no,,THON HOLDING AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
firmapost@pcsas.no,,PCS CONSTRUCTION NORWAY AS,NO,TOMREFJORD,NORWAY_OIL,no_contacts_hr_email
firmapost@sunnaas.no,,SUNNAAS SYKEHUS HF,NO,BJØRNEMYR,NORWAY_OIL,no_contacts_hr_email
firmapost@trivgruppen.no,,TRIV AS,NO,STEINKJER,NORWAY_OIL,no_contacts_hr_email
firstname.lastname@wartsila.com; availablelanguages@odata.type,,WÄRTSILÄ NORWAY AS,NO,RUBBESTADNESET,NORWAY_OIL,no_contacts_hr_email
firstname.surname@ife.no; firmapost@ife.no,,INSTITUTT FOR ENERGITEKNIKK STI,NO,KJELLER,NORWAY_OIL,no_contacts_hr_email
follo@bravida.no; notodden@bravida.no; oslo@bravida.no,,BRAVIDA NORGE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
forbrukersenter@nortura.no; firmapost@nortura.no,,NORTURA SA,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
forsikring@obos.no; juridisk@obos.no; nordvest@obos.no,,OBOS BBL,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
furuseth@furuseth.no,,FURUSETH AS,NO,DAL,NORWAY_OIL,no_contacts_hr_email
gaustablikk@gaustablikk.no,,GAUSTA SKI & RESORT AS,NO,RJUKAN,NORWAY_OIL,no_contacts_hr_email
georg.ryum@mesta.no; ove.tuften@mesta.no; torreidar.tandrevoll@mesta.no,,MESTA AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
giver@kirkensnodhjelp.no,,KIRKENS NØDHJELP/ NORWEGIAN CHURCH AID,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
glenn.reidar.moe@aksell.no; joakim.coward-hanssen@aksell.no; simon@aksell.no,,AKSELL AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
gowens@firesafe.no; support@firesafe.no; kundefaktura@firesafe.no,,FIRESAFE AS,NO,LØRENSKOG,NORWAY_OIL,no_contacts_hr_email
gra-ikon_telefon@2x.6c561efc.webp; enidine-logo@2x.d9d89b22.webp; metalwork_logo@2x.370d3864.webp,,SERVI AS,NO,VINTERBRO,NORWAY_OIL,no_contacts_hr_email
groups@hurtigrutensvalbard.com; info@hurtigrutensvalbard.com,,HURTIGRUTEN SVALBARD AS,NO,LONGYEARBYEN,NORWAY_OIL,no_contacts_hr_email
gunn.stangeland.fadnes@heroeurope.com; hero@hero.no; ragna.sand.starheim@herotolk.com,,HERO NORGE AS,NO,STAVANGER,NORWAY_OIL,no_contacts_hr_email
hakon.nielsen@ncc.no; christin.hellerud@ncc.no; 979440499@autoinvoice.no,,HAANDVERKERNE AS,NO,HVALSTAD,NORWAY_OIL,no_contacts_hr_email
hamed.victory@a2g.no; inga.falch@a2g.no; sentral@a2g.no,,A2G KOMPETANSE AS,NO,ØVRE ERVIK,NORWAY_OIL,no_contacts_hr_email
harstad@biltema.com; kongsvinger@biltema.com; elverum@biltema.com,,BILTEMA NORGE AS,NO,JESSHEIM,NORWAY_OIL,no_contacts_hr_email
hds@haraldsplass.no,,HARALDSPLASS DIAKONALE SYKEHUS AS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
hei@2care.no,,2CARE HJEMMETJENESTER AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
hei@eviny.no,,EVINY FORNYBAR AS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
helge.jorgensen@seam.no; simon.koch@seam.no; helene.gundersen@seam.no,,SEAM AS,NO,AVALDSNES,NORWAY_OIL,no_contacts_hr_email
helge@vassnes.com; post@vassnes.com,,VASSNES POWER AS,NO,ØLEN,NORWAY_OIL,no_contacts_hr_email
hello@jcp.no,,JUST CRUZIN' PRODUCTION AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
help@sgroup.com; support@foodpanda.sg; support@foodora.no,,FOODORA NORWAY AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
helse@pacuramed.no; bestilling@pacuramed.no,,PACURAMED AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
hordaland@recover.no; nedreromerike@recover.no; gol@recover.no,,RECOVER AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
hr@nlr.no,,NORSK LANDBRUKSRÅDGIVING SA,NO,ÅS,NORWAY_OIL,no_contacts_hr_email
hr@nte.no,,NTE ELEKTRO AS,NO,STEINKJER,NORWAY_OIL,no_contacts_hr_email
hr@solarnorge.no,,SOLAR NORGE AS,NO,GARDERMOEN,NORWAY_OIL,no_contacts_hr_email
hsi@berget.no; janarne.ostbo@westcontrol.com; ola.kvindesland@westcontrol.com,,WESTCONTROL AS,NO,TAU,NORWAY_OIL,no_contacts_hr_email
husokonom.ssf@sshf.no; servicetorget.bolig.ssk@sshf.no; postmottak@sshf.no,,SØRLANDET SYKEHUS HF,NO,KRISTIANSAND S,NORWAY_OIL,no_contacts_hr_email
ikt@ttas.no,,TT ANLEGG AS,NO,MANDAL,NORWAY_OIL,no_contacts_hr_email
import.thermo.fi@freja.com; sej@freja.com; por@freja.com,,FREJA TRANSPORT & LOGISTICS AS,NO,LANGHUS,NORWAY_OIL,no_contacts_hr_email
info@academicwork.no,,ACADEMIC WORK NORWAY AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
info@bestsellerfoundation.org,,BESTSELLER STORES NORWAY AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
info@blindeforbundet.no,,NORGES BLINDEFORBUND,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
info@cutters.no; ola.nordmann@email.com,,CUTTERS AS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
info@flokk.com,,FLOKK AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
info.hq@vpkgroup.com,,VPK PACKAGING AS,NO,HALDEN,NORWAY_OIL,no_contacts_hr_email
info@nammo.com,,NAMMO RAUFOSS AS,NO,RAUFOSS,NORWAY_OIL,no_contacts_hr_email
info@newsec.se; info@newsec.lv; rune.mikaelsen@newsec.no,,NEWSEC PROPERTY ASSET MANAGEMENT AS,NO,TRONDHEIM,NORWAY_OIL,no_contacts_hr_email
info@stenarecycling.no,,STENA RECYCLING AS,NO,PORSGRUNN,NORWAY_OIL,no_contacts_hr_email
inge.proven.wagtskjold@coop.no; siv.marianne.schanche@coop.no; helge.c.haugen@coop.no,,GOMAN AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
inger.ann.synnes.kjerstad@helse-mr.no; postmottak@helse-mr.no,,HELSE MØRE OG ROMSDAL HF,NO,ÅLESUND,NORWAY_OIL,no_contacts_hr_email
intresse@lakarleasing.se; ssk@lakarleasing.se; kontakt@legeleasing.no,,LEGELEASING NORGE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
ir@tdw.com; twilson@tdw.com; cguidry@tdw.com,,TIDEWATER MARINE AS,NO,SANDNES,NORWAY_OIL,no_contacts_hr_email
ivar@ivar.no,,IVAR IKS,NO,STAVANGER,NORWAY_OIL,no_contacts_hr_email
jalil.momtaz.djahromi@sahf.no; thomas.backstrom@sahf.no; borge.breivik@sahf.no,,SYKEHUSAPOTEKENE HF,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
jan.fredrik.tinlund@unicare.no; regnskap@unicare.no,,UNICARE NORGE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
jgi@reachsubsea.com; commercial.abz@reachsubsea.com; emma.sofie@reachsubsea.com,,REACH SUBSEA AS,NO,HAUGESUND,NORWAY_OIL,no_contacts_hr_email
jimmy@christie.no; anne.rogne@christie.no; therese.sanne@christie.no,,CHRISTIE & OPSAHL AS,NO,MOLDE,NORWAY_OIL,no_contacts_hr_email
jobb@boots.no,,ALLIANCE HEALTHCARE NORGE APOTEKDRIFT AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
jobb@caera.no,,CAERA AS,NO,STAVANGER,NORWAY_OIL,no_contacts_hr_email
jobb@metrostav-norge.no,,METROSTAV NORGE AS,NO,LYSAKER,NORWAY_OIL,no_contacts_hr_email
jobb@nokas.no,,AVARN SECURITY AVIATION AS,NO,GARDERMOEN,NORWAY_OIL,no_contacts_hr_email
jobb@sobstad.no,,SØBSTAD AS,NO,TILLER,NORWAY_OIL,no_contacts_hr_email
jobb@traftec.no,,TRAFTEC AS,NO,ARENDAL,NORWAY_OIL,no_contacts_hr_email
jobb@tveraas.no; jobb@tveeraas.no,,TVERÅS MASKIN & TRANSPORT AS,NO,STJØRDAL,NORWAY_OIL,no_contacts_hr_email
johnmagne.selbach@sr-group.no; sissel.hald@sr-group.no; post@sr-group.no,,SR GROUP AS,NO,TANANGER,NORWAY_OIL,no_contacts_hr_email
jpa@usbl.no; makr@usbl.no; faktura.boservice@usbl.no,,BOLIGBYGGELAGET USBL,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
karriere@scaleaq.com,,SCALE AQUACULTURE AS,NO,SISTRANDA,NORWAY_OIL,no_contacts_hr_email
karriere@teca.no,,TECA AS,NO,BREMNES,NORWAY_OIL,no_contacts_hr_email
karriere@westcon.no,,WESTCON YARDS AS,NO,ØLENSVÅG,NORWAY_OIL,no_contacts_hr_email
kasse.gjovik.sor@byggmakker.no; lillehammer.sor@byggmakker.no; bm.rorvik@byggmakker.no,,BYGGMAKKER HANDEL AS,NO,SKEDSMOKORSET,NORWAY_OIL,no_contacts_hr_email
kenneth.dastol@norautron.com; norautron@norautron.com; torfinn.stensrud@norautron.com,,NORAUTRON AS,NO,HORTEN,NORWAY_OIL,no_contacts_hr_email
kevin.cowieson@archerwell.com; victor.emanuel@archerwell.com; fernando.bermudez@archerwell.com,,ARCHER AS,NO,SANDNES,NORWAY_OIL,no_contacts_hr_email
km@nsefagstillas.no; sth@nsefagstillas.no; noe@nsefagstillas.no,,NSE FAGSTILLAS AS,NO,ARENDAL,NORWAY_OIL,no_contacts_hr_email
kontakt@bakehusetas.no,,BAKEHUSET NORD-NORGE AS,NO,TROMSØ,NORWAY_OIL,no_contacts_hr_email
kontakt@fremja.no; jobbe@fremja.no; inntak@fremja.no,,FREMJA AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
kontakt@wuerth.no,,WÜRTH NORGE AS,NO,HAGAN,NORWAY_OIL,no_contacts_hr_email
kristine.abrahamsen@matborsen.no; runar.skaalen@matborsen.no; anders.nilsen@matborsen.no,,MATBØRSEN AS,NO,STOKKE,NORWAY_OIL,no_contacts_hr_email
kristoffer.svartholt@syljuaasen.no; faktura@syljuaasen.no; anders.myhre@syljuaasen.no,,SYLJUÅSEN AS,NO,GJØVIK,NORWAY_OIL,no_contacts_hr_email
ksat@ksat.no,,KONGSBERG DEFENCE & AEROSPACE AS,NO,KONGSBERG,NORWAY_OIL,no_contacts_hr_email
kundepost@bkk.no,,BKK AS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
kundesenter@avonova.no,,AVONOVA HELSE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
kundesenter@hansaborg.no; salgssenteret@hansaborg.no,,HANSA BORG AS,NO,KOKSTAD,NORWAY_OIL,no_contacts_hr_email
kundesenter@roaf.no,,ROMERIKE AVFALLSFOREDLING IKS,NO,SKEDSMOKORSET,NORWAY_OIL,no_contacts_hr_email
kundesenter@vinmonopolet.no,,Aktieselskapet Vinmonopolet,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
kundeservice@bakerbrun.no; kundeservice@bakerbrun.notelefon,,BAKER BRUN AS,NO,BLOMSTERDALEN,NORWAY_OIL,no_contacts_hr_email
kundeservice@europris.no,,EUROPRIS AS,NO,ROLVSØY,NORWAY_OIL,no_contacts_hr_email
kundeservice@godtlevert.no,,CHEFFELO NORWAY AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
kundeservice@japanphoto.no,,CEWE NORGE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
kundeservice@motek.no,,MOTEK AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
kundeservice@nor-way.no; post@tide.no,,TIDE BUSS AS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
kundeservice@petxl.no,,PETXL STORES AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
kundeservice@schindler.com,,SCHINDLER AS,NO,VENNESLA,NORWAY_OIL,no_contacts_hr_email
kundeservice@tax-free.no,,TRAVEL RETAIL NORWAY AS,NO,GARDERMOEN,NORWAY_OIL,no_contacts_hr_email
kundeservice@vitusapotek.no; distriktsansvarlig@nmd.no; kundeklubb@vitusapotek.no,,NORSK MEDISINALDEPOT AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
kundeservice@voice.no,,VOICE NORGE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
kurt.fossmark@saferoad.com; eystein.ose@saferoad.com; sindre.stolan@saferoad.com,,SAFEROAD VIK ØRSTA AS,NO,ØRSTA,NORWAY_OIL,no_contacts_hr_email
lan-erstatningstrafikk@nobina.no; jonatande.koter@nobina.no; plan-erstatningstrafikk@nobina.no,,NOBINA AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
legekontor@bhss.no; berit.gjessing@bhss.no; post@bhss.no,,STIFTELSEN BEITOSTØLEN HELSESPORTSENTER,NO,BEITOSTØLEN,NORWAY_OIL,no_contacts_hr_email
linda.forzelius@jag.se; post@jagassistanse.no; roar.hoidal@jagassistanse.no,,JAG ASSISTANSE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
linn.haugan@norbit.com,,NORBIT EMS AS,NO,SELBU,NORWAY_OIL,no_contacts_hr_email
lynneer@nymo.no; mjvath@nymo.no; nymo@nymo.no,,AS NYMO,NO,GRIMSTAD,NORWAY_OIL,no_contacts_hr_email
mail@stingray.no,,STINGRAY MARINE SOLUTIONS AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
malgorzata.slomka@walcon.no; ronny.magnussen@walcon.no; lasse@walcon.no,,WALCON INSTALLATION AS,NO,FLORØ,NORWAY_OIL,no_contacts_hr_email
mariann.renshus@fossumkollektivet.no,,STIFTELSEN FOSSUM-KOLLEKTIVET,NO,SPYDEBERG,NORWAY_OIL,no_contacts_hr_email
marie@nlth.no; linn@nlth.no; gjermund@nlth.no,,NORSKE LANDBRUKSTENESTER HORDALAND SA,NO,ØYSTESE,NORWAY_OIL,no_contacts_hr_email
marine@framo.no; singapore@framo.no; spares.offshore@framo.no,,FRAMO FUSA AS,NO,FUSA,NORWAY_OIL,no_contacts_hr_email
mari.solerod@niva.no; post@niva.no; marita.eliassen.young@niva.no,,NORSK INSTITUTT FOR VANNFORSKNING STI,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
mathewtaplin@aarbakke.no; geir.egil.rosland@aarbakke.no; tom.sorskog@aarbakke.no,,AARBAKKE AS,NO,BRYNE,NORWAY_OIL,no_contacts_hr_email
mibau-50years_mobile3@2x.f88fb6c1.webp; career_intro_1@2x.44defb91.webp; mibau-stema-quarry-jelsa_dji_0968@2x.5f2a1adb.webp,,MIBAU STEMA NORGE AS,NO,JELSA,NORWAY_OIL,no_contacts_hr_email
michal.cieslinski@tratec.no; christian.willumsen@tratec.no; gunnar.moseidjord@tratec.no,,TRATEC TEKNIKKEN AS,NO,FARSUND,NORWAY_OIL,no_contacts_hr_email
mikkel@pilarpersonell.no; monika@pilarpersonell.no; mads@pilarpersonell.no,,PILAR PEOPLE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
mns@medvindassistanse.no; post@medvindassistanse.no,,MEDVIND ASSISTANSE AS,NO,RANHEIM,NORWAY_OIL,no_contacts_hr_email
mona@renservice.no; sindre.kopperud@renservice.no; bereket@renservice.no,,REN SERVICE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
monica@solid-assistanse.no; post@solid-assistanse.no; jorgen@solid-assistanse.no,,SOLID ASSISTANSE AS,NO,BUVIKA,NORWAY_OIL,no_contacts_hr_email
mrssmith@dynamicweb.com; post@jks.no; mrsmith@dynamicweb.com,,JKS NORGE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
n@aveksdorrutno.endde; sdodrt@nuaevennkod.er; .a@ildvradoronaa..sdodd,,VARODD INKLUDERING AS,NO,KRISTIANSAND S,NORWAY_OIL,no_contacts_hr_email
navn@firma.no; dsh@cba-eu.com; post@cba-eu.com,,CBA FAGFORMIDLING AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
nettredaksjon@fhi.no; navn@eksempel.no,,FOLKEHELSEINSTITUTTET,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
no-reply@randstadservices.com; camilla.grana@randstad.no; christian.borresen@randstad.no,,RANDSTAD AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
norl_n91_ffsc_admin@navy.mil,,OCEANEERING ASSET INTEGRITY AS,NO,SANDSLI,NORWAY_OIL,no_contacts_hr_email
norsk.folkehjelp@npaid.org; giver@npaid.org,,NORSK FOLKEHJELP,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
okonomi@stami.no; postmottak@stami.no,,STATENS ARBEIDSMILJØINSTITUTT,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
olaviken@olaviken.no,,NKS OLAVIKEN ALDERSPSYKIATRISKE SYKEHUS AS,NO,ERDAL,NORWAY_OIL,no_contacts_hr_email
olav@vkrekruttering.no; henning@vikarkompaniet.no; annemette@vikarkompaniet.no,,VIKARKOMPANIET AS,NO,KOLBOTN,NORWAY_OIL,no_contacts_hr_email
oslo@backe.no; ostfold@backe.no; post@mmbakken.no,,BACKE ROGALAND AS,NO,STAVANGER,NORWAY_OIL,no_contacts_hr_email
oystein.oseberg@brunvoll.no; stig.helland@brunvoll.no; lovise.aam@brunvoll.no,,BRUNVOLL AS,NO,MOLDE,NORWAY_OIL,no_contacts_hr_email
oyvind.harald.eskeland@leirvik.com; sales@leirvik.com; morten.bjelland@leirvik.com,,LEIRVIK AS,NO,STORD,NORWAY_OIL,no_contacts_hr_email
oyvind.lauvbakk@aquagen.no; ingunn.pettersen@aquagen.no; firmapost@aquagen.no,,AQUAGEN AS,NO,TRONDHEIM,NORWAY_OIL,no_contacts_hr_email
paa@bordet.no,,PAA BORDET AS,NO,LILLEHAMMER,NORWAY_OIL,no_contacts_hr_email
paris@rystadenergy.com; aberdeen@rystadenergy.com; u003eelliot.busby@rystadenergy.com,,RYSTAD ENERGY AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
perarne.byhro@people4you.no; veronica@people4you.no; stanislava@people4you.no,,PEOPLE4YOU AS,NO,ASKIM,NORWAY_OIL,no_contacts_hr_email
per.bjorkum@advansia.no; hanne.birkelund@afry.com; kjetil.mageroy@advansia.no,,AFRY NORWAY ADVISORY AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
personal@nordlandssykehuset.no,,NORDLANDSSYKEHUSET HF,NO,BODØ,NORWAY_OIL,no_contacts_hr_email
personal@rs.no,,REDNINGSSELSKAPET,NO,HORTEN,NORWAY_OIL,no_contacts_hr_email
personal@siv.no,,SYKEHUSET I VESTFOLD HF,NO,TØNSBERG,NORWAY_OIL,no_contacts_hr_email
pia.bernt@peab.no; info@peab.no; martin.ohlsson@peab.no,,PEAB BYGG AS,NO,TROMSØ,NORWAY_OIL,no_contacts_hr_email
post@abyss.no,,ABYSS AKVASERVICE AS,NO,HAMARVIK,NORWAY_OIL,no_contacts_hr_email
post@akershustraktor.no,,Akershus Traktor A/S,NO,JESSHEIM,NORWAY_OIL,no_contacts_hr_email
post@akvagroup.com,,AKVA GROUP ASA,NO,EGERSUND,NORWAY_OIL,no_contacts_hr_email
post@anker.oslo.no; bruker@domene.no,,STIFTELSEN ANKER STUDENTBOLIGER OG HOTEL (ANKER STI),NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@arva.no,,ARVA AS,NO,BODØ,NORWAY_OIL,no_contacts_hr_email
post@bksas.no; bruker@domene.no,,BKS INDUSTRI AS,NO,SUNDE I SUNNHORDLAND,NORWAY_OIL,no_contacts_hr_email
post@certego.no,,CERTEGO AS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
post@diakonova.no; post@hk.haraldsplass.no,,HARALDSPLASS SERIO UNG AS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
post@focuscare.no; helge@focuscare.no; grete.finstad@focuscare.no,,FOCUS CARE AS,NO,TRONDHEIM,NORWAY_OIL,no_contacts_hr_email
post@furst.no,,AS MED-LAB,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@generasjonm.no; bruker@domene.no,,GENERASJON M AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@glencore.no; varsling@glencore.no; ingunn.engen@glencore.no,,GLENCORE NIKKELVERK AS,NO,KRISTIANSAND S,NORWAY_OIL,no_contacts_hr_email
post.heavy@cnheavytransport.com; moer@cnheavytransport.com; magu@cranenorway.com,,CRANE NORWAY VEST AS,NO,SANDNES,NORWAY_OIL,no_contacts_hr_email
post@helse-fonna.no,,HELSE FONNA HF,NO,HAUGESUND,NORWAY_OIL,no_contacts_hr_email
post@helsenor.no,,KONSTALI HELSENOR AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@hk.haraldsplass.no,,STIFTELSEN DIAKONOVA HARALDSPLASS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
post@hoff.no,,HOFF SA,NO,GJØVIK,NORWAY_OIL,no_contacts_hr_email
post@isachsenas.no,,ISACHSEN ANLEGG AS,NO,SOLBERGELVA,NORWAY_OIL,no_contacts_hr_email
post@kaffebrenneriet.no; jobb.smb@schibsted.com; support@nuu.no,,KAFFEBRENNERIET AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@leroy.no; post@leroyseafood.com,,LERØY NORWAY SEAFOODS AS,NO,TROMSØ,NORWAY_OIL,no_contacts_hr_email
post@lindum.no,,LINDUM AS,NO,DRAMMEN,NORWAY_OIL,no_contacts_hr_email
postmaster@slettebakken.no,,STIFTELSEN SLETTEBAKKEN MENIGHETS ELDRESENTER,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
post@mesterbakeren.no,,MESTERBAKEREN AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@modum-bad.no,,STIFTELSEN MODUM BAD,NO,VIKERSUND,NORWAY_OIL,no_contacts_hr_email
postmottak@ahus.no,,AKERSHUS UNIVERSITETSSYKEHUS HF,NO,LØRENSKOG,NORWAY_OIL,no_contacts_hr_email
postmottak@diakonsyk.no; personvern@diakonsyk.no,,DIAKONHJEMMET SYKEHUS AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
postmottak@helgelandssykehuset.no,,HELGELANDSSYKEHUSET HF,NO,SANDNESSJØEN,NORWAY_OIL,no_contacts_hr_email
postmottak@helse-bergen.no,,HELSE BERGEN HF,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
postmottak@helse-vest-ikt.no,,HELSE VEST IKT AS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
postmottak@hemit.no,,HEMIT HF,NO,TRONDHEIM,NORWAY_OIL,no_contacts_hr_email
postmottak@hnt.no,,HELSE NORD-TRØNDELAG HF,NO,LEVANGER,NORWAY_OIL,no_contacts_hr_email
postmottak@sykehusapoteket.no,,SYKEHUSAPOTEKENE I MIDT-NORGE HF,NO,TRONDHEIM,NORWAY_OIL,no_contacts_hr_email
postmottak@sykehuset-innlandet.no,,SYKEHUSET INNLANDET HF,NO,BRUMUNDDAL,NORWAY_OIL,no_contacts_hr_email
postmottak@tensio.no; ola@nordmann.no,,TENSIO TN AS,NO,STEINKJER,NORWAY_OIL,no_contacts_hr_email
postmottak@vestreviken.no; psykbem@vestreviken.no; bem@vestreviken.no,,VESTRE VIKEN HF,NO,DRAMMEN,NORWAY_OIL,no_contacts_hr_email
postmottak@vetinst.no; post@vetinst.no,,VETERINÆRINSTITUTTET,NO,ÅS,NORWAY_OIL,no_contacts_hr_email
post@nibio.no,,NIBIO - NORSK INSTITUTT FOR BIOØKONOMI,NO,ÅS,NORWAY_OIL,no_contacts_hr_email
post@nordbymaskin.no; oyvind@nordbymaskin.no; anbud@nordbymaskin.no,,NORDBY MASKIN AS,NO,ÅSGREINA,NORWAY_OIL,no_contacts_hr_email
post@nordren.no,,NORDREN AS,NO,SØRUM,NORWAY_OIL,no_contacts_hr_email
post.omsorg@lovisenbergomsorg.no; bruker@domene.no; post.omsorg@lovisenberg.no,,LOVISENBERG OMSORG AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@oslo-universitetssykehus.no,,OSLO UNIVERSITETSSYKEHUS HF,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@pecus.no; sindre@pecus.no; pelle@pecus.no,,PECUS AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@pelagia.com; invoice@pelagia.com,,PELAGIA AS,NO,BERGEN,NORWAY_OIL,no_contacts_hr_email
postpp@propartner.no,,JJS PROSJEKTPARTNER AS,NO,HAMMERFEST,NORWAY_OIL,no_contacts_hr_email
post@primaassistanse.no,,PRIMA ASSISTANSE AS,NO,OSLO,NORWAY_OIL,no_contacts_hr_email
post@protectvakthold.no; dinepost@email.no,,PROTECT VAKTHOLD & SIKKERHET SANDE AS,NO,SANDE I VESTFOLD,NORWAY_OIL,no_contacts_hr_email
post@pss-securitas.no,,PERSONAL SERVICE OG SIKKERHET AS,NO,STAVANGER,NORWAY_OIL,no_contacts_hr_email
