name,cui,caen,emp,turnover,email,phone,source_table
CON-A PRODUCTIONS S.R.L.,15036258,23,270,131182322,,,
COTNARI SA,1955782,12,270,142703319,,,
SMART WOOD ROMANIA S.R.L.,21687048,16,270,220733608,,,
SUMIRIKO AVS ROMANIA SRL,15137236,22,270,213099239,,,
TOP GEL PROD SRL,6780452,10,269,97288855,personal@topgel.ro,0757020126,anofm_jobs_20260220_153333_20260314_549f40d5
MEAT PRODUCT INTERNATIONAL SRL,10412300,10,269,84643653,office@mpifood.com,0259447155,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BERTIKRIS SRL,15065024,10,269,121556133,,,
OLIFDACOM SRL,27531144,10,269,36392497,olifdacom@gmail.com,0772 222 228,anofm_5_30pos_older_than_30_days_20260314_66bc9356
IKOS-CONF SA,526790,14,267,13750607,,,
KIMBALL ELECTRONICS ROMANIA SRL,33559867,26,267,276910742,keropayroll@kimballelectronics.com,0738750375,anofm_jobs_20260220_153333_20260314_549f40d5
KIMBALL ELECTRONICS ROMANIA SRL,33559867,26,267,276910742,keropayroll@kimballelectronics.com,0738750375,anofm_jobs_20260220_153333_20260314_549f40d5
PERLA HARGHITEI SA,505623,11,266,191829082,,,
GALWAY SPORT SRL,13889593,15,266,48360189,galwaysportro@yahoo.com,0258865646,anofm_jobs_20260220_153333_20260314_549f40d5
NAVROM SHIPYARD SRL,12028030,33,266,53393359,,,
BESSER ROMANIA SRL,28632791,22,265,194596067,,,
SELETTRA EUROPE S.R.L.,17410013,27,265,100357176,,,
MANUFACTURA DE MOTRU SRL,12028994,14,264,27432207,mateescu.c@mdmotru.ro,0253410013,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PORTA KMI ROMANIA SRL,15624380,16,263,171603283,,,
PGA ELECTRIC SRL,13085777,27,263,194677596,,,
NOVENTA ROMANIA S.R.L.,16700108,29,263,126207931,,,
LUSI UNION SILUSI SRL,24523449,14,263,59231322,,,
INNOMOTICS S.R.L.,48186073,25,262,120097577,,,
HS TIMBER PRODUCTIONS S.R.L.,14554103,16,262,414448084,,,
HOLZINDUSTRIE SCHWEIGHOFER SRL,14554103,16,262,414448084,,,
TEHNO WORLD SRL,15231305,22,262,411254766,,,
CARNIPROD SRL,4705349,10,261,87565117,office.carniprod@scandia.ro,0240505100,anofm_jobs_20260220_153333_20260314_549f40d5
BERG BANAT SRL,1815100,25,260,121946537,anca.muntean@bergbanat.ro,0754061513,anofm_new_lemn_20260314_46a056e1
CELCO SA,1891328,23,260,227926193,,,
WEIDMULLER LUGOJ S.R.L.,6011700,26,258,23971142,adeline.schwartzkopf@weidmuller-lugoj.ro,0356411592,anofm_jobs_20260220_153333_20260314_549f40d5
BRANDL RO S.R.L.,13267914,29,257,282681182,,,
CSI ROMANIA SRL,16664846,28,257,178480840,angajari.csi@mpac-group.com,0720063894,anofm_jobs_20260220_153333_20260314_549f40d5
BRANDL RO SRL,13267914,29,257,282681182,,,
ZAUNER ROMANIA SRL,15498230,25,255,98201622,,,
DURKOPP ADLER SRL,9941928,28,255,57251474,,,
BIALETTI STAINLESS STEEL SRL,18786793,25,255,117724829,,,
IFM PROVER SRL,37065750,26,255,282429136,,,
MARCEL SRL,1945398,10,255,179193993,marcel@marcel.com.ro,0232/732470,anofm_jobs_20260310_123444_20260314_a3ffee1a
CETATE PRODUCTION SRL,15561729,31,254,71383546,,,
PERENO SRL,23616175,32,253,21592124,,,
IPROEB SA,566930,27,253,188855595,office@iproeb.ro,0263/238150,anofm_jobs_20260220_153333_20260314_549f40d5
VIA TREND READY MEALS S.R.L.,44042210,10,252,109106029,,,
DENIS SRL,6728616,15,252,43050349,,,
RHEIN VISION SRL,29582829,32,251,136006326,,,
RHEIN VISION SRL,29582829,32,251,136006326,,,
ROLANA TEX SRL,18697920,13,251,180111882,,,
HAULOTTE ARGES SRL,18984952,28,250,744583045,,,
APLAST WOOD INDUSTRY SRL,26856598,22,249,89391886,corina.dudu@aplast.com,0751103376,anofm_jobs_20260220_153333_20260314_549f40d5
EUROTOTAL COMP SRL,5324539,20,249,22557812,,,
APLAST WOOD INDUSTRY S.R.L.,26856598,22,249,89391886,corina.dudu@aplast.com,0751103376,anofm_jobs_20260220_153333_20260314_549f40d5
APLAST WOOD INDUSTRY SRL,26856598,22,249,89391886,corina.dudu@aplast.com,0751103376,anofm_jobs_20260220_153333_20260314_549f40d5
VARI BLUE SRL,32368028,26,249,20250716,,,
AVA STAR SRL,6500293,10,249,279278688,,,
H&T- NPE EAST EUROPE S.R.L.,43072434,26,248,124266904,amalia.baba@newprocond.com,0711021579,anofm_jobs_20260220_153333_20260314_549f40d5
ARDEALUL SA,646347,10,247,384044476,,,
NEVEON ROMANIA S.R.L.,11910621,20,247,294608174,,,
LARIX MOBILA SRL,1239422,31,246,50854888,,,
AUTHENTIC MEAT SRL,30206194,10,246,97277395,,,
SOFIDEL ROMANIA S.A.,1921968,17,245,316398011,claudia.ulici@sofidel.com,0743046384,anofm_jobs_20260220_153333_20260314_549f40d5
EUROMEDICA SRL,10474915,32,244,30334015,,,
CARMO-LACT PROD SRL,5908104,10,243,293731832,,,
GRANDE GLORIA PRODUCTION S.A.,33844286,17,243,74685967,,,
VPK PACKAGING SRL,20571656,17,242,212988218,adela.tirban@vpkgroup.com,+40786183171,romania_food_distribution_contacts_20260314_97f4a0d3
DON PEDRO SRL,7521316,17,241,236547886,,,
NIDEC MOTOR CORPORATION ROMANIA S.A.,128396,27,241,147550822,,,
TIM KO BRUT SRL,2527601,10,240,55212194,,,
ARGUS SA,1872644,10,240,218233899,,,
MOBILIER GENERAL ARAD MGA SRL,6362018,31,240,37426608,,,
Emerson Appliance Motor Europe SRL,16506641,27,239,181155350,,,
ARGOS INDUSTRY S.R.L.,44497310,14,239,10390239,,,
ASKOLL ROMANIA SRL,16506641,27,239,181155350,,,
CLASIC PROD MEX SRL,33645950,31,238,38673571,angajari@clasicmex.ro,0720333208,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SALTEMPO SRL,3119988,10,238,92664757,ru@saltempo.ro,02340636363,anofm_5_30pos_older_than_30_days_20260314_66bc9356
REMARUL 16 FEBRUARIE SA,201373,30,238,35177124,office@remarul.com,0264436045,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CLASIC PROD MEX SRL,33645950,31,238,38673571,angajari@clasicmex.ro,0720333208,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SKB PROD SYSTEMS SRL,36505896,28,238,35928679,mariana.bologan@laserprocessing.ro,+40 755 825 306,anofm_jobs_20260313_083455_20260314_3eab569a
UPRUC CTR SA,12527609,24,238,62447356,,,
EMMEVI IMPACT SRL,27817376,14,237,19459860,,,
ALC INJECT POLISTIREN S.A.,26822552,22,237,87198954,,,
EMMEVI IMPACT SRL,27817376,14,237,19459860,,,
CMP AUTOMOTIVE ANTIVIBRATION ROMANIA S.R.L.,17876820,22,236,217222054,inga.nosatii@cmpautomotive.es,0732530901,anofm_5_30pos_older_than_30_days_20260314_66bc9356
LONGIN SRL,4716097,11,236,209980974,,,
FITERMAN PHARMA SRL,6787981,21,236,177350756,,,
ROTOLITO ROMANIA S.A.,42261770,18,236,113239941,,,
EUROPAN SRL,12212724,10,236,109816387,,,
CAUCHO METAL PRODUCTOS SRL,17876820,22,236,217222054,,,
OECHSLER ROMANIA SRL,18356125,22,235,128448036,,,
24 IANUARIE SA,1343490,28,235,36631836,r_u@24janaury.ro,0727885140,anofm_jobs_20260220_153333_20260314_549f40d5
GRENZEBACH ROMANIA S.R.L.,40619821,28,235,121441451,resurse.umane@grenzebach.com,0754094375,anofm_jobs_20260220_153333_20260314_549f40d5
STIL AURA SRL,12129190,14,234,17453321,,,
CORA TEXTILES SRL,30539130,14,234,46429302,,,
GE POWER INFRASTRUCTURE ROMANIA S.R.L.,2627279,33,234,100488229,,,
MOBILADALIN SRL,7078066,31,234,50236458,,,
AUSTRIA CARD SRL,30072688,22,234,395922528,,,
CABLETEAM SRL,15193724,27,233,204211862,,,
RONERA RUBBER SA,9187205,22,233,80163550,,,
FONTANA PIETRO ROMANIA SRL,21130216,28,233,168093721,hr4.ro@fontana-group.com,0372735325,anofm_jobs_20260220_153333_20260314_549f40d5
FONTANA PIETRO ROMANIA SRL,21130216,28,233,168093721,hr4.ro@fontana-group.com,0372735325,anofm_jobs_20260220_153333_20260314_549f40d5
MW ROMANIA SA,1485931,29,233,193714001,,,
ROMPAK SRL,6551041,10,233,227144307,,,
TELDO TRANS SRL,18097420,10,233,89544787,oana.barbu@teldo.ro,0744777248,anofm_jobs_20260220_153333_20260314_549f40d5
TEAM MONTAGE SRL,26177848,25,231,115162425,hr@teammontage.ro,0251707283, 0724213899,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CONDA-TEX SRL,6635134,14,231,13781659,,,
SUNIMPROF ROTTAPRINT SRL,7096283,18,231,188614302,,,
FERONERIA PROD SA,6340702,25,230,85086211,alexandra.mares@iseo.com,0257/289267,anofm_jobs_20260220_153333_20260314_549f40d5
STRAUSS ROMANIA SRL,5990561,10,230,299313759,,,
FERONERIA PROD SA,6340702,25,230,85086211,alexandra.mares@iseo.com,0257/289267,anofm_jobs_20260220_153333_20260314_549f40d5
WALTER TOSTO WTB SRL,18344643,25,230,114519690,,,
LABORMED-PHARMA SA,22718452,21,229,232312395,,,
PESCADO GRUP SRL,15640563,10,229,125418809,,,
LOVERS ROMANIA SA,9720439,14,229,23392895,,,
ERTEX INTERNATIONAL SRL,17558258,13,229,178781737,e.gorin@ertex.de,0741219271,anofm_jobs_20260220_153333_20260314_549f40d5
ERTEX INTERNATIONAL SRL,17558258,13,229,178781737,e.gorin@ertex.de,0741219271,anofm_jobs_20260220_153333_20260314_549f40d5
SEKO SIETA SRL,18528115,28,229,134728781,j.bartos@seko.com,0264590067,anofm_5_30pos_older_than_30_days_20260314_66bc9356
AGROPAN PRODCOM SRL,203960,10,229,28076402,,,
OCEAN FISH SRL,10716873,10,228,340784078,,,
PARAT TECHNOLOGY ROMANIA S.R.L.,10654070,13,228,70428349,,,
OCEAN FISH SRL,10716873,10,228,340784078,,,
ION MOS S.R.L.,3539523,10,227,173301846,,,
THOMAS ROMANIA PLASTIC SRL,19112455,22,227,127830724,,,
ION MOS SRL,3539523,10,227,173301846,,,
ATLAS APLIANCE SOLUTIONS SRL,16855927,22,227,58259585,,,
VICMOD SRL,8697494,13,226,34117120,,,
TECHTEX S.R.L.,26063142,13,226,87754460,,,
TECHTEX S.R.L.,26063142,13,226,87754460,,,
EUROCOMFIL LML SRL,26063142,13,226,87754460,,,
CALIPSO SRL,45274,11,226,173248883,ana.miu@apacalipso.ro,0214915900,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CALIPSO SRL,45274,11,226,173248883,ana.miu@apacalipso.ro,0214915900,anofm_5_30pos_older_than_30_days_20260314_66bc9356
RBS EXIM SRL,16464660,32,226,19429817,,,
ROMCONSTRUCT A G SRL,6736732,25,226,172476627,,,
FRONTERA TRADING SRL,6674176,10,225,59943544,,,
KOKSAL PROD IMPEX 96 SRL,8630648,10,225,57792222,,,
GORDON-PROD SRL,4367213,10,225,135003626,resurseumane@gordonprod.ro,0266/248448,anofm_jobs_20260309_091938_20260314_74c23d98
S.I.L.D.V.B COM SA,170137,29,225,147653730,,,
AGROSERV MARIUTA SRL,6363609,15,225,89202297,,,
PROSPERO SRL,3686583,10,225,56950754,contact@prospero.tm.ro,0256219644,anofm_jobs_20260311_083428_20260314_70886e3a
AGROSERV MARIUTA S.A.,6363609,15,225,89202297,,,
CUMPANA 1993 SRL,4264242,11,225,80880734,,,
STONEVAULT S.R.L.,39599178,25,225,174598464,,,
MONETARIA STATULUI RA,427304,32,224,127640838,,,
CONFEX MATEX INTERNATIONAL SA,8976510,14,224,36959665,,,
MASIFPANEL SRL,24368027,16,224,66125179,,,
MASIFPANEL S.R.L.,24368027,16,224,66125179,,,
DOBROGEA BISCUIT SRL,15634715,10,224,89521543,,,
MASIFPANEL S.R.L.,24368027,16,224,66125179,,,
SHIPYARD ATG GIURGIU SRL,14625034,30,224,78287607,,,
VIRIX PROD SRL,6681637,16,223,87441682,virixprod@yahoo.com,0245714212,anofm_5_30pos_older_than_30_days_20260314_66bc9356
POP INDUSTRY SRL,6759221,25,223,180513108,hr@popind.ro,0730444788,anofm_jobs_20260310_123444_20260314_a3ffee1a
SOL-PLUS ROMANIA SRL,14759788,22,222,72132340,,,
AGROPAN IMPEX SRL,15576550,10,222,91145076,,,
PLASESS (ROMANIA) SRL,14759788,22,222,72132340,,,
EURO GAS SYSTEMS SRL,26557103,28,222,350285461,rohanadriana@yahoo.com,0365882416,anofm_5_30pos_older_than_30_days_20260314_66bc9356
G.T. COMPANY SRL,8832426,14,222,18793689,ru.gtcompany@yahoo.ro,0231/534833,anofm_5_30pos_older_than_30_days_20260314_66bc9356
KILLER SRL,7195155,10,221,125308240,,,
ROMANELEC SRL,5415785,27,221,21410626,,,
PANIMON SA,957998,10,221,133455087,,,
SUMMER CONF SRL,8145996,14,221,22169675,info@summerconf.com,0231/530395,anofm_jobs_20260220_153333_20260314_549f40d5
COHLINE RO S.R.L.,18120603,29,221,26577112,,,
PEMONT LENJERIE SRL,11798707,14,220,15762776,cornel.pemont@gmail.com,0258811646,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BETAK SA,573768,25,220,102085828,,,
BACHMANN ROMANIA SRL,15624983,27,220,98049013,raluca.istrate@bachmann.com,0269806730,anofm_5_30pos_older_than_30_days_20260314_66bc9356
COMPANIA NATIONALA "ROMARM" FILIALA UZINA MECANICA BUCURESTI SA,14423850,25,220,214756686,,,
BACHMANN DC ROMANIA SRL,15624983,27,220,98049013,,,
GOLD PLAST PRODUCTION SRL,18152257,22,219,66977507,,,
TOP DESIGN FURNITURE SRL,22142634,31,219,108676209,,,
HIRSCH POROZELL SRL,18198580,22,219,197379882,adrian.iusan@hirsch-gruppe.com,0730690099,anofm_jobs_20260220_153333_20260314_549f40d5
UZINA MECANICA RAMNICU VALCEA SA,1465560,25,219,51354229,,,
CATEX INDUSTRY S.A.,47384072,14,219,16790285,,,
ETEX BUILDING PERFORMANCE S.A.,11935340,23,219,360529778,,,
AKA AUTOMOTIV SRL,15802274,29,218,129631353,mpopescu@akaoto.com.tr,0741258673,anofm_jobs_20260220_153333_20260314_549f40d5
ELBROMPLAST SA,13087840,22,218,163261724,,,
ART MATCH SRL,11332587,22,218,85411192,,,
ROQUET EASTERN EUROPE SRL,32738074,25,218,193367330,d.iordache@roquetgroup.com,0799965817,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ROQUET EASTERN EUROPE S.R.L.,32738074,25,218,193367330,d.iordache@roquetgroup.com,0799965817,anofm_5_30pos_older_than_30_days_20260314_66bc9356
COMES SA,2662292,28,217,124939465,maria.barsan@comes.ro,0233281568,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ROSSINI SLEEVE TECHNOLOGIES SRL,19278610,22,217,159575179,,,
DS SMITH PACKAGING ROMANIA SRL,14787842,17,217,214779604,,,
MADEXPORT SRL,7699080,10,217,60090357,,,
BDM GRUP INVEST SRL,14986667,25,217,112481230,office@bdm.ro,0744515970,romanian_construction_companies_1025_20260314_313060d3
ARTEMA PLAST SRL,6318446,22,216,192711335,,,
DEMIUMA COMIMPEX SRL,4517523,14,216,66846975,,,
YILDIZ ENTEGRE ROMANIA S.A.,34826768,16,216,265405162,,,
YILDIZ ENTEGRE ROMANIA S.A.,34826768,16,216,265405162,,,
ORTOPROFIL PROD ROMANIA SRL,6877197,32,216,87366212,resurseumane@ortoprofil.ro,0728288994,anofm_jobs_20260309_091938_20260314_74c23d98
FILECA INDUSTRY SA,16025605,13,215,62192188,,,
ZAREA SA,1569200,11,215,245137775,,,
N.Y.R. GEORGIANA TRADE SRL,30410215,10,215,53979249,,,
FINPROJECT ROMANIA SRL,13357197,15,215,40579508,,,
FINPROJECT ROMANIA SRL,13357197,15,215,40579508,,,
SAGROD SRL,628782,10,215,83036537,,,
SANTA SA,3582396,21,215,38980471,,,
GEPETO IMPEX SA,11034874,10,215,61686393,,,
FAIST METALWORKING SRL,24049540,25,214,113797960,,,
MANAGEMENT OBJECTIVES S.A.,16418035,10,213,78491454,,,
GREINER ASSISTEC SOCIETATE CU RASPUNDERE LIMITATA,4792671,22,213,104491768,,,
SWOBODA TIMISOARA S.R.L.,29717276,22,213,144647220,,,
MANAGEMENT OBJECTIVES S.A.,16418035,10,213,78491454,,,
MIRDATOD PROD SRL,6525417,10,212,146857190,,,
TEXTY GARMENTS SRL,26755216,13,212,18055311,textygarments@textilholding.ro,0748122772,anofm_jobs_20260220_153333_20260314_549f40d5
TEXTY GARMENTS SRL,26755216,13,212,18055311,textygarments@textilholding.ro,0748122772,anofm_jobs_20260220_153333_20260314_549f40d5
VALMEDY PROD  SRL,34027558,13,211,41035860,,,
VESTA INVESTMENT SRL,5891142,25,211,87662552,,,
MOTILOR SRL,2872367,10,211,33041919,,,
SIDEM SRL,13847989,29,211,91165792,,,
MM PACKAGING ROMANIA S.R.L.,10528500,17,211,276479775,,,
WOCO PIPE SYSTEM COMPONENTS ROM SRL,29300693,29,211,99623086,,,
ELECTRO ALFA CM SRL,17005541,27,211,64798368,,,
KARELIA - UPOFLOOR SRL,19062454,16,211,100422463,,,
KARELIA - UPOFLOOR SRL,19062454,16,211,100422463,,,
VESTA INVESTMENT SRL,5891142,25,211,87662552,,,
LIVARO SRL,16361257,15,211,15736179,,,
VALMEDY PROD SRL,34027558,13,211,41035860,,,
INFORM LYKOS SA,9030790,18,210,336567249,,,
INFORM LYKOS SA,9030790,18,210,336567249,,,
EUROPAPER CONVERTING SA,9030790,18,210,336567249,,,
STAER INTERNATIONAL SA,2643282,31,209,87894457,,,
PORKPROD SRL,18595092,10,209,125371308,,,
TRANS AGAPE SRL,6269971,10,209,52744170,resurseumane@transagape.ro,0269210897,anofm_jobs_20260220_153333_20260314_549f40d5
COMCEREAL SA,8206929,11,209,104041891,mihaela.bursuc@comcerealbt.ro,0758990515,anofm_jobs_20260311_083428_20260314_70886e3a
MOBILA SA,2071776,31,207,36139329,recrutare@mobilasa.ro,0771742232,anofm_jobs_20260220_153333_20260314_549f40d5
LTP BALKAN S.R.L.,46026823,14,207,9607598,,,
LTP BALKAN S.R.L.,46026823,14,207,9607598,,,
CH INDUSTRIAL PROD SRL,29228059,16,207,74320887,,,
TRICOTEX SRL,971488,13,206,12127986,office@tricotexbacau.ro,0234515220,anofm_jobs_20260220_153333_20260314_549f40d5
ARMAX GAZ SA,803727,25,206,20295284,,,
CONDOR SA,5431,13,206,40972664,,,
CONFECTII VASLUI SA,826992,14,206,16307145,confvs.vaslui@gmail.com,0235/311840,anofm_5_30pos_older_than_30_days_20260314_66bc9356
INTERSTAR CHIM SA,6614930,20,206,219208515,,,
BARLETA SRL,6462610,17,205,88384957,,,
BICO INDUSTRIES S.A.,19241603,13,205,149653754,,,
JOLIDON INTERNATIONAL SRL,29974202,14,205,57979158,,,
FAR EST WINDOWS SRL,17073295,22,205,75939307,,,
TC MASURARE & CONTROL SRL,24483433,26,204,39829287,,,
PARAGON CUSTOMER COMMUNICATIONS ROMANIA S.R.L.,16570490,18,204,58682681,,,
BECKER ROMANIA SRL,14758332,31,204,54374709,hr@becker-romania.ro,0264242258,anofm_jobs_20260220_153333_20260314_549f40d5
CARMEUSE HOLDING SRL,15379680,23,204,210048136,,,
R & B COM SRL,12617744,10,204,70889869,resurseumane@brutariabaiasprie.ro,0786050748,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CARMEUSE HOLDING SRL,15379680,23,204,210048136,,,
MODELLEISENBAHN SRL,18641288,32,203,23506684,,,
MANDY FOODS INTERNATIONAL SRL,31575750,10,203,99033479,,,
MORAD FOODS S.R.L.,31575750,10,203,99033479,,,
SARMISMOB SA,2117288,32,203,77700566,responsabul.r.u@sarmismob.ro,0254227901,anofm_jobs_20260220_153333_20260314_549f40d5
ZAMBELLI  METAL SRL,18223803,25,203,51884943,,,
ELECTRIC SRL,1447920,22,203,90907645,,,
RO STAR SA,8529520,10,202,60133284,,,
AGRA`S FOOD FACTORY S.R.L.,46355095,10,202,78608042,agr_hr@scandia.ro,0756164258,anofm_jobs_20260220_153333_20260314_549f40d5
RO STAR SA,8529520,10,202,60133284,,,
TECONNEX EUROPE S.R.L.,39332757,25,202,103665318,,,
BYXAN TRANS SRL,11307370,28,202,62021880,,,
GERRY WEBER SUPPORT SRL,11648246,13,201,25759329,,,
AUNDE C&S AUTOMOTIVE S.R.L.,11648246,13,201,25759329,petcu.antoaneta@aunde.ro,0748678946,anofm_5_30pos_older_than_30_days_20260314_66bc9356
HARSHA ENGINEERS EUROPE SRL,18596705,28,200,112796934,mircea.bucur@harshaengeneers.ro,0723156186,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ICE DYP BALAS SRL,8615850,10,200,116811498,moldova.icedyp@gmail.com,0756629489,anofm_jobs_20260220_153333_20260314_549f40d5
BECOTEK METAL SRL,18596705,28,200,112796934,,,
TRICONF TEXTIL SRL,33720423,14,199,11137134,,,
MATT DESIGN & PRODUCTION SRL,14793100,31,199,62856997,valentina.rizea@mattdesign.ro,0742205388,anofm_jobs_20260220_153333_20260314_549f40d5
EXIMPROD POWER SYSTEMS SRL,14157812,27,198,184099681,,,
EXIMPROD POWER SYSTEMS S.A.,14157812,27,198,184099681,,,
CARPATIS SRL,712360,10,198,105792457,ionutburac@gmail.com,0230217767,anofm_new_productie_20260314_40b9f91f
INTERELEKTRONIC SRL,8354682,26,198,23094328,,,
RECOM SID SA,14552595,25,198,47622358,office@recomsid.ro,0254207022,anofm_5_30pos_older_than_30_days_20260314_66bc9356
VARIOSYSTEMS ROMANIA S.R.L.,8354682,26,198,23094328,,,
OVO DESIGN FURNITURE GROUP SRL,6844688,31,197,56114583,,,
CARPATI MODERN FURNITURA SRL,6844688,31,197,56114583,,,
MAIRON TUBES SRL,6497929,24,197,65687225,,,
GOODMILLS ROMANIA SRL,1221611,10,197,334501745,,,
LOULIS SA,1221611,10,197,334501745,,,
NEGRO 2000 SRL,4600075,10,197,179196616,,,
GLOBAL GRAIN INTERNATIONAL SRL,36312437,10,196,346600560,m.nicolae@transoilcorp.com,0743555960,anofm_jobs_20260220_153333_20260314_549f40d5
SUINPROD SA,2056725,14,196,110617816,,,
RECOMET IMPEX SRL,14317859,29,196,98805075,,,
RECOMET IMPEX SRL,14317859,29,196,98805075,,,
EMSIL TECHTRANS SRL,7972880,25,196,50602247,,,
CARL MANUFACTURING S.R.L.,14317859,29,196,98805075,,,
ALEXANDRION SABER DISTILLERIES 1789 S.R.L.,13575086,11,195,218955869,,,
COMPANY MED SRL,21912891,29,195,19826240,alina.panait@companymed.ro,0757084681,anofm_jobs_20260220_153333_20260314_549f40d5
TE CONNECTIVITY SENSOR SOLUTIONS S.R.L.,38546892,26,195,279574945,,,
SISTEMPLAST SA,11438007,25,195,31107184,,,
PRESTIGE MOB SRL,6600187,31,195,69602849,artedocc@gmail.com,0722947849,anofm_jobs_20260309_091938_20260314_74c23d98
PRESTIGE MOB SRL,6600187,31,195,69602849,artedocc@gmail.com,0722947849,anofm_jobs_20260309_091938_20260314_74c23d98
TE CONNECTIVITY SENSOR SOLUTIONS SRL,38546892,26,195,279574945,,,
PRESTIGE MOB S.R.L.,6600187,31,195,69602849,artedocc@gmail.com,0722947849,anofm_jobs_20260309_091938_20260314_74c23d98
MARCHAND SRL,425257,10,194,85279903,,,
RAGUSE MEDIZINISCHE PRODUKTE ROMANIA SRL,9521827,26,194,18514694,,,
MARCHAND SRL,425257,10,194,85279903,,,
CIBIBON SRL,11256366,10,194,72526437,,,
MECANPETROL SA,934854,25,194,42732256,,,
ARTSANA ROMANIA SRL,12266600,14,194,14663892,,,
DS SMITH PACKAGING GHIMBAV S.R.L.,1132506,17,194,159699144,,,
QUALICAPS ROMANIA SRL,23830038,20,193,145719849,,,
LA CASA RISTORANTE PIZZERIA PANE DOLCE SRL,32069255,10,193,39541952,resurseumane@lacasapane.ro,0710183723,anofm_jobs_20260220_153333_20260314_549f40d5
LA CASA RISTORANTE PIZZERIA PANE DOLCE S.A.,32069255,10,193,39541952,,,
GOTEC ROM SRL,21851638,25,193,62760517,,,
WALOR RO SRL,21496420,25,193,202568256,paunita.hodea@walor.com,0728941887,anofm_jobs_20260220_153333_20260314_549f40d5
SOGEFI SUSPENSIONS EASTERN EUROPE S.R.L.,39839629,29,193,242426622,,,
DS SMITH PAPER ZARNESTI S.R.L.,1124988,17,192,431626980,,,
SIMEX SA,687479,31,192,39466331,,,
ANA PAN SA,6718515,10,191,37288221,cristina.tomescu@anapan.ro,+40212332236,romania_food_distribution_contacts_20260314_97f4a0d3
TERMOPLAST SRL,2003232,22,190,76530490,,,
SETRO METAL GROUP SA,16457255,25,190,46669896,dan@setrometalgroup.ro,0744547442,anofm_jobs_20260313_083455_20260314_3eab569a
FAULHABER MOTORS ROMANIA SRL,17595493,27,190,94124403,,,
VEF SA,1444079,25,190,27012583,rsumane@vef.com.ro,0745253086,anofm_jobs_20260313_083455_20260314_3eab569a
TECHNOPHAR EQUIPMENT AND SERVICE SRL,8482100,28,189,78548095,,,
TERQUA SRL,12788922,28,189,55130346,,,
SOLERS SRL,33812594,26,189,43562151,,,
AKKIM EUROPE SRL,36783647,20,188,248209657,,,
LAGUNA SERV SRL,6860144,31,188,65513466,,,
MACOFIL SA,2157789,23,188,92299999,,,
CONFECTIA SA,2362597,14,188,12199404,,,
AKKIM EUROPE S.R.L.,36783647,20,188,248209657,,,
SPEIDEL ROMANIA SRL,13439793,14,188,19304388,,,
IMOB SRL,6571324,31,187,38267971,office@imobsrl.ro,0040233211320,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PATISGAL SRL,15379876,10,187,87656612,,,
DELFINGEN RO - TRANSILVANIA SRL,17981940,22,187,155545399,,,
CECCO BRUNA 2011 SRL,29087146,15,186,25846727,adina.muntean@ceccobruna.ro,0727390756,anofm_jobs_20260220_153333_20260314_549f40d5
CONFEX  SOCIETATE COOPERATIVA,1158255,14,186,11918596,,,
COOPERATIVA AGRICOLA  BIOPROD COLIBASI,37096021,11,186,132733746,,,
DENTAS ROMANIA SRL,16011391,17,186,104172905,,,
DENTAS ROMANIA SRL,16011391,17,186,104172905,,,
AKU EST SRL,14276244,15,186,18030453,,,
SARA SRL,1152015,25,185,63010745,,,
WEST CO IMPEX SRL,4565806,22,185,74354591,,,
INTER-SPITZEN SRL,8397683,13,185,22106681,,,
VARGA QUATTRO SRL,6595234,10,185,44038415,,,
WESTBRIDGE MANUFACTURING S.R.L.,17613689,13,185,24177810,,,
VITAFOAM ROMANIA SRL,16466520,20,184,218426328,,,
VITAFOAM ROMANIA SRL,16466520,20,184,218426328,,,
STEFI TEX SRL,15770563,14,184,19726323,,,
EUROPIG SA,12477349,14,184,127621198,,,
CIE MATRICON SA,1217009,24,184,213050817,,,
DESLEECLAMA EASTERN EUROPE SRL,18841367,13,183,155521432,,,
DESLEECLAMA EASTERN EUROPE SRL,18841367,13,183,155521432,,,
WERZALIT LEMN TECH S.R.L.,11454053,16,183,47815167,,,
AUTONOVA SA,639110,29,182,44500555,autonova@autonova.ro,0261769564,anofm_jobs_20260309_091938_20260314_74c23d98
SINEM IMPEX SRL,7400756,10,182,266961216,,,
CAFEA FORTUNA SRL,7400756,10,182,266961216,,,
AFRISO-EURO-INDEX SRL,2356161,26,182,58690037,,,
MARCEL PROD SRL,5113892,31,181,49553263,,,
TB&C OUTSERT ROMANIA SRL,33418884,22,181,74018491,,,
R.G.HOLZ COMPANY SRL,12178568,16,181,54867696,,,
AQUIS SYSTEMS S.R.L.,19503305,27,181,117156876,,,
SOGEMA SRL,5315930,14,181,19082618,,,
