SET
S.C. AUTO MARCU'S GRUP S.A.,valentina.andreica@amg.ro,
S.C. AUTOMOBILE BAVARIA S.R.L.,andreea.boboc@automobilebavaria.ro,
SC BIREME DELIVERY SRL,biremedelivery@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 4
SC CADVYLL CONST SRL (RO17559415),office@cadvyll.ro,
SC COS PETRANSPORT,costel.petronela@yahoo.com,
S.C. CURIER TRANS EXPRESS,neagu_ionut18@yahoo.com,
SC DAXIA AUTOCONCEPT SRL,daxia.auto@gmail.com,
SC DODI &amp; BEA DETAILS SRL,itp_albesti@yahoo.com,
S.C. DURAN TRUCKS SERVICE S.R.,durantrucksservice@gmail.com,
SC DYRP TRANS SRL,ceclanpaula@yahoo.com,
SC.ERIC&DARIUS S.R.L.,mario_ali@yahoo.com,
S.C. EUROSPEED SRL,lacramioara@eurospeed.ro,
S.C. EXPOCAR AUTO S.R.L.,expocar.auto@yahoo.com,
SC EXPRES TRANSPORT SA,office@eta.ro,
SC FUZSITUS TRANS SRL,autex68@gmail.com,
S.C.GIROCOU LOGISTIC SRL,girocoulogistic@gmail.com,Brașov > VISTEA > VISTEA DE SUS
SC HD NETWORKING SRL,office@hdnet.ro,
SC ICIRUAL 2003 SRL,office@icirual2003.ro,
SC INTERABS LOGISTIC SRL,interabslogistic@gmail.com,Arad > MUNICIPIUL ARAD > ARAD
S.C. JILAVEANU TRANSCOMS.R.L,jilaveanutrans@yahoo.com,
S.C. K INDUSTRIES RO HOLDING S.R.L.,royalcarwashofficial@yahoo.com,
SC LANCETTI TRANSPORT SRL,hr@lancetti.ro,Bihor > MUNICIPIUL ORADEA > ORADEA
SC MADVYO TRANS SRL,remusd99@gmail.com,
S.C. MATBAR CONSTRUCT SRL,iulian19_81@yahoo.com,
S.C. MATEPRIM CARGO S.R.L.,mateprim.cargo@gmail.com,
SC MIGATRAK TRANS SRL,migatrak.trans@yahoo.com,
SC MIS EXPERT DELIVERY SRL,ionutmoldovan63@yahoo.com,
SC Nuova F&V Transport SRL,ramona@fvtransport.ro,Arad > MUNICIPIUL ARAD > ARAD
SC PEDROALIN SRL,pedro_alin_srl@yahoo.com,
S.C.PORTA IDEEA SRL,office.portaideea@gmail.com,
SC PRICHINDEL CLUB SRL,lucian.agapia@yahoo.com,
S.C. PROMAX ENTEPRISECO SRL,recrutare@simply-hr-solutions.ro,
S.C. RALUCA SI RARES COMPANY S.R.L.,ralucasirares@yahoo.com,
SC REGENESYS IT TECHNOLOGIES SRL,regenesys74@gmail.com,
SC ROVEKA FARM IMPEX SRL,office@roveka.ro,
S.C. RURAL ECONOMY SRL,alexticalo@gmail.com,
S.C.RZV LOGISTIC SRL,rzv.logistic@gmail.com,Sibiu > SLIMNIC > SLIMNIC
S.C. SINEBO TOUR S.R.L.,bosinceanu.iulian@gmail.com,
SC SLCAM DELIVERY SRL,alexandru.micu@yahoo.com,Ilfov > MOGOSOAIA > MOGOSOAIA
SC SMART ENERGY SRL,smartenergyradauti@yahoo.com,
S.C.SMART SPEDITION SRL,office@smartspedition.ro,Ilfov > CIOROGARLA > CIOROGARLA
SC TAXIDIB IOANAND SRL,transdbu@gmail.com,
SC TECHNO DOPO TOTAL SRL,office@dopo.ro,
SC TLH BOGAR SRL,lavinia_liuta@yahoo.com,
S.C. TRANSMIH AUTO POWER SRL,dumitruovidiumihai1962@gmail.com,
SC TRANSPORT PUBLIC LOCAL DE PERSOANE SRL,tplp2024@yahoo.com,Teleorman > MUNICIPIUL ALEXANDRIA > ALEXANDRIA
SC TRANSPORTURI JOHN SRL,lucaciioan921@gmail.com,
S.C. UNITED EURO SPEDITION S.R,staff@expresseuroscan.com,Suceava > BOSANCI > BOSANCI
SC.VÂRSTINICII - VESELI SRL-D,lucacirazvan78@gmail.com,
SC ZEK DELIVERY SRL,zekdeliverysrl@yahoo.com,Mureș > ORAS LUDUS > LUDUS
SEAE DELIVERY & SALE,profleet_seae@yahoo.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 1
S.E.A TRANSILVANIAN TRANSPORT,sea.transilvania@gmail.com,
S E CO L ROMANIA SRL,secoltgjiu@yahoo.it,
SELGROS CASH CARRY SRL,mihaela.vranceanu@selgros.ro,
SENSE & RESULT CONSULTING SRL,ligia.craciun@ac-ca.ri,
SERVICE AUTO GRIGORESCU PREMIUM,serviceautogrigorescu.premium@gmail.com,
SEVDE TRANS SRL,sevdetrans@hotmail.com,
SHAGA TRUCK SRL,tudor.mihaiescu@gmail.com,
SILBOSS S.R.L.,office.silboss@gmail.com,
SILVER TRANS SRL,huihupdoina@yahoo.com,
SIMIONCA IONUT RAUL PFA,transsimy@yahoo.com,
SIRBU TRANSPORTE SRL,stefania_partene@yahoo.com,Bistrița-Năsăud > MUNICIPIUL BISTRITA
SMART SUPPLY LOGISTIC S.R.L.,resurseumane@smartqc.ro,Argeș > ORAS MIOVENI
SMILE & FOOD DELIVERY S.R.L.,kemal602000@gmail.com,
SND VASI TRANSPORT S.R.L.,snd_vassy2019@yahoo.com,Suceava > VICOVU DE JOS > VICOVU DE JOS
SOCIETATEA DE TRANSPORT PUBLIC TIMISOARA S.A.,resurse.umane@stpt.ro,Timiș > MUNICIPIUL TIMISOARA > TIMISOARA
SOCIETATEA PENTRU SERVICII DE MENTENANTA A RETELEI ELECTRICE DE TRANSPORT "SMART" SA,anca.dulgheru@smart-b.ro,
SOCIETATEA PENTRU SERVICII DE MENTENANTA A RETELEI ELECTRICE DE TRANSPORT "SMART"" SA",gabriela.fodorean@smartcj.ro,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 1
SOFTNOT SRL,oneaconstantin4@gmail.com,
SOS DELIVERY S.R.L.,stefan.armeanu1104@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 2
SPARKLING FLASH DELIVERY S.R.L.,office@maustache.ro,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 2
SRKN LOGISTIK SRL,recai_encok@yahoo.com,
S.S.H. HIDROSERV S.A.,adela.condurache@hidroserv.ro,
STEL-COR DRIVING SRL,stelcor25@yahho.com,
STMM INVEST SRL,stmminvest@gmail.com,
SUCIU VIOREL PERSOANA FIZICA A,hrsuciuviorel@outlook.com,
SUPERSTAR COM SRL,office@superstarcom.ro,
SUPER TRANS COM SRL,supertranscom@yahoo.com,
TAHOGELU SRL,tahogelu.srl@gmail.com,
TASKFORCE LOGISTICS  S.R.L.,alex.gabriel.dragu@gmail.com,Timiș > MUNICIPIUL TIMISOARA > TIMISOARA
TAXI ADI RAF S.R.L.,danalazar1975@gmail.com,
TAXI DORNA PILUG S.R.L.,cornel_pilug@yahoo.com,
T.B.T. LOGISTIC INTERNATIONAL SRL,hr@tbtlogistic.eu,Brașov > MUNICIPIUL BRASOV > BRASOV
TELETEKNIKA ENGINEERING SRL,teleteknikaeng@gmail.com,
TEMPO MNM CAFFE S.R.L.,tempomnm@yahoo.com,
TEODRAGOMIR GARAJ SRL,romeodragomir82@yahoo.com,
TERMO CALOR CONFORT S.A.,office@termopitesti.ro,
TEUER INTL S.R.L.,alexandra.popa@teuer.ro,
TEXCARGO SRL,accounting.texcargo@ponsa.com,Arad > MUNICIPIUL ARAD > ARAD
TIME PAD DELIVERY S.R.L.,pizzatimesibiu@gmail.com,
TODORUT INTERNATIONAL SRL,consultingalpa@gmail.com,
TOP BBS CARGO SRL,fanutfanut184@yahoo.com,
TOP CLASS AUTO TEHNO S.R.L.,topclassauto2008@gmail.com,
TRANS ANTONIA S.R.L.,ovidiu.dinculescu70@gmail.com,
TRANS AVRAM SRL,conta@transavram.ro,
TRANSCANAL SRL,elena.cioroiu@transcanal.ro,
TRANSCOM S.R.L.,resurseumane@transcomsrl.ro,
TRANSLOC SA,secretariat@transloc.ro,
TRANS MM TRANSPORT SRL,o.zengin1905@icloud.com,Timiș > MUNICIPIUL TIMISOARA
TRANSPORTATION EXPRESS SRL,poduryan86@mail.ru,Iași > REDIU > BREAZU
TRANSPORT CĂLĂTORI EXPRESS S.A.,andreea.mihalcea@ratph.ro,Prahova > MUNICIPIUL PLOIESTI > PLOIESTI
TRANSPORT MONITOR CONTROL SRL,hr.romania@essers.com,
TRANSPORT URBAN PUBLIC SRL,resurseumane@tupturda.ro,Cluj > MUNICIPIUL TURDA > TURDA
TRANSTROFIN SRL,officevitann363@gmail.com,
TRANS TRUCK SERVICES SRL,alinamesinschi@yahoo.com,
TRANS ZAMFIR SRL,office@trans-zamfir.ro,
TRUK SAA AUTO SRL,office@trukauto.ro,
TUDOR TRANS EXP 2021 S.R.L.,tudortransexp2021@gmail.com,
TURBOFLY TRANS SRL,cliofosvaleriu@gmail.com,
TYTOSPEED SRL,tytospeed01@gmail.com,
UNICARM SRL,daniel.gherhes@unicarm.ro,
UNICARM SRL,marian.spirache@unicarm.ro,
URG LOGISTIC SRL,tepuc_urgent@yahoo.com,
UZINA DE SPALAT SRL,constanta.sava@uzinadespalat.ro,
VALEA PRAHOVEI SA,cordovidiu1956@yahoo.com,
VANGUARD CONSTRUCTION S.R.L.,vanguardconstruction@gmail.com,
VAS CURIER EXPRESS SRL,vasile.diaconu@fancourier.ro,
VECTRA LOGISTIC SRL,office@vectralogistic.ro,Brașov > MUNICIPIUL BRASOV > BRASOV
VERDE ELECTRIC CORPORATION S.R.L.,ileana.chiurciu@yahoo.ro,
VERSUS OIL SRL,versusgrup@yahoo.com,
VEST MIRAUTO SRL,gj99van@yahoo.com,
VINCZE ERZSEBETLENKE PERSOANĂ FIZICĂ AUTORIZATĂ,vinczelenke@gmail.com,
VISSPA EXPRESS SRL,visspaexpress@gmail.com,
VIS VLADISSHOP S.R.L.,birouvasilemarin@yahoo.com,
VLADIS DELIVERY SRL,mihaela_serban81@yahoo.com,
VOITRANS SRL,voicatrans@yahoo.com,
VOS LOGISTICS CARGO SA,hr.romania@voslogistics.com,Cluj > MUNICIPIUL CLUJ-NAPOCA > CLUJ-NAPOCA
VULP LOGISTICS SRL,somaj.vulplogistic@yahoo.com,Cluj > MUNICIPIUL CAMPIA TURZII > CAMPIA TURZII
XANDOR SRL,xandor@xandorbt.ro,
XTRADEALS AUTO GROUP SRL,petrumartin9@gmail.com,
YUSEN LOGISTICS ROMANIA S.R.L.,hr@ro.yusen-logistics.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 6
ZEN CORE INNOVATION S.R.L.,ioana_pia@yahoo.com,
ZOF SPEED SRL,zofspeed@yahoo.com,
