CUI,Denumire,Judet,Localitate,Contact,CAEN,CA_2023,CA_2022,Profit_2023,Pierdere_2023,Membri_2023,Salariati_2023
44592540,COOPERATIVA AGRICOLĂ SPIC DE BANAT,Timiş,Butin,,0111,6151135,4316532,77921,0,10,0
42824814,COOPERATIVA AGRICOLĂ DUNĂREA MICĂ,Mehedinţi,Devesel,Telefon mobil: 0722526819; Telefon mobil: 0722264542; ,,6138851,0,1105609,0,6,2
40069345,AGRIPOP CIREŞU COOPERATIVĂ AGRICOLĂ,Brăila,Vultureni,,4621,6107612,0,13106,0,5,1
44909836,AGRILLA GRAINS COOPERATIVĂ AGRICOLĂ,Ialomiţa,Ţăndărei,Telefon mobil: 0728789660; Adresa de e-mail: agrillagrains@gmail.coM; ,4621,6080687,5877606,55833,0,21,0
29146609,OBSTEA SARMASULUI COOPERATIVA AGRICOLĂ,Harghita,Fundoaia,Telefon mobil: 0745606082; Telefon mobil: 0742065340; ,0162,6044582,5713078,7499,0,73,38
27124671,COOPERATIVA AGRICOLĂ ŞASE SPICE,Vaslui,Ştefan cel Mare,Telefon: 0740084190; ,4621,6008086,4167214,171548,0,6,1
44082533,COOPERATIVA AGRICOLĂ NALBA FARMING,Tulcea,Nalbant,,0111,5973519,5304698,28034,0,21,0
38875666,ROTARU PRODUCT COOPERATIVA AGRICOLĂ,Olt,Oporelu,,0111,5888656,5282712,268652,0,5,1
43513310,AGROLUDUȘ COOPERATIVĂ AGRICOLĂ,Mureş,Luduş,Telefon: 0759547556; ,4631,5827788,3514618,199439,0,6,0
43082578,DINDEŞTI COOPERATIVĂ AGRICOLĂ,Satu Mare,Dindeşti,Telefon mobil: 0745491113; ,0111,5763072,5046554,28219,0,7,0
40170527,AGROFROSTA COLECTARE COOPERATIVĂ AGRICOLĂ,Bihor,Apateu,Telefon: 0770424994; ,1039,5741002,1014454,184832,0,11,4
44087913,VIOAGROTON COOPERATIVĂ AGRICOLĂ,Neamţ,Traian,,4611,5723833,8382999,224210,0,6,1
44079511,BIO AGRO DEPO LUNGULEȚU COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Lunguleţu,Telefon mobil: 0722402070; Adresa de e-mail: madalina.andrei33@yahoo.com; ,0113,5663061,6458725,5106,0,5,2
45234338,SCÂNTEIA - VALEA CIORII COOPERATIVĂ AGRICOLĂ,Ialomiţa,Scânteia,,4621,5641292,6252973,39730,0,6,0
38813310,COOPERATIVA AGRICOLĂ A FERMIERILOR VARIDOR,Arad,Variaşu Mic,Telefon: 0740034243; ,4621,5597133,6803832,0,4879,12,1
45660554,COOPERATIVA AGRICOLĂ SPICUL COTOFENII DIN DOS,Dolj,Mihaita,,4621,5554807,654077,105858,0,7,0
39478834,COOPERATIVA AGRICOLĂ OLTENI AGRO PIN,Constanţa,Olteni,,0111,5472470,4518576,267765,0,10,1
44975511,MĂICĂNEŞTI STAR COOPERATIVĂ AGRICOLĂ,Vrancea,Măicăneşti,Telefon mobil: 0723628175; ,4621,5453940,9017821,281,0,7,0
43990785,COMCEREAL TARNAVA MICA COOPERATIVĂ AGRICOLĂ,Mureş,Coroisînmărtin,Telefon mobil: 0759547556; ,4621,5452490,7309412,6760,0,5,0
41409992,CHEREJI CRĂCIUN COOPERATIVĂ AGRICOLĂ,Satu Mare,Pişcolt,Telefon mobil: 0722491763; ,4621,5426137,6599656,108621,0,8,2
30594371,BOVIS ALBA TRANSILVANIA  COOPERATIVA AGRICOLĂ,Alba,Alba Iulia,,4633,5408987,5325470,0,25549,8,2
40218951,REGINA CARTOFULUI COOPERATIVA AGRICOLĂ,Covasna,Cernat,,4631,5368625,4179434,3152,0,5,3
45283250,FERMIERUL HUNEDOREAN COOPERATIVĂ AGRICOLĂ,Hunedoara,Vaidei,Telefon: 0745154399; ,4621,5356091,2663355,74775,0,6,0
45280385,IMINOG CEREAL COOPERATIVĂ AGRICOLĂ,Olt,Bălteni,,4621,5349103,0,73316,0,13,0
40365553,FERMA MOACȘA COOPERATIVA AGRICOLĂ,Covasna,Dalnic,,4631,5330776,3716996,11783,0,5,1
44931914,COOPERATIVA AGRICOLĂ ECO AGRAS,Mureş,Pănet,,4621,5329479,5119187,63504,0,7,0
42018275,GOSPODARII GHENCIULUI COOPERATIVĂ AGRICOLĂ,Satu Mare,Ghenci,,0111,5313626,5714166,22244,0,10,0
45174511,AGRIPROD PERIEȚI COOPERATIVĂ AGRICOLĂ,Olt,Măgura,,4621,5234352,4954250,198199,0,7,0
44216520,OLTENIA CEREAL SCORNICEȘTI COOPERATIVĂ AGRICOLĂ,Olt,Slatina,,0111,5153201,822285,103618,0,26,1
44422988,AGRICOOP DUNAREA COOPERATIVĂ AGRICOLĂ,Teleorman,Poiana,,,5130541,0,73390,0,16,0
30424636,AGROPLANT BIO GRUP DE PRODUCĂTORI  COOPERATIVA AGRICOLĂ,Prahova,Găgeni,Telefon mobil: 0722439882; ,4621,5079986,4480315,4184,0,7,0
45278008,DOBROCULTURA GRUP COOPERATIVĂ AGRICOLĂ,Tulcea,Agighiol,Telefon mobil: 0754067405; ,4621,5021247,3597821,77710,0,12,1
46973673,COOPERATIVA AGRICOLĂ LEGUME GUSTOASE DIN CILIENI,Olt,Cilieni,,4631,5016378,0,71922,0,5,1
44840930,LEONA COSTEŞTI VALE COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Mărunţisu,Telefon mobil: 0728326547; ,4621,4987816,889325,0,64370,6,0
45168811,F.B.S. FĂCĂENI COOP COOPERATIVĂ AGRICOLĂ,Ialomiţa,Făcăeni,Telefon mobil: 0722268838; ,4621,4969101,6167463,1744,0,8,1
43505554,COP ONEŞTI COOPERATIVĂ AGRICOLĂ,Bacău,Gutinaş,Telefon mobil: 075627160; ,0111,4947770,3258817,268,0,7,0
38946953,"GRUPUL DE PRODUCATORI ""TARA NASAUDULUI"" COOPERATIVA AGRICOLĂ",Bistriţa-Năsăud,Dumitra,,4633,4931815,3095550,36570,0,5,2
44579096,TEROLEX VEST COOPERATIVĂ AGRICOLĂ,Arad,Şiria,,4621,4879159,5246027,50418,0,7,0
44549931,VALEA MÂNDREI COOPERATIVĂ AGRICOLĂ,Braşov,Mândra,Telefon mobil: 0721237004; ,0111,4874101,0,706103,0,8,1
45250546,BROILER COOP COOPERATIVĂ AGRICOLĂ,Satu Mare,Căuaş,,0147,4871249,1011171,264765,0,6,0
44688107,AGRO DRACEA COOPERATIVĂ AGRICOLĂ,Teleorman,Crângu,,0111,4850239,800321,265509,0,16,0
38743185,COOPERATIVA AGRICOLĂ BANAT FRESH,Timiş,Sânandrei,Telefon mobil: 0786609790; ,4631,4832712,3635019,0,37563,6,3
46476380,AMTAGRA COOPERATIVĂ AGRICOLĂ,Botoşani,Mihăileni,,4621,4746441,2205522,1031143,0,7,1
47657644,SOLGRANA COOPERATIVĂ AGRICOLĂ,Iaşi,Valea Lupului,,4621,4632637,0,138482,0,10,1
44912980,SEPSI TEJ COOPERATIVĂ AGRICOLĂ,Covasna,Valea Crişului,Telefon mobil: 0729858059; Adresa de e-mail: zsombnorbsrl@gmail.com; ,0141,4621699,1022374,0,93296,6,1
40378855,AGRO CROPLIFE COOPERATIVĂ AGRICOLĂ,Olt,Izbiceni,,,4528288,0,207038,0,5,0
45347795,PROAGRO GRĂDIȘTEA COOPERATIVĂ AGRICOLĂ,Călăraşi,Gradiştea,,4621,4509097,3862243,272,0,17,0
44968069,TOP AGRI BĂRĂGANUL COOPERATIVĂ AGRICOLĂ,Buzău,Bentu,,4621,4456715,4492197,94994,0,10,1
39652980,AGRO VIŞANI COOPERATIVĂ AGRICOLĂ,Brăila,Visani,,4621,4449281,1871923,1047757,0,5,2
44671326,COOPERATIVA AGRICOLĂ FERMELE BEL CONCEPT,Bihor,Sîntandrei,,0111,4442204,6332414,838,0,5,2
48326436,COOPERATIVA AGRICOLĂ OREZEANU,Brăila,Silistraru,Telefon mobil: 0744589167; Adresa de e-mail: marilena_alexandra@yahoo.com; ,4621,4397936,0,110257,0,15,0
45279836,FERMIERII DIN BANAT - CRIȘANA COOPERATIVĂ AGRICOLĂ,Arad,Oraş Pecica,,4621,4381550,923196,718,0,11,1
45087512,RURAL IBERICA COOPERATIVĂ AGRICOLĂ,Dolj,Giubega,Telefon: 0755152602; ,0111,4338992,3815667,4493521,0,5,0
41791689,AGROCOOP APA COOPERATIVĂ AGRICOLĂ,Satu Mare,Apa,,0111,4332043,4150852,128,0,5,1
44983204,SIMAGRO BRG COOPERATIVĂ AGRICOLĂ,Timiş,Variaş,,4621,4289294,0,54771,0,10,0
39686983,COOPERATIVA AGRICOLĂ AGRO MATIAS MUNTENIA,Buzău,Câmpeni,Telefon: 0729883442; ,0111,4281348,2410380,61138,0,9,1
37456619,NEW LIFE CĂCIULATU COOPERATIVA AGRICOLĂ,Dolj,Căciulatu,Telefon: 0764520548; ,0111,4247450,621126,913705,0,6,2
44870396,AGROTECH GRUP SĂLCIOARA COOPERATIVĂ AGRICOLĂ,Ialomiţa,Sălcioara,Telefon mobil: 0768268222; ,4621,4183682,212604,9133,0,6,0
40232298,TARINA VISEU COOPERATIVA AGRICOLĂ,Maramureş,Vişeu de Jos,,,4167645,0,1661,0,11,0
44402085,INIMA BĂRĂGANULUI COOPERATIVĂ AGRICOLĂ,Călăraşi,Călăraşii Vechi,Telefon: 0733802489; ,4621,4146515,5713728,61923,0,18,0
44215729,LIVADA SOARELUI COOPERATIVĂ AGRICOLĂ,Galaţi,Viile,Telefon: 0746043698; Adresa de e-mail: aromafruit.bio@gmail.com; Telefon: 0739949824; ,4631,4104686,1088394,51013,0,5,1
43995618,BIOGRAINS CUZA VODA COOPERATIVĂ AGRICOLĂ,Constanţa,Cuza Vodă,Telefon mobil: 0730106211; Adresa de e-mail: catalinmihai76@gmail.com; ,4621,4082346,3465308,16028,0,5,0
41597969,TĂRÂMURI VERZI COOPERATIVA AGRICOLĂ,Hunedoara,Turdaş,Telefon mobil: 0740906269; Adresa de e-mail: costecu.cornel@yahoo.com; ,0125,4082183,2551154,64156,0,190,2
44376784,CÂMPIA DE VEST A BRĂILEI COOPERATIVĂ AGRICOLĂ,Brăila,Gradistea,,4621,4081872,2411901,150793,0,9,0
48288413,DORILAR COOPERATIVĂ AGRICOLĂ,Olt,Sprâncenata,Telefon: 0765908485; ,4611,4079144,0,27925,0,15,0
47389266,FERMIERUL MUREȘEAN COOPERATIVĂ AGRICOLĂ,Mureş,Bogata,Telefon mobil: 0755584680; ,4621,4066776,0,74271,0,19,0
44369043,DE BANAT COOPERATIVĂ AGRICOLĂ,Timiş,Satchinez,Telefon mobil: 0759547556; ,4631,4049600,884597,127382,0,5,1
44734394,AGRIGRUP CAMBURI COOPERATIVĂ AGRICOLĂ,Tulcea,Sarighiol de Deal,Telefon mobil: 0744650438; ,,4049404,0,23755,0,11,0
37545015,AGROSÎRBI CIOCĂNEŞTI COOPERATIVA AGRICOLĂ,Călăraşi,Ciocăneşti,,4621,3976265,5826355,218196,0,13,0
34384232,COOPERATIVA AGRICOLĂ BANAT ECO FARMS,Arad,Cermei,,0111,3958663,4171840,2078141,0,5,2
44804619,PRODUSE MUNTENEȘTI COOPERATIVĂ AGRICOLĂ,Giurgiu,Falaştoaca,,0111,3954263,4970171,45493,0,58,0
44329251,GRĂDINA NOASTRĂ DIN VOINEȘTI COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Voineşti,,0124,3911392,0,0,844340,7,2
44934511,CAUGAGIA VERDE COOPERATIVĂ AGRICOLĂ,Tulcea,Caugagia,,4621,3910808,6340235,5500,0,15,1
45114943,COOPERATIVA AGRICOLĂ DOBROGEA VERDE,Tulcea,Mineri,,0111,3901818,1337656,20066,0,10,1
47178552,AGROSEM CEREALE COOPERATIVĂ AGRICOLĂ,Satu Mare,Satu Mare,Telefon mobil: 0744792306; ,,3871131,0,45316,0,5,0
43533317,BIOFOOD AGRI COOPERATIVĂ AGRICOLĂ,Bucureşti,Bucureşti Sectorul 2,,1011,3856671,3938120,221843,0,32,0
42540863,LIVEZILE AROMA COOPERATIVĂ AGRICOLĂ,Suceava,Fălticeni,Telefon: 0744543826; ,4631,3839270,2874425,896004,0,7,1
44680014,PRIMPORC HALMEU COOPERATIVĂ AGRICOLĂ,Satu Mare,Satu Mare,Telefon mobil: 0742311833; ,0146,3793982,10899433,237904,0,6,1
44623620,RUSTICUS COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Băleni-Români,Telefon: 0727369566; Adresa de e-mail: bogdan@cibatus.ro; ,4631,3787324,246485,488676,0,91,0
44620063,CERES DOBROGEA COOPERATIVĂ AGRICOLĂ,Constanţa,Adamclisi,Adresa de e-mail: ca.ceresdobrogea@gmail.com; Telefon: 0727758851; ,4621,3781314,10526884,31488,0,16,0
44925769,MAN FARM COOPERATIVĂ AGRICOLĂ,Satu Mare,Carei,Telefon mobil: 0755347075; ,0145,3779344,849880,840876,0,6,3
39384071,CORA GREEN LAND COOPERATIVĂ AGRICOLĂ,Olt,Corabia,,0111,3751560,2617936,0,2153774,16,1
44598390,COOPERATIVA AGRICOLĂ PRATEMPO VIVA,Arad,Vinga,,0111,3750248,1118384,57965,0,5,1
44809390,KOTHAI COOPERATIVĂ AGRICOLĂ,Arad,Semlac,,0111,3681157,2740382,704,0,5,0
45267076,MIRON COSTIN FARMERS COOPERATIVĂ AGRICOLĂ,Neamţ,Miron Costin,,4621,3664310,3751595,9594,0,8,0
48224517,RUNCU AET COOPERATIVĂ AGRICOLĂ,Constanţa,Runcu,Telefon: 0740/234740; ,0111,3653368,0,10177,0,7,0
39798200,CRIŞANA LAND COOPERATIVA AGRICOLĂ,Bihor,Ciumeghiu,,4621,3620258,6057319,152206,0,10,1
44821547,AGRO - CATA COOPERATIVĂ AGRICOLĂ,Covasna,Catalina,,0113,3607002,2078040,203343,0,10,0
45430296,NICOLAE BĂLCESCU COOPERATIVĂ AGRICOLĂ,Călăraşi,Nicolae Bălcescu,,4621,3599368,2396592,80136,0,5,0
45243190,PODIS COSTESTI COOPERATIVĂ AGRICOLĂ,Iaşi,Costeşti,Telefon mobil: 0756083737; ,0111,3592655,0,17390,0,5,0
43135265,GENETICA DIN TRANSILVANIA COOPERATIVĂ AGRICOLĂ,Cluj,Loc. Cluj-Napoca | Municipiul Cluj-Napoca,,0162,3581364,1458245,2463675,0,7,3
45074237,AGRO CHECEANA COOPERATIVĂ AGRICOLĂ,Timiş,Checea,Telefon mobil: 0726213319; ,0111,3550320,720545,7274,0,6,0
40169280,DANCOR ROTUNDA COOPERATIVĂ AGRICOLĂ,Olt,Redea,,4621,3545791,6579977,7850,0,6,0
40781830,ROMFRUCT M&M COOPERATIVĂ AGRICOLĂ,Giurgiu,Uzunu,,0124,3534831,5902249,81101,0,5,0
45363111,ARMONIA MUNTENI BUZĂU COOPERATIVĂ AGRICOLĂ,Ialomiţa,Munteni-Buzău,,4621,3515602,447352,170816,0,21,1
45003660,SMART AGRO BRAND COOPERATIVĂ AGRICOLĂ,Maramureş,Coltirea,Telefon mobil: 0722196060; ,,3498245,0,21203,0,5,0
44916000,FERMIERII BRANULUI COOPERATIVĂ AGRICOLĂ,Braşov,Sohodol,,4611,3491810,160826,10567,0,5,1
41689892,TRANSYLVANIA PREMIUM ANGUS COOPERATIVĂ AGRICOLĂ,Alba,Galda de Jos,,4623,3461625,1984086,9240,0,9,0
42995261,ROAGRO SUPPLY COOPERATIVĂ AGRICOLĂ,Iaşi,Holboca,Telefon mobil: 0735851442; ,0111,3455888,1355967,44612,0,8,0
43756254,COOP CERTEZANUL COOPERATIVĂ AGRICOLĂ,Satu Mare,Halmeu,Telefon mobil: 0748632710; ,0150,3393149,2738483,96332,0,6,1
45202654,AGRO DIVERTIS SĂLAJ COOPERATIVĂ AGRICOLĂ,Sălaj,Valea Pomilor,,0111,3388269,4200,243786,0,6,4
47759741,COOPERATIVA AGRICOLĂ GRĂDINA NOASTRĂ DIN HUȘI,Vaslui,Huşi,,4631,3382060,0,139703,0,5,0
44208128,PROAGRO BONADEA COOPERATIVĂ AGRICOLĂ,Bihor,Valea lui Mihai,Telefon: 0759547556; ,4621,3380472,1403232,261478,0,21,1
44079716,INOTECHAGRO MĂDĂRAŞ COOPERATIVĂ AGRICOLĂ,Bihor,Salonta,Telefon: 0759547556; ,4621,3376176,1283363,6130,0,11,1
39910478,COOPERATIVA AGRICOLĂ ARSIB,Arad,Nădlac,Telefon mobil: 0747699791; ,1011,3364349,2500,346365,0,5,2
44010766,FERMA AGROMAG COOPERATIVĂ AGRICOLĂ,Sibiu,Târnava,Telefon: 0759547556; ,4621,3358429,2830062,62063,0,5,0
25156960,15 FEBRUARIE ROTUNDA COOPERATIVA AGRICOLĂ,Olt,Grozăveşti,Telefon: 0740/378327; Telefon: 0249/542375; ,0111,3354578,270270,40605,0,7,0
47069873,AGROPROD COOP COOPERATIVĂ AGRICOLĂ,Olt,Izbiceni,,4611,3346578,63827,181062,0,6,0
46377298,NOVA TOP BIOPROD COOPERATIVĂ AGRICOLĂ,Giurgiu,Sat Grădiştea | Comuna Comana,,0113,3342306,870899,11831,0,5,9
41844473,UNIREA GOSPODARILOR MIHĂILEŞTI COOPERATIVĂ AGRICOLĂ,Buzău,Mihăileşti,,4639,3311002,3264859,11739,0,5,2
45052212,TODIREŞTI COOPERATIVĂ AGRICOLĂ,Suceava,Părhăuţi,Telefon: 0757643566; ,4621,3260928,1391377,619,0,9,0
45474276,POTATO PROD CV COOPERATIVĂ AGRICOLĂ,Covasna,Moacşa,,0113,3250697,971056,4779,0,5,0
44897235,PROFESIONIȘTII SPICELOR ZIDURI COOPERATIVĂ AGRICOLĂ,Buzău,Costieni,,,3244304,0,2427,0,6,0
48058651,BIO PROD GHEORGHE LAZĂR COOPERATIVĂ AGRICOLĂ,Ialomiţa,Slobozia,Telefon mobil: 0799874443; ,4631,3243959,0,78747,0,7,0
45204930,AGROTER SUD COOPERATIVĂ AGRICOLĂ,Dolj,Terpeziţa,,4621,3243780,929144,0,50170,8,2
40031685,DRUMUL CARTOFULUI COOPERATIVA AGRICOLĂ,Covasna,Turia,Telefon mobil: 0744430321; Adresa de e-mail: drumulcartofuluica@yahoo.com; ,0150,3230206,2962718,9274,0,6,0
39485211,RECOLTA NOUĂ COOPERATIVĂ AGRICOLĂ,Dolj,Craiova,Telefon: 0722625630; ,0111,3221885,4199697,66431,0,8,1
44223233,"COOPERATIVA AGRICOLĂ DE PRODUCȚIE ""ȘTEFAN CEL MARE""",Vaslui,Cănţălăreşti,Telefon mobil: 0756949713; ,4621,3207769,1849738,39049,0,6,2
42832639,AGRICOLA ARDEAL COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Stupini,Telefon: 0754587295; ,4623,3190690,2027492,95965,0,103,1
47552150,AGROZOOTEHNICA TRAIAN COOPERATIVĂ AGRICOLĂ,Tulcea,Traian,Telefon mobil: 0745257464; ,4633,3184682,0,11476,0,9,0
45178904,“DE PRODUCŢIE DUDEŞTI” COOPERATIVĂ AGRICOLĂ,Brăila,Dudeşti,,0111,3178490,3860445,57549,0,5,1
42191151,VADUL DUNĂRII COOPERATIVĂ AGRICOLĂ,Galaţi,Galaţi,Telefon: 0755863925; ,4621,3149565,1111164,0,14765,30,1
45373026,COOPERATIVA AGRICOLĂ DE GRADUL II GOLĂIEŞTI,Iaşi,Golăieşti,Telefon mobil: 0721402616; Adresa de e-mail: office@kontto.ro; ,0111,3146302,2815366,13209,0,6,0
40227992,AMELIA MARIA AGRO COOPERATIVA AGRICOLĂ,Vaslui,Oraş Murgeni,Telefon mobil: 0745/304018; ,0111,3129889,38672,933,0,12,3
45264975,FERMIERII DIN ZONA DE VEST COOPERATIVĂ AGRICOLĂ,Timiş,Giarmata,,4621,3073885,0,3758,0,15,0
44986189,COOPERATIVA AGRICOLĂ DOBROGEA EST,Tulcea,Turda,,4621,3029913,5932085,81421,0,8,0
43617310,CHIOVEANU AGROCALARASI COOPERATIVĂ AGRICOLĂ,Călăraşi,Vlad Ţepeş,Telefon: 0759547556; ,4621,3025260,13165828,0,13603,9,1
44790980,LUNCA PRUTULUI STĂNILEȘTI COOPERATIVĂ AGRICOLĂ,Vaslui,Stănileşti,,0111,3009027,2054855,18862,0,5,1
43765449,FERMA AGRICOLA ZAU DE CAMPIE COOPERATIVĂ AGRICOLĂ,Mureş,Zau de Cîmpie,,4621,2982642,1098077,103573,0,5,0
39545542,BIRUINŢA OLTENIEI COOPERATIVĂ AGRICOLĂ,Olt,Redea,,4611,2980398,2452364,8565,0,5,2
46651767,AGRO CHIABURU COOPERATIVĂ AGRICOLĂ,Brăila,Tătaru,,0111,2977982,1619446,65265,0,10,3
40029359,BIODANUBIANA COOPERATIVĂ AGRICOLĂ,Ilfov,Oraş Popeşti Leordeni,,,2936539,0,8309,0,16,1
39407167,COOP AGRIJIANU COOPERATIVĂ AGRICOLĂ,Teleorman,Talpa-Ogrăzile,,0111,2935521,5349618,40245,0,7,0
47788585,FELNACANA AGROFARM COOPERATIVĂ AGRICOLĂ,Arad,Felnac,Telefon mobil: 0752863865; ,0111,2921975,0,757,0,5,0
32457222,„SITA NATURAL” COOPERATIVA AGRICOLĂ,Covasna,Sita Buzăului,Telefon mobil: 0749289090; ,4633,2877948,2861135,26160,0,22,2
45238828,AGROASANA VILLAGE COOPERATIVĂ AGRICOLĂ,Brăila,Tichileşti,,4621,2870692,2122724,16832,0,7,0
31289775,COOPERATIVA AGRICOLA LUNCA SOMESULUI MIC,Cluj,Dezmir,Telefon: 0724064125; Telefon: 0751110962; ,4631,2845538,2708200,17883,0,12,1
40218960,AGROFARM TURIA COOPERATIVA AGRICOLĂ,Covasna,Turia,,4631,2831758,2545644,24365,0,7,0
44019250,COOPERATIVA AGRICOLĂ AGRO-OBÂRȘIA,Mehedinţi,Obârşia de Câmp,,0111,2827763,1557873,390513,0,7,0
47996357,TOPRAISAR COOPERATIVĂ AGRICOLĂ,Constanţa,Topraisar,Telefon: 0724828093; ,0111,2818456,0,0,909,9,0
40691215,COOPERATIVA AGRICOLĂ ARGEDAVA NOVACI,Bucureşti,Bucureşti Sectorul 3,,0113,2810295,4787103,8465,0,5,0
48331009,SEBCOOP MOVILA BANULUI COOPERATIVĂ AGRICOLĂ,Buzău,Cioranca,Telefon: 0745898210; Telefon: 074421421028; ,4621,2786564,0,19245,0,5,1
44830618,FERMIERII MICI COVĂSNENI COOPERATIVĂ AGRICOLĂ,Covasna,Bixad,,0113,2775591,911436,12311,0,6,0
46131403,FERMA ARDELEANA COOPERATIVĂ AGRICOLĂ,Cluj,Cojocna,,4631,2729196,1799110,14938,0,5,0
44934716,AGRISTA SUD-EST COOPERATIVĂ AGRICOLĂ,Constanţa,Tariverde,,0111,2716598,4207725,3187,0,7,1
45312592,VIROTAV AGRO GRAINS COOPERATIVĂ AGRICOLĂ,Galaţi,Galaţi,Telefon: 0721411469; Adresa de e-mail: dancsis@yahoo.com; ,0111,2715444,533477,18198,0,5,0
45221303,AGRICOLA HAGIENI COOPERATIVĂ AGRICOLĂ,Ialomiţa,Mihail Kogălniceanu,Telefon mobil: 0724357908; ,4621,2713424,1566947,70152,0,5,0
44331987,LEGO INNOVATION GROUP COOPERATIVĂ AGRICOLĂ,Neamţ,Bodeşti,,4631,2692804,2251381,1969192,0,5,1
45191288,COOPERATIVA AGRICOLA AGROMARK,Bihor,Palota,Telefon: 0745595113; ,,2678368,0,12026,0,6,0
39576832,ORIZONTUL STOICĂNEŞTILOR COOPERATIVĂ AGRICOLĂ,Olt,Stoicăneşti,,4661,2642983,2270654,3779,0,5,1
39819435,AGRODOBRYS COOPERATIVĂ AGRICOLĂ,Dolj,Dobridor,,0161,2636028,2090967,84036,0,183,0
47356315,AGRO UNIVERSAL CRIȘ COOPERATIVĂ AGRICOLĂ,Arad,Chişineu-Criş,,0111,2628280,20131,34748,0,6,0
44484468,COOPERATIVA AGRICOLĂ BIOGARDEN HAMANGIA,Tulcea,Baia,,0111,2615056,2940996,47371,0,63,0
40854240,",,SATUL NOU"" COOPERATIVA AGRICOLĂ",Brăila,Visani,,1071,2608941,2876976,23425,0,8,0
36495555,PRODUS ÎN DÂMBOVIŢA COOPERATIVA AGRICOLĂ,Dâmboviţa,Lunguleţu,,5210,2607159,2937854,0,1433422,5,1
44046255,CREȘTEREA ANIMALELOR PRUNDU COOPERATIVĂ AGRICOLĂ,Giurgiu,Prundu,,0142,2576480,1025926,480798,0,11,2
39235789,AGRICOOP VALEA MORII COOPERATIVĂ AGRICOLĂ,Teleorman,Cucueţi,,0111,2576304,347952,14323,0,6,0
45455720,COOPERATIVA AGRICOLĂ FAMILIALĂ PRODUCĂTOR LEGUME BIO,Giurgiu,Colibaşi,,4611,2569063,178252,181474,0,5,0
44614193,CONCEPT AGRO FARM COOPERATIVĂ AGRICOLĂ,Constanţa,Mihail Kogălniceanu,,0141,2552078,45720,2039481,0,5,1
45005296,LTJ AGRO COOPERATIVĂ AGRICOLĂ,Covasna,Târgu Secuiesc,,4631,2530624,1642348,12229,0,5,0
35479250,KÉZDI LACTO COOP  COOPERATIVA AGRICOLĂ,Covasna,Ojdula,Telefon mobil: 0768402329; Telefon mobil: 0726147696; Telefon mobil: 0728144201; ,4633,2521798,3634435,3781,0,75,4
39213667,AGRICOOP OBŞTEA COOPERATIVĂ AGRICOLĂ,Teleorman,Băcăleşti,,0111,2515255,2924962,0,151269,5,0
44514615,COOPERATIVA AGRICOLĂ ECOAGRI DAIMA,Tulcea,Ceamurlia de Sus,,0111,2509375,3411480,114540,0,11,0
35482190,COOPERATIVA AGRICOLA LEGUME BELINT,Timiş,Belinţ,Telefon mobil: 0744534705; ,4631,2498960,2183294,3385,0,9,1
40340036,IZVORUL FIZEŞULUI COOPERATIVĂ AGRICOLĂ,Cluj,Cătina,,4621,2487054,3644589,73482,0,9,1
40276421,CARTOFUL DE CERNAT COOPERATIVA AGRICOLĂ,Covasna,Cernat,,4631,2472546,1455804,55387,0,5,1
43822676,VALEA TARNAVELOR COOPERATIVĂ AGRICOLĂ,Alba,Cetatea de Baltă,,4621,2471621,2358857,14450,0,12,0
44557543,COOPERATIVA AGRICOLĂ AGRIFARM GRIVITA,Ialomiţa,Griviţa,Telefon mobil: 0768535779; Adresa de e-mail: adrian.vladu@cristofor.ro; ,0111,2471061,2824729,18723,0,22,1
44960839,AGROCERES FARM COOPERATIVĂ AGRICOLĂ,Olt,Bălăneşti,,4611,2461933,930336,0,2147,5,0
42311983,BĂLUCANA COOPERATIVĂ AGRICOLĂ,Arad,Bocsig,,4621,2461562,375318,67562,0,6,0
40037297,COLINELE JIBERTULUI COOPERATIVĂ AGRICOLĂ,Braşov,Lovnic,,4633,2448858,2184937,226849,0,37,4
42616031,COOPERATIVA AGRICOLĂ VALEA SABARULUI COOPERATIVĂ AGRICOLĂ,Giurgiu,Valea Dragului,,4621,2435897,1961422,0,75554,6,0
45206680,OVIS SUIN CAUAS COOPERATIVĂ AGRICOLĂ,Satu Mare,Căuaş,,4621,2428867,1880901,40799,0,6,1
20167985,COOPERATIVA AGRICOLĂ  GRUP DE PRODUCĂTORI FRUTIS VOINEŞTI COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Voineşti,Telefon: 0723365957; Telefon: 0245679325; ,4631,2424735,689577,247990,0,9,1
41446087,BIOMEAT TRANSILVANIA COOPERATIVĂ AGRICOLĂ,Mureş,Saschiz,,4632,2391234,3489490,375181,0,10,3
42260537,COOPERATIVA AGRICOLĂ DE PRODUCŢIE DROBETA,Mehedinţi,Şovarna,,4621,2388552,8561318,25770,0,5,1
43410667,ȚARA CĂLATEI COOPERATIVĂ AGRICOLĂ,Cluj,Călăţele,,4633,2373443,891680,183160,0,21,1
