category,company,project_title,budget,county
echipamente,Achizitia privata competitiva pentru - Achizitie de Servicii catering sc,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitia privata competitiva pentru - Achizitie de Servicii catering scoli- CPV 55524000-9",599460 lei,Cluj
echipamente,Diversificarea si modernizarea activitatii SC N&A PROJECT CONSULTING SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie mijloace fixe in cadrul proiectului "" Diversificarea si modernizarea activitatii SC N&A PROJECT CONSULTING SRL prin achizitia unor utilaje moderne"" cod SMIS 108368","405637,61 lei",Neamt
echipamente,premii acordate copiilor in vederea participarii la diverse competitii,"Anunturi [proceduri de achizitie, beneficiari privati]: Jucarii si articole sportive (premii acordate copiilor in vederea participarii la diverse competitii)  105515","22083,34 lei",Bucuresti
echipamente,Procedura competitiva Pachete imbracaminte si incaltaminte presc,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva Pachete imbracaminte si incaltaminte prescolari si elevi","309497,88 lei",Bucuresti
echipamente,Echipamente de teledetectie si echipamente de detectie a specii,"Anunturi [proceduri de achizitie, beneficiari privati]: Echipamente de teledetectie si echipamente de detectie a speciilor de lilieci cu ajutorul ultrasunetelor/ Telemetry equipment and ultrasound bat detection equipment","528,48 lei",Bucuresti
echipamente,Servicii de organizare seminarii tematice in urmatoarelor arii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de organizare seminarii tematice in urmatoarelor arii: Etica in Afaceri, Dezvoltarea Durabila, Inovarea Sociala, Egalitatea de sanse si Nediscriminarea in urmatoarele judete: Olt, Dolj, Mehedinti, Valcea si Gorj (4 seminarii/judet = 20 de evenimente), CPV 799510005 - Servicii de organizare seminarii in cadrul proiectului Antreprenori, la START!, ID contract: POCU/82/3/7/105412","42016,81 lei",Bucuresti
echipamente,FINANCIAL SERVICES GROUP BROKER DE ASIGURARE-REASIGURARE SRL,-,352200 lei,Bacau
echipamente,Achizitia unui echipament performant la SC COME & CLEAN SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitia unui echipament performant la SC COME & CLEAN SRL",979728 lei,Bacau
echipamente,consumabile si alte produse similare necesare desfasurarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie de substante, materiale, plante, animale de laborator, consumabile si alte produse similare necesare desfasurarii activitatilor de cercetare fundamentala/ industriala/ dezvoltare experimentala (multiple loturi) - materiale consumabile si plachete","2362,60 lei",Bucuresti
echipamente,FURNIZARE ACTIVE CORPORALE- Cabina de vopsire si usc,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE ACTIVE CORPORALE- Cabina de vopsire si uscare presurizata","605357,60 lei",Bucuresti
echipamente,TPS ACME-ANTREPRIZA CONSTRUCTII-MONTAJ ENERGETIC SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie echipamente tehnologice","302330,00 lei",BUZAU
echipamente,ACHIZITIE CONSTRUCTII PLUTITOARE -ADAPOST PESCARESC,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIE CONSTRUCTII PLUTITOARE -ADAPOST PESCARESC","4636240,00 lei",Tulcea
echipamente,CENTRU DE DIAGNOSTIC SI TRATAMENT SEBES-ALBA S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Documentatie de atribuire pentru achizitia echipamentelor electrocardiograf si sistem de testare la efort",34396 lei,Alba
echipamente,CENTRU DE DIAGNOSTIC SI TRATAMENT SEBES-ALBA S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Documentatie de atribuire pentru achizitia echipamentului concentrator oxigen",2490 lei,Alba
echipamente,CENTRU DE DIAGNOSTIC SI TRATAMENT SEBES-ALBA S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Documentatia de atribuire pentru achizitia de echipamente medicale","52928,67 lei",Alba
echipamente,CENTRU DE DIAGNOSTIC SI TRATAMENT SEBES-ALBA S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Documentatie de atribuire pentru achizitia de microscop operator oftalmologie","321571,69 lei",Alba
echipamente,CENTRU DE DIAGNOSTIC SI TRATAMENT SEBES-ALBA S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Documentatie de atribuire pentru achizitia echipamentului: ecograf pt medicina interna","80272,40 lei",Alba
echipamente,CENTRU DE DIAGNOSTIC SI TRATAMENT SEBES-ALBA S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Documentatia de atribuire pentru achizitia de echipamente oftalmologice",415800 lei,Alba
echipamente,DUALCONSULT INDUSTRIESERVICE INCINERATION S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIE ECHIPAMENTE TEHNOLOGICE","186128,00 lei",Dolj
echipamente,Echipamente specifice lucrarilor de constructii,"Anunturi [proceduri de achizitie, beneficiari privati]: Echipamente specifice lucrarilor de constructii: buldoexcavator si miniincarcator-relansata","924491,60 lei",TULCEA
echipamente,Echipamente specifice lucrarilor de constructii,"Anunturi [proceduri de achizitie, beneficiari privati]: Echipamente specifice lucrarilor de constructii: buldoexcavator si miniincarcator","776883,70 lei",TULCEA
echipamente,GRUPUL DE CONSULTANTA PENTRU DEZVOLTARE DCG SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIONAREA UNOR SERVICII PRIVIND DEZVOLTAREA, TESTAREA SI ANTRENAREA UNEI SOLUTII DE INTELIGENTA ARTIFICIALA IN VEDEREA ADAPTARII PLATFORMEI FONDURI-STRUCTURALE.RO IN CADRUL PROIECTULUI FONDURI-STRUCTURALE.RO","476700,00 lei",ILFOV
echipamente,Achiziie echipamente tehnologice - constructii,"Anunturi [proceduri de achizitie, beneficiari privati]: Achiziie echipamente tehnologice - constructii de drumuri","2617900,00 lei",TULCEA
echipamente,Procedura competitiva Pachete rechizite presc,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva Pachete rechizite prescolari si elevi","76881,15 lei",Bucuresti
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Adapatori antiinghet nivel constant",35700 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Sistem adapatori capre exterior 10 buc",8330 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Pompa transfer lapte",4165 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Bidoane inox 6 buc",3808 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Remorca tehnologica",59500 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Hranitor automat iezi(2buc)",54830 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Statie muls 12 posturi",118250 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Analizator lapte",23800 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Iesle iezi 3 buc","4105,50 lei",DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Ventilatoare grajd(6 buc)",45000 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Sistem separatoare fixe 40 m",11900 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Banda hrana automatizata capre(2buc)",318000 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Amestecator furaje","3715,18 lei",DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Tanc Racire lapte",24990 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Roaba distribuit hrana 2 buc",7140 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Ecograf capre",3570 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Fisete 2 buc",3570 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Moara maruntit cereale",11900 lei,DAMBOVITA
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Statie muls 12 posturi","140717,50 lei",DAMBOVITA
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,-,"12278643,67 lei",Covasna
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,-,"12278643,67 lei",Covasna
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,-,"1257158,97 lei",Covasna
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Lot 1  Solutie integrata de stocare, taiere si prelucrare a sticlei precum si soft-ul aferent","2727117,18 lei",Buzau
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie motostivuitor","215922,16 lei",Buzau
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,-,"564974,75 lei",Covasna
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Lot 2  Achizitionarea liniei de spalare/asamblare/presare/sigilare","1917242,00 lei",Buzau
echipamente,PROIECT-CONSTRUCT REGIUNEA TRANSILVANIA SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Reluare procedura achizitie LOT 2","1483425,72 lei",BIHOR
echipamente,ACE INTERNATIONAL BUSINESS CORPORATION SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Echipamente tehnologice IT&C : sisteme de randare , router, stabilizatoare de tensiune, switch-uri, monitoare, laptop-uri, desktop PC-uri, echipament de racire, carcase rack.","605918,55 lei",Ilfov
echipamente,ACE INTERNATIONAL BUSINESS CORPORATION SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Echipamente tehnologice IT&C: sisteme de randare, router, stabilizatoare de tensiune, switch-uri, laptop-uri, desktop-uri PC all in one, carcase rack, echipament de racire si climatizare","605918,55 lei",Ilfov
echipamente,ACE INTERNATIONAL BUSINESS CORPORATION SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Echipamente tehnologice IT&C: sisteme de randare, router, stabilizatoare de tensiune, switch-uri, laptop-uri, desktop-uri PC all in one, carcase rack, echipament de racire si climatizare","605918,55 lei",Ilfov
echipamente,BAHM CONSTRUCTII CIVILE SI INDUSTRIALE SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE UTILAJE - LOT 1","1570903,27 lei",Tulcea
echipamente,BAHM CONSTRUCTII CIVILE SI INDUSTRIALE SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE UTILAJE - LOT 4","292145,60 lei",Tulcea
echipamente,BAHM CONSTRUCTII CIVILE SI INDUSTRIALE SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE UTILAJE - LOT 2","129790,80 lei",Tulcea
echipamente,BAHM CONSTRUCTII CIVILE SI INDUSTRIALE SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE UTILAJE - LOT 4","292145,60 lei",Tulcea
echipamente,BAHM CONSTRUCTII CIVILE SI INDUSTRIALE SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE UTILAJE - LOT 3","60322,68 lei",Tulcea
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE","2872314,00 lei",Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE","1979033,00 lei",Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE",219514 lei,Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE","122164,00 lei",Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE","1781948,00 lei",Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE","165840,00 lei",Constanta
echipamente,CONSTRUCTII SI PRELUCRARI METALICE S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie utilaje specifice activitatii de confectii metalice","1377468,40 lei",Buzau
echipamente,EMI EQUIPEMENT MAINTENANCE INDUSTRIE S.A.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie echipamente Lot 5 - Masina de manufactura aditiva 3D si software CAD",100000 lei,ARGES
echipamente,EMI EQUIPEMENT MAINTENANCE INDUSTRIE S.A.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie echipamente Lot 4 - Ferastrau de retezat",455000 lei,ARGES
echipamente,GENERAL MANAGEMENT CONSTRUCTION GROUP SRL,-,"5713435,70 lei",Bucuresti
echipamente,GENERAL MANAGEMENT CONSTRUCTION GROUP SRL,cator electric,"349668,95 lei",Bucuresti
echipamente,GENERAL STANDARD ANTREPRENOR GENERAL SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIA UTILAJELOR PERFORMANTE - 1","4099458,70 lei",Bihor
echipamente,GENERAL STANDARD ANTREPRENOR GENERAL SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIA SOFTWARE (Licenta utilizare platforma informatica monitorizare a flotei de utilaje de constructii)","46520,00 lei",Bihor
echipamente,LOT 3 - Achizitie echipament pentru insc,"Anunturi [proceduri de achizitie, beneficiari privati]: LOT 3 - Achizitie echipament pentru inscriptionare cu inkjet","22192,94 lei",Cluj
echipamente,CENTRUL STOMATOLOGIC DR. TITIANU S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitia echipamentelor tehnologice specifice activitatilor stomatologice","162100,84 lei",Hunedoara
echipamente,CENTRUL STOMATOLOGIC DR. TITIANU S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitia echipamentelor tehnologice verzi specifice activitatilor stomatologice","363109,24 lei",Hunedoara
echipamente,SC KW CENTRU DE RECUPERARE SPORTIVA SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie echipamente de recuperare sportiva - SC KW CENTRU DE RECUPERARE SPORTIVA SRL","22928,07 lei",Cluj
echipamente,CABINET MEDICAL DR. IRINA CIUPILAN SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: PROCEDURA DE ACHIZITIE COMPETITIVA ECOGRAF","881000,00 lei",Iasi
echipamente,CABINET MEDICAL DR. IRINA CIUPILAN SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: PROCEDURA DE ACHIZITIE COMPETITIVA pentru atribuirea contractului de furnizare Ecograf","881000,00 lei",Iasi
echipamente,SANIMED INTERNATIONAL DISTRIBUTION SRL,-,"310398,20 lei",BUCURESTI
echipamente,AMBER BUSINESS CONSULTING ROMANIA SRL,-,"342661,29 lei",BUCURESTI
echipamente,AMBER BUSINESS CONSULTING ROMANIA SRL,-,"5645,16 lei",BUCURESTI
echipamente,AMBER BUSINESS CONSULTING ROMANIA SRL,-,"5645,16 lei",BUCURESTI
echipamente,AMBER BUSINESS CONSULTING ROMANIA SRL,-,"5645,16 lei",BUCURESTI
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,e Lot 4,"229775,03 lei",Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,MEDICINA GENERALA,"223000,00 lei",Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,-,"20084,04 lei",Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,e Lot 2,"1145193,15 lei",Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,e Lot 3,"412243,65 lei",Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,e Lot 1,"1296229,47 lei",Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,MAX PRO,"725371,80 lei",Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,-,"357717,60 lei",Arges
servicii,Servicii de organizare evenimente respectiv servicii de cazare masa si inchiriere sala pentru participanti si personal propriu in vederea organizarii a doau sc,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de organizare evenimente respectiv servicii de cazare masa si inchiriere sala pentru participanti si personal propriu in vederea organizarii a doau scoli de afaceri, servicii de cazare si masa personal propriu participare masa rotunda",56698 lei,Galati
servicii,Prestarea serviciilor necesare organizarii evenimentelor in cadrul proiectului ALT-POL - Capacitarea uniunilor sindicale din domeniul sa,"Anunturi [proceduri de achizitie, beneficiari privati]: Prestarea serviciilor necesare organizarii evenimentelor in cadrul proiectului ALT-POL - Capacitarea uniunilor sindicale din domeniul sanitar de a formula politici publice alternative: - Lot 1: Servicii organizare evenimente (cazare, catering, inchiriere sala) pentru ACADEMII DE VARA - Lot 2: Servicii organizare evenimente (organizare seminarii, catering, inchiriere sala si materiale publicitare) pentru 4 FOCUS GRUPURI si pentru 3 MESE ROTUNDE - Lot 3: Servicii organizare evenimente (catering, inchiriere sala) pentru ORGANIZARE CONFERINTA INCHIDERE PROIECT","1980,00 lei",Bucuresti
servicii,Prestarea serviciilor necesare organizarii evenimentelor in cadrul proiectului ALT-POL - Capacitarea uniunilor sindicale din domeniul sa,"Anunturi [proceduri de achizitie, beneficiari privati]: Prestarea serviciilor necesare organizarii evenimentelor in cadrul proiectului ALT-POL - Capacitarea uniunilor sindicale din domeniul sanitar de a formula politici publice alternative: - Lot 1: Servicii organizare evenimente (cazare, catering, inchiriere sala) pentru ACADEMII DE VARA - Lot 2: Servicii organizare evenimente (organizare seminarii, catering, inchiriere sala si materiale publicitare) pentru 4 FOCUS GRUPURI si pentru 3 MESE ROTUNDE - Lot 3: Servicii organizare evenimente (catering, inchiriere sala) pentru ORGANIZARE CONFERINTA INCHIDERE PROIECT","1980,00 lei",Bucuresti
servicii,Servicii de cazare si masa pentru grup tinta si personal propriu pentru participare la eveniment final mentorat - masa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de cazare si masa pentru grup tinta si personal propriu pentru participare la eveniment final mentorat - masa rotunda","26516,00 lei",Galati
servicii,constientizare si informare aferente proiectului Planificarea managementului conservarii biodiversitatii in arii,"Anunturi [proceduri de achizitie, beneficiari privati]: CS_02-02 - Servicii de publicitate necesare implementarii actiunilor de consultare, constientizare si informare aferente proiectului Planificarea managementului conservarii biodiversitatii in ariile naturale protejate ROSPA0012 Bratul Borcea, impreuna cu ROSCI0319 Mlastina de la Fetesti, IV.34. Padurea Canton Hatis si ROSCI0278 Bordusani - Borcea (fara partea care se suprapune cu ROSPA0017 Canaralele de la Harsova)",666500 lei,GIURGIU
servicii,constientizare si informare aferente proiectului Planificarea managementului conservarii biodiversitatii in arii,"Anunturi [proceduri de achizitie, beneficiari privati]: CS_02 - Servicii de publicitate necesare implementarii actiunilor de consultare, constientizare si informare aferente proiectului Planificarea managementului conservarii biodiversitatii in ariile natural protejate Natura 2000 ROSPA0112 Campia Gherghitei incluzand rezervatia naturala B.6. Lacul Rodeanu, cod SMIS 116919",369225 lei,GIURGIU
servicii,Servicii de cazare si masa pentru personal propriu pentru participarela eveniment final mentorat -masa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de cazare si masa pentru personal propriu pentru participarela eveniment final mentorat -masa rotunda",1694 lei,Galati
servicii,Pachet servicii de cazare si masa echipa de proiect pentru a participa la mese rotunde si servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Pachet servicii de cazare si masa echipa de proiect pentru a participa la mese rotunde si servicii de organizare mese rotunde",36022 lei,Galati
servicii,Procedura competitiva Servicii de Organizare workshop-uri de nutritie sanatoasa pentru parintii,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva Servicii de Organizare workshop-uri de nutritie sanatoasa pentru parintii/tutorii copiilor","70000,14 lei",Bucuresti
servicii,SERVICII CATERING PENTRU ASIGURARE HRANA PENTRU 132 DE PARTICIPANTI LA PROGRAMUL SCOALA DUPA SC,"Anunturi [proceduri de achizitie, beneficiari privati]: SERVICII CATERING PENTRU ASIGURARE HRANA PENTRU 132 DE PARTICIPANTI LA PROGRAMUL SCOALA DUPA SCOALA - PROCEDURA COMPETITIVA",242352 lei,BUCURESTI
servicii,Servicii externalizate de organizare seminarii de informare regionale necesare implementarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii externalizate de organizare seminarii de informare regionale necesare implementarii proiectului Zile cu soare pentru intreprinderi sociale Cod proiect: 128000",20000 lei,Bucuresti
servicii,Metode Educationale pentru Dezvoltarea Invatamantului Inovativ Antreprenorial M.E.D.I.I.,"Anunturi [proceduri de achizitie, beneficiari privati]: Contract de prestare de servicii: Expert Consultant in mediu de afaceri: Inovarea si Competitivitatea IMM, in cadrul Proiectului: Metode Educationale pentru Dezvoltarea Invatamantului Inovativ Antreprenorial M.E.D.I.I.A - Contract nr. POCU/320/6/21/122859",272268 lei,Galati
servicii,Servicii de formare profesionala pentru grupul tinta in cadrul proiectului FACTIS - Fii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de formare profesionala pentru grupul tinta in cadrul proiectului FACTIS - Fii actor pentru o comunitate transformata, integrata si sustenabila - ID 113890",12500 lei,Bucuresti
servicii,masa si sala si Pachet organizare sesiuni de perfectionare continand transport si masa,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva conform Ordinului 6712/2016 - Servicii Pachet de organizare curs competente antreprenoriale continand transport, masa si sala si Pachet organizare sesiuni de perfectionare continand transport si masa.","71899,98 lei",Cluj
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Campanii de informare si constientizare privind importanta si necesitatea participarii angajatilor la programe de formare continua",527310 lei,CONSTANTA
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de campanii de publicitate - Campanii de sprijin acordat intreprinderilor","292320,00 lei",CONSTANTA
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Campanii de informare si constientizare privind importanta si necesitatea participarii angajatilor la programe de formare continua",527310 lei,CONSTANTA
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Campanii de sprijin acordat intreprinderilor care-si desfasoara activitatea intr-unul din sectoarele economice cu potential competitiv identificate conform SNC si in unul din domeniile de specializare inteligenta conform SNCDI sau intreprinderilor care intentioneaza sa-si adapteze activitatea la aceste sectoare economice/domenii de specializare inteligenta mentionate anterior,in vederea elaborarii si introducerii unor programe de invatare la locul de munc",292320 lei,CONSTANTA
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de campanii de publicitate - Campanii de sprijin acordat intreprinderilor","292320,00 lei",CONSTANTA
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Campanii de informare si constientizare privind importanta si necesitatea participarii angajatilor la programe de formare continua",527310 lei,CONSTANTA
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Campanii de informare si constientizare privind importanta si necesitatea participarii angajatilor la programe de formare continua",527310 lei,CONSTANTA
servicii,Servicii dezvoltare experimentala pentru validarea in vivo a functionalitatii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii dezvoltare experimentala pentru validarea in vivo a functionalitatii celulelor TPL-IPC obtinute in cadrul proiectului Dia-Cure",675000 lei,Bucuresti
servicii,Servicii de cazare pentru echipa de implementare COD CPV 98341000-5-Servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de cazare pentru echipa de implementare COD CPV 98341000-5-Servicii de cazare","50227,20 lei",Bucuresti
servicii,Hrana pentru copiii participanti la programe de tip gradinita prietenoasa,"Anunturi [proceduri de achizitie, beneficiari privati]: Hrana pentru copiii participanti la programul SDS; Hrana pentru copiii participanti la programe de tip gradinita prietenoasa  Bailesti, jud. Dolj",44480 lei,Bucuresti
servicii,Hrana pentru copiii participanti la programe de tip gradinita prietenoasa,"Anunturi [proceduri de achizitie, beneficiari privati]: Hrana pentru copiii participanti la programul SDS; Hrana pentru copiii participanti la programe de tip gradinita prietenoasa  Belot si Predesti, jud. Dolj",155000 lei,Bucuresti
servicii,Hrana pentru copiii participanti la programe de tip gradinita prietenoasa,"Anunturi [proceduri de achizitie, beneficiari privati]: Hrana pentru copiii participanti la programul SDS; Hrana pentru copiii participanti la programe de tip gradinita prietenoasa  Bailesti, jud. Dolj",276240 lei,Bucuresti
servicii,Hrana pentru copiii participanti la programe de tip gradinita prietenoasa,"Anunturi [proceduri de achizitie, beneficiari privati]: Hrana pentru copiii participanti la programul SDS; Hrana pentru copiii participanti la programe de tip gradinita prietenoasa  Parpanita, jud. Vaslui",68000 lei,Bucuresti
