CUI,DENUMIRE,CAEN,JUDET,TELEFON,STARE
48206723,TANKÓ AGRO-PIESE S.R.L.,4661,"JUD. HARGHITA, SAT VALEA UGRA COM. LUNCA DE SUS, G VALEA UGRA, NR.684",0732196176,INREGISTRAT din data 22.05.2023
44674802,TANZINI  INVEST S.R.L.,4661,"JUD. SIBIU, MUN. SIBIU, STR. MR. OCTAVIAN NIŢĂ, NR.45, AP.2",,INREGISTRAT din data 02.08.2021
35857878,TCF INDUSTRIAL TRUCK SRL,4661,"JUD. BOTOŞANI, MUN. BOTOŞANI, STR. VÂRNAV, NR.8, SC.A, ET.2, AP.11",,INREGISTRAT din data 24.03.2016
31772841,TECHAGRA SRL,4661,"JUD. GIURGIU, MUN. GIURGIU, STR. 1 DECEMBRIE 1918, BL.FZ 1, SC.B, ET.1, AP.8",0766443656,INREGISTRAT din data 07.06.2013
41475856,TECHFARM AGRO S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 3, STR BURNIŢEI, NR.24, BIROUL A91, ET.1",,TRANSFER(SOSIRE) din data 15.01.2020
37623571,TECHNICAL INNOVATION FOR BULK INDUSTRY SRL,4661,"JUD. CONSTANŢA, ORŞ. TECHIRGHIOL, STR. MIRCEA VODĂ, NR.3",0359892253979,INREGISTRAT din data 22.05.2017
24712642,TECHNIQUE DEXIM SRL,4661,"JUD. MARAMUREŞ, SAT LĂPUŞEL COM. RECEA, STR. PRIMĂVERII, NR.55",0740474642,TRANSFER(SOSIRE) din data 12.08.2016
32767789,TECHNO CONSULTING SCIENCE SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. ROCADEI, NR.3, ET.2, AP.8",,INREGISTRAT din data 29.04.2014
32372029,TECHNO TOP INDUSTRY SRL,4661,"JUD. ARGEŞ, SAT SMEURA COM. MOŞOAIA, STR. OLTENI, NR.76",0751234090,INREGISTRAT din data 18.10.2013
14704987,TECHNOMILL SRL,4661,"JUD. SIBIU, ORŞ. CISNĂDIE, STR. ŞELIMBĂRULUI, NR.34",0744574573,INREGISTRAT din data 19.06.2002
40323108,TECHNOPOL ROM S.R.L.,4661,"JUD. IALOMIŢA, SAT CIOCÂRLIA COM. CIOCÂRLIA, CAL. BUCUREŞTI, NR.18, CONSTRUCTIE C1. NR. CADASTRAL 241-C1",,TRANSFER(SOSIRE) din data 24.09.2019
28981562,TECKNODEAL S.R.L.,4661,"JUD. CLUJ, MUN. GHERLA, STR. AVRAM IANCU, NR.4, SC.5, ET.3, AP.65",0264244589,INREGISTRAT din data 11.08.2011
32180589,TECNAGRONIC SRL,4661,"JUD. BIHOR, MUN. ORADEA, STR. IOSIF VULCAN, NR.4-6, AP.5",0359236002,INREGISTRAT din data 28.08.2013
52747093,TEHNIC AG S.R.L.,4661,"JUD. IAŞI, MUN. IAŞI, STR. HOLBOCA, NR.8A, CAMERA 1, ET.DEMISOL",+40744509407,INREGISTRAT din data 22.10.2025
37579034,TEHNICA POPAN SRL,2830,"JUD. MARAMUREŞ, MUN. BAIA MARE, BLD. REGELE MIHAI I, NR.57",,INREGISTRAT din data 16.05.2017
18688582,TEHNO - AGRO COM S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 5, STR. LACUL PLOPULUI, NR.5, BL.P73, SC.1, ET.3, AP.10",3179432,INREGISTRAT din data 22.05.2006
36076263,TEHNO AGRO EUROUTILAJE S.R.L.,4661,"JUD. DÂMBOVIŢA, MUN. TÂRGOVIŞTE, ALEEA TRANDAFIRILOR, BL.P5, SC.A, ET.4, AP.18",0768868654,INREGISTRAT din data 13.05.2016
35049120,TEHNO MSS SRL,4661,"JUD. IAŞI, MUN. IAŞI, STD. FÎNTÎNILOR, NR.43, BL.B14, AP.B39",,INREGISTRAT din data 25.09.2015
50999507,TEHNOCAMP S.R.L.,4661,"JUD. CONSTANŢA, ORŞ. OVIDIU, STR. ROMANĂ, NR.10A",0756163163,INREGISTRAT din data 06.12.2024
17495923,TEHNODIESEL SRL,4661,"JUD. TIMIŞ, SAT DUDEŞTII NOI COM. DUDEŞTII NOI, RUTA TIMISOARA-SANNICOLAU M.-CENAD, NR.DN.6,KM.10",0741277763,INREGISTRAT din data 18.04.2005
7247289,TEHNOFAVORIT SA,2830,"JUD. CLUJ, SAT BONŢIDA COM. BONŢIDA, STR. ŞTEFAN EMILIAN, NR.273",0745617458,INREGISTRAT din data 02.05.1995
12534894,TEHNOLAND S.R.L.,4661,"JUD. IALOMIŢA, MUN. URZICENI, CALEA BUCURESTI, NR.8-12",0243254465,INREGISTRAT din data 30.12.1999
45277738,TEHNOLOGIE FERME S.R.L.,4661,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. NĂDĂŞEL, NR.20",0748773030,INREGISTRAT din data 25.11.2021
34010491,TEHNOSAD AGRICULTURA SRL,4661,"JUD. ARAD, MUN. ARAD, BLD. REVOLUŢIEI, NR.52-54, SC.A, ET.6, AP.47",0743339229,INREGISTRAT din data 23.01.2015
45324589,TEHROM SERV S.R.L.,4661,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. CERNAVODĂ, NR.2, BL.D10, SC.2, AP.17",,INREGISTRAT din data 08.12.2021
21249668,TEHRON MACHINES SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. DĂNULEŞTI, NR.7, SPATIU IN SUPRAFATA DE 20 MP, CAMERA 1",0735014442,INREGISTRAT din data 02.03.2007
2258406,TEN COMPROD SRL,2830,"JUD. BRĂILA, MUN. BRĂILA, STR. DORULUI, NR.57",0239675146,INREGISTRAT din data 27.11.1992
38048910,TEODAV INVENT SRL,2830,"JUD. BRAŞOV, MUN. BRAŞOV, CAL. BUCUREŞTI, NR.48, BL.S22, AP.14",,INREGISTRAT din data 01.08.2017
17137097,TEOUTIL COM S.R.L.,4661,"JUD. MEHEDINŢI, MUN. ORŞOVA, STR. TUFARI, NR.2",,TRANSFER(SOSIRE) din data 11.01.2012
50663883,TERALINK IMPORTS S.R.L.,4661,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. PANSELUŢELOR, NR.5",0739844522,INREGISTRAT din data 07.10.2024
39321715,TERRA KING S.R.L.,4661,"JUD. BIHOR, SAT BOIU COM. CIUMEGHIU, BOIU, NR.428",0766851439,INREGISTRAT din data 10.05.2018
29816377,TERRAMOLD-NOVA SRL,4661,"JUD. IAŞI, MUN. IAŞI, STR. GH. SĂULESCU, NR.13, CAMERA 2, ET.P",,SUSPENDARE ACTIVITATE din data 01.07.2015
49314219,TERRAVIEW OLTENIA S.R.L.,4661,"JUD. DOLJ, MUN. CRAIOVA, CAL. SEVERINULUI, NR.32B, SC.2, ET.7, AP.30",,INREGISTRAT din data 19.12.2023
36856390,TERRAVIEW ROMANIA SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 5, STR. DĂIŞOARA, NR.10, CAMERA 1, ET.1, AP.1",,TRANSFER(SOSIRE) din data 03.02.2023
26176141,TERRAVIEW WEST S.R.L.,4661,"JUD. ARAD, MUN. ARAD, STR. MICŞUNELELOR, NR.4/A, ET.2, AP.8",0748110214,INREGISTRAT din data 02.11.2009
31144251,TEVAGRI S.R.L.,4661,"JUD. DOLJ, SAT BRĂDEŞTI COM. BRĂDEŞTI, STR. DR. BRĂDIŞTEANU, NR.200",0767214739,INREGISTRAT din data 28.01.2013
27683770,THE GATES S.R.L.,4661,"JUD. MUREŞ, MUN. REGHIN, STR. GURGHIULUI, NR.65",0757014914,INREGISTRAT din data 09.11.2010
35858083,TIA&DODO S.R.L.,4661,"JUD. BIHOR, SAT FEGERNICU NOU COM. SÂRBI, FEGERNICU NOU, NR.36",0436764003364,INREGISTRAT din data 24.03.2016
16752808,TIM ANINOASA 2004 SRL,4661,"JUD. ARGEŞ, SAT SLĂNIC COM. ANINOASA,  , NR.166B",0724138078,INREGISTRAT din data 10.09.2004
2850407,TIMEX D.F. S.R.L.,4661,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, STR. BANAT, NR.31, AP.3",0265254610,SUSPENDARE ACTIVITATE din data 11.05.2009
29352595,TITAN MACHINERY ROMANIA SRL,4661,"JUD. ILFOV, SAT DRAGOMIREŞTI-DEAL COM. DRAGOMIREŞTI-VALE, ALEEA ŞTEFANIA, NR.2, (CLĂDIREA E - HALA E)",,INREGISTRAT din data 17.11.2011
34211410,TITANAGRI SRL,4661,"JUD. DOLJ, MUN. CRAIOVA, STR. RÎULUI, NR.263",0756078687,INREGISTRAT din data 10.03.2015
31239025,TMA AGRO TECHNIK SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 6, BLD PRECIZIEI, NR.40A, BL.1, SC.1, ET.2, AP.17",,TRANSFER(SOSIRE) din data 03.08.2016
14045223,TOCATINO SRL,4661,"JUD. BIHOR, SAT CHIŞIRID COM. NOJORID,  , NR.37",0744474510,INREGISTRAT din data 28.06.2001
26987283,TOKES ATTILA ÎNTREPRINDERE INDIVIDUALĂ,4661,"JUD. HARGHITA, MUN. ODORHEIU SECUIESC, STR. BAZINULUI, NR.5",0742310854,INREGISTRAT din data 27.05.2010
33740960,TOLDO BEST SRL,4661,"JUD. ARAD, SAT CICIR COM. VLADIMIRESCU, STR. GEORGE ENESCU, NR.30",0724383590,INREGISTRAT din data 28.10.2014
50692943,TOLU MIC S.R.L.,4661,"JUD. ARAD, SAT TĂGĂDĂU COM. BELIU, STR. 1, NR.132",,INREGISTRAT din data 11.10.2024
21358975,TOMASINO S.R.L.,4661,"JUD. MARAMUREŞ, MUN. BAIA MARE, BLD. REGELE MIHAI I, NR.35, AP.4",0262223031,SUSPENDARE ACTIVITATE din data 01.05.2009
27013789,TOMIT AGRI MACCHINE SRL,4661,"JUD. BRĂILA, MUN. BRĂILA, ŞOS. RÂMNICU SĂRAT, NR.109, CONSTRUCTIA C4",0726718987,INREGISTRAT din data 03.06.2010
49884198,TONICON AGRO S.R.L.,4661,"JUD. SĂLAJ, MUN. ZALĂU, BLD. MIHAI VITEAZUL, NR.20, BL.C1, ET.5, AP.21",0767196926,INREGISTRAT din data 04.04.2024
8440619,TOPAUTO COM SA,4661,"JUD. BRAŞOV, MUN. BRAŞOV, CAL. FELDIOAREI, NR.19",0268475546,INREGISTRAT din data 20.05.1996
39994827,TOPRECOSEM S.R.L.,2830,"JUD. TIMIŞ, ORŞ. DETA, CAL. BANLOCULUI, NR.46, INCAPEREA 1",,INREGISTRAT din data 12.10.2018
41239871,TOTH M. MIHAI ÎNTREPRINDERE INDIVIDUALĂ,4661,"JUD. ARAD, ORŞ. PECICA, STR. 402, NR.76",0745604662,INREGISTRAT din data 07.06.2019
18158993,TOTUL DESPRE MULS SRL,4661,"JUD. PRAHOVA, MUN. PLOIEŞTI, INT. POLUX, NR.2, BL.G 17, SC.A, ET.4, AP.19",,INREGISTRAT din data 23.11.2005
43210103,TRACIA TRACTOR COMPANY S.R.L.,4661,"JUD. ILFOV, SAT MOGOŞOAIA COM. MOGOŞOAIA, STR. I.C.BRĂTIANU, NR.33",0722501737,INREGISTRAT din data 19.10.2020
48375145,TRACKIRA S.R.L.,4661,"JUD. MARAMUREŞ, SAT DĂNEŞTII CHIOARULUI COM. MIREŞU MARE, STR. FERMEI, NR.17",,INREGISTRAT din data 22.06.2023
34901932,TRACPARTS PIECES SRL,4661,"JUD. ARAD, SAT ŞICULA COM. ŞICULA, ŞICULA, NR.585",,INREGISTRAT din data 18.08.2015
51856483,TRACTOARE AGROFARM S.R.L.,4661,"JUD. DOLJ, MUN. CRAIOVA, CAL. BUCUREŞTI, NR.137, BL.T6, SC.1, AP.11",0761229819,INREGISTRAT din data 26.05.2025
36248350,TRACTOARE POPAN SRL,2830,"JUD. MARAMUREŞ, MUN. BAIA MARE, BLD. REGELE MIHAI I, NR.57",0741368773,INREGISTRAT din data 27.06.2016
40661800,TRACTOARE SOMECA S.R.L.,4661,"JUD. SĂLAJ, SAT PECEIU COM. BĂNIŞOR, PECEIU, NR.196, CAMERA 1",0748891511,INREGISTRAT din data 19.02.2019
31681956,TRACTOR EXPORT SRL,4661,"JUD. ILFOV, ORŞ. PANTELIMON, STR. RĂSCOALEI, NR.4, CAMERA 3",,INREGISTRAT din data 23.05.2013
16621918,TRACTOR POINT S.R.L.,4661,"JUD. ARAD, SAT IACOBINI COM. BRAZII,  , NR.36",0723112222,INREGISTRAT din data 22.07.2004
40939869,TRACTOR SPO S.R.L.,4661,"JUD. VÂLCEA, SAT RÂMEŞTI COM. ŞUŞANI, STR PRINCIPALĂ, NR.109",,INREGISTRAT din data 08.04.2019
40860977,TRACTOR SUD S.R.L.,4661,"JUD. GIURGIU, MUN. GIURGIU, STR. GLORIEI, NR.3, BIROUL 1, ET.1",0726355798,INREGISTRAT din data 27.03.2019
35102518,TRACTOR-FYM SRL,4661,"JUD. CONSTANŢA, MUN. CONSTANŢA, BLD. ALEXANDRU LĂPUŞNEANU, NR.183, BL.S6, SC.C, ET.P, AP.41",,INREGISTRAT din data 08.10.2015
38568823,TRACTORAGROBEL-BT S.R.L.,4661,"JUD. GALAŢI, SAT VÂNĂTORI COM. VÂNĂTORI, STR. FOLTANUL, NR.97",0744608261,RELUARE ACTIVITATE din data 20.02.2023
42168892,TRACTOROM TRANS S.R.L.,4661,"JUD. MARAMUREŞ, SAT CORUIA COM. SĂCĂLĂŞENI, STR. ALEXANDRU VAIDA VOEVOD, NR.18",,INREGISTRAT din data 28.01.2020
29199921,TRACTORS AND MACHINERI SRL,4661,"JUD. SĂLAJ, MUN. ZALĂU, STR. POROLISSUM, NR.24, BL.S12, SC.A, ET.3, AP.11",,INREGISTRAT din data 07.10.2011
24558927,TRACTORUL U 650 BRAŞOV S.R.L.,4661,"JUD. PRAHOVA, ORŞ. BĂICOI, STR. SCHELEI, NR.5",0268334334,TRANSFER(SOSIRE) din data 24.03.2020
27292837,TRAKVISION MEDIU S.R.L.,4661,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. SLT. GHEORGHE POPA, NR.1, CAMERA NR.1",,INREGISTRAT din data 18.08.2010
14888197,TRALEHAR SRL,4661,"JUD. HARGHITA, SAT JOSENI COM. JOSENI, JOSENI, NR.1417",,INREGISTRAT din data 18.09.2002
33900858,TRANS BAG KRN SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 6, SPL. INDEPENDENŢEI, NR.273, CORP 5, ET.3",,INREGISTRAT din data 15.12.2014
38611842,TRANSAGRAR MACHINE S.R.L.,4661,"JUD. HARGHITA, MUN. ODORHEIU SECUIESC, STR. TOMPA LÁSZLÓ, NR.5/5",0724256005,INREGISTRAT din data 18.12.2017
48225768,TRATTOR PARTS S.R.L.,4661,"JUD. BRĂILA, SAT CAZASU COM. CAZASU, STR. RÎMNICU SĂRAT, NR.209",0745159446,INREGISTRAT din data 24.05.2023
50309070,TRIAGRO TRADING S.R.L.,4661,"JUD. CLUJ, SAT SOPORU DE CÂMPIE COM. FRATA, SOPORU DE CÎMPIE, NR.401",0767705247,INREGISTRAT din data 02.07.2024
48727225,TSF GIGI & ALI S.R.L.,4661,"JUD. DOLJ, SAT CĂLĂRAŞI COM. CĂLĂRAŞI, STR. PETRE BANIŢĂ, NR.12",tsf.gigiali.srl,INREGISTRAT din data 04.09.2023
29086612,TSG 2011 S.R.L.,4661,"JUD. IALOMIŢA, MUN. FETEŞTI, STR. CĂLĂRAŞI, BL.7, SC.A, ET.2, AP.11",,INREGISTRAT din data 09.09.2011
50757376,TT AGRO MOTO S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, BLD G-RAL GHEORGHE MAGHERU, NR.31, BIROU 2, ET.5",00380988777788,INREGISTRAT din data 23.10.2024
94501,TULVAN SRL,2830,"JUD. BIHOR, MUN. SALONTA, STR. REGELE FERDINAND I, NR.1/A",0259373188,INREGISTRAT din data 26.11.1992
44296294,TURFMASTER SG S.R.L.,4661,"JUD. COVASNA, MUN. SFÂNTU GHEORGHE, STR. LUNCA OLTULUI, NR.7",,INREGISTRAT din data 19.05.2021
27163131,TURI GAZDA SRL,4661,"JUD. ARAD, MUN. ARAD, BLD. REVOLUŢIEI, NR.26-38, SC.C, AP.15",,INREGISTRAT din data 12.07.2010
26659421,TUTTOCAMPO S.R.L.,4661,"JUD. SATU MARE, MUN. SATU MARE, PŢA. 25 OCTOMBRIE, NR.7",,INREGISTRAT din data 16.03.2010
35154843,TWINS WORLD  S.R.L.,4661,"JUD. SUCEAVA, SAT DĂRMĂNEŞTI COM. DĂRMĂNEŞTI, NR.606",0743660613,INREGISTRAT din data 22.10.2015
46661418,UFM MASHINERY S.R.L.,4661,"JUD. GALAŢI, MUN. GALAŢI, STR. LAMINORIŞTILOR, NR.4, BL.G5, SC.3, AP.249",0727166316,INREGISTRAT din data 17.08.2022
46345962,UICACLOB S.R.L.,4661,"JUD. BIHOR, SAT PETREASA COM. REMETEA, PETREASA, NR.65",0732037326,INREGISTRAT din data 22.06.2022
32077460,ULTIMASERV SRL,4661,"JUD. DOLJ, MUN. CRAIOVA, DEZROBIRII, NR.155",0251453801,TRANSFER(SOSIRE) din data 16.01.2015
42914674,UMWELT KFT SZEGED - SUCURSALA SÂNCRĂIENI,4661,"JUD. HARGHITA, SAT SÂNCRĂIENI COM. SÂNCRĂIENI, SÎNCRĂIENI, NR.1/A",0724256005,INREGISTRAT din data 13.08.2020
5641189,UNI PROJEKT S.R.L.,4661,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, STR. LIBERTATII, NR.40, AP.II",0265168510,INREGISTRAT din data 20.04.1994
31345336,UNIC TEAM SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. LUNCA FLORILOR, NR.2, BL.11, ET.4, AP.47",,TRANSFER(SOSIRE) din data 06.06.2013
23536858,UNICORN CENTER A.H. SRL,4661,"JUD. BRAŞOV, MUN. BRAŞOV, STR. G-RAL DUMITRACHE, NR.29, BL.281, AP.16,BIROU 2",0728158086,INREGISTRAT din data 18.03.2008
6753121,UNITIP SRL,2830,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, BLD. 1848, NR.38, AP.40",0265124291,INREGISTRAT din data 06.01.1995
33452282,UNITRADESALE MMI SRL,4661,"JUD. GALAŢI, MUN. GALAŢI, BLD. DUNĂREA, NR.1, CAMERA 1, BL.A6, SC.4, ET.4, AP.134",0763824753,INREGISTRAT din data 05.08.2014
42046852,UNIVERS TEHNO UTIL S.R.L.,4661,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. DOROBANŢILOR, NR.39-41, AP.1",,INREGISTRAT din data 19.12.2019
30511716,UNIVERSAL AGRARTECHNIK 2012 SRL,4661,"JUD. ARAD, ORŞ. CHIŞINEU-CRIŞ, STR. ÎNFRĂŢIRII, NR.27",0744659250,INREGISTRAT din data 03.08.2012
15920016,UNIVERSAL TRACTOR S.R.L.,4661,"JUD. BIHOR, ORŞ. VALEA LUI MIHAI, STR. HUNYADI MATYAS, NR.45",0259356526,INREGISTRAT din data 19.11.2003
15489607,URSAGRI IMPEX SRL,4661,"JUD. BRĂILA, SAT LACU SĂRAT COM. CHISCANI, STR. PRINCIPALĂ, NR.62BIS",0239623388,INREGISTRAT din data 05.06.2003
10005145,UTAL CARNIMPEX SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, B-DUL NICOLAE TITULESCU, NR.155, BL.21C, SC.C, ET.7, AP.110",0741165550,INREGISTRAT din data 09.10.2000
18133239,UTICO TRADE SRL,4661,"JUD. NEAMŢ, MUN. PIATRA NEAMŢ, STR. MIHAI EMINESCU, NR.2, BL.D1, SC.B, ET.1, AP.43",0233224112,SUSPENDARE ACTIVITATE din data 09.05.2019
36148467,UTIL FARMING SRL,4661,"JUD. BRAŞOV, MUN. BRAŞOV, CAL. BUCUREŞTI, NR.114, ET.2",0740178546,INREGISTRAT din data 31.05.2016
47080219,UTIL LOGISTIC VETIŞ S.R.L.,4661,"JUD. SATU MARE, SAT VETIŞ COM. VETIŞ, STR. CAREIULUI, NR.52",0742066732,INREGISTRAT din data 26.10.2022
42244469,UTIL SIOAGRITOP S.R.L.,4661,"JUD. GALAŢI, SAT DRĂGĂNEŞTI COM. DRĂGĂNEŞTI, STR. PREOT POPOVICI GHEORGHE, NR.5",0761916722,INREGISTRAT din data 11.02.2020
44500580,UTIL STROJEVA MAIA S.R.L.,4661,"JUD. SIBIU, SAT IGHIŞU NOU MUN. MEDIAŞ, STR. NOUĂ, NR.11",0770731066,INREGISTRAT din data 28.06.2021
21891276,UTIL TRACTORS SRL,4661,"JUD. NEAMŢ, SAT TĂMĂŞENI COM. TĂMĂŞENI,",0233749494,RELUARE ACTIVITATE din data 03.03.2014
35660751,UTIL-AGRO NOOT SRL,4661,"JUD. DOLJ, SAT IŞALNIŢA COM. IŞALNIŢA, STR. NICOLAE IORGA, NR.63",0765244430,INREGISTRAT din data 16.02.2016
28453850,UTILAGRE SRL,4661,"JUD. GALAŢI, SAT LIEŞTI COM. LIEŞTI,  , NR.2527A, CAMERA 3",0744792818,RELUARE ACTIVITATE din data 20.12.2013
21916885,UTILAGRI OLTENIA S.R.L.,4661,"JUD. DOLJ, MUN. CRAIOVA, STR. 1 DECEMBRIE 1918, NR.21, BL.D33, SC.1, ET.2, AP.9",0727710420,RELUARE ACTIVITATE din data 20.10.2021
42217634,UTILAJE AGRICOLE BOTOROAGA S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 6, STR PRAVĂŢ, NR.14, CAM.1, BL.P7, SC.8, ET.1, AP.147",,INREGISTRAT din data 06.02.2020
46839168,UTILAJE AGRICOLE IMPORT S.R.L.,4661,"JUD. VÂLCEA, SAT COPĂCENI COM. COPĂCENI, COPĂCENI, NR.52",,INREGISTRAT din data 14.09.2022
34865708,UTILAJE AGRICOLE IVOLSCHI S.R.L.,4661,"JUD. MARAMUREŞ, SAT BOZÂNTA MARE ORŞ. TĂUŢII-MĂGHERĂUŞ, STR. 125, NR.10",,INREGISTRAT din data 07.08.2015
23710384,UTILAJE AGRICOLE LOPEZ S.R.L.,2830,"JUD. ILFOV, ORŞ. POPEŞTI-LEORDENI, ŞOS. OLTENIŢEI, NR.181, MAG. C105, CORP C2 PARTER, CAMERA C1",0740692160,TRANSFER(SOSIRE) din data 18.03.2022
39907081,UTILAJE AGRICOLE PIESE SI SERVICE S.R.L.,4661,"JUD. PRAHOVA, MUN. PLOIEŞTI, STR. POŞTEI, NR.49, CONSTRUCTIA C1",,INREGISTRAT din data 24.09.2018
29082718,UTILAJE AGRICOLE VL S.R.L.,4661,"JUD. VÂLCEA, SAT PIETRARI COM. PIETRARI,  , NR.424",0741602851,INREGISTRAT din data 07.09.2011
42242638,UTILAJE CIUCIU S.R.L.,4661,"JUD. BIHOR, SAT SĂUD COM. BUNTEŞTI, SĂUD, NR.120",,INREGISTRAT din data 11.02.2020
34243365,UTILAJE CNL SRL,4661,"JUD. BIHOR, SAT DOBREŞTI COM. DOBREŞTI,  , BL.D2, AP.11",,TRANSFER(SOSIRE) din data 24.09.2025
48784093,UTILAJE LA TOMMY S.R.L.,4661,"JUD. CARAŞ-SEVERIN, SAT ILOVA COM. SLATINA-TIMIŞ, STR. ILOVIŢA, NR.12",,INREGISTRAT din data 14.09.2023
36799503,UTILAJE NIC STAR S.R.L.,4661,"JUD. DÂMBOVIŢA, SAT LUNGULEŢU COM. LUNGULEŢU, NR.1047",0769809820,INREGISTRAT din data 05.12.2016
32490440,UTILAJE PROD COM  SRL,4661,"JUD. SIBIU, MUN. SIBIU, ALEEA PETUNIEI, NR.8, ÎNCĂPEREA NR. 1, BL.22, ET.3, AP.11",0269224890,INREGISTRAT din data 19.11.2013
42735970,UTILAJE VITI-POMICOLE S.R.L.,4661,"JUD. BUZĂU, SAT SĂHĂTENI COM. SĂHĂTENI, STR. PRINCIPALĂ, NR.196",0722231397,INREGISTRAT din data 07.07.2020
21996191,UTILAJE ŞI MAŞINI AGRICOLE SRL,4661,"JUD. CĂLĂRAŞI, MUN. OLTENIŢA, STR. ARGEŞULUI, NR.153",0727554554,INREGISTRAT din data 25.06.2007
41152405,UTILUXAGRI S.R.L.,4661,"JUD. DOLJ, SAT TĂLPAŞ COM. TĂLPAŞ, NR.165",,INREGISTRAT din data 21.05.2019
28526235,UTOSPOP COMERŢ S.R.L.,4661,"JUD. BIHOR, MUN. ORADEA, STR. OCTAVIAN GOGA, NR.15",0359302212,INREGISTRAT din data 23.05.2011
26789570,VADERSTAD SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 3, BLD THEODOR PALLADY, NR.42J, UNITATEA NUMĂRUL: 2031, ET.2",,TRANSFER(SOSIRE) din data 06.04.2017
39449693,VADTOOLS S.R.L.,4661,"JUD. BISTRIŢA-NĂSĂUD, SAT PRUNDU BÂRGĂULUI COM. PRUNDU BÂRGĂULUI, NR.863",,INREGISTRAT din data 06.06.2018
11937830,VALABRI SRL,4661,"JUD. ARAD, SAT FELNAC COM. FELNAC,  , NR.FN",,INREGISTRAT din data 13.07.1999
8530762,VALCOMAR EXIM SRL,4661,"JUD. BIHOR, SAT BORŞ COM. BORŞ, COM. BORS, NR.179",0744843495,INREGISTRAT din data 13.06.1996
16356269,VALENA MOTOR S.R.L.,4661,"JUD. DOLJ, MUN. CRAIOVA, ALEEA 1 PARÎNGULUI, NR.12R",072335331,INREGISTRAT din data 22.04.2004
30624294,VALINST AGRICULTURE SRL,4661,"JUD. BRAŞOV, MUN. BRAŞOV, STR. STEJERIŞULUI, NR.18A, BL.7, ET.P, AP.3",,INREGISTRAT din data 04.09.2012
42177980,VALMAR CATALIN COMPANY S.R.L.,4661,"JUD. MARAMUREŞ, SAT BOIU MARE COM. BOIU MARE, STR. PE VALE, NR.179",,INREGISTRAT din data 29.01.2020
50941980,VALROM ECOTEC S.R.L.,2830,"JUD. BUZĂU, MUN. BUZĂU, STR. SLT. (P.M.) MĂDĂLIN STOICA, BL.6B, ET.1, AP.8",0765283655,INREGISTRAT din data 26.11.2024
10599838,VALROM EXIM S.R.L.,4661,"JUD. BRĂILA, MUN. BRĂILA, CAL. CĂLĂRAŞILOR, NR.314",0239685747,INREGISTRAT din data 29.05.1998
37672019,VALTEC AGRICULTURE TECHNOLOGY SRL,2830,"MUNICIPIUL BUCUREŞTI, SECTOR 4, B-DUL MĂRĂŞEŞTI, NR.42, BL.1, SC.A, ET.2, AP.7",,INREGISTRAT din data 30.05.2017
47657237,VALTEC PREMIUM INDUSTRY S.R.L.,4661,"JUD. CONSTANŢA, SAT CUMPĂNA COM. CUMPĂNA, STR. SOARELUI, NR.23",0732449957,TRANSFER(SOSIRE) din data 14.02.2024
33879438,VALTEC TRACTORS INDUSTRY  SRL,2830,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. BELIZARIE, NR.14, PARTER, CAM.2, BL.11/2A, SC.A, AP.1",,INREGISTRAT din data 08.12.2014
28823376,VANE ŞI ROBINEŢI SRL,4661,"JUD. BRAŞOV, MUN. BRAŞOV, STR. PÂRÂULUI, NR.9, BL.F1, SC.A, AP.10",0728043475,SUSPENDARE ACTIVITATE din data 01.10.2012
14417378,VANG SRL,4661,"JUD. DOLJ, MUN. BĂILEŞTI, STR. VICTORIEI, NR.82, BL.A1, SC.A, ET.3, AP.9",0740529094,INREGISTRAT din data 31.01.2002
41873878,VARIANT AGRO S.R.L.,4661,"JUD. GORJ, MUN. TÂRGU JIU, STR. TISMANA, NR.1A, CONSTRUCȚIA C4",,TRANSFER(SOSIRE) din data 17.11.2023
41781413,VASS TRACTORS UTILAJE S.R.L.,4661,"JUD. MUREŞ, SAT SÂNGEORGIU DE PĂDURE ORŞ. SÂNGEORGIU DE PĂDURE, STR. ROZELOR, NR.115",,INREGISTRAT din data 17.10.2019
