cui,denumire,caen,nr_reg_com,forma_juridica,sediu_judet,sediu_localitate,sediu_strada,sediu_nr,sediu_cod_postal,adresa,telefon_anaf,fax,cod_postal,data_inregistrare,stare,status_tva,email,email2,website,cifra_afaceri_ron,cifra_afaceri_eur,angajati,an_infiintare
42548018,BACU BOBO S.R.L.,4661,J2020000694030,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARGEŞ,Orş. Costeşti,Str. Progresului,47,115200,"JUD. ARGEŞ, ORŞ. COSTEŞTI, STR. PROGRESULUI, NR.47, CAMERA NR.2, ET.1",,,115200,2020-05-27,INREGISTRAT din data 27.05.2020,True,,,,,,,
36197222,BAF LANDMACHINEN SRL,4661,J35/1739/2016,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Parţa Com. Parţa,,706A,307396,"JUD. TIMIŞ, SAT PARŢA COM. PARŢA, NR.706A, BIROUL NR. 6",0741927562,,307396,2016-06-13,INREGISTRAT din data 13.06.2016,False,,,,,,,
18277099,BALLA-SOL SRL,4661,J31/14/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SĂLAJ,Sat Crasna Com. Crasna,CRASNA,580,457085,"JUD. SĂLAJ, SAT CRASNA COM. CRASNA, CRASNA, NR.580",0745193689,,457085,2006-01-12,INREGISTRAT din data 12.01.2006,True,,,,,,,
30681605,BANAT DAIRY EQUIPMENT SRL,2830,J35/2289/2012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Săcălaz Com. Săcălaz,Str. Complexului,4,307370,"JUD. TIMIŞ, SAT SĂCĂLAZ COM. SĂCĂLAZ, STR. COMPLEXULUI, NR.4",0733958705,,307370,2012-09-19,INREGISTRAT din data 19.09.2012,True,,,,,,,
1816792,BANAT TRACTOR SERVICE SRL,4661,J35/2912/1991,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Timişoara,Pţa. Vasile Adamachi,6,300592,"JUD. TIMIŞ, MUN. TIMIŞOARA, P-TA. VASILE ADAMACHI, NR.6, AP.1",0256293424,0256275246,,1992-11-30,INREGISTRAT din data 30.11.1992,True,,,https://banat-tractor.ro,,,,
10276519,BARBONE COMPROD S.R.L.,4661,J40/1780/1998,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,B-dul ION MIHALACHE,166,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, B-DUL ION MIHALACHE, NR.166, BL.2, SC.B, ET.3, AP.45",0723196389,,,1998-03-05,INREGISTRAT din data 24.02.1998,False,,,,,,,
45861477,BASADORO AGROTEH S.R.L.,4661,J40/5692/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 2 Mun. Bucureşti,Str. Judeţului,1,23755,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. JUDEŢULUI, NR.1, LOTUL NR. 31, ET.5, AP.504",,,23755,2022-03-25,INREGISTRAT din data 25.03.2022,False,,,,,,,
6667950,BAZA 26 S.A.,4661,J26/1339/1994,SOCIETATE COMERCIALĂ PE ACŢIUNI,MUREŞ,Mun. Târgu Mureş,Str. Depozitelor,27-29,,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, STR. DEPOZITELOR, NR.27-29",0265164798,0265164080,540240,1994-12-29,INREGISTRAT din data 29.12.1994,True,,,,,,,
11858884,BB GLOBAL NORD VEST SRL,4661,J24/289/1999,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Mun. Baia Mare,Str. 22 Decembrie,28,430314,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. 22 DECEMBRIE, NR.28, BIROU 1",,,,1999-06-17,RELUARE ACTIVITATE din data 01.01.2001,True,,,,,,,
31877473,BEANTO PRODUCTION SRL,4661,J2013000608048,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BACĂU,Orş. Târgu Ocna,Str. Costache Negri,,605600,"JUD. BACĂU, ORŞ. TÂRGU OCNA, STR. COSTACHE NEGRI, BL.G7, SC.B, AP.3",,,605600,2013-06-19,INREGISTRAT din data 19.06.2013,True,,,,927177,185435,3,2013
40800720,BEE PRY S.R.L.,4661,J2019000708012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ALBA,Mun. Alba Iulia,Str. Viilor,25,,"JUD. ALBA, MUN. ALBA IULIA, STR. VIILOR, NR.25",,,,2019-03-18,INREGISTRAT din data 18.03.2019,True,comenzi@beepry.ro,,https://beepry.ro,,,,
14650593,BEEXPERT FEED S.R.L.,4661,J12/966/2002,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Sat Luna de Sus Com. Floreşti,LUNA DE SUS,439,407281,"JUD. CLUJ, SAT LUNA DE SUS COM. FLOREŞTI, LUNA DE SUS, NR.439",741181395,,407281,2002-05-23,RELUARE ACTIVITATE din data 25.02.2016,True,,,,,,,
36662475,BEKAEXPRESS TRANSPORT SRL,4661,J24/1272/2016,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Sat Răzoare Orş. Târgu Lăpuş,RĂZOARE,169,435610,"JUD. MARAMUREŞ, SAT RĂZOARE ORŞ. TÂRGU LĂPUŞ, RĂZOARE, NR.169",0742860837,,435610,2016-10-21,INREGISTRAT din data 21.10.2016,True,,,,,,,
32097000,BEL FLECH SRL,4661,J36/325/2013,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TULCEA,Mun. Tulcea,Aleea Merişor,4,820099,"JUD. TULCEA, MUN. TULCEA, ALEEA MERIŞOR, NR.4, CAMERA 8, BL.A3, SC.C, ET.1, AP.8",,,820099,2013-08-05,INREGISTRAT din data 02.08.2013,True,,,,,,,
18831207,BENJORA S.R.L.,4661,J17/1093/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GALAŢI,Mun. Galaţi,Str. Dr. Nicolae Alexandrescu,2,800121,"JUD. GALAŢI, MUN. GALAŢI, STR. DR. NICOLAE ALEXANDRESCU, NR.2, BL.B4, SC.3, AP.55",0742064635,,800121,2006-07-06,SUSPENDARE ACTIVITATE din data 22.07.2010,False,,,,,,,
9604680,BEST MARINE S.R.L.,4661,J13/1680/1997,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,Str. Pescarilor,26,900538,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. PESCARILOR, NR.26, BL.MZ11, SC.A, ET.5, AP.22",0241613808,0241613808,900538,1997-07-18,INREGISTRAT din data 10.07.1997,False,,,,,,,
43552300,BEST TRAKTORS S.R.L.,4661,J38/44/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,VÂLCEA,Sat Streminoasa Com. Creţeni,Str. PRINCIPALĂ,112,247123,"JUD. VÂLCEA, SAT STREMINOASA COM. CREŢENI, STR. PRINCIPALĂ, NR.112",,,247123,2021-01-13,INREGISTRAT din data 13.01.2021,False,,,,,,,
7095679,BEYNE AGROROM SRL,4661,J1995000168025,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARAD,Mun. Arad,Str. Agronomului,2,,"JUD. ARAD, MUN. ARAD, STR. AGRONOMULUI, NR.2",0257276879,0257276878,,1995-03-20,INREGISTRAT din data 20.03.1995,True,,,,,,,
45041604,BI-AGRO TOP FARM S.R.L.,4661,J2021001038281,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,OLT,Mun. Slatina,Str. Ecaterina Teodoroiu,30,230119,"JUD. OLT, MUN. SLATINA, STR. ECATERINA TEODOROIU, NR.30, BL.30, SC.A, ET.1, AP.4",,,230119,2021-10-12,INREGISTRAT din data 12.10.2021,True,,,,,,,
14422030,BIG CONSULTING SRL,4661,J32/88/2002,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SIBIU,Mun. Sibiu,Str. Călţun,19,550298,"JUD. SIBIU, MUN. SIBIU, STR. CĂLŢUN, NR.19",0269212324,,550298,2002-02-04,INREGISTRAT din data 01.02.2002,True,,,,,,,
37720280,BIGBOG SRL,4661,J08/1479/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Mun. Braşov,Str. Coştila,12,,"JUD. BRAŞOV, MUN. BRAŞOV, STR. COŞTILA, NR.12, CAMERA 1",0740951435,,,2017-06-08,INREGISTRAT din data 08.06.2017,False,,,,,,,
39072797,BIO SELECTOR TECHNOLOGY S.R.L.,4661,J2018000455021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARAD,Mun. Arad,Str. Aurel Crişan,7A,,"JUD. ARAD, MUN. ARAD, STR. AUREL CRIŞAN, NR.7A, CENTRUL DE AFACERI MARIŞ",,,,2018-03-22,INREGISTRAT din data 22.03.2018,True,,,,,,,
50491508,BIOLAND PUI S.R.L.,4661,J2024019318004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IALOMIŢA,Sat Moviliţa Com. Moviliţa,Str. Calea Bucuresti,100,,"JUD. IALOMIŢA, SAT MOVILIŢA COM. MOVILIŢA, STR. CALEA BUCURESTI, NR.100, SUPRAFAȚĂ 140 MP ȘI TERASĂ 100 MP",0769688802,,,2024-09-02,INREGISTRAT din data 30.08.2024,True,,,,,,,
48911596,BIOTECH AVENUE ROMANIA S.R.L.,2830,J2023018891402,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,Str. Dorobanţilor,22,900539,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. DOROBANŢILOR, NR.22",0721925152,,900539,2023-10-09,TRANSFER(SOSIRE) din data 21.08.2025,True,,,,,,,
35123499,BKL AGRO PROFESIONAL SRL,4661,J10/829/2015,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BUZĂU,Sat Măgura Com. Măgura,Str. Cânepişte,27,127320,"JUD. BUZĂU, SAT MĂGURA COM. MĂGURA, STR. CÂNEPIŞTE, NR.27",,,127320,2015-10-14,INREGISTRAT din data 14.10.2015,True,,,,,,,
13698895,BODTRANS SRL,4661,J2001000094336,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SUCEAVA,Sat Dărmăneşti Com. Dărmăneşti,,605,,"JUD. SUCEAVA, SAT DĂRMĂNEŞTI COM. DĂRMĂNEŞTI,  , NR.605",0745660888,0230533541,,2001-02-13,INREGISTRAT din data 13.02.2001,True,bodtrans_bv@yahoo.com,,https://bodtrans.ro,,,,
47775224,BOGDANGELO S.R.L.,4661,J17/386/2023,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GALAŢI,Sat Malu Alb Com. Drăgăneşti,Str. Regina Maria,62,807111,"JUD. GALAŢI, SAT MALU ALB COM. DRĂGĂNEŞTI, STR. REGINA MARIA, NR.62",0742638625,,807111,2023-03-08,INREGISTRAT din data 08.03.2023,True,,,,,,,
46353515,BOGYOR C. ATTILA PERSOANĂ FIZICĂ AUTORIZATĂ,4661,F14/206/2022,,COVASNA,Mun. Sfântu Gheorghe,Str. Nuferilor,2,520082,"JUD. COVASNA, MUN. SFÂNTU GHEORGHE, STR. NUFERILOR, NR.2, BL.11, SC.D, ET.3, AP.8",0748503011,,520082,2022-06-23,INREGISTRAT din data 23.06.2022,False,,,,,,,
30780889,BOPOHEAT SRL,2830,J02/1142/2012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARAD,Sat Sânleani Com. Livada,SÎNLEANI,363,317206,"JUD. ARAD, SAT SÂNLEANI COM. LIVADA, SÎNLEANI, NR.363",,,317206,2012-10-12,INREGISTRAT din data 12.10.2012,True,,,,,,,
41519880,BORONA AGRO MACHINE S.R.L.,4661,J26/1672/2019,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Sat Sântana de Mureş Com. Sântana de Mureş,Str. Viilor,458,547565,"JUD. MUREŞ, SAT SÂNTANA DE MUREŞ COM. SÂNTANA DE MUREŞ, STR. VIILOR, NR.458",0748958996,,547565,2019-08-13,INREGISTRAT din data 13.08.2019,True,,,,,,,
42710313,BPVIND S.R.L.,2830,J2020000194147,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,COVASNA,Sat Sânzieni Com. Sânzieni,G SÂNZIENI,2,527150,"JUD. COVASNA, SAT SÂNZIENI COM. SÂNZIENI, G SÂNZIENI, NR.2, STR. DRUMARILOR",0728034718,,527150,2020-07-01,INREGISTRAT din data 01.07.2020,True,,,,,,,
6541943,BRONTO COMPROD SRL,4661,J12/3711/1994,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Mun. Cluj-Napoca,Str. Corneliu Coposu,35-37,400235,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. CORNELIU COPOSU, NR.35-37",0264406790,0264406703,400235,1994-12-15,INREGISTRAT din data 15.12.1994,True,,,,,,,
17332411,BUMARJAN COMEXIM S.R.L.,4661,J16/528/2005,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,DOLJ,Mun. Craiova,Str. DR. VICTOR GOMOIU,12A,200683,"JUD. DOLJ, MUN. CRAIOVA, STR. DR. VICTOR GOMOIU, NR.12A, BL.I18, SC.2, AP.16",0745367640,,200683,2005-03-09,INREGISTRAT din data 09.03.2005,True,,,,,,,
26500735,BURCIU CORNELIU - PERSOANĂ FIZICĂ AUTORIZATĂ,4661,F33/132/2010,,SUCEAVA,Mun. Rădăuţi,Str. George Enescu,1 A,725400,"JUD. SUCEAVA, MUN. RĂDĂUŢI, STR. GEORGE ENESCU, NR.1 A",0230564649,,725400,2010-02-10,INREGISTRAT din data 09.02.2010,True,,,,,,,
31366304,BUT AGROSERVICELAND S.R.L.,4661,J31/99/2013,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SĂLAJ,Sat Peceiu Com. Bănişor,PECEIU,192,457032,"JUD. SĂLAJ, SAT PECEIU COM. BĂNIŞOR, PECEIU, NR.192",0740798804,,457032,2013-03-15,RELUARE ACTIVITATE din data 13.10.2017,True,,,,,,,
25369748,BUTTNER AGRAR SRL,4661,J32/329/2009,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SIBIU,Sat Cârţa Com. Cârţa,,209,557070,"JUD. SIBIU, COM. CÂRŢA, CÎRŢA, NR.209",0740059896,,,2009-03-30,INREGISTRAT din data 27.03.2009,True,,,,,,,
40246048,BUY BACK S.R.L.,4661,J2022001126156,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,DÂMBOVIŢA,Sat Movila Com. Niculeşti,,,,"JUD. DÂMBOVIŢA, SAT MOVILA COM. NICULEŞTI,  , TARLA 17 PARCELELE 9. 10. 11 ȘI TARLA 19 PARCELA 92/2/3 (NR. CADASTRAL 77493). CONSTRUCȚIE C1 - ANEXĂ GO",,,,2018-12-03,SUSPENDARE ACTIVITATE din data 08.01.2026,True,,,https://buyback.ro,,,,
27100192,C.C.C. IDEAL DINAMIC S.R.L.,4661,J13/1155/2010,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,Bld. Tomis,217,900647,"JUD. CONSTANŢA, MUN. CONSTANŢA, BLD. TOMIS, NR.217, CAMERA NR.1, BL.TS10, AP.27",0726573100,,900647,2010-06-24,INREGISTRAT din data 23.06.2010,False,,,,,,,
49341566,CAGLAR PROD IMPORT-EXPORT S.R.L.,4661,J2023008713235,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 2 Mun. Bucureşti,Str. Poiana cu Aluni,6,22875,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR POIANA CU ALUNI, NR.6, CAMERA NR.1, BL.17, SC.3, ET.4, AP.89",0799066664,,22875,2023-12-27,TRANSFER(SOSIRE) din data 27.09.2025,True,,,,,,,
5284728,CALLY B.D. S.R.L.,4661,J38/135/1994,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,VÂLCEA,Mun. Râmnicu Vâlcea,Str. Matache Temelie,1,240085,"JUD. VÂLCEA, MUN. RÂMNICU VÂLCEA, STR. MATACHE TEMELIE, NR.1, BL.74, SC.A, ET.P, AP.1",0748036730,,240085,1994-03-03,INREGISTRAT din data 03.03.1994,True,,,,,,,
2242310,CAMARO CROP SRL,4661,J1991000908090,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRĂILA,Sat Cazasu Com. Cazasu,Str. Afinului,15,,"JUD. BRĂILA, SAT CAZASU COM. CAZASU, STR. AFINULUI, NR.15",0239615804,,,1992-11-27,RELUARE ACTIVITATE din data 01.12.2011,True,,,,,,,
32186239,CAMY FRANCE SRL,4661,J2013002710123,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Mun. Cluj-Napoca,Str. Luncii,50,400633,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. LUNCII, NR.50",,,400633,2013-08-29,SUSPENDARE ACTIVITATE din data 04.09.2025,False,,,,,,,
18611864,CARADA CONSTRUCT LOGISTIC SRL,4661,J40/9472/2012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti,Str. Vlăhiţa,1,32271,"JUD. BRAŞOV, SAT UCEA DE JOS COM. UCEA, UCEA DE JOS, NR.1A, BL.CORP D, AP.1",,,507238,2006-04-21,TRANSFER(SOSIRE) din data 20.08.2012,False,,,,,,,
32627637,CARLOS TRACTORS SRL,4661,J08/10/2014,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Sat Satu Nou Com. Hălchiu,SATU NOU,14,507083,"JUD. BRAŞOV, SAT SATU NOU COM. HĂLCHIU, SATU NOU, NR.14, CAM.3",0744591345,,507083,2014-01-07,INREGISTRAT din data 07.01.2014,False,,,,,,,
7967379,CARPATI PROD S.R.L.,4661,J01/7/1996,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ALBA,Mun. Sebeş,Str.  ALUNULUI,3,515800,"JUD. ALBA, MUN. SEBEŞ, STR.  ALUNULUI, NR.3",025873164,,515800,1995-12-19,INREGISTRAT din data 19.12.1995,True,,,,,,,
26473274,CARTUR AGRO CODLEA SRL,4661,J08/128/2010,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Mun. Codlea,Str. Florilor,24,505100,"JUD. BRAŞOV, MUN. CODLEA, STR. FLORILOR, NR.24",0268250272,,505100,2010-02-03,INREGISTRAT din data 02.02.2010,True,,,,,,,
44226167,CASA BOLCHIŞ-PINTE S.R.L.,4661,J24/787/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Sat Asuaju de Jos Com. Asuaju de Sus,ASUAJU DE JOS,191,437016,"JUD. MARAMUREŞ, SAT ASUAJU DE JOS COM. ASUAJU DE SUS, ASUAJU DE JOS, NR.191",,,437016,2021-05-05,INREGISTRAT din data 05.05.2021,True,,,,,,,
28992944,CASA COMERCIALĂ BELARUS SRL,4661,J40/9884/2011,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,Cal. Griviţei,212,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, CALEA GRIVIŢEI, NR.212, BL.J, SC.H, ET.2, AP.9",0755106843,,,2011-08-16,TRANSFER(SOSIRE) din data 13.08.2018,False,,,,,,,
37769888,CAVALERIA TRADE SRL,4661,J2017001433038,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARGEŞ,Sat Vlăduţa Com. Buzoeşti,,24,117181,"JUD. ARGEŞ, SAT VLĂDUŢA COM. BUZOEŞTI, NR.24, CAMERA 1",,,117181,2017-06-15,INREGISTRAT din data 15.06.2017,True,,,,,,,
41001445,CESIVO AGRICULTURA S.R.L.,4661,J2019001277160,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,DOLJ,Sat Coşoveni Com. Coşoveni,Str. Principală,45,,"JUD. DOLJ, SAT COŞOVENI COM. COŞOVENI, STR. PRINCIPALĂ, NR.45",756015022,,207205,2019-04-17,INREGISTRAT din data 17.04.2019,True,agricultura@cesivo.ro,,https://cesivo-agricultura.ro,,,,
29183640,CEZAR CHALLENGE AGRO SERVICE SRL,4661,J2011002185352,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Carani Com. Sânandrei,Str. Tineretului,64,307376,"JUD. TIMIŞ, SAT CARANI COM. SÂNANDREI, STR. TINERETULUI, NR.64",0723602533,,307376,2011-10-04,INREGISTRAT din data 04.10.2011,True,,,,,,,
16459680,CHIR-MAN-DI SRL,4661,J32/811/2004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SIBIU,Sat Chirpăr Com. Chirpăr,,445,557080,"JUD. SIBIU, SAT CHIRPĂR COM. CHIRPĂR, CHIRPĂR, NR.445",,,557080,2004-05-27,INREGISTRAT din data 25.05.2004,True,,,https://chirmandi.ro,,,,
37702780,CIA TRAC SRL,4661,J27/596/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,NEAMŢ,Sat Rediu Com. Bâra,Str. Imaşului,6,617036,"JUD. NEAMŢ, SAT REDIU COM. BÂRA, STR. IMAŞULUI, NR.6",0761082763,,617036,2017-06-07,INREGISTRAT din data 06.06.2017,True,,,,,,,
39215528,CINCANA ANG S.R.L.,4661,J08/889/2018,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Sat Cincu Com. Cincu,CINCU,ADM. 559,507045,"JUD. BRAŞOV, SAT CINCU COM. CINCU, CINCU, NR.ADM. 559",,,507045,2018-04-19,INREGISTRAT din data 19.04.2018,False,,,,,,,
30247372,CLAAS REGIONAL CENTER SOUTH EAST EUROPE SRL,4661,J23/1468/2012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Com. Afumaţi,Şos BUCUREȘTI URZICENI,68C,77010,"JUD. ILFOV, COM. AFUMAŢI, ŞOS BUCUREȘTI URZICENI, NR.68C",,,77010,2012-05-28,INREGISTRAT din data 28.05.2012,True,,,,,,,
41900140,CLASS NICO REAL S.R.L.,4661,J10/1348/2019,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BUZĂU,Sat Poşta Câlnău Com. Poşta Câlnău,POŞTA CÎLNĂU,690,127485,"JUD. BUZĂU, SAT POŞTA CÂLNĂU COM. POŞTA CÂLNĂU, POŞTA CÎLNĂU, NR.690",,,127485,2019-11-14,SUSPENDARE ACTIVITATE din data 08.03.2023,False,,,,,,,
38061331,CLOCITOAREA IDEALĂ S.R.L.,2830,J15/1161/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,DÂMBOVIŢA,Sat Ghirdoveni Com. I. L. Caragiale,Str. Principală,1090,137256,"JUD. DÂMBOVIŢA, SAT GHIRDOVENI COM. I. L. CARAGIALE, STR. PRINCIPALĂ, NR.1090",0749167482,,137256,2017-08-03,INREGISTRAT din data 03.08.2017,True,,,,,,,
18321720,CO-RENTAL S.R.L.,4661,J35/203/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Timişoara,Str. Luminiţa Botoc,,,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. LUMINIŢA BOTOC, BL.A21, SC.B, ET.1, AP.3, CAM.B",0724083127,,,2006-01-27,RELUARE ACTIVITATE din data 01.10.2009,False,,,,,,,
12256240,COM NICO MOTORS SRL,4661,J02/465/1999,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARAD,Mun. Arad,Str. Poetului,101/A,,"JUD. ARAD, MUN. ARAD, STR. POETULUI, NR.101/A",,,,1999-10-14,INREGISTRAT din data 14.10.1999,True,,,,,,,
42623918,COMPLET POWER ACTIV S.R.L.,4661,J40/6277/2020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 2 Mun. Bucureşti,Str. Grigore Ionescu,63,,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. GRIGORE IONESCU, NR.63, CAMERA 1, BL.T73, SC.2, ET.4, AP.42",,,,2020-06-15,INREGISTRAT din data 15.06.2020,False,,,,,,,
51933438,COMPLETE AGRI S.R.L.,4661,J2025040860001,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Timişoara,Str. Geneva,35,,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. GENEVA, NR.35",0737014158,,,2025-06-10,INREGISTRAT din data 10.06.2025,True,,,,,,,
6936820,COMPLEX SOMI PREST SRL,4661,J22/38/1995,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IAŞI,Sat Bohotin Com. Răducăneni,,,707401,"JUD. IAŞI, SAT BOHOTIN COM. RĂDUCĂNENI, NR.-",0232292559,,707401,1995-02-07,INREGISTRAT din data 31.01.1995,True,,,,,,,
38179583,COMPONENTE AGRICOLE INDUSTRIALE SRL,4661,J23/4575/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Sat Pasărea Com. Brăneşti,Str. Nicolae Bălcescu,78B,77032,"JUD. ILFOV, SAT PASĂREA COM. BRĂNEŞTI, STR. NICOLAE BĂLCESCU, NR.78B, PARTER",,,77032,2017-09-05,INREGISTRAT din data 05.09.2017,True,,,,,,,
31524315,COMPONENTE MAŞINI AGRICOLE SRL,4661,J03/534/2013,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARGEŞ,Mun. Curtea de Argeş,Str. 1 Mai,7,115300,"JUD. ARGEŞ, MUN. CURTEA DE ARGEŞ, STR. 1 MAI, NR.7, CAMERA 7",0733354780,,115300,2013-04-17,INREGISTRAT din data 17.04.2013,False,,,,,,,
21236153,COMSTORE SRL,4661,J23/596/2007,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Com. 1 Decembrie,Str. ARTIŞTILOR,72,,"JUD. ILFOV, COM. 1 DECEMBRIE, STR. ARTIŞTILOR, NR.72",0213691042,0213691042,,2007-02-28,SUSPENDARE ACTIVITATE din data 29.01.2024,False,,,,,,,
25376230,CONDOR BUSINESS COMPANY S.R.L.,4661,J40/4239/2009,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti,Str. LT. NICOLAE PASCU,10,32075,"MUNICIPIUL BUCUREŞTI, SECTOR 3, STR. LT. NICOLAE PASCU, NR.10, BL.5, SC.1, ET.1, AP.6",,,32075,2009-03-31,INREGISTRAT din data 31.03.2009,False,,,,,,,
44899430,CONSORZIO ALFAPRIM S.R.L.,4661,J17/1506/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GALAŢI,Mun. Tecuci,Fdt. Mihail Kogălniceanu,2,805300,"JUD. GALAŢI, MUN. TECUCI, FDT. MIHAIL KOGĂLNICEANU, NR.2",,,805300,2021-09-14,INREGISTRAT din data 14.09.2021,False,,,,,,,
